c626a2be718349a0b4a141e057cf832eaa91b4f51e5d78bcb170f93aa4901ede,7b8e7ddea41f7b66a316e734c7956a09d687bc33a1ae9835c7c2beeed235f3ce,4216039e210e30be1a7fa509bad43b930b4d76c7cf9c9bc0c7373b9738d97928,98b01265a36f64415807783ecfd21072a5743395c51344968895fdbbff019ea2,6703a27809e4639506ccb6142b6a1ade8be2a8171b42ef42e87a62e774edabfb,0b7dd4407142fd11ef4be89db21fe24b59b0e8bd45229c2e77bdef97e93cbe30,ec723cd64a1595b7737b8b4098d8a7ddb50dbec2814c51860416b7c0acc89f7f,bcb62afaa5b118a73d8cf0c33e0945e7bd7d34a1926cd3445248e81d495a5454,bb5b6696e67e69e9d79226f081e468bba58d3f0918778521e189c6661be38a49,118594a938e4f645e894972909355ff3ea0cbb0a83ca71c9caad098e130bad60,6756f01f9185632775f7685a88a0a26eec6013167b8362b10a1835215f49e236,3c05075eeb4406e2649c78c55b9edb6101ee1aa52379709918ac179f707a1b6f,7ab649e6e520b66751a21f3797a2d9328c19e4933d497a80349f391e8441c9db,0a23e136451e9c50e6744cfc640010ea5ec5262d371a3ff26cf977d7ccba3edd,5ee5f1006b955ee4ef3fc508523174666d2df4dd89ac89b94117e4281b869646,0fafa52c68a1b7923adc0ff3827ec1cb3f38a5322c9dd874496fe2a47ef84709,d99253216ad94d270b77df440e8e1fb77d63ff8ccbd40e1941f2f54d2e690dad,b7c1e1bd95510d5b8254b07677e108477efcbc305f5485afebf138b1f11d8318,91b52b993bf3ccee53f2506955243c7121b11b228672cd695831b4a07e2e27ad
"0","37","0","0","0","0","2800","100101","0","0","0","0","0","0","0","0","0","0","10"
"0","38","0","0","0","0","2800","100101","0","0","0","0","0","0","0","0","0","0","10"
"0","37","0","0","0","0","0","100201","0","0","0","0","0","0","2800","0","0","0","10"
"0","38","0","0","0","0","0","100201","0","0","0","0","0","0","2800","0","0","0","10"
"0","37","0","0","0","0","2800","100301","0","0","0","0","0","0","0","0","0","0","10"
"0","38","0","0","0","0","2800","100301","0","0","0","0","0","0","0","0","0","0","10"
"0","37","0","0","0","0","2800","100401","0","0","0","0","0","0","0","0","0","0","10"
"0","38","0","0","0","0","2800","100401","0","0","0","0","0","0","0","0","0","0","10"
"0","37","0","0","0","0","2800","100501","0","0","0","0","0","0","0","0","0","0","10"
"0","38","0","0","0","0","2800","100501","0","0","0","0","0","0","0","0","0","0","10"
"0","37","0","0","0","0","0","100601","0","0","0","0","0","0","2800","0","0","0","10"
"0","38","0","0","0","0","0","100601","0","0","0","0","0","0","2800","0","0","0","10"
"0","37","0","0","0","0","2800","100701","0","0","0","0","0","0","0","0","0","0","10"
"0","38","0","0","0","0","2800","100701","0","0","0","0","0","0","0","0","0","0","10"
"0","37","0","0","0","0","0","100801","0","0","0","0","0","0","2800","0","0","0","10"
"0","38","0","0","0","0","0","100801","0","0","0","0","0","0","2800","0","0","0","10"
"0","37","0","0","0","0","0","100901","0","0","0","0","0","0","2800","0","0","0","10"
"0","38","0","0","0","0","0","100901","0","0","0","0","0","0","2800","0","0","0","10"
"0","37","0","0","0","0","0","101001","0","0","0","0","0","0","2800","0","0","0","10"
"0","38","0","0","0","0","0","101001","0","0","0","0","0","0","2800","0","0","0","10"
"0","37","0","0","0","0","2800","101101","0","0","0","0","0","0","0","0","0","0","10"
"0","38","0","0","0","0","2800","101101","0","0","0","0","0","0","0","0","0","0","10"
"0","37","0","0","0","0","0","101201","0","0","0","0","0","0","2800","0","0","0","10"
"0","38","0","0","0","0","0","101201","0","0","0","0","0","0","2800","0","0","0","10"
"0","37","0","0","0","0","0","101301","0","0","0","0","0","0","2800","0","0","0","10"
"0","38","0","0","0","0","0","101301","0","0","0","0","0","0","2800","0","0","0","10"
"0","37","0","0","0","0","0","101401","0","0","0","0","0","0","2800","0","0","0","10"
"0","38","0","0","0","0","0","101401","0","0","0","0","0","0","2800","0","0","0","10"
"0","37","0","0","0","0","0","101501","0","0","0","0","0","0","2800","0","0","0","10"
"0","38","0","0","0","0","0","101501","0","0","0","0","0","0","2800","0","0","0","10"
"0","37","0","0","0","0","2800","101601","0","0","0","0","0","0","0","0","0","0","10"
"0","38","0","0","0","0","2800","101601","0","0","0","0","0","0","0","0","0","0","10"
"0","37","0","0","0","0","2800","101701","0","0","0","0","0","0","0","0","0","0","10"
"0","38","0","0","0","0","2800","101701","0","0","0","0","0","0","0","0","0","0","10"
"0","37","0","0","0","0","0","101801","0","0","0","0","0","0","2800","0","0","0","10"
"0","38","0","0","0","0","0","101801","0","0","0","0","0","0","2800","0","0","0","10"
"0","37","0","0","0","0","2800","102001","0","0","0","0","0","0","0","0","0","0","10"
"0","38","0","0","0","0","2800","102001","0","0","0","0","0","0","0","0","0","0","10"
"0","37","0","0","0","0","2800","102101","0","0","0","0","0","0","0","0","0","0","10"
"0","38","0","0","0","0","2800","102101","0","0","0","0","0","0","0","0","0","0","10"
"0","37","0","0","0","0","0","102201","0","0","0","0","0","0","2800","0","0","0","10"
"0","38","0","0","0","0","0","102201","0","0","0","0","0","0","2800","0","0","0","10"
"0","37","0","0","0","0","2800","102301","0","0","0","0","0","0","0","0","0","0","10"
"0","38","0","0","0","0","2800","102301","0","0","0","0","0","0","0","0","0","0","10"
"0","37","0","0","0","0","0","102501","0","0","0","0","0","0","2800","0","0","0","10"
"0","38","0","0","0","0","0","102501","0","0","0","0","0","0","2800","0","0","0","10"
"0","37","0","0","0","0","2800","102601","0","0","0","0","0","0","0","0","0","0","10"
"0","38","0","0","0","0","2800","102601","0","0","0","0","0","0","0","0","0","0","10"
"0","37","0","0","0","0","2800","102701","0","0","0","0","0","0","0","0","0","0","10"
"0","38","0","0","0","0","2800","102701","0","0","0","0","0","0","0","0","0","0","10"
"0","37","0","0","0","0","2800","102801","0","0","0","0","0","0","0","0","0","0","10"
"0","38","0","0","0","0","2800","102801","0","0","0","0","0","0","0","0","0","0","10"
"0","37","0","0","0","0","2800","102901","0","0","0","0","0","0","0","0","0","0","10"
"0","38","0","0","0","0","2800","102901","0","0","0","0","0","0","0","0","0","0","10"
"0","37","0","0","0","0","2800","103001","0","0","0","0","0","0","0","0","0","0","10"
"0","38","0","0","0","0","2800","103001","0","0","0","0","0","0","0","0","0","0","10"
