0b2534e2cd144788ed05499f2bad7587ba36687feb2b3648868c08616ff71641,e1fb63bebb2de74e365081591e2fae5f059626541b6868e69f677e078a2632fd,c5f90386c396825cdf4b36013d9360cb6b00bd3a208c714fece34b5fe90746cf,e44c67efaae4421fc61a7bf04040ddd413c00d66132f02255d5ee9593e1248cd,7128fc092f8050da4bc75086ea175afe35e8eb7bf41919bd90ebab6930a0ee14,51803bf5c739aa7a071cc36e158e43ed2b655b7e1436907e670647d69bf50370,ec37e82349a0c58237122743b4080b15f4ee5a6d5323a4ac3495acbecfbb54bd,af6ba564c60ca4e82c9138922b17f1aa0ecc46532cab3dc0f2536a5fd8fadeb5,9d77d4c7ad6e1ff2a4a29caa0830b48123286796d7b2d8e0c203bf87cded70bc,a1a199d3d85c18340974533d6bc0fe5bfc5ee04658d0292ea07b1b34d9158743,257f8f5bd75e319c47fac71869a81f46af254531a586c10b62c2fbdf5e6d73cb,b73769cf798802514b5ec7651d8b64ebbcd6a8aede8dfa8758f8c9dac91626c3,add6c10ce6bfcb028d4e0982eeee8a30a85656aefc815ff48a0310c6fae133c9,155131a8683f46d40198b24aadadc6a85ad793e632d617222a1460623e5c4f1d
"-1","7","1","6","4","1","1","1001","30","1","30","1","1","1"
"-1","11","1","6","31","1","1","1002","60","1","60","1","1","1"
"-1","15","1","6","61","1","1","1003","90","1","90","1","1","1"
"-1","19","1","6","91","1","1","1004","120","1","120","1","1","1"
"-1","23","1","6","121","1","1","1005","150","1","150","1","1","1"
"-1","27","1","6","151","1","1","1006","180","1","180","1","1","1"
"-1","29","1","6","181","1","1","1007","210","1","210","1","1","1"
"-1","31","1","6","211","1","1","1008","240","1","240","1","1","1"
"-1","31","1","6","241","1","1","1009","270","1","270","1","1","1"
"-1","31","1","6","271","1","1","1010","300","1","300","1","1","1"
"-1","31","1","6","301","1","1","1011","310","1","-1","1","1","1"
"-1","7","1","5","4","1","1","1101","30","1","30","1","1","2"
"-1","11","1","5","31","1","1","1102","60","1","60","1","1","2"
"-1","15","1","5","61","1","1","1103","90","1","90","1","1","2"
"-1","19","1","5","91","1","1","1104","120","1","120","1","1","2"
"-1","23","1","5","121","1","1","1105","150","1","150","1","1","2"
"-1","27","1","5","151","1","1","1106","180","1","180","1","1","2"
"-1","29","1","5","181","1","1","1107","210","1","210","1","1","2"
"-1","31","1","5","211","1","1","1108","240","1","240","1","1","2"
"-1","31","1","5","241","1","1","1109","270","1","270","1","1","2"
"-1","31","1","5","271","1","1","1110","300","1","300","1","1","2"
"-1","31","1","5","301","1","1","1111","310","1","-1","1","1","2"
"-1","7","1","5","4","1","1","1201","-1","1","30","1","1","3"
"-1","11","1","5","31","1","1","1202","-1","1","60","1","1","3"
"-1","15","1","5","61","1","1","1203","-1","1","90","1","1","3"
"-1","19","1","5","91","1","1","1204","-1","1","120","1","1","3"
"-1","23","1","5","121","1","1","1205","-1","1","150","1","1","3"
"-1","27","1","5","151","1","1","1206","-1","1","180","1","1","3"
"-1","29","1","5","181","1","1","1207","-1","1","210","1","1","3"
"-1","31","1","5","211","1","1","1208","-1","1","240","1","1","3"
"-1","31","1","5","241","1","1","1209","-1","1","270","1","1","3"
"-1","31","1","5","271","1","1","1210","-1","1","300","1","1","3"
"-1","31","1","5","301","1","1","1211","-1","1","-1","1","1","3"
"-1","7","1","5","4","1","1","1301","30","1","30","1","1","4"
"-1","10","1","5","31","1","1","1302","60","1","60","1","1","4"
"-1","13","1","5","61","1","1","1303","90","1","90","1","1","4"
"-1","16","1","5","91","1","1","1304","120","1","120","1","1","4"
"-1","19","1","5","121","1","1","1305","150","1","150","1","1","4"
"-1","22","1","5","151","1","1","1306","180","1","180","1","1","4"
"-1","25","1","5","181","1","1","1307","210","1","210","1","1","4"
"-1","28","1","5","211","1","1","1308","240","1","240","1","1","4"
"-1","28","1","5","241","1","1","1309","270","1","270","1","1","4"
"-1","28","1","5","271","1","1","1310","300","1","300","1","1","4"
"-1","28","1","5","301","1","1","1311","310","1","-1","1","1","4"
"-1","7","1","5","4","1","1","1401","-1","1","30","1","1","5"
"-1","10","1","5","31","1","1","1402","-1","1","60","1","1","5"
"-1","13","1","5","61","1","1","1403","-1","1","90","1","1","5"
"-1","16","1","5","91","1","1","1404","-1","1","120","1","1","5"
"-1","19","1","5","121","1","1","1405","-1","1","150","1","1","5"
"-1","22","1","5","151","1","1","1406","-1","1","180","1","1","5"
"-1","25","1","5","181","1","1","1407","-1","1","210","1","1","5"
"-1","28","1","5","211","1","1","1408","-1","1","240","1","1","5"
"-1","28","1","5","241","1","1","1409","-1","1","270","1","1","5"
"-1","28","1","5","271","1","1","1410","-1","1","300","1","1","5"
"-1","28","1","5","301","1","1","1411","-1","1","-1","1","1","5"
"-1","7","1","3","4","1","1","1501","-1","1","30","1","1","6"
"-1","10","1","3","31","1","1","1502","-1","1","60","1","1","6"
"-1","13","1","3","61","1","1","1503","-1","1","90","1","1","6"
"-1","16","1","3","91","1","1","1504","-1","1","120","1","1","6"
"-1","19","1","3","121","1","1","1505","-1","1","150","1","1","6"
"-1","22","1","3","151","1","1","1506","-1","1","180","1","1","6"
"-1","22","1","3","181","1","1","1507","-1","1","210","1","1","6"
"-1","22","1","3","211","1","1","1508","-1","1","240","1","1","6"
"-1","22","1","3","241","1","1","1509","-1","1","270","1","1","6"
"-1","22","1","3","271","1","1","1510","-1","1","-1","1","1","6"
"5","7","1","6","4","1","1","1601","30","1","30","1","1","7"
"5","11","1","6","31","1","1","1602","60","1","60","1","1","7"
"5","15","1","6","61","1","1","1603","90","1","90","1","1","7"
"5","19","1","6","91","1","1","1604","120","1","120","1","1","7"
"5","23","1","6","121","1","1","1605","150","1","150","1","1","7"
"5","27","1","6","151","1","1","1606","180","1","180","1","1","7"
"5","29","1","6","181","1","1","1607","210","1","210","1","1","7"
"5","31","1","6","211","1","1","1608","240","1","240","1","1","7"
"5","31","1","6","241","1","1","1609","270","1","270","1","1","7"
"5","31","1","6","271","1","1","1610","300","1","300","1","1","7"
"5","31","1","6","301","1","1","1611","310","1","-1","1","1","7"
"5","7","1","5","4","1","1","1701","30","1","30","1","1","8"
"5","11","1","5","31","1","1","1702","60","1","60","1","1","8"
"5","15","1","5","61","1","1","1703","90","1","90","1","1","8"
"5","19","1","5","91","1","1","1704","120","1","120","1","1","8"
"5","23","1","5","121","1","1","1705","150","1","150","1","1","8"
"5","27","1","5","151","1","1","1706","180","1","180","1","1","8"
"5","29","1","5","181","1","1","1707","210","1","210","1","1","8"
"5","31","1","5","211","1","1","1708","240","1","240","1","1","8"
"5","31","1","5","241","1","1","1709","270","1","270","1","1","8"
"5","31","1","5","271","1","1","1710","300","1","300","1","1","8"
"5","31","1","5","301","1","1","1711","310","1","-1","1","1","8"
