f7672a44cd60991a62c90b752d72aea1596084e30bfb1d2d8066f71b4e4aa0ac,d98b0fe2ef25512ad627fec7ac6eedbc92e9da31a7f5bf8667f540a32acfe66c,316f2688dfa1bede75250532040ea29973b72511031ba6b3a178ffb15ca878d8,40dfe045ad9fde8fb65788efc2c44951d7f9daa7e94b50c083dbf5daf7bf0301,56b4175c925c2366d93de4177e6f39c05555d197575cdcfe7d69423049a9e46e,e03aff8f97e02fc8db3406f96501758524609e1323d8eaf0fa81c1db339b85a2,8ca3f720f91b255e5b73ed07938dfd6d935f2eac606a7f0894df7921f270b063,7519470fd0eaf412ff38bfad5653dea1e90f40a12ec6ed22aec49470abb3ddd4,87186e6b8da62dcc9fecbac40667eba58dd930bb86252dd26c172a00b37b9441,52cdfcfdb45f62b229d0307ac5302b3eaf51b2e07902e4077369161d455dc3c2,513024a372cb1a9d57f49b5b2dd4e8c0d4556c15ab20f5638c65f04e76f330c8,503b09cdb44426ff8981664366d587bf329cd2d9883e21951ef6729825cd6c40,78ff6fc4cd6f8d9ab0c2817a120ccca0b4d4d06d82a7ba060a3f711b02e76724,a86d6bdc13cc29e067e529d7fcaa8aee1f20fc989b03f0caf8a0a6988b904caf,500c5e4873d3dc7e5f6f46856023f969c1a38774f4fac23ecb68e322e55d3ec5,0f24c92d061c3dc56eed9f042a28a825e575d3179f5fc8c5bd4d38ae70a4a11c,4a1d418e5d6619733ddce12c67a84f60e978a4cabfe9dbbb763c84a65a63559e,6c9c88609220f606b5ff5349ddcc7eca1da5eda431a8cc6bdadd3be3fd3edcee
"0","1","1","2","2","5","20003","0","150","12","22003","150000","20","5","91002","0","8","94002"
"0","2","6","2","2","9","20003","0","145","12","22003","100000","15","2","91002","0","8","94002"
"0","3","10","2","2","19","20003","0","140","12","22002","80000","11","5","91002","0","8","94002"
"0","4","20","2","2","29","20003","0","130","12","22002","80000","10","5","91002","0","8","94002"
"0","5","30","2","2","39","20003","0","120","12","22002","70000","9","4","91002","0","8","94002"
"0","6","40","2","2","49","20003","0","110","12","22002","70000","8","4","91002","0","8","94002"
"0","7","50","2","2","99","20003","0","100","12","22002","60000","7","3","91002","0","8","94002"
"0","8","100","2","2","499","20003","0","80","12","22002","40000","2","2","91002","0","8","94002"
"0","9","500","2","2","999","20002","0","50","12","22002","20000","7","1","91002","0","8","94002"
"0","10","1000","2","2","4999","20002","0","20","12","22001","16000","4","3","91002","0","8","94002"
"0","11","5000","2","2","9999","20002","0","15","12","22001","9000","3","2","91002","0","8","94002"
"0","12","10000","2","2","11999","20001","0","10","12","22001","4000","8","1","91002","0","8","94002"
"0","13","12000","2","2","13999","20001","0","5","12","22001","3000","7","1","91002","0","8","94002"
"0","14","14000","2","2","14999","20001","0","4","12","22001","2000","6","1","91002","0","8","94002"
"0","15","15000","2","2","30000","20001","0","3","12","22001","1800","5","1","91002","0","8","94002"
