33ec7f2e38a8cd4aca4331fca9eeceb8ceb75d0ab98398bf4f564a1177920d6d,43fd64d1d5bc1afb7e696fa46a37bfdb958d71fa60c425f6e99c504ff86f2bb9,b357b19ab240e618fb22b2f0ccef59e4f30ad0835ea28e25c7da671edc827cc3,e2b341d34116c0c5674de051b4a5f36fff6835a0a75c22fe223bfe6452488252,96c27e9143f7d8a0e4879856f8160dc4cc31687307e0521572a55a05caf9ce82,9f79da28fdfe8cfe4506dd97dab8465a664ddc272fea6059e89f11c18eb20a64,79bba15e122fd446a419f8353e28f69273f4fc2e3a1d2667bd7430d6f57b16b5,2ceac31c93bb51e6738b29efc6603acbf202db1f318f636d0a4c6198eea1df6d,9fcd85578f8fec9ba7cf3fd748077496ed379fd6e5985d963e2c80cd33bbb4e6,a9e7fa71ca1e80e4d134855095a3c6ec4862504e1d0f7d7ecd20a213e6d03205,ac8451cb1f14fd564d964e47ca7b6e48257644f36bb512f90f28c81439e67fb0
"0","","1","20000","8","1","0","100","91002","0",""
"0","","2","20000","2","1","0","20","23001","0",""
"0","","3","20000","8","2","0","100","91002","0",""
"0","","4","20000","2","2","0","20","23001","0",""
"0","","5","20000","8","3","0","100","91002","0",""
"0","","6","20000","2","3","0","20","23001","0",""
"0","","7","20000","8","4","0","100","91002","0",""
"0","","8","20000","2","4","0","20","23001","0",""
"0","","9","20000","8","5","0","200","91002","0",""
"0","","10","20000","2","5","0","20","23001","0",""
"0","","11","20000","8","6","0","100","91002","0",""
"0","","12","20000","2","6","0","20","23001","0",""
"0","","13","20000","8","7","0","100","91002","0",""
"0","","14","20000","2","7","0","20","23001","0",""
"0","","15","20000","8","8","0","100","91002","0",""
"0","","16","20000","2","8","0","20","23001","0",""
"0","","17","20000","8","9","0","100","91002","0",""
"0","","18","20000","2","9","0","20","23001","0",""
"0","","19","20000","8","10","0","300","91002","0",""
"0","","20","20000","2","10","0","20","23001","0",""
"0","","21","30000","2","1","0","30","23001","0",""
"0","","22","30000","2","2","0","2000","90007","0",""
"0","","23","30000","2","3","0","20","20003","0",""
"0","","24","30000","8","4","0","50","91002","0",""
"0","","25","30000","12","5","0","50000","94002","0",""
"0","","26","30000","8","6","0","50","91002","0",""
"0","","27","30000","2","7","0","3000","90007","0",""
"0","","28","30000","2","8","0","20","20003","0",""
"0","","29","30000","8","9","0","80","91002","0",""
"0","","30","30000","2","10","0","1","24001","0",""
"0","","31","30000","8","11","0","80","91002","0",""
"0","","32","30000","2","12","0","20","22002","0",""
"0","","33","30000","2","13","0","20","20003","0",""
"0","","34","30000","8","14","0","100","91002","0",""
"0","","35","30000","2","15","0","1","24001","0",""
"0","","36","40000","8","1","0","100","91002","0",""
"107501","ぺコリーヌ","37","40001","8","1","0","150","91002","1","今日は記念日、お祝いですね！\n焼肉、お寿司、ピザ、ケーキ～☆\nあなたとパーティできるなんて、\n幸せです～♪"
"107601","コッコロ","38","40001","8","2","0","150","91002","1","この記念日を迎えられたのは、\n主さまの器量の賜物\nさすがは主さまでございます\nえらい、えらい♪"
"107801","キャル","39","40001","8","3","0","150","91002","1","あんたもけっこうやるじゃない！\nちょっとは…割と…け、けっこう\n見直しちゃったわ\n褒めてあげる♪"
"107701","スズメ","40","40001","8","4","0","150","91002","1","あなたと私にとって、\n今日は特別な日\nあなたの支えがあるから、\n私は頑張れるんです！"
"107901","タマキ","41","40001","8","5","0","150","91002","1","今日はキミにとっての\n特別な記念日だにゃ\nキミの活躍にはいつも\n猫ながら感謝してるにゃ～♪"
"107501","ぺコリーヌ","42","40001","8","6","0","150","91002","2","う～かき氷食べ過ぎて、\n身体が冷えちゃいました…\nあなたの体温で温めてください！\nギューーッ♪"
"107601","コッコロ","43","40001","8","7","0","150","91002","2","夏は危険がいっぱいと申します…\nですが、わたくしが主さまを\nしっかりとお守りいたしますよ"
"107801","キャル","44","40001","8","8","0","150","91002","2","ん～なんであんたと、ひと夏を\n過ごすことになったのかな…\n結構楽しいからいいけど！\nさ、まだまだ遊ぶわよ！"
