e20396eeda7d971268baeadf79e9fcf37fb07139db4f7adeeb92c477b79b95b4,27b085b94cf273a4948b8deef29c7add684d368590e16e8cd819b6f1ae6c0817,15ed9d6af886adc91e41c93c036a3c0d04cefd477d221d2c1b5ad9a0dd77273c,784685051d009e845ae76fdceaa4e18ca04b9f497b35833313bceb381c7ab41b,00c36d137d4feb85fa493a7ce4b4694f029a2e875da36eeed2cfef9a365e808c,22a128baf8c582c31bdce3bd85a53ba6a8c034344d4add68cdc1280589d32e28,2e16aa974da85e28b393d6aef406597da700595ad02ca5f8bb45d78bc44bb218
"1","9000000","0","0","10001","0","Menu01scene1"
"1","9000001","0","0","10001","0","Menu01scene2"
"1","9000002","0","0","10001","0","Menu01scene3"
"1","9000003","0","0","10001","0","Menu01scene4"
"1","9000004","0","0","10001","0","Menu02scene1"
"1","9000005","0","0","10001","0","Menu02scene2"
"1","9000006","0","0","10001","0","Menu02scene3"
"1","9000007","0","0","10001","0","Menu02scene4"
"1","9000008","0","0","10001","0","Menu02scene5"
"1","9000009","0","0","10001","0","Menu02scene6"
"1","9000010","0","0","10001","0","Menu03scene1"
"1","9000011","0","0","10001","0","Menu03scene2"
"1","9000012","0","0","10001","0","Menu03scene3"
"1","9000013","0","0","10001","0","Menu03scene4"
"1","9000014","0","0","10001","0","Menu03scene5"
"1","9000015","0","0","10001","0","Menu03scene6"
"1","9000016","0","0","10001","0","OPscene1"
"1","9000017","0","0","10001","0","OPscene2"
"1","9000018","0","0","10001","0","OPscene3"
"1","9000019","0","0","10001","0","OPscene4"
"1","9000020","0","0","10001","0","OPscene5"
"1","9000021","0","0","10001","0","OPscene6"
"1","9000022","0","0","10001","0","アニメオリジナル　コッコロカスタムマイページ"
"1","9000023","0","0","10002","0","Menu04scene1"
"1","9000024","0","0","10002","0","Menu04scene2"
"1","9000025","0","0","10002","0","Menu04scene3"
"1","9000026","0","0","10002","0","Menu04scene4"
"1","9000027","0","0","10002","0","Menu04scene5"
"1","9000028","0","0","10002","0","Menu04scene6"
"1","9000029","0","0","10002","0","Menu05scene1"
"1","9000030","0","0","10002","0","Menu05scene2"
"1","9000031","0","0","10002","0","Menu05scene3"
"1","9000032","0","0","10002","0","Menu05scene4"
"1","9000033","0","0","10002","0","Menu05scene5"
"1","9000034","0","0","10002","0","Menu05scene6"
"1","9000035","0","0","10002","0","Menu06scene1"
"1","9000036","0","0","10002","0","Menu06scene2"
"1","9000037","0","0","10002","0","Menu06scene3"
"1","9000038","0","0","10002","0","Menu06scene4"
"1","9000039","0","0","10002","0","Menu06scene5"
"1","9000040","0","0","10002","0","Menu06scene6"
"1","9000041","0","0","10002","0","アニメオリジナル　キャルカスタムマイページ"
"1","9000042","0","0","10003","0","Menu07scene1"
"1","9000043","0","0","10003","0","Menu07scene2"
"1","9000044","0","0","10003","0","Menu07scene3"
"1","9000045","0","0","10003","0","Menu07scene4"
"1","9000046","0","0","10003","0","Menu07scene5"
"1","9000047","0","0","10003","0","Menu07scene6"
"1","9000048","0","0","10003","0","Menu08scene1"
"1","9000049","0","0","10003","0","Menu08scene2"
"1","9000050","0","0","10003","0","Menu08scene3"
"1","9000051","0","0","10003","0","Menu08scene4"
"1","9000052","0","0","10003","0","Menu08scene5"
"1","9000053","0","0","10003","0","Menu08scene6"
