f3d36ff251c94104645a553a0707e8c57b92a9a9b7672853047ad247817c7045,30943dca50e913fb5383b911367b769d5136de86e961844ce0f4c2d2bac6ac49,e28ae48e17bc88b79166f25a9e7f90595c0a77c42d0ed4d8ed276e46eaea2359,42ebec93f840e4877273e89b6a66afedbfea89cf3034709030bf493fb88c70cf,77f4604f6871ca05f2cee144cab4606025f306d0ba083a98054843c428816442,7c8293a787c65425c2d5353e4805f047936a4f8ab5dc594a309f7ba9235d4eef,008f3563305b85ac221df2f5eb48db7c112c8846dc70e46aa5ea78afc3d096ab,8e0085a27136e80234faf3581ce028ab07543a6339b0355d79fdb2c4a19c093d,47b0abed9f990121ee0d87f86587e1b3ac9b24a4369c81eb049af8605f0e40bf,662326148720d7c0da751571cfbcd28fabd6e12864b4bce2a581b4b44357d38f,6593a037e99b8b4e5882e3d09a09afe74a9116b7c7da4a29b3d62279bc18095c,ba474095b4792a8f22fb35114baa9854e1f5d2916c615aa24269f3f2745330b3,e2a29441d2add4ef27f49760e1f17f86338b5e13b5db28d4e4ced912b7c6d714,e7d040d96d98160b42a0b583d6a1c77be914306ddbb446598dae42cccea028c9,b4f512ed6497cb08e6010666bdc795c83d3859bba478697ae8a693ff8c81fa7c,aef375f74db4b69c2c089919678ee7ead40299d60966d45aa6abf2a0a88eee67,d825c09861290c7ecfc39a3b2869493824390abb71c4ce69470487ea8fcf2944,9ea60b69cddaeb788ffe717a0be17a14979557b96275c525c7be362097d14be6,ee8046e5a756ee93b9d6734af590ce678bacd779a81599257930a30eb2976205,2c3cc830608d8391ab312e1005b65c039008b5e8439af5902cded218d49e9874,1cec05db4346251cd24056a68b2235da3d61c999bb2d898ca8c10cc2254c5d10
"1","1","0","-1","2.4","0","0","1","0","0","0","1","3","0","敵単体に{0}の物理ダメージ","30","100100101","1","1","単体物理ダメージ+{0}","30"
"1","99","0","-1","500","0","0","1","0","0","0","1","3","0","","50","100100102","3","3","","0"
"1","99","0","400","1.08","0","0","1","0","0","0","2","3","0","範囲内の敵に{0}の物理ダメージ","13.5","100100103","1","1","範囲物理ダメージ+{0}","13.5"
"1","1","0","-1","1.6","0","0","1","0","0","0","1","3","0","敵単体に{0}の物理ダメージ","20","100100201","1","1","物理ダメージ+{0}","20"
"1","1","0","0","0.6","0","0","1","0","0","0","1","1","0","敵単体に{0}の物理ダメージ","8","100100301","1","1","物理ダメージ+{0}","8"
"1","1","0","0","11","12","0","2","0","1","0","1","7","1","自分の物理攻撃力を{0}アップ","1","100100302","10","10","物理攻撃力アップ+{0}","11"
"1","1","0","-1","4.8","0","0","1","0","0","0","1","3","0","敵単体に{0}の物理ダメージ","60","100101101","1","1","単体物理ダメージ+{0}","60"
"1","99","0","600","3.6","0","0","1","0","0","0","2","3","0","範囲内の敵に{0}の物理ダメージ","45","100101102","1","1","範囲物理ダメージ+{0}","45"
"1","1","0","-1","1.6","0","0","1","0","0","0","1","3","0","敵単体に{0}の物理ダメージ","20","100101201","1","1","単体物理ダメージ+{0}","20"
"1","99","0","400","0.72","0","0","1","0","0","0","2","3","0","範囲内の敵に{0}の物理ダメージ","9","100101202","1","1","範囲物理ダメージ+{0}","9"
"1","0","0","0","15","1","0","0","0","0","0","0","0","0","自分の物理攻撃力を{0}アップ","1","100150101","2","90","物理攻撃力アップ+{0}","15"
"1","0","0","0","15","1","0","0","0","0","0","0","0","0","自分の物理攻撃力を{0}アップ","1","100151101","2","90","物理攻撃力アップ+{0}","240"
"1","99","0","2160","6","0.45","0","2","0","0","0","3","3","0","味方全体のＨＰを{0}回復","1","100200101","2","4","ＨＰ回復量+{0}","6"
"1","1","0","-1","1.2","0","0","1","0","0","0","1","3","0","敵単体に{0}の魔法ダメージ","15","100200201","2","1","魔法ダメージ+{0}","15"
"1","99","0","2160","0.23","12","0","2","0","1","0","3","3","1","味方全体の物理防御力を{0}アップ","1","100200301","20","10","物理防御力アップ+{0}","0.23"
"1","99","0","2160","8","0.6","0","2","0","0","0","3","3","0","味方全体のＨＰを{0}回復","1","100201101","2","4","ＨＰ回復量+{0}","8"
"1","99","0","2160","1.2","18","0","2","0","1","0","3","3","1","味方全体の物理防御力を{0}アップ","1","100201102","20","10","物理防御力アップ+{0}","1.2"
"1","99","0","2160","18","0","0","2","0","0","0","3","3","0","{0}ダメージ分の物理無効バリアを展開する","45","100201103","1","6","無効ダメージ量+{0}","45"
"1","99","0","2160","18","0","0","2","0","0","0","3","3","1","味方全体の行動速度アップ","2","100201104","2","8","","0"
"1","1","0","-1","1.6","0","0","1","0","0","0","1","3","0","敵単体に{0}の魔法ダメージ","20","100201201","2","1","魔法ダメージ+{0}","20"
"1","1","0","-1","7.5","12","0","1","0","1","0","1","3","1","敵単体の物理攻撃力を{0}ダウン","1","100201202","11","10","物理攻撃力ダウン+{0}","7.5"
"1","0","0","0","15","1","0","0","0","0","0","0","0","0","自分の魔法攻撃力を{0}アップ","1","100250101","4","90","魔法攻撃力アップ+{0}","15"
"1","0","0","0","15","1","0","0","0","0","0","0","0","0","自分の魔法攻撃力を{0}アップ","1","100251101","4","90","魔法攻撃力アップ+{0}","15"
"1","0","0","0","0","1","0","0","0","0","0","0","0","0","自分の魔法防御力を{0}アップ","1","100251102","5","90","","30"
"1","1","0","-1","4.8","0","0","1","0","0","0","1","3","0","敵単体に{0}の物理ダメージ","60","100300101","1","1","物理ダメージ+{0}","60"
"1","1","0","-1","1.6","0","0","1","0","0","0","1","3","0","敵単体に{0}の物理ダメージ","20","100300201","1","1","物理ダメージ+{0}","20"
"1","1","100300302","0","0","0","0","2","0","100300303","0","1","7","0","","0","100300301","677","28","","0"
"1","1","0","4320","1.8","0","0","1","0","100300305","0","1","3","0","","0.5","100300302","1","18","","0"
"1","1","0","4320","1.8","0","0","1","0","100300306","0","1","3","0","","1","100300303","1","18","","0"
"1","1","100300305","0","0","0","0","2","0","100300306","0","1","7","0","","0","100300304","677","28","","0"
"1","1","0","-1","1.6","0","0","1","0","0","0","1","3","0","敵単体に{0}の物理ダメージ","20","100300305","1","1","物理ダメージ+{0}","20"
"1","1","0","-1","3.2","0","0","1","0","0","0","1","3","0","","40","100300306","1","1","","40"
"1","1","0","-1","9.6","0","0","1","0","0","0","1","3","0","敵単体に{0}の物理ダメージ","120","100301101","1","1","物理ダメージ+{0}","120"
"1","1","0","0","18","1","0","2","0","0","0","1","7","0","一定時間風の刃を纏う","1","100301102","0","35","","77"
"1","1","100301202","0","1","0","0","2","0","100301203","0","1","7","0","","1","100301201","677","28","","2"
"1","1","0","-1","1.6","0","0","1","0","0","0","1","3","0","敵単体に{0}の物理ダメージ","20","100301202","1","1","物理ダメージ+{0}","20"
"1","1","0","-1","3.2","0","0","1","0","0","0","1","3","0","","40","100301203","1","1","","40"
"1","1","0","-1","0.6","12","0","1","0","1","0","1","3","1","敵単体の物理防御力を{0}ダウン","1","100301204","21","10","物理防御力ダウン+{0}","0.6"
"1","1","0","-1","1.2","24","0","1","0","1","0","1","3","1","","1","100301205","21","10","","1.2"
"1","0","0","0","15","1","0","0","0","0","0","0","0","0","自分の物理攻撃力を{0}アップ","1","100350101","2","90","物理攻撃力アップ+{0}","15"
"1","0","0","0","15","1","0","0","0","0","0","0","0","0","自分の物理攻撃力を{0}アップ","1","100351101","2","90","物理攻撃力アップ+{0}","15"
"1","0","0","0","0","1","0","0","0","0","0","0","0","0","自分の最大ＨＰを{0}アップさせる","1","100351102","1","90","","1125"
"1","1","0","2160","0","0","1","1","0","0","0","2","3","0","","0","100400101","1","7","","0"
"1","99","0","300","1.62","0","0","1","0","0","0","2","1","0","範囲内の敵に{0}の物理ダメージ","20.4","100400102","1","1","物理ダメージ+{0}","20.4"
"1","1","0","2160","0.6","0","1","1","0","0","0","3","3","0","敵単体に{0}の物理ダメージ","8","100400201","1","1","物理ダメージ+{0}","8"
"1","1","0","2160","100","0","1","1","0","0","0","3","3","0","敵単体を暗闇状態にする","8","100400202","70","12","暗闇の確定成功Ｌｖ+1","0"
"1","1","0","2160","0.8","0","0","1","0","0","0","2","14","0","敵単体に{0}の物理ダメージ","10","100400301","1","1","物理ダメージ+{0}","10"
"1","1","0","2160","3.75","99","0","1","0","1","0","2","1","1","敵単体の物理攻撃力を{0}ダウン","1","100400302","11","10","物理攻撃力ダウン+{0}","3.75"
"1","1","0","0","5.5","99","0","2","0","1","0","1","7","1","自分の物理攻撃力を{0}アップ","1","100400303","10","10","物理攻撃力アップ+{0}","5.5"
"1","99","0","2160","2.16","0","0","1","0","0","0","3","3","0","敵全体に{0}の物理ダメージ","27","100401101","1","1","物理ダメージ+{0}","27"
"1","99","0","2160","30","18","0","1","0","1","0","3","3","0","敵全体の物理攻撃力を{0}ダウン","1","100401102","11","10","物理攻撃力ダウン+{0}","30"
"1","99","0","2160","1.25","18","0","1","0","0","0","3","3","0","敵全体の物理クリティカルを{0}ダウン","1","100401103","61","10","物理クリティカルダウン+{0}","100"
"1","99","0","2160","0","18","0","1","0","0","0","3","3","0","敵全体の物理攻撃クリティカル時のダメージを{0}％ダウン","2","100401104","111","10","","25"
"1","1","0","2160","1.6","0","1","1","0","0","0","3","3","0","敵単体に{0}の物理ダメージ","20","100401201","1","1","物理ダメージ+{0}","20"
"1","1","0","2160","100","0","1","1","0","0","0","3","3","0","敵単体を暗闇状態にする","10","100401202","80","12","暗闇の確定成功Ｌｖ+1","0"
"1","1","0","2160","0","0","1","1","0","0","0","3","3","0","","0","100401203","1","7","","0"
"1","99","0","200","5","180","0","1","0","1","0","2","1","0","範囲内の敵の物理攻撃力を{0}ダウン","1","100401204","11","10","物理攻撃力ダウン+{0}","5"
"1","0","0","0","2","1","0","0","0","0","0","0","0","0","自分の物理防御力を{0}アップ","1","100450101","3","90","物理防御力アップ+{0}","2"
"1","0","0","0","2","1","0","0","0","0","0","0","0","0","自分の物理防御力を{0}アップ","1","100451101","3","90","物理防御力アップ+{0}","2"
"1","0","0","0","0","1","0","0","0","0","0","0","0","0","自分の物理攻撃力を{0}アップ","1","100451102","2","90","","225"
"1","1","0","2160","0","0","2","1","0","0","0","1","3","0","","100","100500101","3","2","","0"
"1","1","0","2160","0","0","2","1","0","0","0","1","3","0","","100","100500102","1","7","","0"
"1","99","0","300","2.4","0","0","1","0","0","0","2","3","0","範囲内の敵に{0}の物理ダメージ","30","100500103","1","1","物理ダメージ+{0}","30"
"1","99","0","300","0.27","0","0","1","0","0","0","2","3","0","範囲内の敵に{0}の物理ダメージ","3.4","100500201","1","1","物理ダメージ+{0}","3.4"
"1","99","0","300","2","0","0","1","0","0","0","2","3","0","範囲内の敵を一定時間行動不能にする","0","100500202","7","8","スタンの確定成功Ｌｖ+1","0"
"1","99","0","300","0.8","0","0","1","0","0","0","2","3","0","範囲内の敵に{0}の物理ダメージ","10","100500301","1","1","物理ダメージ+{0}","10"
"1","1","0","2160","0","0","2","1","0","0","0","1","3","0","","100","100501101","3","2","","0"
"1","1","0","2160","0","0","2","1","0","0","0","1","3","0","","100","100501102","1","7","","0"
"1","99","0","450","2.4","0","0","1","0","0","0","2","3","0","範囲内の敵に{0}の物理ダメージ","30","100501103","1","1","物理ダメージ+{0}","30"
"1","1","0","0","0","0","0","2","0","3","0","1","7","0","","1","100501104","100501103","26","","0.00005"
"1","1","0","0","0","0","0","2","0","1","0","1","7","0","","1","100501105","100501106","26","","1"
"1","1","0","0","18","0","0","2","0","0","0","1","7","0","{0}ダメージ分の物理魔法無効バリアを展開する","45","100501106","5","6","無効ダメージ量+{0}","45"
"1","99","0","300","0.54","0","0","1","0","0","0","2","3","0","範囲内の敵に{0}の物理ダメージ","3.4","100501201","1","1","物理ダメージ+{0}","3.4"
"1","99","0","300","2","0","0","1","0","0","0","2","3","0","範囲内の敵を一定時間行動不能にする","0","100501202","7","8","スタンの確定成功Ｌｖ+1","0"
"1","1","0","0","2.24","12","0","2","0","1","0","1","7","0","自分の物理防御力を{0}アップ","1","100501203","20","10","物理防御力アップ+{0}","2.24"
