93f0870783ed5ebf4d7910756ca6464e53a8fb5458b0a48eef939e8ee71e0332,a31b8bdc84c5b012077fbfa8d2a828592a5730ec3555af8795a85a91ee4ad009,e0fca1fe8aec3e3fedd3295f7c0d17838c5c97bd78f194dc5420b4e154a2ee5e,fb6cb2f146b5fae8313b25e8de020da4e48eca4c67d61b00214eda33cf031685,a00ffe296e46d6bd716773462232dc9462f722a02866b8631f6103800f9b5192,e016f306b9a5248694cb203dbca8d10c3672d88820d54bb5e982cca954f3d1a3,b176707973a15806487d18818718606d2050fb9304234ec60fcda982e5edac45,e9e01aa883790c223fae8d53d04b496772a8a918955b614a0d21fc75b7882e6e
"0","バトル開始時、味方のＴＰが250アップ","0","1005","ＴＰ250アップ","2","1005","1005"
"0","バトル開始時、味方のＴＰが250アップ","0","1006","ＴＰ250アップ","2","1006","1006"
"0","バトル開始時、味方のＴＰが250アップ","0","1007","ＴＰ250アップ","2","1007","1007"
"0","バトル開始時、味方のＴＰが250アップ","0","1008","ＴＰ250アップ","2","1008","1008"
"36000","バトル開始から90秒間、敵の物理攻撃力がダウン","27160000000000","1005","物理攻撃ダウン90秒","1","100501","100501"
"36000","バトル開始から90秒間、敵の物理攻撃力がダウン","26040000000000","1005","物理攻撃ダウン90秒","1","100502","100502"
"36000","バトル開始から90秒間、敵の物理防御力がダウン","25200000000000","1005","物理防御ダウン90秒","1","100503","100503"
"36000","バトル開始から90秒間、敵の魔法防御力がダウン","24360000000000","1005","魔法防御ダウン90秒","1","100504","100504"
"36000","バトル開始から90秒間、敵の物理攻撃力がダウン","23520000000000","1005","物理攻撃ダウン90秒","1","100505","100505"
"36000","バトル開始から90秒間、敵の物理攻撃力がダウン","22400000000000","1005","物理攻撃ダウン90秒","1","100506","100506"
"36000","バトル開始から90秒間、敵の物理防御力がダウン","21560000000000","1005","物理防御ダウン90秒","1","100507","100507"
"36000","バトル開始から90秒間、敵の魔法防御力がダウン","20720000000000","1005","魔法防御ダウン90秒","1","100508","100508"
"36000","バトル開始から90秒間、敵の物理攻撃力がダウン","19600000000000","1005","物理攻撃ダウン90秒","1","100509","100509"
"36000","バトル開始から90秒間、敵の物理攻撃力がダウン","18760000000000","1005","物理攻撃ダウン90秒","1","100510","100510"
"36000","バトル開始から90秒間、敵の物理攻撃力がダウン","17920000000000","1005","物理攻撃ダウン90秒","1","100511","100511"
"36000","バトル開始から90秒間、敵の物理攻撃力がダウン","16800000000000","1005","物理攻撃ダウン90秒","1","100512","100512"
"36000","バトル開始から90秒間、敵の物理防御力がダウン","15960000000000","1005","物理防御ダウン90秒","1","100513","100513"
"36000","バトル開始から90秒間、敵の魔法防御力がダウン","15120000000000","1005","魔法防御ダウン90秒","1","100514","100514"
"36000","バトル開始から90秒間、敵の物理攻撃力がダウン","14280000000000","1005","物理攻撃ダウン90秒","1","100515","100515"
"36000","バトル開始から90秒間、敵の物理攻撃力がダウン","13160000000000","1005","物理攻撃ダウン90秒","1","100516","100516"
"36000","バトル開始から90秒間、敵の物理防御力がダウン","12320000000000","1005","物理防御ダウン90秒","1","100517","100517"
"36000","バトル開始から90秒間、敵の魔法防御力がダウン","11480000000000","1005","魔法防御ダウン90秒","1","100518","100518"
"36000","バトル開始から90秒間、敵の物理攻撃力がダウン","10360000000000","1005","物理攻撃ダウン90秒","1","100519","100519"
"36000","バトル開始から90秒間、敵の物理攻撃力がダウン","9520000000000","1005","物理攻撃ダウン90秒","1","100520","100520"
"36000","バトル開始から90秒間、敵の物理攻撃力がダウン","8680000000000","1005","物理攻撃ダウン90秒","1","100521","100521"
"36000","バトル開始から90秒間、敵の物理攻撃力がダウン","7560000000000","1005","物理攻撃ダウン90秒","1","100522","100522"
"36000","バトル開始から90秒間、敵の物理防御力がダウン","6720000000000","1005","物理防御ダウン90秒","1","100523","100523"
"36000","バトル開始から90秒間、敵の魔法防御力がダウン","5880000000000","1005","魔法防御ダウン90秒","1","100524","100524"
"36000","バトル開始から90秒間、敵の物理攻撃力がダウン","5040000000000","1005","物理攻撃ダウン90秒","1","100525","100525"
"36000","バトル開始時、味方のＴＰが150アップ","3920000000000","1005","ＴＰ150アップ","1","100526","100526"
"36000","バトル開始から10秒間、味方が無敵状態になる","3080000000000","1005","無敵10秒","1","100527","100527"
"36000","バトル開始から90秒間、敵の物理攻撃力がダウン","2240000000000","1005","物理攻撃ダウン90秒","1","100528","100528"
"36000","バトル開始から90秒間、敵の物理防御力がダウン","1120000000000","1005","物理防御ダウン90秒","1","100529","100529"
"36000","バトル開始から90秒間、敵の魔法防御力がダウン","280000000000","1005","魔法防御ダウン90秒","1","100530","100530"
"36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","43650000000000","1006","魔法攻撃アップ90秒","1","100601","100601"
"36000","バトル開始から90秒間、味方の物理攻撃力がアップ","41850000000000","1006","物理攻撃アップ90秒","1","100602","100602"
"36000","バトル開始から90秒間、敵の物理防御力がダウン","40500000000000","1006","物理防御ダウン90秒","1","100603","100603"
"36000","バトル開始から90秒間、敵の魔法防御力がダウン","39150000000000","1006","魔法防御ダウン90秒","1","100604","100604"
"36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","37800000000000","1006","魔法攻撃アップ90秒","1","100605","100605"
"36000","バトル開始から90秒間、味方の物理攻撃力がアップ","36000000000000","1006","物理攻撃アップ90秒","1","100606","100606"
"36000","バトル開始から90秒間、味方のＨＰが毎秒回復","34650000000000","1006","毎秒ＨＰ回復90秒","1","100607","100607"
"36000","バトル開始から90秒間、味方の物理攻撃力がアップ","33300000000000","1006","物理攻撃アップ90秒","1","100608","100608"
"36000","バトル開始から90秒間、味方の物理攻撃力がアップ","31500000000000","1006","物理攻撃アップ90秒","1","100609","100609"
"36000","バトル開始から90秒間、敵の魔法防御力がダウン","30150000000000","1006","魔法防御ダウン90秒","1","100610","100610"
"36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","28800000000000","1006","魔法攻撃アップ90秒","1","100611","100611"
"36000","バトル開始から90秒間、味方の物理攻撃力がアップ","27000000000000","1006","物理攻撃アップ90秒","1","100612","100612"
"36000","バトル開始から90秒間、敵の物理防御力がダウン","25650000000000","1006","物理防御ダウン90秒","1","100613","100613"
"36000","バトル開始から90秒間、敵の魔法防御力がダウン","24300000000000","1006","魔法防御ダウン90秒","1","100614","100614"
"36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","22950000000000","1006","魔法攻撃アップ90秒","1","100615","100615"
"36000","バトル開始から90秒間、味方の物理攻撃力がアップ","21150000000000","1006","物理攻撃アップ90秒","1","100616","100616"
"36000","バトル開始から90秒間、味方のＨＰが毎秒回復","19800000000000","1006","毎秒ＨＰ回復90秒","1","100617","100617"
"36000","バトル開始から90秒間、味方の物理攻撃力がアップ","18450000000000","1006","物理攻撃アップ90秒","1","100618","100618"
"36000","バトル開始から90秒間、味方の物理攻撃力がアップ","16650000000000","1006","物理攻撃アップ90秒","1","100619","100619"
"36000","バトル開始から90秒間、敵の魔法防御力がダウン","15300000000000","1006","魔法防御ダウン90秒","1","100620","100620"
"36000","バトル開始から90秒間、敵の物理防御力がダウン","13950000000000","1006","物理防御ダウン90秒","1","100621","100621"
"36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","12150000000000","1006","魔法攻撃アップ90秒","1","100622","100622"
"36000","バトル開始から90秒間、味方の物理攻撃力がアップ","10800000000000","1006","物理攻撃アップ90秒","1","100623","100623"
"36000","バトル開始から90秒間、味方のＨＰが毎秒回復","9450000000000","1006","毎秒ＨＰ回復90秒","1","100624","100624"
"36000","バトル開始から90秒間、敵の魔法防御力がダウン","8100000000000","1006","魔法防御ダウン90秒","1","100625","100625"
"36000","バトル開始時、味方のＴＰが150アップ","6300000000000","1006","ＴＰ150アップ","1","100626","100626"
"36000","バトル開始から10秒間、味方が無敵状態になる","4950000000000","1006","無敵10秒","1","100627","100627"
"36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","3600000000000","1006","魔法攻撃アップ90秒","1","100628","100628"
"36000","バトル開始から90秒間、味方の物理攻撃力がアップ","1800000000000","1006","物理攻撃アップ90秒","1","100629","100629"
"36000","バトル開始から90秒間、敵の魔法防御力がダウン","450000000000","1006","魔法防御ダウン90秒","1","100630","100630"
"36000","バトル開始から90秒間、味方のＴＰが毎秒アップ","27160000000000","1007","毎秒ＴＰアップ90秒","1","100701","100701"
"36000","バトル開始時、味方のＴＰが50アップ","26040000000000","1007","ＴＰ50アップ","1","100702","100702"
"36000","バトル開始から10秒間、敵が火傷状態になる","25200000000000","1007","火傷ダメージ10秒","1","100703","100703"
"36000","バトル開始から90秒間、敵の物理防御力がダウン","24360000000000","1007","物理防御ダウン90秒","1","100704","100704"
"36000","バトル開始から90秒間、敵の物理防御力がダウン","23520000000000","1007","物理防御ダウン90秒","1","100705","100705"
"36000","バトル開始から90秒間、味方の物理攻撃力がアップ","22400000000000","1007","物理攻撃アップ90秒","1","100706","100706"
"36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","21560000000000","1007","魔法攻撃アップ90秒","1","100707","100707"
"36000","バトル開始から10秒間、敵が火傷状態になる","20720000000000","1007","火傷ダメージ10秒","1","100708","100708"
