7b2611eb5d722ce37dd30ef8a2c0c684e24fb9ea24201e025ff09db0d0b0449d,617c40c6c172cf34e48e1a9ba9ea8a9ceaef594f8337febbf521ca5196a67a9e,af187009869d7953336d864de9fc62ac97779379dc13044ba50afac86e1e2d5d,4da468f36c3afd9d44e0d4f8f1b7a2201199e799a7e5166c8f2b40bec90a5506,93f3ef57351dc67d78987e6a4b9392c04a076a4b224cd1d7f38373b0da0ee03a,4eec9e1a5e1ba1ebc3c42776fae0a4e5e8c26535eab4ec3de0cd838c8e7f73e1,39ba57d71a30cdf38356e92c895310c636e1cb9f936771156cd9bffa9815509b,09b782de5f8272ce575bcd59c003d3b012cfcb391492290dcb9432c114b8a193,b681d1218794459863be3ef1db1e7fb2ec5da6d8ec17c70031f428d39475e2f5,b8c2710eb894fa064e722b3ad8dc19518992843e25b12b092a3522df64a76d67,78e7756f7caf3d692661a873e1f077b3bdcf0779e1e17007e93d294192b0c876,8456e25f3c2297e098b080e5ff477c4c8d616f0430b412d8f9c4bc23aaa7adc4
"5154062","4","0","0","0","0","1","0.8","0","515406201","1","0"
"5154062","2","0","vo_abd","vo_abd_0101","0","2","0","0","515406202","0","0"
"5154062","1","2","0","0","300","3","0","1","515406203","0","0"
"5154062","4","0","0","0","0","4","2.1","0","515406204","1","0"
"5154062","2","0","vo_abd","vo_abd_0102","0","5","0","0","515406205","0","0"
"5154062","1","2.05","0","0","400","6","0","2","515406206","0","0"
"5154062","4","0","0","0","0","7","3.2","0","515406207","1","0"
"5154062","2","0","vo_abd","vo_abd_0103","0","8","0","0","515406208","0","0"
"5154062","1","1","0","0","60","9","0","3","515406209","0","0"
"5154062","4","0","0","0","0","10","1.4","0","515406210","1","0"
"5154062","1","2.5","0","0","430","11","0","3","515406211","0","60"
"5154062","4","0","0","0","0","12","3.3","0","515406212","1","0"
"5154062","2","0","vo_abd","vo_abd_0104","0","13","0","0","515406213","0","0"
"5154062","1","0.2","0","0","27","14","0","4","515406214","0","0"
"5154062","4","0","0","0","0","15","0.5","0","515406215","1","0"
"5154062","1","0.2","0","0","60","16","0","4","515406216","0","27"
"5154062","4","0","0","0","0","17","0.6","0","515406217","1","0"
"5154062","1","0.8","0","0","145","18","0","4","515406218","0","60"
"5154062","4","0","0","0","0","19","1.2","0","515406219","1","0"
"5154062","1","1.8","0","0","400","20","0","4","515406220","0","145"
"5154062","4","0","0","0","0","21","2.2","0","515406221","1","0"
"5154062","2","0","vo_abd","vo_abd_0105","0","22","0","0","515406222","0","0"
"5154062","1","0.6","0","0","95","23","0","5","515406223","0","0"
"5154062","4","0","0","0","0","24","1","0","515406224","1","0"
"5154062","1","0.7","0","0","195","25","0","5","515406225","0","95"
"5154062","4","0","0","0","0","26","1.5","0","515406226","1","0"
"5154062","1","0.8","0","0","315","27","0","5","515406227","0","195"
"5154062","4","0","0","0","0","28","1","0","515406228","1","0"
"5154062","1","0.7","0","0","415","29","0","5","515406229","0","315"
"5154062","4","0","0","0","0","30","2","0","515406230","1","0"
"5154062","2","0","vo_abd","vo_abd_0106","0","31","0","0","515406231","0","0"
"5154062","1","1","0","0","160","32","0","6","515406232","0","0"
"5154062","4","0","0","0","0","33","1.3","0","515406233","1","0"
"5154062","1","1","0","0","415","34","0","6","515406234","0","160"
"5154062","4","0","0","0","0","35","2.3","0","515406235","1","0"
"5154062","2","0","vo_abd","vo_abd_0107","0","36","0","0","515406236","0","0"
"5154062","1","0.7","0","0","85","37","0","7","515406237","0","0"
"5154062","4","0","0","0","0","38","0.8","0","515406238","1","0"
"5154062","1","0.8","0","0","360","39","0","7","515406239","0","85"
"5154062","4","0","0","0","0","40","2","0","515406240","1","0"
"5154062","2","0","vo_abd","vo_abd_0108","0","41","0","0","515406241","0","0"
"5154062","1","2.63","0","0","415","42","0","8","515406242","0","0"
"5154062","4","0","0","0","0","43","2.63","0","515406243","1","0"
"5154062","2","0","vo_abd","vo_abd_0109","0","44","0","0","515406244","0","0"
"5154062","1","1","0","0","200","45","0","9","515406245","0","0"
"5154062","4","0","0","0","0","46","2","0","515406246","1","0"
"5154062","1","0.5","0","0","245","47","0","9","515406247","0","200"
"5154062","4","0","0","0","0","48","1.2","0","515406248","1","0"
"5154062","1","1.5","0","0","415","49","0","9","515406249","0","245"
"5154062","4","0","0","0","0","50","2.5","0","515406250","1","0"
"5154062","2","0","vo_abd","vo_abd_0110","0","51","0","0","515406251","0","0"
"5154062","1","0.2","0","0","35","52","0","10","515406252","0","0"
"5154062","4","0","0","0","0","53","0.6","0","515406253","1","0"
"5154062","1","1.3","0","0","400","54","0","10","515406254","0","35"
"5154062","4","0","0","0","0","55","2.3","0","515406255","1","0"
"5154062","2","0","vo_abd","vo_abd_0111","0","56","0","0","515406256","0","0"
"5154062","1","0.3","0","0","60","57","0","11","515406257","0","0"
"5154062","4","0","0","0","0","58","1.2","0","515406258","1","0"
"5154062","1","1","0","0","315","59","0","11","515406259","0","60"
"5154063","4","0","0","0","0","1","0.8","0","515406301","1","0"
"5154063","2","0","vo_abd","vo_abd_0201","0","2","0","0","515406302","0","0"
"5154063","1","1.5","0","0","350","3","0","1","515406303","0","0"
"5154063","4","0","0","0","0","4","2.25","0","515406304","1","0"
"5154063","2","0","vo_abd","vo_abd_0202","0","5","0","0","515406305","0","0"
"5154063","1","1.8","0","0","350","6","0","2","515406306","0","0"
"5154063","4","0","0","0","0","7","3","0","515406307","1","0"
"5154063","2","0","vo_abd","vo_abd_0203","0","8","0","0","515406308","0","0"
"5154063","1","1.5","0","0","315","9","0","3","515406309","0","0"
"5154063","4","0","0","0","0","10","1.8","0","515406310","1","0"
"5154063","2","0","vo_abd","vo_abd_0204","0","11","0","0","515406311","0","0"
"5154063","1","1.3","0","0","300","12","0","4","515406312","0","0"
"5154063","4","0","0","0","0","13","2.5","0","515406313","1","0"
"5154063","2","0","vo_abd","vo_abd_0205","0","14","0","0","515406314","0","0"
"5154063","1","1.5","0","0","360","15","0","5","515406315","0","0"
"5154063","4","0","0","0","0","16","2","0","515406316","1","0"
"5154063","2","0","vo_abd","vo_abd_0206","0","17","0","0","515406317","0","0"
"5154063","1","1.8","0","0","310","18","0","6","515406318","0","0"
"5154063","4","0","0","0","0","19","3","0","515406319","1","0"
"5154063","2","0","vo_abd","vo_abd_0207","0","20","0","0","515406320","0","0"
"5154063","1","1.2","0","0","245","21","0","8","515406321","0","0"
"5154063","4","0","0","0","0","22","1.6","0","515406322","1","0"
"5154063","1","0.45","0","0","400","23","0","8","515406323","0","245"
"5154063","4","0","0","0","0","24","0.45","0","515406324","1","0"
"5154063","2","0","vo_abd","vo_abd_0208","0","25","0","0","515406325","0","0"
"5154063","1","1.1","0","0","300","26","0","9","515406326","0","0"
"5154063","4","0","0","0","0","27","1.6","0","515406327","1","0"
"5154063","2","0","vo_abd","vo_abd_0209","0","28","0","0","515406328","0","0"
"5154063","1","0.5","0","0","280","29","0","10","515406329","0","0"
"5154063","4","0","0","0","0","30","0.5","0","515406330","1","0"
"5154063","2","0","vo_abd","vo_abd_0210","0","31","0","0","515406331","0","0"
"5154063","1","1","0","0","360","32","0","11","515406332","0","0"
"5154064","4","0","0","0","0","1","0.8","0","515406401","1","0"
"5154064","2","0","vo_abd","vo_abd_0301","0","2","0","0","515406402","0","0"
"5154064","1","2","0","0","330","3","0","1","515406403","0","0"
"5154064","4","0","0","0","0","4","2.8","0","515406404","1","0"
"5154064","2","0","vo_abd","vo_abd_0302","0","5","0","0","515406405","0","0"
"5154064","1","2","0","0","400","6","0","2","515406406","0","0"
"5154064","4","0","0","0","0","7","3.5","0","515406407","1","0"
"5154064","2","0","vo_abd","vo_abd_0303","0","8","0","0","515406408","0","0"
"5154064","1","2.8","0","0","425","9","0","3","515406409","0","0"
"5154064","4","0","0","0","0","10","3.5","0","515406410","1","0"
"5154064","2","0","vo_abd","vo_abd_0304","0","11","0","0","515406411","0","0"
"5154064","1","3","0","0","450","12","0","4","515406412","0","0"
"5154064","4","0","0","0","0","13","4","0","515406413","1","0"
"5154064","2","0","vo_abd","vo_abd_0305","0","14","0","0","515406414","0","0"
"5154064","1","0.2","0","0","35","15","0","5","515406415","0","0"
"5154064","4","0","0","0","0","16","1.05","0","515406416","1","0"
"5154064","1","2","0","0","420","17","0","5","515406417","0","45"
"5154064","4","0","0","0","0","18","3.5","0","515406418","1","0"
"5154064","2","0","vo_abd","vo_abd_0306","0","19","0","0","515406419","0","0"
"5154064","1","1","0","0","175","20","0","6","515406420","0","0"
"5154064","4","0","0","0","0","21","1.7","0","515406421","1","0"
"5154064","1","1","0","0","260","22","0","6","515406422","0","175"
"5154064","4","0","0","0","0","23","2.8","0","515406423","1","0"
"5154064","1","0.8","0","0","400","24","0","6","515406424","0","260"
"5154064","4","0","0","0","0","25","0.96","0","515406425","1","0"
"5154064","2","0","vo_abd","vo_abd_0307","0","26","0","0","515406426","0","0"
"5154064","1","1.5","0","0","245","27","0","7","515406427","0","0"
"5154064","4","0","0","0","0","28","1.7","0","515406428","1","0"
"5154064","1","0.8","0","0","400","29","0","7","515406429","0","245"
"5154064","4","0","0","0","0","30","2","0","515406430","1","0"
"5154064","2","0","vo_abd","vo_abd_0308","0","31","0","0","515406431","0","0"
"5154064","1","1","0","0","208","32","0","8","515406432","0","0"
"5154064","4","0","0","0","0","33","2","0","515406433","1","0"
"5154064","1","0.3","0","0","270","34","0","8","515406434","0","208"
"5154064","4","0","0","0","0","35","1.5","0","515406435","1","0"
"5154064","1","0.8","0","0","400","36","0","8","515406436","0","275"
"5154064","4","0","0","0","0","37","2","0","515406437","1","0"
"5154064","2","0","vo_abd","vo_abd_0309","0","38","0","0","515406438","0","0"
"5154064","1","2","0","0","300","39","0","9","515406439","0","0"
"5154064","4","0","0","0","0","40","2.65","0","515406440","1","0"
"5154064","1","1","0","0","425","41","0","9","515406441","0","300"
"5154064","4","0","0","0","0","42","2","0","515406442","1","0"
"5154064","2","0","vo_abd","vo_abd_0310","0","43","0","0","515406443","0","0"
"5154064","1","2.5","0","0","375","44","0","10","515406444","0","0"
"5154064","4","0","0","0","0","45","4","0","515406445","1","0"
"5154064","2","0","vo_abd","vo_abd_0311","0","46","0","0","515406446","0","0"
"5154064","1","1.2","0","0","165","47","0","11","515406447","0","0"
"5154064","4","0","0","0","0","48","2","0","515406448","1","0"
"5154064","1","1","0","0","295","49","0","11","515406449","0","165"
"5154064","4","0","0","0","0","50","2.5","0","515406450","1","0"
"5154064","1","0.5","0","0","400","51","0","11","515406451","0","295"
"5154065","4","0","0","0","0","1","0.8","0","515406501","1","0"
"5154065","2","0","vo_abd","vo_abd_0401","0","2","0","0","515406502","0","0"
"5154065","1","2","0","0","400","3","0","1","515406503","0","0"
"5154065","4","0","0","0","0","4","3.2","0","515406504","1","0"
"5154065","2","0","vo_abd","vo_abd_0402","0","5","0","0","515406505","0","0"
"5154065","1","2","0","0","400","6","0","2","515406506","0","0"
"5154065","4","0","0","0","0","7","3.7","0","515406507","1","0"
"5154065","2","0","vo_abd","vo_abd_0403","0","8","0","0","515406508","0","0"
"5154065","1","2","0","0","400","9","0","3","515406509","0","0"
"5154065","4","0","0","0","0","10","3","0","515406510","1","0"
"5154065","2","0","vo_abd","vo_abd_0404","0","11","0","0","515406511","0","0"
"5154065","1","1","0","0","155","12","0","4","515406512","0","0"
"5154065","4","0","0","0","0","13","1.15","0","515406513","1","0"
"5154065","1","1","0","0","425","14","0","4","515406514","0","155"
"5154065","4","0","0","0","0","15","2.5","0","515406515","1","0"
"5154065","2","0","vo_abd","vo_abd_0405","0","16","0","0","515406516","0","0"
"5154065","1","2.4","0","0","450","17","0","5","515406517","0","0"
"5154065","4","0","0","0","0","18","2.9","0","515406518","1","0"
"5154065","2","0","vo_abd","vo_abd_0407","0","19","0","0","515406519","0","0"
"5154065","1","1","0","0","300","20","0","6","515406520","0","0"
"5154065","4","0","0","0","0","21","1.5","0","515406521","1","0"
"5154065","2","0","vo_abd","vo_abd_0408","0","22","0","0","515406522","0","0"
"5154065","1","1","0","0","250","23","0","7","515406523","0","0"
"5154065","4","0","0","0","0","24","1","0","515406524","1","0"
"5154065","2","0","vo_abd","vo_abd_0409","0","25","0","0","515406525","0","0"
"5154065","1","1","0","0","250","26","0","8","515406526","0","0"
"5154065","4","0","0","0","0","27","2","0","515406527","1","0"
