d4d134afd595f95cdaf4045112dbc3039d18fb77b8bfe40b221bef20673c383d,0c82af0fcc9326221c3c73209ec74c7c715c35336461b41014b9bc226db35e13,9d80cda8dbbf07526a531680c4d2faf2d7d3c362ee732b9e7022adbcb32b99bb,0ecdce559dbe4eef78f5244d2dd8570ee9b3795ceb532a86a7970e875c9eef91,2c3353b864466ad5644216373e61a8773f37c97c0d76375e53e929bef0430498,19d601aa51e63c9f52e7e2580df257794e47fc5d9794e949f920b7695eb129e8,dcc156d2ca04e16c346cf516cde40c4b538bf683069cfd8ab20a615ff39cc2eb
"2020-08-04 12:00:00","2023/12/31 23:59:59","アニメ プリンセスコネクト！Re:Dive 1 封入特典","1","0","101","10101"
"2020-09-03 19:00:00","2023/12/31 23:59:59","アニメ プリンセスコネクト！Re:Dive 2 封入特典","1","0","101","10102"
"2020-10-01 17:00:00","2023/12/31 23:59:59","アニメ プリンセスコネクト！Re:Dive 3 封入特典","1","0","101","10103"
"2020-11-05 12:00:00","2023/12/31 23:59:59","アニメ プリンセスコネクト！Re:Dive 4 封入特典","1","0","101","10104"
"2022-03-21 00:00:00","2026/12/31 23:59:59","アニメ プリコネ！Re:Dive Season2 1巻 購入特典","1","0","102","10201"
"2022-04-18 00:00:00","2026/12/31 23:59:59","アニメ プリコネ！Re:Dive Season2 2巻 購入特典","1","0","102","10202"
"2022-05-16 00:00:00","2026/12/31 23:59:59","アニメ プリコネ！Re:Dive Season2 3巻 購入特典","1","0","102","10203"
"2021-05-19 00:00:00","2022/05/19 23:59:59","週刊ファミ通6月3日号（5月20日発売） 封入特典","1","0","201","20101"
"2021-07-30 00:00:00","2030/07/30 23:59:59","公式アートワークス Vol.3 発売記念アイテム","1","0","202","20201"
"2023-01-15 15:00:00","2024/01/31 23:59:59","プリコネフェス2023　リアルガチャ","3","1","203","20301"
"2023-01-15 15:00:00","2024/01/31 23:59:59","プリコネフェス2023　リアルガチャ","3","1","203","20302"
"2023-01-15 15:00:00","2024/01/31 23:59:59","プリコネフェス2023　リアルガチャ","3","1","203","20303"
"2023-01-15 15:00:00","2024/01/31 23:59:59","プリコネフェス2023　リアルガチャ","3","1","203","20304"
"2023-01-15 15:00:00","2024/01/31 23:59:59","プリコネフェス2023　リアルガチャ","3","1","203","20305"
"2023-01-15 15:00:00","2024/01/31 23:59:59","プリコネフェス2023　リアルガチャ","3","1","203","20306"
"2023-01-15 15:00:00","2024/01/31 23:59:59","プリコネフェス2023　リアルガチャ","3","1","203","20307"
"2023-01-15 15:00:00","2024/01/31 23:59:59","プリコネフェス2023　リアルガチャ","3","1","203","20308"
"2023-01-15 15:00:00","2024/01/31 23:59:59","プリコネフェス2023　リアルガチャ","3","1","203","20309"
"2023-01-15 15:00:00","2024/01/31 23:59:59","プリコネフェス2023　リアルガチャ","3","1","203","20310"
"2023-01-15 15:00:00","2024/01/31 23:59:59","プリコネフェス2023　リアルガチャ","3","1","203","20311"
"2023-01-15 15:00:00","2024/01/31 23:59:59","プリコネフェス2023　リアルガチャ","3","1","203","20312"
"2023-01-15 15:00:00","2024/01/31 23:59:59","プリコネフェス2023　リアルガチャ","3","1","203","20313"
"2023-01-15 15:00:00","2024/01/31 23:59:59","プリコネフェス2023　リアルガチャ","3","1","203","20314"
"2023-01-15 15:00:00","2024/01/31 23:59:59","プリコネフェス2023　リアルガチャ","3","1","203","20315"
"2023-01-15 15:00:00","2024/01/31 23:59:59","プリコネフェス2023　リアルガチャ","3","1","203","20316"
"2023-01-15 15:00:00","2024/01/31 23:59:59","プリコネフェス2023　リアルガチャ","3","1","203","20317"
"2024-02-14 00:00:00","2025/02/13 23:59:59","キャラクターソングアルバムVol.5 購入特典","1","0","204","20401"
"2024-02-14 00:00:00","2025/02/13 23:59:59","サウンドトラックVol.6 購入特典","1","0","205","20501"
"2024-11-29 12:00:00","2030/12/31 23:59:59","佐賀市ふるさと納税返礼品","0","0","206","20601"
"2024-11-29 12:00:00","2030/12/31 23:59:59","佐賀市ふるさと納税返礼品","0","0","206","20602"
"2024-11-29 12:00:00","2030/12/31 23:59:59","佐賀市ふるさと納税返礼品","0","0","206","20603"
"2025-02-10 12:00:00","2026/02/11 23:59:59","キャラクターソングアルバムVol.6 購入特典","1","0","207","20701"
"2025-08-12 12:00:00","2030/12/31 23:59:59","佐賀市ふるさと納税返礼品 第2弾","0","0","208","20801"
"2025-08-12 12:00:00","2030/12/31 23:59:59","佐賀市ふるさと納税返礼品 第2弾","0","0","208","20802"
"2025-08-12 12:00:00","2030/12/31 23:59:59","佐賀市ふるさと納税返礼品 第2弾","0","0","208","20803"
"2026-01-29 12:00:00","2030/12/31 23:59:59","Shadowverse EVOLVE 特典シリアルコードA","1","0","209","20901"
"2026-01-29 12:00:00","2030/12/31 23:59:59","Shadowverse EVOLVE 特典シリアルコードB","1","0","209","20902"
"2026-01-29 12:00:00","2030/12/31 23:59:59","Shadowverse EVOLVE 特典シリアルコードC","1","0","209","20903"
"2026-04-28 12:00:00","2027/04/28 23:59:59","キャラクターソングアルバムVol.7 購入特典","1","0","210","21001"
"2026-07-08 00:00:00","2027/01/10 23:59:59","週刊ファミ通 サイゲームス15周年記念 購入特典","1","2","211","21101"
"2026-07-08 00:00:00","2027/01/10 23:59:59","週刊ファミ通 サイゲームス15周年記念 購入特典","1","2","211","21102"
"2026/02/13 12:00:00","2026/03/13 18:59:59","プリコネフェス2026 シリアルコード①","1","0","301","30101"
"2026/02/13 12:00:00","2026/03/13 18:59:59","プリコネフェス2026 シリアルコード②","1","0","301","30102"
"2026/02/13 12:00:00","2026/03/13 18:59:59","プリコネフェス2026 シリアルコード③","1","0","301","30103"
"2026/02/13 12:00:00","2026/03/13 18:59:59","プリコネフェス2026 シリアルコード④","1","0","301","30104"
"2026/08/08 12:00:00","2026/09/07 18:59:59","8.5周年生放送 シリアルコード①","1","0","302","30201"
"2026/08/08 12:00:00","2026/09/07 18:59:59","8.5周年生放送 シリアルコード②","1","0","302","30202"
