1f7f97b7d0b9e2e681fdd067ce8c54bcce6e6c3f4f4b8360296a1cfc4a8bf6c0,376334629018a924b624bbd09fb3a362c5722297118c78ecf3e5d6a9d0c11eb8,5699495a829e2afdb5d4bf65d5c9a6aeab7a8d1f3c6ec81c40b58a9d56a59cfa,c7a5de4a3f1c920fd8397967971e92ae42bc320a5dd60d58db41e921f88c7ba5,8538bf715382a79a6aec74bd4ff878ae86b98caad8c3de4bb1024f8a5a6b9dca,bbe6764f86242f54f149d7c4834c3629015079ab3b7a540b8da09a63108476f5,71a45c8416e13f69b6aa4b8c60bba01bff521f9af4119ce19d821db36631b069
"2018/12/24 5:00:00","2018/12/25 4:59:59","0","70000","0","400","1"
"2018/12/25 5:00:00","2018/12/26 4:59:59","0","70000","0","401","2"
"0","0","0","70001","1","410","3"
"0","0","0","70001","2","411","4"
"0","0","0","70001","3","412","5"
"2019/12/24 5:00:00","2019/12/25 4:59:59","0","70002","0","400","6"
"2019/12/25 5:00:00","2019/12/26 4:59:59","0","70002","0","401","7"
"0","0","0","70003","1","413","8"
"0","0","0","70003","2","414","9"
"0","0","0","70003","3","415","10"
"2020/12/24 5:00:00","2020/12/25 4:59:59","0","70004","0","400","21"
"2020/12/25 5:00:00","2020/12/26 4:59:59","0","70004","0","401","22"
"0","0","0","70005","1","416","23"
"0","0","0","70005","2","417","24"
"0","0","0","70005","3","418","25"
"2021/01/30 5:00:00","2021/01/31 4:59:59","0","80004","3","9002001","26"
"2021/01/31 5:00:00","2021/02/01 4:59:59","0","80004","3","9002002","27"
"2021/02/01 5:00:00","2021/02/02 4:59:59","0","80004","3","9002003","28"
"2021/02/02 5:00:00","2021/02/03 4:59:59","0","80004","3","9002004","29"
"2021/02/03 5:00:00","2021/02/04 4:59:59","0","80004","3","9002005","30"
"2021/02/04 5:00:00","2021/02/05 4:59:59","0","80004","3","9002006","31"
"2021/02/05 5:00:00","2021/02/06 4:59:59","0","80004","3","9002007","32"
"2021/02/06 5:00:00","2021/02/07 4:59:59","0","80004","3","9002008","33"
"2021/02/07 5:00:00","2021/02/08 4:59:59","0","80004","3","9002009","34"
"2021/02/08 5:00:00","2021/02/09 4:59:59","0","80004","3","9002010","35"
"2021/02/09 5:00:00","2021/02/10 4:59:59","0","80004","3","9002011","36"
"2021/02/10 5:00:00","2021/02/11 4:59:59","0","80004","3","9002012","37"
"2021/02/11 5:00:00","2021/02/12 4:59:59","0","80004","3","9002013","38"
"2021/02/12 5:00:00","2021/02/13 4:59:59","0","80004","3","9002014","39"
"2021/02/13 5:00:00","2021/02/14 4:59:59","0","80004","3","9002015","40"
"2021/02/14 5:00:00","2021/02/15 4:59:59","0","80004","3","9002016","41"
"2021/02/15 5:00:00","2021/02/16 4:59:59","1","80004","3","9002017","42"
"2021/12/24 5:00:00","2021/12/25 4:59:59","0","70006","0","400","43"
"2021/12/25 5:00:00","2021/12/26 4:59:59","0","70006","0","401","44"
"2022/01/30 5:00:00","2022/01/31 4:59:59","0","80006","3","9004001","45"
"2022/01/31 5:00:00","2022/02/01 4:59:59","0","80006","3","9004002","46"
"2022/02/01 5:00:00","2022/02/02 4:59:59","0","80006","3","9004003","47"
"2022/02/02 5:00:00","2022/02/03 4:59:59","0","80006","3","9004004","48"
"2022/02/03 5:00:00","2022/02/04 4:59:59","0","80006","3","9004005","49"
"2022/02/04 5:00:00","2022/02/05 4:59:59","0","80006","3","9004006","50"
"2022/02/05 5:00:00","2022/02/06 4:59:59","0","80006","3","9004007","51"
"2022/02/06 5:00:00","2022/02/07 4:59:59","0","80006","3","9004008","52"
"2022/02/07 5:00:00","2022/02/08 4:59:59","0","80006","3","9004009","53"
"2022/02/08 5:00:00","2022/02/09 4:59:59","0","80006","3","9004010","54"
"2022/02/09 5:00:00","2022/02/10 4:59:59","0","80006","3","9004011","55"
"2022/02/10 5:00:00","2022/02/11 4:59:59","0","80006","3","9004012","56"
"2022/02/11 5:00:00","2022/02/12 4:59:59","0","80006","3","9004013","57"
"2022/02/12 5:00:00","2022/02/13 4:59:59","0","80006","3","9004014","58"
"2022/02/13 5:00:00","2022/02/14 4:59:59","0","80006","3","9004015","59"
"2022/02/14 5:00:00","2022/02/15 4:59:59","0","80006","3","9004016","60"
"2022/02/15 5:00:00","2022/02/16 4:59:59","1","80006","3","9004017","61"
"0","0","0","70007","1","436","62"
"0","0","0","70007","2","437","63"
"0","0","0","70007","3","438","64"
"2022/08/01 5:00:00","2022/08/02 4:59:59","0","80007","3","9005001","65"
"2022/08/02 5:00:00","2022/08/03 4:59:59","0","80007","3","9005002","66"
"2022/08/03 5:00:00","2022/08/04 4:59:59","0","80007","3","9005003","67"
"2022/08/04 5:00:00","2022/08/05 4:59:59","0","80007","3","9005004","68"
"2022/08/05 5:00:00","2022/08/06 4:59:59","0","80007","3","9005005","69"
"2022/08/06 5:00:00","2022/08/07 4:59:59","0","80007","3","9005006","70"
"2022/08/07 5:00:00","2022/08/08 4:59:59","0","80007","3","9005007","71"
"2022/08/08 5:00:00","2022/08/09 4:59:59","0","80007","3","9005008","72"
"2022/08/09 5:00:00","2022/08/10 4:59:59","0","80007","3","9005009","73"
"2022/08/10 5:00:00","2022/08/11 4:59:59","0","80007","3","9005010","74"
"2022/08/11 5:00:00","2022/08/12 4:59:59","0","80007","3","9005011","75"
"2022/08/12 5:00:00","2022/08/13 4:59:59","0","80007","3","9005012","76"
"2022/08/13 5:00:00","2022/08/14 4:59:59","0","80007","3","9005013","77"
"2022/08/14 5:00:00","2022/08/15 4:59:59","0","80007","3","9005014","78"
"2022/08/15 5:00:00","2022/08/16 4:59:59","1","80007","3","9005015","79"
"2022/12/24 5:00:00","2022/12/25 4:59:59","0","70008","0","400","80"
"2022/12/25 5:00:00","2022/12/26 4:59:59","0","70008","0","401","81"
"0","0","0","70009","1","439","82"
"2023/01/31 5:00:00","2023/02/01 4:59:59","0","80008","3","9006001","83"
"2023/02/01 5:00:00","2023/02/02 4:59:59","0","80008","3","9006002","84"
"2023/02/02 5:00:00","2023/02/03 4:59:59","0","80008","3","9006003","85"
"2023/02/03 5:00:00","2023/02/04 4:59:59","0","80008","3","9006004","86"
"2023/02/04 5:00:00","2023/02/05 4:59:59","0","80008","3","9006005","87"
"2023/02/05 5:00:00","2023/02/06 4:59:59","0","80008","3","9006006","88"
"2023/02/06 5:00:00","2023/02/07 4:59:59","0","80008","3","9006007","89"
"2023/02/07 5:00:00","2023/02/08 4:59:59","0","80008","3","9006008","90"
"2023/02/08 5:00:00","2023/02/09 4:59:59","0","80008","3","9006009","91"
"2023/02/09 5:00:00","2023/02/10 4:59:59","0","80008","3","9006010","92"
"2023/02/10 5:00:00","2023/02/11 4:59:59","0","80008","3","9006011","93"
"2023/02/11 5:00:00","2023/02/12 4:59:59","0","80008","3","9006012","94"
"2023/02/12 5:00:00","2023/02/13 4:59:59","0","80008","3","9006013","95"
"2023/02/13 5:00:00","2023/02/14 4:59:59","0","80008","3","9006014","96"
"2023/02/14 5:00:00","2023/02/15 4:59:59","0","80008","3","9006015","97"
"2023/02/15 5:00:00","2023/02/16 4:59:59","1","80008","3","9006016","98"
"2023/08/01 5:00:00","2023/08/02 4:59:59","0","80009","3","9007001","99"
"2023/08/02 5:00:00","2023/08/03 4:59:59","0","80009","3","9007002","100"
"2023/08/03 5:00:00","2023/08/04 4:59:59","0","80009","3","9007003","101"
"2023/08/04 5:00:00","2023/08/05 4:59:59","0","80009","3","9007004","102"
"2023/08/05 5:00:00","2023/08/06 4:59:59","0","80009","3","9007005","103"
"2023/08/06 5:00:00","2023/08/07 4:59:59","0","80009","3","9007006","104"
"2023/08/07 5:00:00","2023/08/08 4:59:59","0","80009","3","9007007","105"
"2023/08/08 5:00:00","2023/08/09 4:59:59","0","80009","3","9007008","106"
"2023/08/09 5:00:00","2023/08/10 4:59:59","0","80009","3","9007009","107"
"2023/08/10 5:00:00","2023/08/11 4:59:59","0","80009","3","9007010","108"
"2023/08/11 5:00:00","2023/08/12 4:59:59","0","80009","3","9007011","109"
