bd01db7f79a80e2b2108361d0ecd7ed99f399369e761fe354cdbc0d2291c0c9d,3f0cfe54515ca9274190ddd49cd4c653185fd8eb4d33c6fe2bbff576525f97c6,a5c4f2fcf9eb35325ecbc169f663d3cebbabed0cf08e50f692cb2bdb4f89d323,9c3372ef0342b4d927693eb3143de1cdb118d7e73fbc99c8437391fff375e618
"200","100","1005","101401"
"200","100","1005","101601"
"200","100","1005","101801"
"200","100","1005","103201"
"200","100","1005","105001"
"200","100","1005","105201"
"200","100","1005","106101"
"200","100","1005","106401"
"200","100","1005","106801"
"200","100","1005","108301"
"200","100","1005","110001"
"200","100","1005","110101"
"200","100","1005","112201"
"200","100","1005","114401"
"200","100","1005","114701"
"200","100","1005","115701"
"200","100","1005","115801"
"200","100","1006","100201"
"200","100","1006","102901"
"200","100","1006","104201"
"200","100","1006","105401"
"200","100","1006","105901"
"200","100","1006","107601"
"200","100","1006","108401"
"200","100","1006","108801"
"200","100","1006","111601"
"200","100","1006","111901"
"200","100","1006","113901"
"200","100","1006","115501"
"200","100","1006","115601"
"200","100","1006","117201"
"200","100","1006","117301"
"200","100","1006","117401"
"200","100","1006","180201"
"200","100","1006","180501"
"200","100","1007","100301"
"200","100","1007","100501"
"200","100","1007","103701"
"200","100","1007","104701"
"200","100","1007","105801"
"200","100","1007","106501"
"200","100","1007","106601"
"200","100","1007","107501"
"200","100","1007","108901"
"200","100","1007","111801"
"200","100","1007","113601"
"200","100","1007","114001"
"200","100","1007","114101"
"200","100","1007","114301"
"200","100","1007","116501"
"200","100","1007","116601"
"200","100","1007","180301"
"200","100","1007","180401"
"200","100","1008","100101"
"200","100","1008","100401"
"200","100","1008","102001"
"200","100","1008","102101"
"200","100","1008","102301"
"200","100","1008","102501"
"200","100","1008","102801"
"200","100","1008","103601"
"200","100","1008","106001"
"200","100","1008","107701"
"200","100","1008","107801"
"200","100","1008","108501"
"200","100","1008","108601"
"200","100","1008","108701"
"200","100","1008","110301"
"200","100","1008","111101"
"200","100","1008","111201"
"200","100","1008","111301"
"200","100","1008","112001"
"200","100","1008","112101"
"200","100","1008","114501"
"200","100","1008","180101"
"200","100","1008","180601"
