24042b67dad3245b9bbe7e7cf08433fe2af144b28c6c807c8e6c13e8f39004a3,3a4254406ac877c5cdbea65d171ab52834cd0fe2351f54a2bbe7ff979c103a74,a44eac347b8f94234934ca1a33a7514d36a9b0124c24019e675b39c1fd7d921e,ecabd3b18dfa6153343f8800c3c3e36eb2579badf7dd884d88a42651743a1741
"11001","1","1001","1"
"11002","0","1001","2"
"11003","0","1001","3"
"11004","0","1001","4"
"11005","0","1001","5"
"12001","0","1001","6"
"12002","0","1001","7"
"12003","0","1001","8"
"12004","0","1001","9"
"12005","0","1001","10"
"13001","0","1001","11"
"13002","0","1001","12"
"13003","0","1001","13"
"13004","0","1001","14"
"13005","0","1001","15"
"14001","0","1001","16"
"14002","0","1001","17"
"14003","0","1001","18"
"14004","0","1001","19"
"14005","0","1001","20"
"15001","0","1001","21"
"15002","0","1001","22"
"15003","0","1001","23"
"15004","0","1001","24"
"15005","0","1001","25"
"21001","0","1001","26"
"21002","0","1001","27"
"21003","0","1001","28"
"21004","0","1001","29"
"21005","0","1001","30"
"22001","0","1001","31"
"22002","0","1001","32"
"22003","0","1001","33"
"22004","0","1001","34"
"22005","0","1001","35"
"23001","0","1001","36"
"23002","0","1001","37"
"23003","0","1001","38"
"23004","0","1001","39"
"23005","0","1001","40"
"24001","0","1001","41"
"24002","0","1001","42"
"24003","0","1001","43"
"24004","0","1001","44"
"24005","0","1001","45"
"25001","0","1001","46"
"25002","0","1001","47"
"25003","0","1001","48"
"25004","0","1001","49"
"25005","0","1001","50"
"31001","0","1001","51"
"31002","0","1001","52"
"31003","0","1001","53"
"31004","0","1001","54"
"31005","0","1001","55"
"32001","0","1001","56"
"32002","0","1001","57"
"32003","0","1001","58"
"32004","0","1001","59"
"32005","0","1001","60"
"33001","0","1001","61"
"33002","0","1001","62"
"33003","0","1001","63"
"33004","0","1001","64"
"33005","0","1001","65"
"34001","0","1001","66"
"34002","0","1001","67"
"34003","0","1001","68"
"34004","0","1001","69"
"34005","0","1001","70"
"35001","0","1001","71"
"35002","0","1001","72"
"35003","0","1001","73"
"35004","0","1001","74"
"35005","0","1001","75"
"11001","1","1002","76"
"11002","0","1002","77"
"11003","0","1002","78"
"11004","0","1002","79"
"11005","0","1002","80"
"12001","0","1002","81"
"12002","0","1002","82"
"12003","0","1002","83"
"12004","0","1002","84"
"12005","0","1002","85"
"13001","0","1002","86"
"13002","0","1002","87"
"13003","0","1002","88"
"13004","0","1002","89"
"13005","0","1002","90"
"14001","0","1002","91"
"14002","0","1002","92"
"14003","0","1002","93"
"14004","0","1002","94"
"14005","0","1002","95"
"15001","0","1002","96"
"15002","0","1002","97"
"15003","0","1002","98"
"15004","0","1002","99"
"15005","0","1002","100"
"21001","0","1002","101"
"21002","0","1002","102"
"21003","0","1002","103"
"21004","0","1002","104"
"21005","0","1002","105"
"22001","0","1002","106"
"22002","0","1002","107"
"22003","0","1002","108"
"22004","0","1002","109"
"22005","0","1002","110"
"23001","0","1002","111"
"23002","0","1002","112"
"23003","0","1002","113"
"23004","0","1002","114"
"23005","0","1002","115"
"24001","0","1002","116"
"24002","0","1002","117"
"24003","0","1002","118"
"24004","0","1002","119"
"24005","0","1002","120"
"25001","0","1002","121"
"25002","0","1002","122"
"25003","0","1002","123"
"25004","0","1002","124"
"25005","0","1002","125"
"31001","0","1002","126"
"31002","0","1002","127"
"31003","0","1002","128"
"31004","0","1002","129"
"31005","0","1002","130"
"32001","0","1002","131"
"32002","0","1002","132"
"32003","0","1002","133"
"32004","0","1002","134"
"32005","0","1002","135"
"33001","0","1002","136"
"33002","0","1002","137"
"33003","0","1002","138"
"33004","0","1002","139"
"33005","0","1002","140"
"34001","0","1002","141"
"34002","0","1002","142"
"34003","0","1002","143"
"34004","0","1002","144"
"34005","0","1002","145"
"35001","0","1002","146"
"35002","0","1002","147"
"35003","0","1002","148"
"35004","0","1002","149"
"35005","0","1002","150"
"11001","1","1003","151"
"11002","0","1003","152"
"11003","0","1003","153"
"11004","0","1003","154"
"11005","0","1003","155"
"12001","0","1003","156"
"12002","0","1003","157"
"12003","0","1003","158"
"12004","0","1003","159"
"12005","0","1003","160"
"13001","0","1003","161"
"13002","0","1003","162"
"13003","0","1003","163"
"13004","0","1003","164"
"13005","0","1003","165"
"14001","0","1003","166"
"14002","0","1003","167"
"14003","0","1003","168"
"14004","0","1003","169"
"14005","0","1003","170"
"15001","0","1003","171"
"15002","0","1003","172"
"15003","0","1003","173"
"15004","0","1003","174"
"15005","0","1003","175"
"21001","0","1003","176"
"21002","0","1003","177"
"21003","0","1003","178"
"21004","0","1003","179"
"21005","0","1003","180"
"22001","0","1003","181"
"22002","0","1003","182"
"22003","0","1003","183"
"22004","0","1003","184"
"22005","0","1003","185"
"23001","0","1003","186"
"23002","0","1003","187"
"23003","0","1003","188"
"23004","0","1003","189"
"23005","0","1003","190"
"24001","0","1003","191"
"24002","0","1003","192"
"24003","0","1003","193"
"24004","0","1003","194"
"24005","0","1003","195"
"25001","0","1003","196"
"25002","0","1003","197"
"25003","0","1003","198"
"25004","0","1003","199"
"25005","0","1003","200"
"31001","0","1003","201"
"31002","0","1003","202"
"31003","0","1003","203"
"31004","0","1003","204"
"31005","0","1003","205"
"32001","0","1003","206"
"32002","0","1003","207"
"32003","0","1003","208"
"32004","0","1003","209"
"32005","0","1003","210"
"33001","0","1003","211"
"33002","0","1003","212"
"33003","0","1003","213"
"33004","0","1003","214"
"33005","0","1003","215"
"34001","0","1003","216"
"34002","0","1003","217"
"34003","0","1003","218"
"34004","0","1003","219"
"34005","0","1003","220"
"35001","0","1003","221"
"35002","0","1003","222"
"35003","0","1003","223"
"35004","0","1003","224"
"35005","0","1003","225"
"11001","0","1004","226"
"11002","0","1004","227"
"11003","0","1004","228"
"11004","0","1004","229"
"11005","0","1004","230"
"12001","0","1004","231"
"12002","0","1004","232"
"12003","0","1004","233"
"12004","0","1004","234"
