a0ead4bf8401dc0064e7c48c700a804841913ff5e69b42f68f96956166a76578,22dc863c5d9f9632641de7a62bfa66a2270e5e17dd3e3e8e4662fbda29041569,81cb0d01c3e4bf0e6a8f593475ebc70c4a57f166512d6036ead8a0708d94bdf0,2b07f20ef7c82633d0d7e0906ad42363b825088f5be0a2d5a551e4139605e643,cec16cb2d457aefca1f8c3841d855e5146d5f549cf736e0ee934e442f1817ed8
"31006005","se_btl_tower_timeup","104","0","501"
"31007005","se_btl_tower_timeup","104","0","501"
"31008005","se_btl_tower_timeup","104","0","501"
"31009005","se_btl_tower_timeup","104","0","501"
"31010005","se_btl_tower_timeup","104","0","504"
"320010106","se_btl_tower_timeup","104","0","502"
"320010107","se_btl_tower_timeup","104","0","502"
"320010108","se_btl_tower_timeup","104","0","502"
"320010109","se_btl_tower_timeup","104","0","502"
"320010110","se_btl_tower_timeup","104","0","501"
"320010206","se_btl_tower_timeup","104","0","502"
"320010207","se_btl_tower_timeup","104","0","502"
"320010208","se_btl_tower_timeup","104","0","502"
"320010209","se_btl_tower_timeup","104","0","502"
"320010210","se_btl_tower_timeup","104","0","501"
"320010306","se_btl_tower_timeup","104","0","502"
"320010307","se_btl_tower_timeup","104","0","502"
"320010308","se_btl_tower_timeup","104","0","502"
"320010309","se_btl_tower_timeup","104","0","502"
"320010310","se_btl_tower_timeup","104","0","501"
"320010406","se_btl_tower_timeup","104","0","502"
"320010407","se_btl_tower_timeup","104","0","502"
"320010408","se_btl_tower_timeup","104","0","502"
"320010409","se_btl_tower_timeup","104","0","502"
"320010410","se_btl_tower_timeup","104","0","501"
"320010506","se_btl_tower_timeup","104","0","502"
"320010507","se_btl_tower_timeup","104","0","502"
"320010508","se_btl_tower_timeup","104","0","502"
"320010509","se_btl_tower_timeup","104","0","502"
"320010510","se_btl_tower_timeup","104","0","501"
"320020106","se_btl_tower_timeup","104","0","502"
"320020107","se_btl_tower_timeup","104","0","502"
"320020108","se_btl_tower_timeup","104","0","502"
"320020109","se_btl_tower_timeup","104","0","502"
"320020110","se_btl_tower_timeup","104","0","501"
"320020206","se_btl_tower_timeup","104","0","502"
"320020207","se_btl_tower_timeup","104","0","502"
"320020208","se_btl_tower_timeup","104","0","502"
"320020209","se_btl_tower_timeup","104","0","502"
"320020210","se_btl_tower_timeup","104","0","501"
"320020306","se_btl_tower_timeup","104","0","502"
"320020307","se_btl_tower_timeup","104","0","502"
"320020308","se_btl_tower_timeup","104","0","502"
"320020309","se_btl_tower_timeup","104","0","502"
"320020310","se_btl_tower_timeup","104","0","501"
"320020406","se_btl_tower_timeup","104","0","502"
"320020407","se_btl_tower_timeup","104","0","502"
"320020408","se_btl_tower_timeup","104","0","502"
"320020409","se_btl_tower_timeup","104","0","502"
"320020410","se_btl_tower_timeup","104","0","501"
"320020506","se_btl_tower_timeup","104","0","502"
"320020507","se_btl_tower_timeup","104","0","502"
"320020508","se_btl_tower_timeup","104","0","502"
"320020509","se_btl_tower_timeup","104","0","502"
"320020510","se_btl_tower_timeup","104","0","501"
"320030106","se_btl_tower_timeup","104","0","502"
"320030107","se_btl_tower_timeup","104","0","502"
"320030108","se_btl_tower_timeup","104","0","502"
"320030109","se_btl_tower_timeup","104","0","502"
"320030110","se_btl_tower_timeup","104","0","501"
"320030206","se_btl_tower_timeup","104","0","502"
"320030207","se_btl_tower_timeup","104","0","502"
"320030208","se_btl_tower_timeup","104","0","502"
"320030209","se_btl_tower_timeup","104","0","502"
"320030210","se_btl_tower_timeup","104","0","501"
"320030306","se_btl_tower_timeup","104","0","502"
"320030307","se_btl_tower_timeup","104","0","502"
"320030308","se_btl_tower_timeup","104","0","502"
"320030309","se_btl_tower_timeup","104","0","502"
"320030310","se_btl_tower_timeup","104","0","501"
"320030406","se_btl_tower_timeup","104","0","502"
"320030407","se_btl_tower_timeup","104","0","502"
"320030408","se_btl_tower_timeup","104","0","502"
"320030409","se_btl_tower_timeup","104","0","502"
"320030410","se_btl_tower_timeup","104","0","501"
"320030506","se_btl_tower_timeup","104","0","502"
"320030507","se_btl_tower_timeup","104","0","502"
"320030508","se_btl_tower_timeup","104","0","502"
"320030509","se_btl_tower_timeup","104","0","502"
"320030510","se_btl_tower_timeup","104","0","501"
"320040106","se_btl_tower_timeup","104","0","502"
"320040107","se_btl_tower_timeup","104","0","502"
"320040108","se_btl_tower_timeup","104","0","502"
"320040109","se_btl_tower_timeup","104","0","502"
"320040110","","104","0","501"
"320040206","se_btl_tower_timeup","104","0","502"
"320040207","se_btl_tower_timeup","104","0","502"
"320040208","se_btl_tower_timeup","104","0","502"
"320040209","se_btl_tower_timeup","104","0","502"
"320040210","","104","0","501"
"320040306","se_btl_tower_timeup","104","0","502"
"320040307","se_btl_tower_timeup","104","0","502"
"320040308","se_btl_tower_timeup","104","0","502"
"320040309","se_btl_tower_timeup","104","0","502"
"320040310","","104","0","501"
"320040406","se_btl_tower_timeup","104","0","502"
"320040407","se_btl_tower_timeup","104","0","502"
"320040408","se_btl_tower_timeup","104","0","502"
"320040409","se_btl_tower_timeup","104","0","502"
"320040410","","104","0","501"
"320040506","se_btl_tower_timeup","104","0","502"
"320040507","se_btl_tower_timeup","104","0","502"
"320040508","se_btl_tower_timeup","104","0","502"
"320040509","se_btl_tower_timeup","104","0","502"
"320040510","","104","0","501"
"320050106","se_btl_tower_timeup","104","0","502"
"320050107","se_btl_tower_timeup","104","0","502"
"320050108","se_btl_tower_timeup","104","0","502"
"320050109","se_btl_tower_timeup","104","0","502"
"320050110","","104","0","501"
"320050206","se_btl_tower_timeup","104","0","502"
"320050207","se_btl_tower_timeup","104","0","502"
"320050208","se_btl_tower_timeup","104","0","502"
"320050209","se_btl_tower_timeup","104","0","502"
