610f0fb2d75552b8f16ede148dd358707497e56802d0a6045250c6b67300a0d3,06d50d99561e7df86c1eaf22e9e8fb18246f5765cff3d76d39d956a0ebc53c74,3865215d55170460912716b4011753755273b34bca66637bab8d56b1658e02eb,bec75a75710a678cb45f7a3ddaf46e8203ec9dc66277028a347ad4d7f96850d4,ab45e41897fdbca2d0e4f52fd4896ce72c612142e4803d74ea4392272dd43c1a,90bea57fb1aa38c3d82288985dcc52a97aa4cae831575b8f8817195e3af051ea,9492579389032d0b46ab4a28f31191d6b2d6066c8b07af9378b0b4c692a1aae5,95bcc03d53bd61690bd4332b976ab2de258873868a0fad14e69d0ca038d6e4be,6a9ea3087f787841b7062fc1c6d732deea1218e4f43d1fd55098e05dcdcf549f,e056da7c4ae7ad0af2e0d3b5efc773e2776dea401225e9bb37f022461bc020ae,e4e8f57944aeb96ed791bdfc342d457bd14a7e1622e6e05d9d70550e37c5dd62
"1001","0","0","0","0","0","100701","0","0","0","0"
"1010","0","0","0","0","0","100301","0","0","0","0"
"1011","0","0","0","0","0","101001","0","0","0","0"
"1012","0","0","0","0","0","101201","0","0","0","0"
"1013","0","0","0","0","0","101301","0","0","0","0"
"1014","0","0","0","0","0","101401","0","0","0","0"
"1015","0","0","0","0","0","101801","0","0","0","0"
"1016","0","0","0","0","0","102001","0","0","0","0"
"1017","0","0","0","0","0","102201","0","0","0","0"
"1018","0","0","0","0","0","102801","0","0","0","0"
"1019","0","0","0","0","0","103301","0","0","0","0"
"1020","0","0","0","0","0","103601","0","0","0","0"
"1021","0","0","0","0","0","104801","0","0","0","0"
"1022","0","0","0","0","0","106101","0","0","0","0"
"1023","0","0","0","0","0","107101","0","0","0","0"
"1099","0","0","0","0","0","101201","0","0","0","0"
"1100","0","0","0","0","0","106501","0","0","0","0"
"1101","0","0","0","0","0","102301","101501","0","0","0"
"1102","0","0","0","0","0","106501","101501","0","0","0"
"1164","100201","100101","0","0","100301","105801","106001","0","105901","0"
"1174","0","0","0","0","0","111401","0","0","0","0"
"1192","0","0","0","0","0","106401","0","0","0","0"
"1225","0","0","0","0","0","105701","0","0","0","0"
"1240","0","0","0","0","0","106701","0","0","0","0"
"1255","0","0","0","0","0","105801","0","0","0","0"
"1261","0","0","0","0","0","102001","0","0","0","0"
"1262","0","0","0","0","0","104301","0","0","0","0"
"1263","0","0","0","0","0","103101","0","0","0","0"
"1264","0","0","0","0","0","102701","0","0","0","0"
"1265","0","0","0","0","0","101701","0","0","0","0"
"1266","0","0","0","0","0","111401","0","0","0","0"
"2128","0","0","0","0","0","101201","103801","0","0","0"
"2129","0","0","0","0","0","105801","106001","0","105901","0"
"2130","100501","0","0","0","0","104701","107101","0","103701","0"
"2135","0","0","0","0","0","101401","104301","0","0","0"
"2137","105501","0","0","0","105301","103001","100801","0","104501","0"
"2139","0","0","0","0","0","101601","101801","0","105001","0"
"2143","0","0","0","0","0","104401","102901","0","107101","0"
"2148","106701","0","0","0","0","101101","106601","0","100101","0"
"2149","0","0","0","0","0","102201","100601","0","0","0"
"2151","101401","0","0","0","0","105301","103701","0","103801","0"
"2154","0","0","0","0","0","102801","103201","0","0","0"
"2157","0","0","0","0","0","105201","0","0","0","0"
"2162","0","0","0","0","0","104901","102701","0","0","0"
"2163","0","0","0","0","0","102901","104201","0","105401","0"
"2164","0","0","0","0","0","100801","105101","0","0","0"
"2167","0","0","0","0","0","101701","103001","0","101601","0"
"2211","0","0","0","0","0","100601","102201","0","0","0"
"2229","0","0","0","0","0","106001","0","0","0","0"
"2230","0","0","0","0","0","106001","0","0","0","0"
"2231","0","0","0","0","0","105801","0","0","0","0"
"2238","0","0","0","0","0","103001","105601","0","0","0"
"2268","0","0","0","0","0","101701","0","0","0","0"
"2279","0","0","0","0","0","105101","100801","0","0","0"
"2280","101401","0","0","0","0","105301","103701","0","103801","0"
"2281","0","0","0","0","0","104901","101801","0","104501","0"
"2282","0","0","0","0","0","106701","106601","0","106501","0"
"2283","0","0","0","0","0","101801","105001","0","101601","0"
"2284","0","0","0","0","0","102301","102101","0","104201","0"
"2286","0","0","0","0","0","111401","0","0","0","0"
"2287","0","0","0","0","0","104001","0","0","0","0"
"2288","0","0","0","0","0","103601","0","0","0","0"
"2289","0","0","0","0","0","102101","0","0","0","0"
"3002","0","0","0","0","0","100901","0","0","0","0"
"3016","0","0","0","0","0","103601","0","0","0","0"
"3086","0","0","0","0","0","102701","104901","0","101101","0"
"3087","0","0","0","0","0","104501","0","0","0","0"
"3088","0","0","0","0","0","101701","0","0","0","0"
"3089","0","0","0","0","0","106501","106601","0","0","0"
"3090","0","0","0","0","0","102601","0","0","0","0"
"3091","0","0","0","0","0","101501","0","0","0","0"
"3093","0","0","0","0","0","100701","0","0","0","0"
"3124","0","0","0","0","0","102901","0","0","0","0"
"3134","0","0","0","0","0","100601","0","0","0","0"
"3143","106401","0","0","0","0","105801","106001","0","105901","0"
"3144","106401","0","0","0","0","105801","106001","0","105901","0"
"3145","0","0","0","0","0","106001","0","0","0","0"
"3146","0","0","0","0","0","102801","102501","0","0","0"
"3147","0","0","0","0","0","101101","104901","0","0","0"
"3148","0","0","0","0","0","101401","104301","0","0","0"
"3149","105501","0","0","0","105301","103001","100801","0","104501","0"
"3150","0","0","0","0","0","101601","101801","0","105001","0"
"3151","0","0","0","0","0","110901","111001","0","110801","0"
"3152","106401","0","0","0","0","105801","106001","0","105901","0"
"3153","0","0","0","0","0","103301","102601","0","0","0"
"3154","0","0","0","0","0","101701","103001","0","101601","0"
"3155","0","0","0","0","0","102901","104201","0","105401","0"
"3156","0","0","0","0","0","100801","0","0","0","0"
"3157","0","0","0","0","0","100201","100301","0","100101","0"
"3167","0","0","0","0","0","104501","0","0","0","0"
"3244","0","0","0","0","0","102901","104201","0","105401","0"
"3245","0","0","0","0","0","102901","104201","0","105401","0"
"3246","0","0","0","0","0","102901","104201","0","105401","0"
"3287","0","0","0","0","0","101601","0","0","0","0"
"4017","102601","0","0","0","0","103301","105201","0","103801","0"
"4049","104801","104601","0","103401","103201","110901","111001","0","110801","0"
"4050","0","0","0","0","0","104001","104601","0","104801","0"
"4052","0","0","0","0","0","105601","100901","0","101301","0"
"4053","0","0","0","0","0","106501","106601","0","0","0"
"4054","0","0","0","0","0","105801","105901","0","106001","0"
"4087","0","0","0","0","0","110901","0","0","0","0"
"4088","0","0","0","0","0","111001","0","0","0","0"
"4127","0","0","0","0","0","106601","106501","0","0","0"
"4147","0","0","0","0","0","105201","107001","0","0","0"
"4200","0","0","0","0","0","105901","0","0","0","0"
"4204","0","0","0","0","0","101201","0","0","0","0"
"5003","0","0","0","0","0","104001","0","0","0","0"
"5020","0","0","0","0","0","103201","102801","0","0","0"
"5035","0","0","0","0","0","101101","0","0","0","0"
"5036","0","0","0","0","0","104601","0","0","0","0"
"5037","0","0","0","0","0","100101","100201","0","100301","0"
"5038","105601","0","0","0","105101","102701","100901","0","101301","0"
"5039","104401","0","0","0","103101","100701","102201","0","100601","0"
"5040","105501","0","0","0","105301","103001","100801","0","104501","0"
"5041","103801","0","0","0","0","102601","103301","0","105201","0"
"5042","0","0","0","0","0","106801","104901","0","101101","0"
"5043","100501","0","0","0","0","104701","107101","0","103701","0"
"5044","103401","0","0","0","0","104801","103201","0","104601","0"
"5045","0","0","0","0","0","105001","101801","0","101601","0"
"5088","104401","0","0","0","103101","100701","102201","0","100601","0"
"5101","0","0","0","0","0","101701","0","0","0","0"
"5102","0","0","0","0","0","102801","0","0","0","0"
"5103","0","0","0","0","0","101001","0","0","0","0"
"5104","106401","104401","0","0","105601","105801","106001","0","105901","0"
"5107","106401","0","0","0","0","105801","106001","0","105901","0"
"5108","0","0","0","0","0","103101","0","0","0","0"
