6c3697393454493413f793e018bad7bd895629ef3fd9f5b3682215c5681427f9,fa32788985b1db559209ef7b00d5df7474393aecb89f641dbd0026110e12446e,2a34c2552ed495c837fd0a113f1fa1669b297417f277a47b9f7dd7f588a1d6e7,36327b2542ff9336ca868cca58e299aa0cd508eb2968b1bdd286a743e0f6b091,68ea7327e5efc1367b90421be09b8c08c674186980a47fc87caed7174db58244,45adbb8325b3f6b304cbac040710a8ee944df24645b7c1f65e0cee66bbeab4de,1f47f68089fa0a843c8d69fa399460fec6f524584c67cd411ae2cea43ab71ce7,64b312267c3014a1d951a2dd8c9c0a486a0323ae33099011f1ff59ed9a4d448c,8a460678a7e5446677d27eb8140c5db5b06aa46a769181f500f8ff561ec4378e,e213dcffa019072db3970c663b3b1daccd4af53e413edfa518f9ef59fea623c3,491ca986b04192a11103ae327aa0e646f0158c5a655ae6bfb975fb02292c5f7c,e36b06b941fc4ced0c6990c2dbf5de330a762fd195a55ab435b27aad7c7f94be,5364b656360fc034b04fb4b3867b8751940e824ce4a782e7067ff94b1b0d6a49,32e679f2a7ad20ae35c8b909ecb23849bf3566720bdf95370743174be14e6498
"1","103","0","2018/03/13 04:59:59","-1","2000","1","1","0","0","0","2018/03/06 05:00:00","34","30"
"1","103","0","2018/03/13 04:59:59","-1","2000","2","1","0","0","0","2018/03/06 05:00:00","44","40"
"1","104","0","2018/03/20 04:59:59","-1","2000","3","1","0","0","0","2018/03/13 05:00:00","45","40"
"1","101","0","2018/03/26 04:59:59","-1","2000","4","1","0","0","0","2018/03/20 05:00:00","31","30"
"1","101","0","2018/03/26 04:59:59","-1","2000","5","1","0","0","0","2018/03/20 05:00:00","41","40"
"1","102","0","2018/03/31 04:59:59","-1","2000","6","1","0","0","0","2018/03/26 05:00:00","32","30"
"1","102","0","2018/03/31 04:59:59","-1","2000","7","1","0","0","0","2018/03/26 05:00:00","42","40"
"1","103","0","2018/04/10 04:59:59","-1","2000","8","1","0","0","0","2018/03/31 05:00:00","34","30"
"1","103","0","2018/04/10 04:59:59","-1","2000","9","1","0","0","0","2018/03/31 05:00:00","44","40"
"1","104","0","2018/04/20 04:59:59","-1","2000","10","1","0","0","0","2018/04/10 05:00:00","45","40"
"1","101","0","2018/04/25 04:59:59","-1","2000","11","1","0","0","0","2018/04/20 05:00:00","31","30"
"1","101","0","2018/04/25 04:59:59","-1","2000","12","1","0","0","0","2018/04/20 05:00:00","41","40"
"1","102","0","2018/04/30 04:59:59","-1","2000","13","1","0","0","0","2018/04/25 05:00:00","32","30"
"1","102","0","2018/04/30 04:59:59","-1","2000","14","1","0","0","0","2018/04/25 05:00:00","42","40"
"1","103","0","2018/05/11 04:59:59","-1","2000","15","1","0","0","0","2018/04/30 05:00:00","34","30"
"1","103","0","2018/05/11 04:59:59","-1","2000","16","1","0","0","0","2018/04/30 05:00:00","44","40"
"1","104","0","2018/05/22 04:59:59","-1","2000","17","1","0","0","0","2018/05/11 05:00:00","45","40"
"1","101","0","2018/05/28 04:59:59","-1","2000","18","1","0","0","0","2018/05/22 05:00:00","31","30"
"1","101","0","2018/05/28 04:59:59","-1","2000","19","1","0","0","0","2018/05/22 05:00:00","41","40"
"1","102","0","2018/05/31 04:59:59","-1","2000","20","1","0","0","0","2018/05/28 05:00:00","32","30"
"1","102","0","2018/05/31 04:59:59","-1","2000","21","1","0","0","0","2018/05/28 05:00:00","42","40"
