50b84534523f4f5bb4738694c3431c7e66bae721c35814878107b778cc187c2d,97b1a9c0fb4456b612abe45e98fa8a848060b3ff022928dfa8b543b798c1817a,8f4aea1c954ac85be2edd4a630b0a0ad5255ef963621cff47dcdbd9bdc9567a1,39eca9deb1bef0e88f5506cdf96e0a1864a95d625e47240d313f0b3b353238ed,9876fea7d7422f5d2bcfd033ad5a199859837b4330ff52507953bc0d602be923,5a5862e39f833544576a76c12fe5045957bb24ad6edd490a8d39be40db309c13,158337dca2dc06ce19e29c5d5489c9477a1e41761e466dd25d863fb9a8a7cc2a,91e7e69430112f3dc8ae083880b8c9492693864e46423a923d9f8b2e0ae7757e,2bf581046ec0f14653a70a27e947082b1e67837976da8ece5cf533b9f6e9fcf4,8bd96750ec9ec1e32fb4159a1cf82dc01969cdce39aadbfed53d86f55d6ed562,ec9d06b226dbbd759ec9759c5f410b9676845935c4da53c9ebc76b8cc4f09e8a,fd9e5aa091c725240a9d51c17422e0a51a309556a676ed6f675694a473af5637,0f54a0578cfa093d28d9e37c5409f201b29b2102f431a07ef1b509b3668df32b,cb7c73b55732d6b7a62006a0dd21eac8802f1fca38ef1a58d853b391c8e328c1,07a6a71af6d4c4a02d189fc086c20086b78fc6750b76363e68b357e404a4b374,9e04d0f02fe5d73433fb6e05d4779bc9293f83bd7c08aa980ce1a365e8f99e61,9e394f2060ee8f33932f30118539f920df93c70e89511733579fd1b1e179c0ac,1c10e247020b8af3a477dfdc7298d29f176b0ca8ea291c0548893219dfc39835,ccc9e00914d85eb8ff9d929d59b347b57252e4aaf14cf5b08fa5ba3a7a6d4488
"100101","31","0","2200","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"100101","32","0","2200","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"100201","31","0","0","2200","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"100201","32","0","0","2200","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"100301","31","0","2200","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"100301","32","0","2200","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"100401","31","0","2200","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"100401","32","0","2200","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"100501","31","0","2200","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"100501","32","0","2200","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"100601","31","0","0","2200","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"100601","32","0","0","2200","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"100701","31","0","2200","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"100701","32","0","2200","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"100801","31","0","0","2200","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"100801","32","0","0","2200","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"100901","31","0","0","2200","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"100901","32","0","0","2200","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"101001","31","0","0","2200","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
