96cb013a8dc3c827fd966b138586450a2e74d4097a28da2d2446cc0bcbc2a23f,5175fcce94e0a53e584b33bd4d6b0cd49f806a40a6a09e512133bc741ac89daa,fef811188950f3e042e45167ce940909dba7109f14b6d5458a86e3525ee8237a,0f998fe471c6cfbc289390c86a5b85b1ddedec0f447db082ece6983a3c514e09,75271626aacbf200ebf8932c4b344965cb8eea6e2513799dbc62d3bff340d4f7,fdc71ac565b5025b9ea687ad0219ee7175303eb83ed84cffb9f34c196ae83fc4,65221b2a187d7f26bd77dc8bd650cc1394693764be0c2f44e407a07b76ddc0f4,534fdd00613da2ad7df5bda013c058ee488d03435635caf9cd2551e768573e04,e79565a43913e05d5be319a90bbace9f4e9fbf9d55d57e055be894b1e26622ca,93612f567b79ecd4df912822110fb41b7c6f6aaba3d91cf68b9196aca9913b81,42e0f9accab332bf2e07255d52f39cce03d32a033c865cd440d669ae80732cc3
"2021/08/24 11:59:59","10","2021/08/17 12:00:00","1回バトルしよう","0","10000101","7000","1","1000","0","10000101"
"2021/08/24 11:59:59","10","2021/08/17 12:00:00","5回バトルしよう","0","10000102","7000","5","1000","0","10000102"
"2021/08/24 11:59:59","10","2021/08/17 12:00:00","10回バトルしよう","0","10000103","7000","10","1000","0","10000103"
"2021/08/24 11:59:59","10","2021/08/17 12:00:00","15回バトルしよう","0","10000104","7000","15","1000","0","10000104"
"2021/08/24 11:59:59","10","2021/08/17 12:00:00","20回バトルしよう","0","10000105","7000","20","1000","0","10000105"
"2021/08/24 11:59:59","10","2021/08/17 12:00:00","25回バトルしよう","0","10000106","7000","25","1000","0","10000106"
"2021/08/24 11:59:59","10","2021/08/17 12:00:00","30回バトルしよう","0","10000107","7000","30","1000","0","10000107"
"2021/08/24 11:59:59","10","2021/08/17 12:00:00","35回バトルしよう","0","10000108","7000","35","1000","0","10000108"
"2021/08/24 11:59:59","10","2021/08/17 12:00:00","40回バトルしよう","0","10000109","7000","40","1000","0","10000109"
"2021/08/24 11:59:59","50","2021/08/17 12:00:00","ミソラに累積300万ダメージ与えよう","0","10050501","7001","3000000","1005","1005","10050501"
"2021/08/24 11:59:59","50","2021/08/17 12:00:00","ミソラに累積900万ダメージ与えよう","0","10050502","7001","9000000","1005","1005","10050502"
"2021/08/24 11:59:59","50","2021/08/17 12:00:00","ミソラに累積1500万ダメージ与えよう","0","10050503","7001","15000000","1005","1005","10050503"
"2021/08/24 11:59:59","51","2021/08/17 12:00:00","ミソラに1度のバトルで100万ダメージ与えよう","1000000","10050511","7002","1","1005","1005","10050511"
"2021/08/24 11:59:59","51","2021/08/17 12:00:00","ミソラに1度のバトルで300万ダメージ与えよう","3000000","10050512","7002","1","1005","1005","10050512"
"2021/08/24 11:59:59","60","2021/08/17 12:00:00","ランファに累積500万ダメージ与えよう","0","10060601","7001","5000000","1006","1006","10060601"
"2021/08/24 11:59:59","60","2021/08/17 12:00:00","ランファに累積1500万ダメージ与えよう","0","10060602","7001","15000000","1006","1006","10060602"
"2021/08/24 11:59:59","60","2021/08/17 12:00:00","ランファに累積2400万ダメージ与えよう","0","10060603","7001","24000000","1006","1006","10060603"
"2021/08/24 11:59:59","61","2021/08/17 12:00:00","ランファに1度のバトルで200万ダメージ与えよう","2000000","10060611","7002","1","1006","1006","10060611"
"2021/08/24 11:59:59","61","2021/08/17 12:00:00","ランファに1度のバトルで500万ダメージ与えよう","5000000","10060612","7002","1","1006","1006","10060612"
"2021/08/24 11:59:59","70","2021/08/17 12:00:00","アゾールドに累積300万ダメージ与えよう","0","10070701","7001","3000000","1007","1007","10070701"
"2021/08/24 11:59:59","70","2021/08/17 12:00:00","アゾールドに累積900万ダメージ与えよう","0","10070702","7001","9000000","1007","1007","10070702"
"2021/08/24 11:59:59","70","2021/08/17 12:00:00","アゾールドに累積1500万ダメージ与えよう","0","10070703","7001","15000000","1007","1007","10070703"
"2021/08/24 11:59:59","71","2021/08/17 12:00:00","アゾールドに1度のバトルで100万ダメージ与えよう","1000000","10070711","7002","1","1007","1007","10070711"
"2021/08/24 11:59:59","71","2021/08/17 12:00:00","アゾールドに1度のバトルで300万ダメージ与えよう","3000000","10070712","7002","1","1007","1007","10070712"
"2021/08/24 11:59:59","80","2021/08/17 12:00:00","カリザに累積500万ダメージ与えよう","0","10080801","7001","5000000","1008","1008","10080801"
"2021/08/24 11:59:59","80","2021/08/17 12:00:00","カリザに累積1500万ダメージ与えよう","0","10080802","7001","15000000","1008","1008","10080802"
"2021/08/24 11:59:59","80","2021/08/17 12:00:00","カリザに累積2400万ダメージ与えよう","0","10080803","7001","24000000","1008","1008","10080803"
"2021/08/24 11:59:59","81","2021/08/17 12:00:00","カリザに1度のバトルで200万ダメージ与えよう","2000000","10080811","7002","1","1008","1008","10080811"
"2021/08/24 11:59:59","81","2021/08/17 12:00:00","カリザに1度のバトルで500万ダメージ与えよう","5000000","10080812","7002","1","1008","1008","10080812"
