3016e0fcf2c12b3ebe5a9663b8365c354c8cb532c3fff6a02124ddaf15403c84,75e4edeb767a1d23f6d897171cd805b727e700e5d84e087add591e83f4a3a0e3,3a28da69607913ba6ae2a174c0a17c22fdc6fb93652ba6edebf0fb8db6bd3142,5d0f0332a7a33866eec91b50c8111f9e33b37cf91d64b81cb44e7a36b8f121ee,bb384caa04c92c02390de79619839720da4670c62cffdb23a043b11e87a3f1d1,51b804e2537fe18c76113ee2e78678f4d282bdb12e1cbb09ab7465791ee1051d,7c583528e986aeb92e01b2e3ab047fccd411821efc9f39cc8d1a3bbe7a5d835c,850625cafa42c4ce50b56bd1f6f1969ae04cbe6ef268bb7cf412a46e142179a7,f43660d5f7dcc99afe809cf90556696b9f711d6b18bc7eca3574b73252b20160,c9eb447f66c303fdb2a5c63067147c803a15ed50e893af31dda87b77cad04ca0,ad8a50363a707728361c248a600b8f321a7ebba7150b4b0efc58e415b6c0547c,b7827b612b4c3c6da811aeddc28f8fdabd1b71e84a5d99d127798001d54d0553,9609e5820406d99fd0ee3d9513c37e90cf50f313d45b446ab6e370d83e8105b8,0bc0543c4cfb49ae4b5304ce13b75eb1e1adb1db8bdc9a3238639dd1fe6ba959
"105801","0","100","1","2020/08/04 12:00:00","0","28001","2","0","2030/08/01 14:59:59","0","0","31058","0"
"107501","0","100","2","2020/08/04 12:00:00","0","28001","2","0","2030/08/01 14:59:59","0","0","31075","0"
"180401","0","100","3","2020/08/04 12:00:00","0","28001","2","0","2030/08/01 14:59:59","0","0","31804","0"
"105901","0","100","1","2020/08/04 12:00:00","0","28002","2","0","2030/08/01 14:59:59","0","0","31059","0"
"107601","0","100","2","2020/08/04 12:00:00","0","28002","2","0","2030/08/01 14:59:59","0","0","31076","0"
"111901","0","100","3","2020/08/04 12:00:00","0","28002","2","0","2030/08/01 14:59:59","0","0","31119","0"
"180501","0","100","4","2020/08/04 12:00:00","0","28002","2","0","2030/08/01 14:59:59","0","0","31805","0"
"106001","0","100","1","2020/08/04 12:00:00","0","28003","2","0","2030/08/01 14:59:59","0","0","31060","0"
"107801","0","100","2","2020/08/04 12:00:00","0","28003","2","0","2030/08/01 14:59:59","0","0","31078","0"
"112001","0","100","3","2020/08/04 12:00:00","0","28003","2","0","2030/08/01 14:59:59","0","0","31120","0"
"101201","0","100","1","2020/09/03 19:00:00","0","28004","2","0","2030/08/01 14:59:59","0","0","31012","0"
"113401","0","100","2","2020/09/03 19:00:00","0","28004","2","0","2030/08/01 14:59:59","0","0","31134","0"
"103801","0","100","1","2020/09/03 19:00:00","0","28005","2","0","2030/08/01 14:59:59","0","0","31038","0"
"112301","0","100","2","2020/09/03 19:00:00","0","28005","2","0","2030/08/01 14:59:59","0","0","31123","0"
"107101","0","100","1","2020/09/03 19:00:00","0","28006","2","0","2030/08/01 14:59:59","0","0","31071","0"
"111501","0","100","2","2020/09/03 19:00:00","0","28006","2","0","2030/08/01 14:59:59","0","0","31115","0"
"102001","0","100","1","2020/10/01 17:00:00","0","28007","2","0","2030/08/01 14:59:59","0","0","31020","0"
"111301","0","100","2","2020/10/01 17:00:00","0","28007","2","0","2030/08/01 14:59:59","0","0","31113","0"
"100401","0","100","1","2020/10/01 17:00:00","0","28008","2","0","2030/08/01 14:59:59","0","0","31004","0"
"111201","0","100","2","2020/10/01 17:00:00","0","28008","2","0","2030/08/01 14:59:59","0","0","31112","0"
"103601","0","100","1","2020/10/01 17:00:00","0","28009","2","0","2030/08/01 14:59:59","0","0","31036","0"
"111101","0","100","2","2020/10/01 17:00:00","0","28009","2","0","2030/08/01 14:59:59","0","0","31111","0"
"104901","0","100","1","2020/11/05 12:00:00","0","28010","2","0","2030/08/01 14:59:59","0","0","31049","0"
"109101","0","100","2","2020/11/05 12:00:00","0","28010","2","0","2030/08/01 14:59:59","0","0","31091","0"
"101101","0","100","1","2020/11/05 12:00:00","0","28011","2","0","2030/08/01 14:59:59","0","0","31011","0"
"112901","0","100","2","2020/11/05 12:00:00","0","28011","2","0","2030/08/01 14:59:59","0","0","31129","0"
"107001","0","100","1","2020/11/05 12:00:00","0","28012","2","0","2030/08/01 14:59:59","0","0","31070","0"
"111001","0","100","1","2022/03/21","0","28013","2","0","2030/08/01 14:59:59","0","0","31110","0"
"116401","0","100","2","2022/03/21","0","28013","2","0","2030/08/01 14:59:59","0","0","31164","0"
"110901","0","100","1","2022/03/21","0","28014","2","0","2030/08/01 14:59:59","0","0","31109","0"
"116301","0","100","2","2022/03/21","0","28014","2","0","2030/08/01 14:59:59","0","0","31163","0"
"110801","0","100","1","2022/03/21","0","28015","2","0","2030/08/01 14:59:59","0","0","31108","0"
"116201","0","100","2","2022/03/21","0","28015","2","0","2030/08/01 14:59:59","0","0","31162","0"
"104201","0","100","1","2022/04/18","0","28016","2","0","2030/08/01 14:59:59","0","0","31042","0"
"108401","0","100","2","2022/04/18","0","28016","2","0","2030/08/01 14:59:59","0","0","31084","0"
"117301","0","100","3","2022/04/18","0","28016","2","0","2030/08/01 14:59:59","0","0","31173","0"
"101401","0","100","1","2022/04/18","0","28017","2","0","2030/08/01 14:59:59","0","0","31014","0"
"112201","0","100","2","2022/04/18","0","28017","2","0","2030/08/01 14:59:59","0","0","31122","0"
"115701","0","100","3","2022/04/18","0","28017","2","0","2030/08/01 14:59:59","0","0","31157","0"
"105301","0","100","1","2022/04/18","0","28018","2","0","2030/08/01 14:59:59","0","0","31053","0"
"114201","0","100","2","2022/04/18","0","28018","2","0","2030/08/01 14:59:59","0","0","31142","0"
"106801","0","100","1","2022/05/16","0","28019","2","0","2030/08/01 14:59:59","0","0","31068","0"
"121201","0","100","2","2022/05/16","0","28019","2","0","2030/08/01 14:59:59","0","0","31212","0"
"104701","0","100","1","2022/05/16","0","28020","2","0","2030/08/01 14:59:59","0","0","31047","0"
"113601","0","100","2","2022/05/16","0","28020","2","0","2030/08/01 14:59:59","0","0","31136","0"
"102701","0","100","1","2022/05/16","0","28021","2","0","2030/08/01 14:59:59","0","0","31027","0"
"109001","0","100","2","2022/05/16","0","28021","2","0","2030/08/01 14:59:59","0","0","31090","0"
"117001","0","100","3","2022/05/16","0","28021","2","0","2030/08/01 14:59:59","0","0","31170","0"
"107101","0","100","1","2023/01/15 15:00:00","0","28022","2","0","2030/08/01 14:59:59","0","0","31071","0"
"106101","0","100","2","2023/01/15 15:00:00","0","28022","2","0","2030/08/01 14:59:59","0","0","31061","0"
"107001","0","100","3","2023/01/15 15:00:00","0","28022","2","0","2030/08/01 14:59:59","0","0","31070","0"
"180401","0","100","4","2023/01/15 15:00:00","0","28022","2","0","2030/08/01 14:59:59","0","0","31804","0"
"180501","0","100","5","2023/01/15 15:00:00","0","28022","2","0","2030/08/01 14:59:59","0","0","31805","0"
"180201","0","100","6","2023/01/15 15:00:00","0","28022","2","0","2030/08/01 14:59:59","0","0","31802","0"
"106801","0","100","7","2023/01/15 15:00:00","0","28022","2","0","2030/08/01 14:59:59","0","0","31068","0"
"180101","0","100","8","2023/01/15 15:00:00","0","28022","2","0","2030/08/01 14:59:59","0","0","31801","0"
"180601","0","100","9","2023/01/15 15:00:00","0","28022","2","0","2030/08/01 14:59:59","0","0","31806","0"
"180301","0","100","10","2023/01/15 15:00:00","0","28022","2","0","2030/08/01 14:59:59","0","0","31803","0"
"180701","0","100","11","2023/01/15 15:00:00","0","28022","2","0","2030/08/01 14:59:59","0","0","31807","0"
"106701","0","100","12","2023/01/15 15:00:00","0","28022","2","0","2030/08/01 14:59:59","0","0","31067","0"
"180801","0","100","13","2023/01/15 15:00:00","0","28022","2","0","2030/08/01 14:59:59","0","0","31808","0"
"118101","0","100","14","2023/01/15 15:00:00","0","28022","2","0","2030/08/01 14:59:59","0","0","31181","0"
"180901","0","100","15","2023/01/15 15:00:00","0","28022","2","0","2030/08/01 14:59:59","0","0","31809","0"
"123001","0","100","16","2023/01/15 15:00:00","0","28022","2","0","2030/08/01 14:59:59","0","0","31230","0"
"107501","0","100","1","2023/01/15 15:00:00","0","28023","2","0","2030/08/01 14:59:59","0","0","31075","0"
"107701","0","100","2","2023/01/15 15:00:00","0","28023","2","0","2030/08/01 14:59:59","0","0","31077","0"
"107801","0","100","3","2023/01/15 15:00:00","0","28023","2","0","2030/08/01 14:59:59","0","0","31078","0"
"107901","0","100","4","2023/01/15 15:00:00","0","28023","2","0","2030/08/01 14:59:59","0","0","31079","0"
"108101","0","100","5","2023/01/15 15:00:00","0","28023","2","0","2030/08/01 14:59:59","0","0","31081","0"
"108301","0","100","6","2023/01/15 15:00:00","0","28023","2","0","2030/08/01 14:59:59","0","0","31083","0"
"108401","0","100","7","2023/01/15 15:00:00","0","28023","2","0","2030/08/01 14:59:59","0","0","31084","0"
"108601","0","100","8","2023/01/15 15:00:00","0","28023","2","0","2030/08/01 14:59:59","0","0","31086","0"
"108701","0","100","9","2023/01/15 15:00:00","0","28023","2","0","2030/08/01 14:59:59","0","0","31087","0"
