387cc8ea86d379d356e72efc092e9d3f5630ec6eb5600353378764c27bb5a72d,43c5fc5f2db8f33bb2337377993b14d066dcbe387b7922f7b0aa3a0d8904b3ae,c105432c1e135e75f97dcaa8351d18ab94188eeb5bfa9c3744ccfc8259d5752f,85f3b61a385a9b40ca509bab641a81031338c142e9de1b38e9ec9c0d62f3a1f6,a0e8925bfaabb978f0bb3c1528d8e4d4f1d9514d0c7c9bc25a4b0abc0c76d7b2,2517ba5a3363379df2e91f7285085f8d6f7dca73b6971a1e94f1e1c5ee70bab2,e975642a5f01635ce21433afc462fcb01aa190ee77020a4bbf9e487fe2238773,59b87cb40cceafea0b1b5fcb9d345de57c9d5f1dbb0696c092821bb300560821,0077d78a63830ea46c86cec4e8bb6919bb9fb44d288185f80c90547ff33dc50d,9d664576d89b9b565a6b51f5f6b7c7c934a2ed2045d6b3330a6fa87849785e4d,3ddb756de18fc82103c922ea58529bfe2634a518a4dc47eea14b84c17741672b,b11095f67350c7ed50657e6163707e9d37c5ed4ed35b2f4752dc49c01f71c998,fbc2a93f9f560b2353f19edd5f5321f37e6c7cba6ff0816aac0ae6c83db918ed,ca16516161794df0f864d6fba96d43a9f625908ccbbd000145d79d34021da8e6,9a7fb435aaff1dbe9ec5245bd95d2f4f123a2e2d7e86c4a7088772c896c52fc9,56c2e2897476fb601c6ed60fc881577723a16b1b47ebc927e5e9bf00f227a159,b46f39730d3783a6a7e640fd236e00150b033b2a1c65ce8ebc3903baf79278bf,9d6966cf1b5aa4419aeecaa236b95d072f103a51c8e9dd30ab628d4d36d22019,f1176ccda2f114a0adb1c8e6628133b29436f0bebe040dafb7504ac3981ef2ad,f02ad3d633cb53ade0a70e456e6698897bf0ea38c2e5999ac588d0636561fd7a,c8be96072d7832e6ce67a6dccfc357ef5b1349230a32ee0036232d90c0e2b146
"0","0","0","0","0","0","0","0","0","0","101011","0","0","0","0","0","0","アイアンブレード","0","1","剣"
"0","0","0","0","0","0","0","0","0","0","101071","0","0","0","0","0","0","キラーペンシル","0","1","短剣"
"0","0","0","0","0","0","0","0","0","0","101101","0","0","0","0","0","0","ウッドグリップ","0","1","ナックル"
"0","0","0","0","0","0","0","0","0","0","101131","0","0","0","0","0","0","狩人の弓","0","1","弓"
"0","0","0","0","0","0","0","0","0","0","101161","0","0","0","0","0","0","鋼の槍","0","1","槍"
"0","0","0","0","0","0","0","0","0","0","101191","0","0","0","0","0","0","片手斧","0","1","斧"
"0","0","0","0","0","0","0","0","0","0","101251","0","0","0","0","0","0","香木の杖","0","1","回復杖"
"0","0","0","0","0","0","0","0","0","0","101281","0","0","0","0","0","0","革のサロペット","0","1","軽装鎧"
"0","0","0","0","0","0","0","0","0","0","101371","0","0","0","0","0","0","旅立ちのローブ","0","1","魔法服"
"0","0","0","0","0","0","0","0","0","0","101401","0","0","0","0","0","0","木の盾","0","1","盾"
"0","0","0","0","0","0","0","0","0","0","101431","0","0","0","0","0","0","革のブーツ","0","1","靴"
"0","0","0","0","0","0","0","0","0","0","101521","0","0","0","0","0","0","おしゃれなベレー","0","1","魔法帽子"
"0","0","0","0","0","0","0","0","0","0","101551","0","0","0","0","0","0","やる気のブレスレット","0","1","攻撃アクセサリ"
"0","0","0","0","0","0","0","0","0","0","101581","0","0","0","0","0","0","御守りペンダント","0","1","防御アクセサリ"
"0","0","0","0","0","0","0","0","0","0","101611","0","0","0","0","0","0","気合のブレスレット","0","1","魔法アクセサリ"
"13","0","0","0","0","0","0","30","0","0","102011","0","0","0","0","0","0","ギアブレード","0","2","剣"
"27","0","0","0","0","0","0","60","0","0","102013","0","0","0","0","0","0","ブルーブラッド","0","2","剣"
"27","0","0","0","0","0","1","0","0","1","102014","0","0","0","0","0","0","オーロラの剣","0","2","剣"
"30","0","0","0","0","0","0","35","0","0","102041","0","0","0","0","0","0","クレセントソード","0","2","刀"
"13","0","0","0","0","0","0","0","0","0","102071","0","0","0","5","0","0","コマンドナイフ","0","2","短剣"
"27","0","0","0","0","0","0","0","0","0","102101","0","0","0","10","0","0","レザーナックル","0","2","ナックル"
"27","0","0","0","0","0","0","0","0","1","102131","0","0","0","0","0","0","クリスタルボウ","0","2","弓"
"12","0","0","0","0","0","1","0","0","0","102162","0","0","0","0","0","0","トライデント","0","2","槍"
"20","0","0","0","0","0","3","0","0","0","102163","0","0","0","0","0","0","フレイムスピア","0","2","槍"
"16","0","0","0","0","0","0","0","0","0","102191","0","0","0","0","0","0","メタルアックス","0","2","斧"
"34","0","0","0","0","0","0","0","0","0","102192","0","0","0","0","0","0","ハイメタルアックス","0","2","斧"
"0","0","0","16","0","0","0","0","0","0","102221","0","0","0","0","0","0","グリーンロッド","0","2","攻撃杖"
"0","0","0","34","0","0","0","0","0","0","102222","0","0","0","0","0","0","リトルドラゴンロッド","0","2","攻撃杖"
"0","0","0","13","0","0","0","0","0","1","102251","0","0","0","0","0","0","医者いらずの杖","0","2","回復杖"
"0","0","0","27","0","0","0","0","0","1","102252","0","0","0","0","0","0","ユニコーンの慈愛","0","2","回復杖"
"5","0","0","0","0","0","0","90","0","0","102281","0","0","0","0","0","0","智慧の衣","0","2","軽装鎧"
"7","0","0","0","0","0","1","150","0","1","102282","0","0","0","0","0","0","ライトプレート","0","2","軽装鎧"
"0","0","0","0","0","0","1","95","0","0","102311","0","0","0","0","0","0","スケイルメイル","0","2","重装鎧"
"0","0","0","0","0","0","2","180","0","1","102312","0","0","0","0","0","0","ハイメタルプレート","0","2","重装鎧"
"6","0","0","0","0","0","0","90","0","0","102341","0","0","0","0","0","0","フォークロアクロース","0","2","服"
"7","0","0","0","0","0","1","120","0","1","102342","110","0","0","0","0","0","忍び装束","0","2","服"
"0","0","0","4","0","0","0","65","0","1","102371","0","0","0","0","0","0","春色ローブ","0","2","魔法服"
"0","0","0","7","0","0","1","120","0","2","102372","0","0","0","0","0","0","ノルディックローブ","0","2","魔法服"
"7","0","0","0","0","0","3","135","0","0","102401","0","0","0","0","0","0","タワーシールド","0","2","盾"
"2","0","0","0","0","1","1","30","0","0","102431","0","0","0","0","0","0","クラウンブーツ","0","2","靴"
"3","0","0","0","0","2","2","60","0","1","102432","0","0","0","0","0","0","ハンティングブーツ","0","2","靴"
"0","0","0","8","0","0","0","30","0","1","102461","0","0","0","0","0","0","ウィッチブーツ","0","2","魔法靴"
"3","0","0","0","0","0","1","90","0","0","102491","0","0","0","0","0","0","かわいいキャスケット","0","2","兜"
"0","0","0","0","0","0","1","90","0","1","102493","0","0","0","0","0","0","レギオンヘルム","0","2","兜"
"0","0","0","7","10","0","1","0","0","3","102521","0","0","0","0","0","0","修道女のフード","0","2","魔法帽子"
"11","0","0","0","0","0","0","0","0","0","102551","30","0","0","5","0","0","勇気の宝珠","0","2","攻撃アクセサリ"
"20","0","0","0","5","0","1","0","0","0","102552","0","0","0","10","0","0","スパイクバングル","0","2","攻撃アクセサリ"
"0","0","0","0","0","0","1","55","0","1","102581","25","0","0","0","0","0","仁愛の宝珠","0","2","防御アクセサリ"
