34f022d9e1b005a29c86dd1eaca9cc99a46b55b58cb498b03926883d96833a1f,cd72bd061de83a2e7168b2d5b562b7374b135d27f281c773d6cae68d63ceffa4,123245a9ab49ea2f80c697c661a667c6e4e292dcc77849ba91f3496206c46ac4,b900ce09ca1a30e5a24a0fb05b83564c6dcb83b8d8a09b30a5dd8677ba82a297,3061e97d3b1e2c0400508fc9045b26f313106845ce995886769e0a676ff88d24,a0d43a21375d73e0b43a46865782f175e989fcbe05250fff420e6aeaceb1451f
"2","1","10","500","1","10"
"3","1","10","500","1","20"
"4","1","10","500","1","30"
"5","1","10","500","1","40"
"6","1","10","500","1","50"
"7","1","10","500","1","60"
"8","1","10","500","1","70"
"9","1","10","500","1","80"
"10","1","10","500","1","90"
"11","1","15","500","1","105"
"12","1","15","500","1","120"
"13","1","15","500","1","135"
"14","1","15","500","1","150"
"15","1","15","500","1","165"
"16","1","15","500","1","180"
"17","1","15","500","1","195"
"18","1","15","500","1","210"
"19","1","15","500","1","225"
"20","1","15","500","1","240"
"21","1","25","500","1","265"
"22","1","25","500","1","290"
"23","1","25","500","1","315"
"24","1","25","500","1","340"
"25","1","25","500","1","365"
"26","1","25","500","1","390"
"27","1","25","500","1","415"
"28","1","25","500","1","440"
"29","1","25","500","1","465"
"30","1","25","500","1","490"
"31","1","40","500","2","530"
"32","1","40","500","2","570"
"33","1","40","500","2","610"
"34","1","40","500","2","650"
"35","1","40","500","2","690"
"36","1","40","500","2","730"
"37","1","40","500","2","770"
"38","1","40","500","2","810"
"39","1","40","500","2","850"
"40","1","40","500","2","890"
"41","1","50","500","2","940"
"42","1","50","500","2","990"
"43","1","50","500","2","1040"
"44","1","50","500","2","1090"
"45","1","50","500","2","1140"
"46","1","50","500","2","1190"
"47","1","50","500","2","1240"
"48","1","50","500","2","1290"
"49","1","50","500","2","1340"
"50","1","50","500","2","1390"
"51","1","60","500","3","1450"
"52","1","60","500","3","1510"
"53","1","60","500","3","1570"
"54","1","60","500","3","1630"
"55","1","60","500","3","1690"
"56","1","60","500","3","1750"
"57","1","60","500","3","1810"
"58","1","60","500","3","1870"
"59","1","60","500","3","1930"
"60","1","60","500","3","1990"
"61","1","75","600","3","2065"
"62","1","75","600","3","2140"
"63","1","75","600","3","2215"
"64","1","75","600","3","2290"
"65","1","75","600","3","2365"
"66","1","75","600","3","2440"
"67","1","75","600","3","2515"
"68","1","75","600","3","2590"
"69","1","75","600","3","2665"
"70","1","75","600","3","2740"
"71","1","100","600","4","2840"
"72","1","100","600","4","2940"
"73","1","100","600","4","3040"
"74","1","100","600","4","3140"
"75","1","100","600","4","3240"
"76","1","100","600","4","3340"
"77","1","100","600","4","3440"
"78","1","100","600","4","3540"
"79","1","100","600","4","3640"
"80","1","100","600","4","3740"
"81","1","125","600","4","3865"
"82","1","125","600","4","3990"
"83","1","125","600","4","4115"
"84","1","125","600","4","4240"
"85","1","125","600","4","4365"
"86","1","125","600","4","4490"
"87","1","125","600","4","4615"
"88","1","125","600","4","4740"
"89","1","125","600","4","4865"
"90","1","125","600","4","4990"
"91","1","150","600","5","5140"
"92","1","150","600","5","5290"
"93","1","150","600","5","5440"
"94","1","150","600","5","5590"
"95","1","150","600","5","5740"
"96","1","150","600","5","5890"
"97","1","150","600","5","6040"
"98","1","150","600","5","6190"
"99","1","150","600","5","6340"
"100","1","150","600","5","6490"
"101","1","175","600","5","6665"
"102","1","175","600","5","6840"
"103","1","175","600","5","7015"
"104","1","175","600","5","7190"
"105","1","175","600","5","7365"
"106","1","175","600","5","7540"
"107","1","175","600","5","7715"
"108","1","175","600","5","7890"
"109","1","175","600","5","8065"
"110","1","175","600","5","8240"
"111","1","200","600","6","8440"
"112","1","200","600","6","8640"
"113","1","200","600","6","8840"
"114","1","200","600","6","9040"
"115","1","200","600","6","9240"
"116","1","200","600","6","9440"
"117","1","200","600","6","9640"
"118","1","200","600","6","9840"
"119","1","200","600","6","10040"
"120","1","200","600","6","10240"
"121","1","225","600","6","10465"
"122","1","225","600","6","10690"
"123","1","225","600","6","10915"
"124","1","225","600","6","11140"
"125","1","225","600","6","11365"
"126","1","225","600","6","11590"
"127","1","225","600","6","11815"
"128","1","225","600","6","12040"
"129","1","225","600","6","12265"
"130","1","225","600","6","12490"
"131","1","250","600","7","12740"
"132","1","250","600","7","12990"
"133","1","250","600","7","13240"
"134","1","250","600","7","13490"
"135","1","250","600","7","13740"
"136","1","250","600","7","13990"
"137","1","250","600","7","14240"
"138","1","250","600","7","14490"
"139","1","250","600","7","14740"
"140","1","250","600","7","14990"
"141","1","250","600","8","15240"
"142","1","250","600","8","15490"
"143","1","250","600","8","15740"
"144","1","250","600","8","15990"
"145","1","250","600","8","16240"
"146","1","250","600","8","16490"
"147","1","250","600","8","16740"
"148","1","250","600","8","16990"
"149","1","250","600","8","17240"
"150","1","250","600","8","17490"
"151","1","250","600","9","17740"
"152","1","250","600","9","17990"
"153","1","250","600","9","18240"
"154","1","250","600","9","18490"
"155","1","250","600","9","18740"
"156","1","250","600","9","18990"
"157","1","250","600","9","19240"
"158","1","250","600","9","19490"
"159","1","250","600","9","19740"
"160","1","250","600","9","19990"
"161","1","250","600","10","20240"
"162","1","250","600","10","20490"
"163","1","250","600","10","20740"
"164","1","250","600","10","20990"
"165","1","250","600","10","21240"
"166","1","250","600","10","21490"
"167","1","250","600","10","21740"
"168","1","250","600","10","21990"
"169","1","250","600","10","22240"
"170","1","250","600","10","22490"
"171","1","250","600","11","22740"
"172","1","250","600","11","22990"
"173","1","250","600","11","23240"
"174","1","250","600","11","23490"
"175","1","250","600","11","23740"
"176","1","250","600","11","23990"
"177","1","250","600","11","24240"
"178","1","250","600","11","24490"
"179","1","250","600","11","24740"
"180","1","250","600","11","24990"
"181","1","250","600","12","25240"
"182","1","250","600","12","25490"
"183","1","250","600","12","25740"
"184","1","250","600","12","25990"
"185","1","250","600","12","26240"
"186","1","250","600","12","26490"
"187","1","250","600","12","26740"
"188","1","250","600","12","26990"
"189","1","250","600","12","27240"
"190","1","250","600","12","27490"
"191","1","250","600","13","27740"
"192","1","250","600","13","27990"
"193","1","250","600","13","28240"
"194","1","250","600","13","28490"
"195","1","250","600","13","28740"
"196","1","250","600","13","28990"
"197","1","250","600","13","29240"
"198","1","250","600","13","29490"
"199","1","250","600","13","29740"
"200","1","250","600","13","29990"
"201","1","250","600","14","30240"
"202","1","250","600","14","30490"
"203","1","250","600","14","30740"
"204","1","250","600","14","30990"
"205","1","250","600","14","31240"
"206","1","250","600","14","31490"
"207","1","250","600","14","31740"
"208","1","250","600","14","31990"
"209","1","250","600","14","32240"
"210","1","250","600","14","32490"
"211","1","250","680","15","32740"
"212","1","250","680","15","32990"
"213","1","250","680","15","33240"
"214","1","250","680","15","33490"
