0425255d9af61c258858a07b0cf2c83b688a476abc7c6c4f3d7420222a40e3a6,9b17d643a101000473de03d7865ca18bcb8a8f9ba0b8b6900a8a37c59d3a9391,4eae126b95473df0d576b4794103d779e6249f247250111e780e2c45d94333ae,4663fbc0002bf0e0838471d974e880a861e5300d3dce46d150f227b4d5e2c097,e8f2a184741b24c491dd4952406034e7f6561d08729562eb16fdfd4c221f14ab,14af749c2149d417e941f976727d71715d2c3cadb3d7c73ec715e79ed690670f,5274b5909f627ec7bca90f93ba15cd1e8b770c58dabb00c9d49ceccf2c92b08b,d446ea8f39006c5c341fb05ea89890d3364c8e89171909ed6cd3ff5ad249f512,9c5290b8427b1d8ddded1bbbfe754e05fb65057d4dba8720f819df5e566cb991,5e5e278f7c23067bd4753dbe772bff632743208a29ed4c949b3d45336f984287,542a53274e9c7e69a42ba946a569c53d0ecf42170c8423c1c70a1d9a6930eb23,16542bb126660802e64795096135d49ff7e6715d8ade893f71bb41ecdf3382e3,c55e3badbfa004ed7c33a09f731737cfe23536ec093bf87fd1f8f8825f481a0b,1a538b7c0fa97487673904f23435c3b7f76cba027d4b7db2af06d82a38d4ee4f,1dd2bc16d9206c374b06966c76c5d43f15180b6ed0d4f5a46d6abdf59e0de5f4
"2","0","40001","1","20011","2001","7","1","0","0","0","1","0","20012","0"
"2","0","40001","1","20021","2002","7","1","0","0","0","1","0","20022","0"
"2","0","40001","1","20031","2003","7","1","0","0","0","1","0","20032","0"
"2","0","40001","1","20041","2004","7","1","0","0","0","1","0","20042","0"
"2","0","40001","1","20051","2005","7","1","0","0","0","1","0","20052","0"
"2","0","40001","1","20061","2006","7","1","0","0","0","1","0","20062","0"
"2","0","40001","1","20071","2007","7","1","0","0","0","1","0","20072","0"
"2","0","40001","1","20081","2008","7","1","0","0","0","1","0","20082","0"
"2","0","40001","1","20091","2009","7","1","0","0","0","1","0","20092","0"
"2","0","40001","1","20101","2010","7","1","0","0","0","1","0","20102","0"
"2","0","40001","1","20111","2011","7","1","0","0","0","1","0","20112","0"
"2","0","40001","1","20121","2012","7","1","0","0","0","1","0","20122","0"
"2","0","40001","1","20131","2013","7","1","0","0","0","1","0","20132","0"
"2","0","40001","1","20141","2014","7","1","0","0","0","1","0","20142","0"
"2","0","40001","1","20151","2015","7","1","0","0","0","1","0","20152","0"
"2","0","40001","1","20161","2016","7","1","0","0","0","1","0","20162","0"
"2","0","40001","1","20171","2017","7","1","0","0","0","1","0","20172","0"
"2","0","40001","1","20181","2018","7","1","0","0","0","1","0","20182","0"
"2","0","40001","1","20191","2019","7","1","0","0","0","1","0","20192","0"
"2","0","40001","1","20201","2020","7","1","0","0","0","1","0","20202","0"
"2","0","40001","1","20211","2021","7","1","0","0","0","1","0","20212","0"
"2","0","40001","1","20221","2022","7","1","0","0","0","1","0","20222","0"
"2","0","40001","1","20231","2023","7","1","0","0","0","1","0","20232","0"
"2","0","40001","1","20241","2024","7","1","0","0","0","1","0","20242","0"
"2","0","40001","1","20251","2025","7","1","0","0","0","1","0","20252","0"
"2","0","40001","1","20261","2026","7","1","0","0","0","1","0","20262","0"
"2","0","40001","1","20271","2027","7","1","0","0","0","1","0","20272","0"
"2","0","40001","1","20281","2028","7","1","0","0","0","1","0","20282","0"
"1","0","40001","1","30011","3001","7","1","0","0","0","1","0","30012","40"
"1","0","40001","1","30021","3002","7","1","0","0","0","5","0","30022","40"
"1","0","40001","1","30031","3003","7","1","0","0","0","6","0","30032","40"
"1","0","40001","2","30041","3004","0","1","0","0","0","6","0","30042","-58"
"1","0","40001","1","30051","3005","-20","1","0","0","0","1","0","30052","-42"
"1","0","40001","1","30061","3006","-20","1","0","0","0","5","0","30062","-42"
"1","0","40001","1","30071","3007","40","1","0","0","0","1","0","30072","0"
"1","0","40001","1","30081","3008","40","1","0","0","0","5","0","30082","0"
"1","0","40001","1","30091","3009","40","1","0","0","0","6","0","30092","0"
"1","0","40001","1","40011","4001","0","2","0","0","0","1","0","40012","0"
"1","0","40001","1","40021","4002","0","2","0","0","0","5","0","40022","0"
"1","0","40001","1","40051","4005","0","2","0","0","0","1","0","40052","0"
"1","0","40001","1","40061","4006","0","2","0","0","0","5","0","40062","0"
"1","0","40001","2","40071","4007","0","2","0","0","0","6","0","40072","0"
"1","0","40004","2","40091","4009","0","2","0","0","0","6","0","40092","0"
"1","0","40004","1","40101","4010","0","2","0","0","0","1","0","40102","0"
"1","0","40004","1","40111","4011","0","2","0","0","0","5","0","40112","0"
"1","0","40001","1","40121","4012","0","2","0","0","0","6","0","40122","0"
"1","0","40004","1","40131","4013","0","2","0","0","0","1","0","40132","0"
"1","0","40004","1","40141","4014","0","2","0","0","0","5","0","40142","0"
"1","0","40001","1","40151","4015","0","2","0","0","0","6","0","40152","0"
"1","0","40004","1","40161","4016","0","2","0","0","0","1","0","40162","0"
"1","0","40004","1","40171","4017","0","2","0","0","0","5","0","40172","0"
"1","0","40001","1","40181","4018","0","2","0","0","0","6","0","40182","0"
