622b1cd40501eba8b499c18935c0c35f6449ca370b567dcaccef6064c3a12a1c,9b6fcb12afbf83fb59fa14802e4396c1bfb3c2492ee694a0764726357fc823bd,0fed7fab86ae59e62ee635bbf60d72f8b87320aab0109a4e2cb2b48c41c79762,38689e2110ace16a8be4c9f797b42924f3e897693116b7c7873bf65fb6a937a1,a3eb9bf9160077528ad794156e31f4cabdd68073d836494c0117289406f04e44,62343828c50003abe884b064e3c5f35bbd5910b3291f2c5bcb8b459a5dc87cf5,b4c833f8af23fc56df41e62c7f3f20cb5eb21a80c6a5994fa83617ef1d9f2f38,21876b93ad60fa9bf516e5d3b0046bacb682ceddfe4fd95120a980382928b330,731556bc4e3b1f89fd2ae3a6419fddfa89ba319adbaf2027bc73310acaa7892f,b59c7df4fc1a4a1aaf2afab60d0c73b0baa9f83958c3686d725918f6288320d9,089471448b7765d9ddd1fa0f22941fef1d71012848800401dc1a0eb65b392dcf,3404b365ed1a39a2e95de5adf8d3b2663c3404d547036a1b6d56d6eca6cf987e,4669ba2739e272da2335aae4cf09a0cd05d66b653b6b4ea575d08cf394fe28dd,2409a587f9920948f4cfad93dd04a4cf2e3488f531f7bced38534f6c46dcc4ad,28994f8348f15e0f3acdb41a188404ed0e9888f7ce5222e4131a31d713655aec,cea9240ba1de7cad7819d946f8423066e5dbce1c6d5683690e510812ebe2d835,7a675e28db6caf8f79eeddcdd94d8766b18547327875e046ad0e359acef7d66a,17e2cb583316a4265261d5ea400b191c9262ae0e5f00fcea23fd54d1104bbded,653e9e9532e0903ebf877032e4ca2d909ba31d92589a442f6cde3f658e0832c6,7b40869b4210daa710dc635cb1570ff5804bd8e1d02d803bc415d3695cd82bae,702aa1252ab19ab22cb4c84385780d119cf28a1f066d6a0253baef5efbb93171,282c5779cfc863e331c1ddf611153f1539c984f6d5923aa708d639158c58530f,a7f5d0f5a05dfde670432dc3692a8d44863c83a9c3fb2a0149ab67accf35658d,43c904537bfa26f950def3407c07ee83497099cdee25ace48252c8099086176d,b7c9636304c42848fe608187a99b2b057cdb90eb61194a8db2c4e29c9f5419f8,f674026cb7e186be25967717e5b80ea69b3210ec8b454c87686adda16b112b54,ea96d7fe642aa0f98da36a4f51d6a04ce29bb28d3ede12fa6a11e55df9b10418,5018898dfaafcec81ea7f654fbe810ff7843ef01ab023be8c25bb7157603f6f9,47839ac76f00d86aa302e06913c732d3e6d2d312e1d66c5632b74af653012249,a7812198f6ab87a5ce059aa3df1beea0792c6e7e1b35706a4fb011ebd0417b8a,289ad2a5fa23424663cbe20b19440543451bdf18df25c01a52719d15e3d3b031,8c5988489d685e37bae89ab45b57f452455878c84380f9e37bf3a44c1143edf0,6f8d3ddc0ceefd0a25866b22a77b513bcf634a6f9a74d007b8bd6189772d4d1a,f79190ec8d2a8ae13a1b8b8cd7ccc40a85ff5d8b8fb79cdd8ff359f275053d41,2bbef26f00dc8812b96ab5599973cbf7f2e64603ee30586bbe48122ee0c59b2e,cbad5e9bb5057b33dec26088a6a5617bc71d0155671dee2697d16b66d3beca4b,4ef1f5609c8725f92665e9581b9afb13cb27217093551039d65d02476ad6a618,d5a324f747c9f1cf7cbc216142e81e890e524c41e0e377df5eff0fd05d6d124d,0be305dd494c4c1cc360414301f8894e3970918b819c03f4240f7f60d3a325dd,0e3e6923363e89e515e74df7d4ad4b20d2152df0bc77df11fe512f8b7f82c30e
"200000006","3","0","1","1","1","0","1","0","1","1","0","1","0","10","1","1","200100","1","1","1","30","0","1","1","0","1","1","620010001","1","1","10","0","1","1","0","0","24","4","329"
"200000006","3","0","2","2","2","0","2","0","1","2","0","2","0","10","2","1","200100","2","2","2","30","0","2","2","0","2","2","620010002","1","2","10","0","2","2","0","0","28","9","338"
"200000006","4","0","3","3","3","0","3","0","1","3","0","3","0","10","3","1","200100","3","3","3","30","0","3","3","0","3","3","620010003","1","3","10","0","3","3","0","0","32","5","347"
"200000006","4","0","4","4","4","0","4","0","1","4","0","4","0","10","4","1","200100","4","4","4","30","0","4","4","0","4","4","620010004","1","4","10","0","4","4","0","0","32","5","347"
"200000006","4","0","5","5","5","0","5","0","1","5","0","5","0","10","5","1","200100","5","5","5","30","0","5","5","0","5","5","620010005","1","5","10","0","5","5","0","0","35","5","349"
"200000006","6","0","6","6","6","0","6","0","1","6","0","6","0","10","6","1","200100","6","6","6","30","0","6","6","0","6","6","620010006","1","6","10","0","6","6","0","0","48","7","367"
"200000006","7","0","7","7","7","0","7","0","1","7","0","7","0","10","7","1","200100","7","7","7","30","0","7","7","0","7","7","620010007","1","7","10","0","7","7","0","0","55","8","413"
"200000006","7","0","8","8","8","0","8","0","1","8","0","8","0","10","8","1","200100","8","8","8","30","0","8","8","0","8","8","620010008","1","8","10","0","8","8","0","0","62","9","459"
"200000006","8","0","9","9","9","0","9","0","1","9","0","9","0","10","9","1","200100","9","9","9","30","0","9","9","0","9","9","620010009","1","9","10","0","9","9","0","0","68","9","505"
"200000006","9","0","10","10","10","0","10","0","1","10","0","10","0","10","10","1","200100","10","10","10","30","0","10","10","0","10","10","620010010","1","10","10","0","10","10","0","0","75","10","551"
"200000006","9","0","11","11","11","0","11","0","1","11","0","11","0","10","11","1","200100","11","11","11","30","0","11","11","0","11","11","620010011","1","11","10","0","11","11","0","0","82","11","598"
"200000006","10","0","12","12","12","0","12","0","1","12","0","12","0","10","12","1","200100","12","12","12","30","0","12","12","0","12","12","620010012","1","12","10","0","12","12","0","0","89","12","644"
"200000006","11","0","13","13","13","0","13","0","1","13","0","13","0","10","13","1","200100","13","13","13","30","0","13","13","0","13","13","620010013","1","13","10","0","13","13","0","0","95","12","690"
"200000006","11","0","14","14","14","0","14","0","1","14","0","14","0","10","14","1","200100","14","14","14","30","0","14","14","0","14","14","620010014","1","14","10","0","14","14","0","0","102","13","736"
"200000006","12","0","15","15","15","0","15","0","1","15","0","15","0","10","15","1","200100","15","15","15","30","0","15","15","0","15","15","620010015","1","15","10","0","15","15","0","0","109","14","782"
"200000006","12","0","16","16","16","0","16","0","1","16","0","16","0","10","16","1","200100","16","16","16","30","0","16","16","0","16","16","620010016","1","16","10","0","16","16","0","0","123","15","851"
"200000006","12","0","17","17","17","0","17","0","1","17","0","17","0","10","17","1","200100","17","17","17","30","0","17","17","0","17","17","620010017","1","17","10","0","17","17","0","0","136","15","919"
"200000006","13","0","18","18","18","0","18","0","1","18","0","18","0","10","18","1","200100","18","18","18","30","0","18","18","0","18","18","620010018","1","18","10","0","18","18","0","0","164","15","1296"
"200000006","13","0","19","19","19","0","19","0","1","19","0","19","0","10","19","1","200100","19","19","19","30","0","19","19","0","19","19","620010019","1","19","10","0","19","19","0","0","177","15","1482"
"200000006","13","0","20","20","20","0","20","0","1","20","0","20","0","10","20","1","200100","20","20","20","30","0","20","20","0","20","20","620010020","1","20","10","0","20","20","0","0","186","16","1563"
"200000006","15","0","21","21","21","0","21","0","1","21","0","21","0","10","21","1","200100","21","21","21","30","0","21","21","0","21","21","620010021","1","21","10","0","21","21","0","0","206","18","1784"
"200000006","17","0","22","22","22","0","22","0","1","22","0","22","0","10","22","1","200100","22","22","22","30","0","22","22","0","22","22","620010022","1","22","10","0","22","22","0","0","225","20","2005"
"200000006","18","0","23","23","23","0","23","0","1","23","0","23","0","10","23","1","200100","23","23","23","30","0","23","23","0","23","23","620010023","1","23","10","0","23","23","0","0","245","21","2225"
"200000006","20","0","24","24","24","0","24","0","1","24","0","24","0","10","24","1","200100","24","24","24","30","0","24","24","0","24","24","620010024","1","24","10","0","24","24","0","0","264","23","2446"
"200000006","21","0","25","25","25","0","25","0","1","25","0","25","0","10","25","1","200100","25","25","25","30","0","25","25","0","25","25","620010025","1","25","10","0","25","25","0","0","267","24","2701"
"200000006","21","0","26","26","26","0","26","0","1","26","0","26","0","10","26","1","200100","26","26","26","30","0","26","26","0","26","26","620010026","1","26","10","0","26","26","0","0","269","24","2956"
"200000006","21","0","27","27","27","0","27","0","1","27","0","27","0","10","27","1","200100","27","27","27","30","0","27","27","0","27","27","620010027","1","27","10","0","27","27","0","0","289","24","3211"
"200000006","21","0","28","28","28","0","28","0","1","28","0","28","0","10","28","1","200100","28","28","28","30","0","28","28","0","28","28","620010028","1","28","10","0","28","28","0","0","309","25","3466"
"200000006","22","0","29","29","29","0","29","0","1","29","0","29","0","10","29","1","200100","29","29","29","30","0","29","29","0","29","29","620010029","1","29","10","0","29","29","0","0","330","25","3721"
"200000006","22","0","30","30","30","0","30","0","1","30","0","30","0","10","30","1","200100","30","30","30","30","0","30","30","0","30","30","620010030","1","30","10","0","30","30","0","0","350","25","3976"
"200000006","22","0","31","31","31","0","31","0","1","31","0","31","0","10","31","1","200100","31","31","31","30","0","31","31","0","31","31","620010031","1","31","10","0","31","31","0","0","370","26","4232"
"200000006","22","0","32","32","32","0","32","0","1","32","0","32","0","10","32","1","200100","32","32","32","30","0","32","32","0","32","32","620010032","1","32","10","0","32","32","0","0","390","26","4487"
"200000006","22","0","33","33","33","0","33","0","1","33","0","33","0","10","33","1","200100","33","33","33","30","0","33","33","0","33","33","620010033","1","33","10","0","33","33","0","0","410","26","4742"
"200000006","23","0","34","34","34","0","34","0","1","34","0","34","0","10","34","1","200100","34","34","34","30","0","34","34","0","34","34","620010034","1","34","10","0","34","34","0","0","431","26","4997"
"200000006","23","0","35","35","35","0","35","0","1","35","0","35","0","10","35","1","200100","35","35","35","30","0","35","35","0","35","35","620010035","1","35","10","0","35","35","0","0","451","27","5252"
"200000006","23","0","36","36","36","0","36","0","1","36","0","36","0","10","36","1","200100","36","36","36","30","0","36","36","0","36","36","620010036","1","36","10","0","36","36","0","0","471","27","5507"
"200000006","27","0","37","37","37","0","37","0","1","37","0","37","0","10","37","1","200100","37","37","37","30","0","37","37","0","37","37","620010037","1","37","10","0","37","37","0","0","516","31","5667"
"200000006","31","0","38","38","38","0","38","0","1","38","0","38","0","10","38","1","200100","38","38","38","30","0","38","38","0","38","38","620010038","1","38","10","0","38","38","0","0","562","35","5826"
"200000006","35","0","39","39","39","0","39","0","1","39","0","39","0","10","39","1","200100","39","39","39","30","0","39","39","0","39","39","620010039","1","39","10","0","39","39","0","0","607","39","5986"
"200000006","36","0","40","40","40","0","40","0","1","40","0","40","0","10","40","1","200100","40","40","40","30","0","40","40","0","40","40","620010040","1","40","10","0","40","40","0","0","712","40","7437"
"200000006","36","0","41","41","41","0","41","0","1","41","0","41","0","10","41","1","200100","41","41","41","30","0","41","41","0","41","41","620010041","1","41","10","0","41","41","0","0","816","40","8888"
