c9f1beec4ec4f145d784328cd79635335263447613eff8b890e2e2856cece415,85d7fd0e6b2a0f7d7de27dd05844d63bdcc258f79b085ccbef85aa9302f4430f,5fcadce8d2b5c42f822e9bafa71f6b099a9900ad4e5d21489dadd53d17f67281,762d5c2c029154323c57d5c6d74404e5818412b486d01a3dc2ec36e56887241d,43c2bbef7e884182acebf88ebd2ef3034f3cebf140a0fd457948b77350e63807,26f895afc6aab9b2f407af9963599ffd438d3eb0d04dbd706b229f3933b902e2,c855e95c6fe83c2f114dad9379031a3ba4847de093ff73e375b620b0a1bc7527,43927465f36da06d91bf25ff49c76d4bedf22d3d9ce7126ff97076fe3cbec263,9428b249b1ffce806aa3ccfaebab718ff387285226445254f2f4b00dd86efc7e,82bce2d0cd6f2af8943efccc030e7d55860c0bde026bb1bd0c7bf5c267d7badf,3b9528eec1f519b3e33edb1e61e70309bb0d1818d33bcee09735ed42ac34c096,a636a40b1d71c4c475f7e5a5208fd87818f2dda01b54f0b46458037815282379,489df84727b5015e8fb9b20a11bfc8de4f3feeb13da3bfcb221ac14dcc88b106,ef9576d1ad85eb0a58539ec3bd7fde20f81543d11201db59fb6456554d66c8b1,f06b0baaa85c16ed9b4ab5a0621ae84df49d4447ec730668798836a38d36ee96
"20011","2","1","0","0","2001","20012","7","40001","0","1","0","0","0","1"
"20021","2","1","0","0","2002","20022","7","40001","0","1","0","0","0","1"
"20031","2","1","0","0","2003","20032","7","40001","0","1","0","0","0","1"
"20041","2","1","0","0","2004","20042","7","40001","0","1","0","0","0","1"
"20051","2","1","0","0","2005","20052","7","40001","0","1","0","0","0","1"
"20061","2","1","0","0","2006","20062","7","40001","0","1","0","0","0","1"
"20071","2","1","0","0","2007","20072","7","40001","0","1","0","0","0","1"
"20081","2","1","0","0","2008","20082","7","40001","0","1","0","0","0","1"
"20091","2","1","0","0","2009","20092","7","40001","0","1","0","0","0","1"
"20101","2","1","0","0","2010","20102","7","40001","0","1","0","0","0","1"
"20111","2","1","0","0","2011","20112","7","40001","0","1","0","0","0","1"
"20121","2","1","0","0","2012","20122","7","40001","0","1","0","0","0","1"
"20131","2","1","0","0","2013","20132","7","40001","0","1","0","0","0","1"
"20141","2","1","0","0","2014","20142","7","40001","0","1","0","0","0","1"
"20151","2","1","0","0","2015","20152","7","40001","0","1","0","0","0","1"
"20161","2","1","0","0","2016","20162","7","40001","0","1","0","0","0","1"
"20171","2","1","0","0","2017","20172","7","40001","0","1","0","0","0","1"
"20181","2","1","0","0","2018","20182","7","40001","0","1","0","0","0","1"
"20191","2","1","0","0","2019","20192","7","40001","0","1","0","0","0","1"
"20201","2","1","0","0","2020","20202","7","40001","0","1","0","0","0","1"
"20211","2","1","0","0","2021","20212","7","40001","0","1","0","0","0","1"
"20221","2","1","0","0","2022","20222","7","40001","0","1","0","0","0","1"
"20231","2","1","0","0","2023","20232","7","40001","0","1","0","0","0","1"
"20241","2","1","0","0","2024","20242","7","40001","0","1","0","0","0","1"
"20251","2","1","0","0","2025","20252","7","40001","0","1","0","0","0","1"
"20261","2","1","0","0","2026","20262","7","40001","0","1","0","0","0","1"
"20271","2","1","0","0","2027","20272","7","40001","0","1","0","0","0","1"
"20281","2","1","0","0","2028","20282","7","40001","0","1","0","0","0","1"
"30011","1","1","0","0","3001","30012","7","40001","0","1","0","40","0","1"
"30021","1","1","0","0","3002","30022","7","40001","0","5","0","40","0","1"
"30031","1","1","0","0","3003","30032","7","40001","0","6","0","40","0","1"
"30041","1","2","0","0","3004","30042","0","40001","0","6","0","-58","0","1"
"30051","1","1","0","0","3005","30052","-20","40001","0","1","0","-42","0","1"
"30061","1","1","0","0","3006","30062","-20","40001","0","5","0","-42","0","1"
"30071","1","1","0","0","3007","30072","40","40001","0","1","0","0","0","1"
"30081","1","1","0","0","3008","30082","40","40001","0","5","0","0","0","1"
"30091","1","1","0","0","3009","30092","40","40001","0","6","0","0","0","1"
"40011","1","1","0","0","4001","40012","0","40001","0","1","0","0","0","2"
"40021","1","1","0","0","4002","40022","0","40001","0","5","0","0","0","2"
"40051","1","1","0","0","4005","40052","0","40001","0","1","0","0","0","2"
"40061","1","1","0","0","4006","40062","0","40001","0","5","0","0","0","2"
"40071","1","2","0","0","4007","40072","0","40001","0","6","0","0","0","2"
"40091","1","2","0","0","4009","40092","0","40004","0","6","0","0","0","2"
"40101","1","1","0","0","4010","40102","0","40004","0","1","0","0","0","2"
"40111","1","1","0","0","4011","40112","0","40004","0","5","0","0","0","2"
"40121","1","1","0","0","4012","40122","0","40001","0","6","0","0","0","2"
"40131","1","1","0","0","4013","40132","0","40004","0","1","0","0","0","2"
"40141","1","1","0","0","4014","40142","0","40004","0","5","0","0","0","2"
"40151","1","1","0","0","4015","40152","0","40001","0","6","0","0","0","2"
"40161","1","1","0","0","4016","40162","0","40004","0","1","0","0","0","2"
"40171","1","1","0","0","4017","40172","0","40004","0","5","0","0","0","2"
"40181","1","1","0","0","4018","40182","0","40001","0","6","0","0","0","2"
