e98103cbd03010396023747d09f354c30746963e90adc987da4cfc2ca16d8e0a,1acc843a70b8014fe0fb9743359fc11a1accfbe0276880a7ba65de08bb349c25,38c3c00f47ac8ded9b347f20a83ffd29394d150c08f2be2eee57ad6dd95096ea,76e8c86343139b5fdc764fe6d4ac9ef2eaea1b2ac1091a240a87ad73cfb9292e,066dd6655c4a405c3af9d77044076d158270b0516b201ed3f60cfca41db52052,aac07effcab43c94e8ab8ac7a135350f741f2ad75642ed1bb0b2ff3fda573746,c2f78ee1368450fa2c6a6c5735d8591127576ac928504eb805c5b7e511856e7f,bf38bcb1621a865deca9fd79bf38da20813e02b151706b5d56a4fb7e3a46c0bc,ea1c28daaa4bbdb1e5fe217beda880e67275d897958fee371f7247b35711e59c,cea8d38d3ce38abdcacf83238cbcd0ea91e67bef35fd3183f512982605fd9a18,4bad9623cdb912e7ef3872fb647a278e81b16749bed3a645403445356bc23d46,b114645169ebf6a837454385bc1c6bdbc61dfc8ab33f2c705ce3d1ba6979afda,d8b0bb7fc55f87934fb8ba1cac03228bec5414dfb3a37514f230d89b93709bd3,34c01d41c159aa3f76748d91931328b7771e20b85323031b3a6311a49a97c581,91b37538c309f201fc888beccbc94d380dcb2bd82ba0c86b41a42953e82c823f,d9830c92d3a011c0de457ea2fb940067e1ba33dce987547b00742ff0b2a7a6fe
"101281","0","1","4","0","0","0","1","0","4","0","101011","0","0","0","110010011"
"101521","0","1","4","0","0","0","1","0","4","0","101251","0","0","0","110010021"
"101431","0","1","4","0","0","0","1","0","4","0","101161","0","0","0","110010031"
"101551","0","1","4","0","0","0","1","0","4","0","101371","0","0","0","110010041"
"101611","0","1","4","0","0","0","1","0","4","0","101161","0","0","0","110010051"
"101401","0","1","4","0","0","0","1","0","4","0","101071","0","0","0","110010061"
"101581","0","1","4","0","0","0","1","0","4","0","101251","0","0","0","110010071"
"101611","0","1","4","0","0","0","1","0","4","0","101281","0","0","0","110010081"
"101551","0","1","4","0","0","0","1","0","4","0","101131","0","0","0","110010091"
"101611","0","1","4","0","0","0","1","0","4","0","101011","0","0","0","110010101"
"101011","0","1","4","0","0","0","1","0","4","0","101191","0","0","0","110020011"
"101371","0","1","4","0","0","0","1","0","4","0","101251","0","0","0","110020021"
"101551","0","1","4","0","0","0","1","0","4","0","101401","0","0","0","110020031"
"101611","0","1","4","0","0","0","1","0","4","0","101521","0","0","0","110020041"
"101581","0","1","4","0","0","0","1","0","4","0","101281","0","0","0","110020051"
"101611","0","1","4","0","0","0","1","0","4","0","101251","0","0","0","110020061"
"101431","0","1","4","0","0","0","1","0","4","0","101071","0","0","0","110020071"
"101581","0","1","4","0","0","0","1","0","4","0","101131","0","0","0","110020081"
"122371","0","1","4","0","0","0","1","0","4","0","102163","0","0","0","110020091"
"102581","0","1","4","0","0","0","1","0","4","0","102013","0","0","0","110020101"
"102551","0","1","4","0","0","0","1","0","4","0","102252","0","0","0","110020111"
"102612","0","1","4","0","0","0","1","0","4","0","102222","0","0","0","110020121"
"102551","0","1","4","0","0","0","1","0","4","0","122493","0","0","0","110030011"
"102612","0","1","4","0","0","0","1","0","4","0","122491","0","0","0","110030021"
"102252","0","1","4","0","0","0","1","0","4","0","102163","0","0","0","110030031"
"102192","0","1","4","0","0","0","1","0","4","0","102222","0","0","0","110030041"
"102131","0","1","4","0","0","0","1","0","4","0","102013","0","0","0","110030051"
"102101","0","1","4","0","0","0","1","0","4","0","102014","0","0","0","110030061"
"122282","0","1","4","0","0","0","1","0","4","0","102041","0","0","0","110030071"
"122342","0","1","4","0","0","0","1","0","4","0","122312","0","0","0","110030081"
"122401","0","1","4","0","0","0","1","0","4","0","122372","0","0","0","110030091"
"122521","0","1","4","0","0","0","1","0","4","0","122432","0","0","0","110030101"
"102582","0","1","4","0","0","0","1","0","4","0","102552","0","0","0","110030111"
"122613","0","1","4","0","0","0","1","0","4","0","122614","0","0","0","110030121"
"102252","0","1","4","0","0","0","1","0","4","0","102101","0","0","0","110040011"
"102192","0","1","4","0","0","0","1","0","4","0","102014","0","0","0","110040021"
"102013","0","1","4","0","0","0","1","0","4","0","113071","0","0","0","110040031"
"102163","0","1","4","0","0","0","1","0","4","0","113011","0","0","0","110040041"
"123251","0","1","4","0","0","0","1","0","4","0","123161","0","0","0","110040051"
"113191","0","1","4","0","0","0","1","0","4","0","113221","0","0","0","110040061"
"102552","0","1","4","0","0","0","1","0","4","0","123281","0","0","0","110040071"
"102582","0","1","4","0","0","0","1","0","4","0","123311","0","0","0","110040081"
"122614","0","1","4","0","0","0","1","0","4","0","123341","0","0","0","110040091"
"113521","0","1","4","0","0","0","1","0","4","0","113431","0","0","0","110040101"
"113581","0","1","4","0","0","0","1","0","4","0","113551","0","0","0","110040111"
"123612","0","1","4","0","0","0","1","0","4","0","113611","0","0","0","110040121"
"113252","0","1","4","0","0","0","1","0","4","0","123192","0","0","0","110040131"
"113191","0","1","4","0","0","0","1","0","4","0","123161","0","0","0","110050011"
"113071","0","1","4","0","0","0","1","0","4","0","113221","0","0","0","110050021"
"123251","0","1","4","0","0","0","1","0","4","0","123192","0","0","0","110050031"
"113101","0","1","4","0","0","0","1","0","4","0","113012","0","0","0","110050041"
"113252","0","1","4","0","0","0","1","0","4","0","113162","0","0","0","110050051"
"113131","0","1","4","0","0","0","1","0","4","0","123041","0","0","0","110050061"
"113522","0","1","4","0","0","0","1","0","4","0","113342","0","0","0","110050071"
"123432","0","1","4","0","0","0","1","0","4","0","123371","0","0","0","110050081"
"123461","0","1","4","0","0","0","1","0","4","0","123282","0","0","0","110050091"
"123491","0","1","4","0","0","0","1","0","4","0","113401","0","0","0","110050101"
"113162","0","1","4","0","0","0","1","0","4","0","113552","0","0","0","110050111"
"113012","0","1","4","0","0","0","1","0","4","0","123582","0","0","0","110050121"
"113222","0","1","4","0","0","0","1","0","4","0","123072","0","0","0","110050131"
"113131","0","1","4","0","0","0","1","0","4","0","113101","0","0","0","110060011"
"123192","0","1","4","0","0","0","1","0","4","0","113162","0","0","0","110060021"
"113252","0","1","4","0","0","0","1","0","4","0","123193","0","0","0","110060031"
"113012","0","1","4","0","0","0","1","0","4","0","123132","0","0","0","110060041"
"123072","0","1","4","0","0","0","1","0","4","0","113013","0","0","0","110060051"
"113222","0","1","4","0","0","0","1","0","4","0","123042","0","0","0","110060061"
"123041","0","1","4","0","0","0","1","0","4","0","113283","0","0","0","110060071"
"113522","0","1","4","0","0","0","1","0","4","0","123343","0","0","0","110060081"
"113552","0","1","4","0","0","0","1","0","4","0","113372","0","0","0","110060091"
"123582","0","1","4","0","0","0","1","0","4","0","113553","0","0","0","110060101"
"113013","0","1","4","0","0","0","1","0","4","0","113614","0","0","0","110060111"
"123193","0","1","4","0","0","0","1","0","4","0","123583","0","0","0","110060121"
"123042","0","1","4","0","0","0","1","0","4","0","124131","0","0","0","110060131"
"124251","0","1","4","0","0","0","1","0","4","0","124101","0","0","0","110060141"
"123432","0","1","4","0","0","0","1","0","4","0","113222","0","0","0","110070011"
"123072","0","1","4","0","0","0","1","0","4","0","113013","0","0","0","110070021"
"123132","0","1","4","0","0","0","1","0","4","0","124251","0","0","0","110070031"
"124131","0","1","4","0","0","0","1","0","4","0","114011","0","0","0","110070041"
"114191","0","1","4","0","0","0","1","0","4","0","124101","0","0","0","110070051"
"124071","0","1","4","0","0","0","1","0","4","0","124161","0","0","0","110070061"
"114221","0","1","4","0","0","0","1","0","4","0","114041","0","0","0","110070071"
"124251","0","1","4","0","0","0","1","0","4","0","114011","0","0","0","110070081"
"124101","0","1","4","0","0","0","1","0","4","0","114281","0","0","0","110070091"
"124161","0","1","4","0","0","0","1","0","4","0","114221","0","0","0","110070101"
"114041","0","1","4","0","0","0","1","0","4","0","124311","0","0","0","110070111"
"124071","0","1","4","0","0","0","1","0","4","0","114341","0","0","0","110070121"
"114191","0","1","4","0","0","0","1","0","4","0","114371","0","0","0","110070131"
"124131","0","1","4","0","0","0","1","0","4","0","124401","0","0","0","110070141"
"114011","0","1","4","0","0","0","1","0","4","0","114041","0","0","0","110080011"
"124161","0","1","4","0","0","0","1","0","4","0","124131","0","0","0","110080021"
"124071","0","1","4","0","0","0","1","0","4","0","124101","0","0","0","110080031"
"114221","0","1","4","0","0","0","1","0","4","0","114191","0","0","0","110080041"
"114011","0","1","4","0","0","0","1","0","4","0","114281","0","0","0","110080051"
"114041","0","1","4","0","0","0","1","0","4","0","124311","0","0","0","110080061"
"114221","0","1","4","0","0","0","1","0","4","0","114341","0","0","0","110080071"
"114191","0","1","4","0","0","0","1","0","4","0","124431","0","0","0","110080081"
"124131","0","1","4","0","0","0","1","0","4","0","124521","0","0","0","110080091"
"114011","0","1","4","0","0","0","1","0","4","0","124401","0","0","0","110080101"
"124101","0","1","4","0","0","0","1","0","4","0","114371","0","0","0","110080111"
"124251","0","1","4","0","0","0","1","0","4","0","114341","0","0","0","110080121"
"124071","0","1","4","0","0","0","1","0","4","0","124491","0","0","0","110080131"
"114221","0","1","4","0","0","0","1","0","4","0","114461","0","0","0","110080141"
"124161","0","1","4","0","0","0","1","0","4","0","114371","0","0","0","110080151"
"124071","0","1","4","0","0","0","1","0","4","0","124251","0","0","0","110090011"
"114221","0","1","4","0","0","0","1","0","4","0","114011","0","0","0","110090021"
"124161","0","1","4","0","0","0","1","0","4","0","114191","0","0","0","110090031"
"124311","0","1","4","0","0","0","1","0","4","0","114162","0","0","0","110090041"
"114072","0","1","4","0","0","0","1","0","4","0","114012","0","0","0","110090051"
"114102","0","1","4","0","0","0","1","0","4","0","124192","0","0","0","110090061"
"114252","0","1","4","0","0","0","1","0","4","0","114132","0","0","0","110090071"
"124042","0","1","4","0","0","0","1","0","4","0","114222","0","0","0","110090081"
"114461","0","1","4","0","0","0","1","0","4","0","114072","0","0","0","110090091"
"114132","0","1","4","0","0","0","1","0","4","0","114162","0","0","0","110090101"
"124431","0","1","4","0","0","0","1","0","4","0","114012","0","0","0","110090111"
"124192","0","1","4","0","0","0","1","0","4","0","114102","0","0","0","110090121"
"124491","0","1","4","0","0","0","1","0","4","0","114252","0","0","0","110090131"
"114222","0","1","4","0","0","0","1","0","4","0","124042","0","0","0","110090141"
"114252","0","1","4","0","0","0","1","0","4","0","114012","0","0","0","110090151"
"114012","0","1","4","0","0","0","1","0","4","0","124192","0","0","0","110100011"
"114162","0","1","4","0","0","0","1","0","4","0","114222","0","0","0","110100021"
"114132","0","1","4","0","0","0","1","0","4","0","114252","0","0","0","110100031"
"114072","0","1","4","0","0","0","1","0","4","0","124282","0","0","0","110100041"
"124342","0","1","4","0","0","0","1","0","4","0","124372","0","0","0","110100051"
"114611","0","1","4","0","0","0","1","0","4","0","124312","0","0","0","110100061"
"114581","0","1","4","0","0","0","1","0","4","0","124522","0","0","0","110100071"
"114551","0","1","4","0","0","0","1","0","4","0","124432","0","0","0","110100081"
"114581","0","1","4","0","0","0","1","0","4","0","124342","0","0","0","110100091"
"114611","0","1","4","0","0","0","1","0","4","0","124372","0","0","0","110100101"
"114551","0","1","4","0","0","0","1","0","4","0","124312","0","0","0","110100111"
"114581","0","1","4","0","0","0","1","0","4","0","124342","0","0","0","110100121"
"114551","0","1","4","0","0","0","1","0","4","0","124522","0","0","0","110100131"
"114611","0","1","4","0","0","0","1","0","4","0","124432","0","0","0","110100141"
"114551","0","1","4","0","0","0","1","0","4","0","124282","0","0","0","110100151"
"124432","0","1","4","0","0","0","1","0","4","0","124342","0","0","0","110100161"
"124282","0","1","4","0","0","0","1","0","4","0","124312","0","0","0","110100171"
"124312","0","1","4","0","0","0","1","0","4","0","124282","0","0","0","110110011"
"124522","0","1","4","0","0","0","1","0","4","0","124372","0","0","0","110110021"
"124432","0","1","4","0","0","0","1","0","4","0","124342","0","0","0","110110031"
"124312","0","1","4","0","0","0","1","0","4","0","114073","0","0","0","110110041"
