3b275ed830955ea3801041cf8309951928ddc2a877253b3ddd046ec340e60820,a3605685950354fc1d98224dbc4abf3055e545e157263434e5399dc74799fb8c,4c7ed8d8d32dc5a050d2b7aeb27f7d57a949f40f0aa88b557d833b91a7cc49f4,ca64f5516b19eb28f56b62634753f766e2e8580bad220289e7603973ad217917,d3a249b78ff9187cffe64b0e0f9ec3746cfbb9fb675d1108f137e3617a85067a,662958f7174a1dacd054d94dedce94e8ec8310edc5da5741f42d8cb4f2267891,51b02726f5bdb10e5e96cf9ce1af41dfe31bb43744dbce50e59d8212fd2e9e1b,29812b8592b1b3556cf60014b458e777b85222462233cbc6e84300609dce8f23,1b8f4b5310ff1e6c3b450fe6463306d1e439a44810453db238c1e59cdf0cce0e
"1","1001","0","100101","1001","0","全難易度合計で10000pt獲得しよう","10000","100101"
"1","1001","0","100102","1001","0","全難易度合計で30000pt獲得しよう","30000","100102"
"1","1001","0","100103","1001","0","全難易度合計で50000pt獲得しよう","50000","100103"
"1","1001","0","100104","1001","0","全難易度合計で70000pt獲得しよう","70000","100104"
"1","1001","1","100105","1001","0","全難易度合計で90000pt獲得しよう","90000","100105"
"1","1001","1","100106","1001","0","全難易度合計で105000pt獲得しよう","105000","100106"
"1","1001","1","100107","1001","0","全難易度合計で120000pt獲得しよう","120000","100107"
"1","1001","1","100108","1001","0","全難易度合計で135000pt獲得しよう","135000","100108"
"1","1002","2","100109","1001","1","難易度NORMAL1で1回戦おう","0","100109"
"1","1003","2","100110","1001","1","難易度NORMAL2で1回戦おう","0","100110"
"1","1004","2","100111","1001","1","難易度NORMAL3で1回戦おう","0","100111"
"1","1001","3","100112","1001","1","難易度NORMALで10000pt獲得しよう","10000","100112"
"1","1001","3","100113","1001","1","難易度NORMALで20000pt獲得しよう","20000","100113"
"1","1001","3","100114","1001","1","難易度NORMALで30000pt獲得しよう","30000","100114"
"1","1002","4","100115","1001","2","難易度HARD1で1回戦おう","0","100115"
"1","1003","4","100116","1001","2","難易度HARD2で1回戦おう","0","100116"
"1","1004","4","100117","1001","2","難易度HARD3で1回戦おう","0","100117"
"1","1001","5","100118","1001","2","難易度HARDで15000pt獲得しよう","15000","100118"
"1","1001","5","100119","1001","2","難易度HARDで30000pt獲得しよう","30000","100119"
"1","1001","5","100120","1001","2","難易度HARDで45000pt獲得しよう","45000","100120"
"1","1002","6","100121","1001","3","難易度EXTRA1で1回戦おう","0","100121"
"1","1003","6","100122","1001","3","難易度EXTRA2で1回戦おう","0","100122"
"1","1004","6","100123","1001","3","難易度EXTRA3で1回戦おう","0","100123"
"1","1001","7","100124","1001","3","難易度EXTRAで20000pt獲得しよう","20000","100124"
"1","1001","7","100125","1001","3","難易度EXTRAで40000pt獲得しよう","40000","100125"
"1","1001","7","100126","1001","3","難易度EXTRAで60000pt獲得しよう","60000","100126"
"1","1001","0","100201","1002","0","全難易度合計で10000pt獲得しよう","10000","100201"
"1","1001","0","100202","1002","0","全難易度合計で30000pt獲得しよう","30000","100202"
"1","1001","0","100203","1002","0","全難易度合計で50000pt獲得しよう","50000","100203"
"1","1001","0","100204","1002","0","全難易度合計で70000pt獲得しよう","70000","100204"
"1","1001","1","100205","1002","0","全難易度合計で90000pt獲得しよう","90000","100205"
"1","1001","1","100206","1002","0","全難易度合計で105000pt獲得しよう","105000","100206"
"1","1001","1","100207","1002","0","全難易度合計で120000pt獲得しよう","120000","100207"
"1","1001","1","100208","1002","0","全難易度合計で135000pt獲得しよう","135000","100208"
"1","1002","2","100209","1002","1","難易度NORMAL1で1回戦おう","0","100209"
"1","1003","2","100210","1002","1","難易度NORMAL2で1回戦おう","0","100210"
"1","1004","2","100211","1002","1","難易度NORMAL3で1回戦おう","0","100211"
"1","1001","3","100212","1002","1","難易度NORMALで10000pt獲得しよう","10000","100212"
"1","1001","3","100213","1002","1","難易度NORMALで20000pt獲得しよう","20000","100213"
"1","1001","3","100214","1002","1","難易度NORMALで30000pt獲得しよう","30000","100214"
"1","1002","4","100215","1002","2","難易度HARD1で1回戦おう","0","100215"
"1","1003","4","100216","1002","2","難易度HARD2で1回戦おう","0","100216"
"1","1004","4","100217","1002","2","難易度HARD3で1回戦おう","0","100217"
"1","1001","5","100218","1002","2","難易度HARDで15000pt獲得しよう","15000","100218"
"1","1001","5","100219","1002","2","難易度HARDで30000pt獲得しよう","30000","100219"
"1","1001","5","100220","1002","2","難易度HARDで45000pt獲得しよう","45000","100220"
"1","1002","6","100221","1002","3","難易度EXTRA1で1回戦おう","0","100221"
"1","1003","6","100222","1002","3","難易度EXTRA2で1回戦おう","0","100222"
"1","1004","6","100223","1002","3","難易度EXTRA3で1回戦おう","0","100223"
"1","1001","7","100224","1002","3","難易度EXTRAで20000pt獲得しよう","20000","100224"
"1","1001","7","100225","1002","3","難易度EXTRAで40000pt獲得しよう","40000","100225"
"1","1001","7","100226","1002","3","難易度EXTRAで60000pt獲得しよう","60000","100226"
"1","1001","0","100301","1003","0","全難易度合計で10000pt獲得しよう","10000","100301"
"1","1001","0","100302","1003","0","全難易度合計で30000pt獲得しよう","30000","100302"
"1","1001","0","100303","1003","0","全難易度合計で50000pt獲得しよう","50000","100303"
"1","1001","0","100304","1003","0","全難易度合計で70000pt獲得しよう","70000","100304"
"1","1001","1","100305","1003","0","全難易度合計で90000pt獲得しよう","90000","100305"
"1","1001","1","100306","1003","0","全難易度合計で105000pt獲得しよう","105000","100306"
"1","1001","1","100307","1003","0","全難易度合計で120000pt獲得しよう","120000","100307"
"1","1001","1","100308","1003","0","全難易度合計で135000pt獲得しよう","135000","100308"
"1","1002","2","100309","1003","1","難易度NORMAL1で1回戦おう","0","100309"
"1","1003","2","100310","1003","1","難易度NORMAL2で1回戦おう","0","100310"
"1","1004","2","100311","1003","1","難易度NORMAL3で1回戦おう","0","100311"
"1","1001","3","100312","1003","1","難易度NORMALで10000pt獲得しよう","10000","100312"
"1","1001","3","100313","1003","1","難易度NORMALで20000pt獲得しよう","20000","100313"
"1","1001","3","100314","1003","1","難易度NORMALで30000pt獲得しよう","30000","100314"
"1","1002","4","100315","1003","2","難易度HARD1で1回戦おう","0","100315"
"1","1003","4","100316","1003","2","難易度HARD2で1回戦おう","0","100316"
"1","1004","4","100317","1003","2","難易度HARD3で1回戦おう","0","100317"
"1","1001","5","100318","1003","2","難易度HARDで15000pt獲得しよう","15000","100318"
"1","1001","5","100319","1003","2","難易度HARDで30000pt獲得しよう","30000","100319"
"1","1001","5","100320","1003","2","難易度HARDで45000pt獲得しよう","45000","100320"
"1","1002","6","100321","1003","3","難易度EXTRA1で1回戦おう","0","100321"
"1","1003","6","100322","1003","3","難易度EXTRA2で1回戦おう","0","100322"
"1","1004","6","100323","1003","3","難易度EXTRA3で1回戦おう","0","100323"
"1","1001","7","100324","1003","3","難易度EXTRAで20000pt獲得しよう","20000","100324"
"1","1001","7","100325","1003","3","難易度EXTRAで40000pt獲得しよう","40000","100325"
"1","1001","7","100326","1003","3","難易度EXTRAで60000pt獲得しよう","60000","100326"
"1","1001","0","100401","1004","0","全難易度合計で10000pt獲得しよう","10000","100401"
"1","1001","0","100402","1004","0","全難易度合計で30000pt獲得しよう","30000","100402"
"1","1001","0","100403","1004","0","全難易度合計で50000pt獲得しよう","50000","100403"
"1","1001","0","100404","1004","0","全難易度合計で70000pt獲得しよう","70000","100404"
"1","1001","1","100405","1004","0","全難易度合計で90000pt獲得しよう","90000","100405"
"1","1001","1","100406","1004","0","全難易度合計で105000pt獲得しよう","105000","100406"
"1","1001","1","100407","1004","0","全難易度合計で120000pt獲得しよう","120000","100407"
"1","1001","1","100408","1004","0","全難易度合計で135000pt獲得しよう","135000","100408"
"1","1002","2","100409","1004","1","難易度NORMAL1で1回戦おう","0","100409"
"1","1003","2","100410","1004","1","難易度NORMAL2で1回戦おう","0","100410"
"1","1004","2","100411","1004","1","難易度NORMAL3で1回戦おう","0","100411"
"1","1001","3","100412","1004","1","難易度NORMALで10000pt獲得しよう","10000","100412"
"1","1001","3","100413","1004","1","難易度NORMALで20000pt獲得しよう","20000","100413"
"1","1001","3","100414","1004","1","難易度NORMALで30000pt獲得しよう","30000","100414"
"1","1002","4","100415","1004","2","難易度HARD1で1回戦おう","0","100415"
"1","1003","4","100416","1004","2","難易度HARD2で1回戦おう","0","100416"
"1","1004","4","100417","1004","2","難易度HARD3で1回戦おう","0","100417"
"1","1001","5","100418","1004","2","難易度HARDで15000pt獲得しよう","15000","100418"
"1","1001","5","100419","1004","2","難易度HARDで30000pt獲得しよう","30000","100419"
"1","1001","5","100420","1004","2","難易度HARDで45000pt獲得しよう","45000","100420"
"1","1002","6","100421","1004","3","難易度EXTRA1で1回戦おう","0","100421"
"1","1003","6","100422","1004","3","難易度EXTRA2で1回戦おう","0","100422"
"1","1004","6","100423","1004","3","難易度EXTRA3で1回戦おう","0","100423"
"1","1001","7","100424","1004","3","難易度EXTRAで20000pt獲得しよう","20000","100424"
"1","1001","7","100425","1004","3","難易度EXTRAで40000pt獲得しよう","40000","100425"
"1","1001","7","100426","1004","3","難易度EXTRAで60000pt獲得しよう","60000","100426"
"1","1001","0","100501","1005","0","全難易度合計で10000pt獲得しよう","10000","100501"
"1","1001","0","100502","1005","0","全難易度合計で30000pt獲得しよう","30000","100502"
"1","1001","0","100503","1005","0","全難易度合計で50000pt獲得しよう","50000","100503"
"1","1001","0","100504","1005","0","全難易度合計で70000pt獲得しよう","70000","100504"
"1","1001","1","100505","1005","0","全難易度合計で90000pt獲得しよう","90000","100505"
"1","1001","1","100506","1005","0","全難易度合計で105000pt獲得しよう","105000","100506"
"1","1001","1","100507","1005","0","全難易度合計で120000pt獲得しよう","120000","100507"
"1","1001","1","100508","1005","0","全難易度合計で135000pt獲得しよう","135000","100508"
"1","1002","2","100509","1005","1","難易度NORMAL1で1回戦おう","0","100509"
"1","1003","2","100510","1005","1","難易度NORMAL2で1回戦おう","0","100510"
"1","1004","2","100511","1005","1","難易度NORMAL3で1回戦おう","0","100511"
"1","1001","3","100512","1005","1","難易度NORMALで10000pt獲得しよう","10000","100512"
"1","1001","3","100513","1005","1","難易度NORMALで20000pt獲得しよう","20000","100513"
"1","1001","3","100514","1005","1","難易度NORMALで30000pt獲得しよう","30000","100514"
"1","1002","4","100515","1005","2","難易度HARD1で1回戦おう","0","100515"
"1","1003","4","100516","1005","2","難易度HARD2で1回戦おう","0","100516"
"1","1004","4","100517","1005","2","難易度HARD3で1回戦おう","0","100517"
"1","1001","5","100518","1005","2","難易度HARDで15000pt獲得しよう","15000","100518"
"1","1001","5","100519","1005","2","難易度HARDで30000pt獲得しよう","30000","100519"
"1","1001","5","100520","1005","2","難易度HARDで45000pt獲得しよう","45000","100520"
"1","1002","6","100521","1005","3","難易度EXTRA1で1回戦おう","0","100521"
"1","1003","6","100522","1005","3","難易度EXTRA2で1回戦おう","0","100522"
"1","1004","6","100523","1005","3","難易度EXTRA3で1回戦おう","0","100523"
"1","1001","7","100524","1005","3","難易度EXTRAで20000pt獲得しよう","20000","100524"
"1","1001","7","100525","1005","3","難易度EXTRAで40000pt獲得しよう","40000","100525"
"1","1001","7","100526","1005","3","難易度EXTRAで60000pt獲得しよう","60000","100526"
"1","1001","0","100601","1006","0","全難易度合計で10000pt獲得しよう","10000","100601"
"1","1001","0","100602","1006","0","全難易度合計で30000pt獲得しよう","30000","100602"
"1","1001","0","100603","1006","0","全難易度合計で50000pt獲得しよう","50000","100603"
"1","1001","0","100604","1006","0","全難易度合計で70000pt獲得しよう","70000","100604"
"1","1001","1","100605","1006","0","全難易度合計で90000pt獲得しよう","90000","100605"
"1","1001","1","100606","1006","0","全難易度合計で105000pt獲得しよう","105000","100606"
"1","1001","1","100607","1006","0","全難易度合計で120000pt獲得しよう","120000","100607"
"1","1001","1","100608","1006","0","全難易度合計で135000pt獲得しよう","135000","100608"
"1","1002","2","100609","1006","1","難易度NORMAL1で1回戦おう","0","100609"
"1","1003","2","100610","1006","1","難易度NORMAL2で1回戦おう","0","100610"
"1","1004","2","100611","1006","1","難易度NORMAL3で1回戦おう","0","100611"
"1","1001","3","100612","1006","1","難易度NORMALで10000pt獲得しよう","10000","100612"
"1","1001","3","100613","1006","1","難易度NORMALで20000pt獲得しよう","20000","100613"
"1","1001","3","100614","1006","1","難易度NORMALで30000pt獲得しよう","30000","100614"
"1","1002","4","100615","1006","2","難易度HARD1で1回戦おう","0","100615"
"1","1003","4","100616","1006","2","難易度HARD2で1回戦おう","0","100616"
