26865786659979c6dd3735df9905929acf458a2df9f64be6ef86f13fe36d86be,2a1bcdfb7ce62f7c2fa597d637f36aca586b9dc5c2713cb8174aeec4ec7cad60,0c9e359a481f32df3563a55f38ad0efd231baa93650bcdbd56c308b8c31841c0,85abaf669c2549b26ed3e60947e6361742ae45c1df7c1b6865107326f5fcd73b,66fd63f7d99109a8e5e826074c368e6e4eb3749b674dd3ca038415d43150b618,1d6d4103010ef809702b080a3c03293ed1763ec0717ae0428da40c7eb3bfaa0d,d5ca7cf884e853a6160ca7e6f43e2e7756500c23244e8101a137be4337c768b8,52eafc497341075aac40bdc7aeb73a89da54c42792eda7d4313fb0d2ff3af8e2,52dae1c6085e206e0cc8d8e798cbbeba1edf12c2397681595c8ae879b5cb01da,8dc361a0db12f23b105faee6a10d7bbbffdad17b44ab35760d6b6455d7aa6836,1c1d5cd79a8ebccf114c296991490fbd580822e9c7c29a3bbd9bf26887dbe862,2ea3c29e5c38d08a470eddd085b42f108f687a0c3dee1332aa10e51c26cb0159,d07955b82f7b71ae91f2b89caefeb3c730631c4b44ea7beaec798812a4b46548,241dadb8be0265914af6f83544fe01c381f75ee8256d443d08ea73e5e37a3651,bf1be4420efd9dfa9095211beb3a6acedb8b1d2b361d948d2cc73f44dd7baf69,12931df27ab84768a6ade55ec5644f72c1c2ffc7b0ae2206f663452b48eef2bf,7180aac5d215617624714980b07459bf2b111927a835b84da5efa550cdf1f624,272a022c8d52cc8b7a4adf6a3ca6bede2f0f883296dd0af1759252ed8d2edda9,637626115516b4ce7ce335dc64c5e5a77a33e84b89359174e80b68c2373f42d8,da22805a23fb98ba45b76b8ee6e9f2a88e1685f8fd2cdb1e08800abaa2f660f1,5d9592cffcc16ccfaea19a7278dce33f648d0cdf15ddbc656af930e5c71fc1b7
"NONE","0","SpeedTerritoryA","AccelBoardA","0","1000","NONE","0","0","600","1000","1800","NONE","0","2500","NONE","3100","BeachJumpOverTrap","SummerEnemyC","NONE","SummerEnemyA"
"NONE","0","WaterMelon","AccelBoardA","0","1001","NONE","0","0","500","800","1300","NONE","0","2000","NONE","3000","AccelBoardA","SpeedTerritoryA","NONE","SummerEnemyB"
"NONE","0","EnemyB_NoColl","SummerEnemyA_NoColl","0","1002","NONE","0","0","400","1000","1300","NONE","0","1600","NONE","2000","BeachTrap_NoCall","SpeedTerritoryA_NoColl","NONE","Balloon"
"NONE","0","BeachJumpOverTrap","AccelBoardA","0","1003","NONE","0","0","700","1500","2300","NONE","0","3000","NONE","3300","AccelBoardA","EnemyB","NONE","BeachJumpOverTrap"
"NONE","0","SpeedTerritoryA","SummerEnemyA","0","1004","NONE","0","0","800","1300","1900","NONE","0","2700","NONE","0","NONE","BeachJumpOverTrap","NONE","BeachJumpOverTrap"
"NONE","0","AccelBoardA","SummerJumpOverEnemyC","0","1005","NONE","0","0","300","1500","2000","NONE","0","2600","NONE","3300","SummerEnemyB","SpeedTerritoryA","NONE","BeachJumpBoard"
"NONE","0","BeachJumpOverTrap","BeachTrap","0","1006","NONE","3700","0","700","1300","1800","NONE","0","2500","NONE","3000","AccelBoardA","BeachTrap","BeachTrap","SummerEnemyA"
"NONE","0","SummerEnemyB","SummerEnemyB","0","1007","NONE","0","0","500","1300","1800","NONE","0","2400","NONE","3100","BeachJumpOverTrap","BeachJumpOverTrap","NONE","AccelBoardA"
"NONE","0","AccelBoardA","BeachJumpBoard","0","1008","NONE","3700","0","500","1100","2300","NONE","0","2700","NONE","3400","BeachJumpOverTrap","SummerEnemyB","SummerEnemyB","AccelBoardA"
"NONE","0","BeachJumpOverTrap","BeachTrap_NoCall","0","1009","NONE","3700","0","400","1000","2000","NONE","0","2900","NONE","3300","BeachJumpOverTrap","SummerEnemyA_NoColl","SpeedTerritoryA","Balloon"
"NONE","0","EnemyB","SpeedTerritoryA","0","1010","NONE","0","0","400","1400","2200","NONE","0","3000","NONE","3500","BeachJumpOverTrap","BeachJumpOverTrap","NONE","BeachJumpOverTrap"
"NONE","0","BeachJumpOverTrap","SpeedTerritoryA","0","1011","NONE","3300","0","400","900","1500","NONE","0","2400","NONE","2800","SummerEnemyA","BeachJumpBoard","AccelBoardA","SummerEnemyD"
"NONE","0","BeachJumpBoard","SpeedTerritoryA_NoColl","0","1012","NONE","0","0","300","1200","2200","NONE","0","2850","NONE","3750","EnemyB","SpeedTerritoryA_NoColl","NONE","Balloon"
"NONE","0","SummerEnemyD","AccelBoardA","0","1013","NONE","0","0","900","1400","2100","NONE","0","2600","NONE","3300","BeachTrap","BeachTrap","NONE","SpeedTerritoryA"
"SummerJumpOverEnemyB","0","SummerJumpOverEnemyB","SpeedTerritoryA","0","1014","NONE","3000","3500","400","1400","1800","NONE","0","2200","NONE","2600","BeachJumpOverTrap","BeachTrap","AccelBoardA","WaterMelon"
"NONE","0","BeachTrap_NoCall","SummerEnemyA_NoColl","0","1015","NONE","0","0","600","1100","1900","NONE","0","2500","NONE","3700","SummerEnemyB","SpeedTerritoryA_NoColl","NONE","Balloon"
"NONE","0","BeachTrap","EnemyB","0","1016","NONE","0","0","600","1400","2300","NONE","0","3300","NONE","0","NONE","AccelBoardA","NONE","AccelBoardA"
"NONE","0","AccelBoardA","EnemyB","0","1017","NONE","0","0","400","1200","1600","NONE","0","2500","NONE","3300","BeachTrap","WaterMelon","NONE","AccelBoardA"
"NONE","0","EnemyB_NoColl","BeachTrap","0","1018","NONE","2900","0","600","900","1100","NONE","0","1900","NONE","2400","SummerEnemyA_NoColl","Balloon","EnemyB_NoColl","BeachTrap"
"NONE","0","SummerEnemyA","BeachTrap","0","1019","NONE","3800","0","500","1200","2000","NONE","0","2500","NONE","3000","AccelBoardA","BeachTrap","BeachTrap","BeachTrap"
"SummerEnemyD","0","BeachTrap","BeachJumpBoard","0","1020","NONE","3100","3700","400","900","1900","NONE","0","2300","NONE","2700","BeachTrap","BeachTrap","SummerEnemyD","AccelBoardA"
"NONE","0","BeachTrap_NoCall","Balloon","0","1021","NONE","0","0","400","700","1550","NONE","0","2400","NONE","3400","AccelBoardA","SummerEnemyA_NoColl","NONE","EnemyB"
"NONE","0","AccelBoardA","BeachTrap","0","1022","NONE","0","0","800","1200","1800","NONE","0","2500","NONE","3400","SpeedTerritoryA","BeachTrap","NONE","SummerEnemyB"
"NONE","0","WaterMelon","BeachTrap","0","1023","NONE","3500","0","500","1000","1500","NONE","0","2000","NONE","3000","BeachTrap","SummerJumpOverEnemyC","BeachTrap","SummerEnemyC"
"SummerJumpOverEnemyC","0","SpeedTerritoryA_NoColl","Balloon","0","1024","NONE","3200","3700","400","600","1300","NONE","0","1800","NONE","2300","EnemyB_NoColl","SummerEnemyA_NoColl","BeachTrap","SummerEnemyB"
