c414a991901c5f5f45eb76d5ca3166cd60d5641edd0aab8ba3cab15e2d2c12fa,7b0db4247f5bbeb1a6b73216d111f8e27bb38dba979bfce09c48ab4220143036,34d20c32e6b631c8068fae3f94c962ac19787208293b8830b37b1989f969714c,7e4c75220084f6113bb34ba9c469c959a734729726d0fb6ad4bd5d2b87e512e4,4a8660b364b36a2ee005ac1fbbb6fa7bbb604ccf30754e9e6631e1a01ade2693,6f819548be3a6b2960f4682a51f009bdba8c077840ec5095230b50540aa4a873,a30028101faa6c8d26a761faa1505ee44c6d4a56be7afd611ae2ceea7c39e437,072a8212494cb8a4a9daa3587478502bf831b528d0ca0491ae8cf9264c5ae3d4,93a1eeb44984f27b4322858ad0ab2db8cb0393b28a916a9bb032ab73acfe2057,baa763a3736f991c9b8710adfcf93ffc7d586f3b0f56f6a82d49c1466a8d3f84
"111","3","101","25101","0","2","0","0","5000000","0"
"211","3","201","25101","0","2","0","0","5000000","0"
"311","2","301","25101","0","2","0","0","5500000","0"
"411","2","401","25101","0","2","0","0","5500000","0"
"511","3","501","25101","0","2","0","0","6000000","0"
"611","2","601","25101","0","2","0","0","6000000","0"
"711","2","701","25101","0","2","0","0","6500000","0"
"811","2","801","25101","0","2","0","0","6500000","0"
"911","3","901","25101","0","2","0","0","7000000","0"
"1011","2","1001","25101","0","2","0","0","7000000","0"
"1111","2","1101","25101","0","2","0","0","7500000","1112"
"1211","2","1201","25101","0","2","0","0","7500000","1212"
"1311","3","1301","25101","0","2","0","0","8000000","0"
"1411","2","1401","25101","0","2","0","0","8000000","0"
"1511","2","1501","25101","0","2","0","0","8500000","0"
"1611","2","1601","25101","0","2","0","0","8500000","0"
"1711","3","1701","25101","0","2","0","0","9000000","0"
"1811","2","1801","25101","0","2","0","0","9000000","1812"
"1911","2","1901","25101","0","2","0","0","9500000","0"
"2011","2","2001","25101","0","2","0","0","9500000","0"
"2111","3","2101","25101","0","2","0","0","10000000","0"
"2211","2","2201","25101","0","2","0","0","10000000","0"
"2311","2","2301","25101","0","2","0","0","10500000","0"
"2411","2","2401","25101","0","2","0","0","10500000","0"
"2511","3","2501","25101","0","2","0","0","11000000","0"
"2611","2","2601","25101","0","2","0","0","11000000","2612"
"2711","2","2701","25101","0","2","0","0","11500000","2712"
"2811","2","2801","25101","0","2","0","0","11500000","2812"
"2911","3","2901","25101","0","2","0","0","12000000","0"
"3011","2","3001","25101","0","2","0","0","12000000","3012"
"3111","2","3101","25101","0","2","0","0","12500000","0"
"3211","2","3201","25101","0","2","0","0","12500000","0"
"3311","3","3301","25101","0","2","0","0","13000000","0"
"3411","3","3401","25101","0","2","0","0","13000000","0"
"3511","3","3501","25101","0","2","0","0","13500000","0"
"3611","3","3601","25101","0","2","0","0","13500000","0"
"3711","3","3701","25101","0","2","0","0","13500000","0"
"3811","3","3801","25101","0","2","0","0","14000000","3812"
"3911","3","3901","25101","0","2","0","0","14000000","0"
"4011","3","4001","25101","0","2","0","0","14000000","0"
"4111","3","4101","25101","0","2","0","0","14500000","0"
"4211","3","4201","25101","0","2","0","0","14500000","4212"
"4311","3","4301","25101","0","2","0","0","14500000","0"
"4411","3","4401","25101","0","2","0","0","15000000","0"
"4511","3","4501","25101","0","2","0","0","15000000","0"
"4611","3","4601","25101","0","2","0","0","15000000","0"
"4711","3","4701","25101","0","2","0","0","15500000","0"
"4811","3","4801","25101","0","2","0","0","15500000","0"
"4911","3","4901","25101","0","2","0","0","15500000","0"
"5011","3","5001","25101","0","2","0","0","16000000","0"
"5111","3","5101","25101","0","2","0","0","16000000","0"
"5211","3","5201","25101","0","2","0","0","16000000","0"
"5311","3","5301","25101","0","2","0","0","16500000","0"
"5411","3","5401","25101","0","2","0","0","16500000","5412"
"5511","3","5501","25101","0","2","0","0","16500000","0"
"5611","3","5601","25101","0","2","0","0","17000000","0"
"5711","3","5701","25101","0","2","0","0","17000000","0"
"5811","3","5801","25101","0","2","0","0","17000000","0"
"5911","3","5901","25101","0","2","0","0","17500000","0"
"6011","3","6001","25101","0","2","0","0","17500000","0"
"6111","3","6101","25101","0","2","0","0","17500000","0"
"6211","3","6201","25101","0","2","0","0","18000000","6212"
"6311","3","6301","25101","0","2","0","0","18000000","0"
"6411","3","6401","25101","0","2","0","0","18000000","0"
"6511","3","6501","25101","0","2","0","0","18500000","0"
"6611","3","6601","25101","0","2","0","0","18500000","0"
"6711","3","6701","25101","0","2","0","0","18500000","6712"
"6811","3","6801","25101","0","2","0","0","18500000","0"
"6911","3","6901","25101","0","2","0","0","19000000","0"
"7011","3","7001","25101","0","2","0","0","19000000","0"
"7111","3","7101","25101","0","2","0","0","19000000","0"
"7211","3","7201","25101","0","2","0","0","19000000","0"
"7311","3","7301","25101","0","2","0","0","19500000","0"
"7411","3","7401","25101","0","2","0","0","19500000","0"
