25c24754431a43de686d476092f5083b9a116affb508bc63e632404bf33c36c4,26ccb79644e43d9d47cce9fa1ab1bf20cbdde8a325d2308611e63ecc33e868e0,a356cfa538440ce712fbfec3e1f137eb38eeff860afda0ccbd415c565eed9e10,4b3fe7c1d621e890ae5c43ebf70b604be6438b1d4adb021247e8dd340f874ff0,cdf027506c079cc03c1e8b245c2d2840f4c05672300394cbc7d5c12a3837c5af
"81000104","1","bgm_M125","0","70"
"81000104","2","bgm_M125","0","110"
"81000104","3","bgm_M125","0","130"
"81000104","4","bgm_M125","0","150"
"81000104","5","bgm_M125","0","170"
"81000104","6","bgm_M125","0","190"
"81000104","7","bgm_M125","0","210"
"81000104","8","bgm_M125","0","230"
"81000104","9","bgm_M125","0","250"
"81000104","10","bgm_M125","0","270"
"81000104","11","bgm_M125","0","290"
"81000104","12","bgm_M125","0","310"
"81000104","13","bgm_M125","0","330"
"81000104","14","bgm_M125","73140350","350"
"81000104","15","bgm_M125","73150360","360"
"81000104","16","bgm_M125","73160370","370"
"81000104","17","bgm_M125","73170380","380"
"81000104","18","bgm_M125","73180390","390"
"81000104","19","bgm_M125","73190400","400"
"81000104","20","bgm_M125","73200410","410"
"81000104","21","bgm_M125","73210420","420"
"81000104","22","bgm_M125","73220430","430"
"81000104","23","bgm_M125","73230440","440"
"81000104","24","bgm_M125","73240450","450"
"81000104","25","bgm_M125","73250460","460"
"81000104","26","bgm_M125","73260470","470"
"81000104","27","bgm_M125","73270480","480"
"81000104","28","bgm_M125","73280490","490"
"81000104","29","bgm_M125","73290500","500"
"81000104","30","bgm_M125","73300510","510"
"81000104","31","bgm_M125","73310520","520"
"81000104","32","bgm_M125","73320530","530"
"81000104","33","bgm_M125","73330540","540"
"81000104","34","bgm_M125","73340550","550"
"81000104","35","bgm_M125","73350560","560"
"81000104","36","bgm_M125","73360570","570"
"81000104","37","bgm_M125","73370580","580"
"81000104","38","bgm_M125","73380590","590"
"81000104","39","bgm_M125","73390600","600"
"81000104","40","bgm_M125","73400610","610"
"81000104","41","bgm_M125","73410620","620"
"81000104","42","bgm_M125","73420630","630"
"81000104","43","bgm_M125","73430640","640"
"81000104","44","bgm_M125","73440650","650"
"81000104","45","bgm_M125","73450660","660"
"81000104","46","bgm_M125","73460670","670"
"81000104","47","bgm_M125","73470680","680"
"81000104","48","bgm_M125","73480690","690"
"81000104","49","bgm_M125","73490700","700"
"81000104","50","bgm_M125","73500710","710"
"81000104","51","bgm_M125","73510720","720"
"81000104","52","bgm_M125","73520730","730"
"81000104","53","bgm_M125","73530740","740"
"81000104","54","bgm_M125","73540750","750"
"81000104","55","bgm_M125","73550760","760"
"81000104","56","bgm_M125","73560770","770"
"81000104","57","bgm_M125","0","780"
