id,item_type,category,name,max_level,enable_remove,max_possession_num,effect_id_1,shop_start,shop_end,shop_new_disp_end,cost_item_num,shop_open_type,shop_open_id,shop_open_value,sold_price,sort,condition_quest_id,category_action_type
"1","1","101","カリンの机","28","1","1","1","2015-04-01 14:00:00","","","500","0","0","0","0","900143","0","0"
"3","5","903","ランドソルの背景","1","1","1","0","2015-04-01 14:00:00","","","-1","0","0","0","0","900141","0","0"
"4","4","902","ギルドハウスの壁","1","1","1","0","2015-04-01 14:00:00","","","-1","0","0","0","0","900140","0","0"
"5","4","902","透明壁","1","1","1","0","2015-04-01 14:00:00","","","18000","0","0","0","9000","900139","0","0"
"6","3","901","透明床","1","1","1","0","2015-04-01 14:00:00","","","18000","0","0","0","9000","900138","0","0"
"7","1","199","無限おにぎり","1","1","1","0","2015-04-01 14:00:00","","","300","0","0","0","150","900137","0","1"
"8","1","299","魔法の本立て","1","1","1","0","2015-04-01 14:00:00","","","300","0","0","0","150","900136","0","1"
"9","1","199","どこでもシチュー鍋","1","1","1","0","2015-04-01 14:00:00","","","900","0","0","0","450","900135","0","1"
"10","1","299","リマのぬいぐるみ","1","1","1","0","2015-04-01 14:00:00","","","1500","0","0","0","750","900134","0","1"
"11","1","299","アロマディフューザー①","1","1","10","0","2015-04-01 14:00:00","","","300","0","0","0","150","900133","0","1"
"12","1","299","アロマディフューザー②","1","1","10","0","2015-04-01 14:00:00","","","300","0","0","0","150","900132","0","1"
"13","1","103","本棚①","1","1","10","0","2015-04-01 14:00:00","","","600","0","0","0","300","900131","0","1"
"14","1","103","本棚②","1","1","10","0","2015-04-01 14:00:00","","","600","0","0","0","300","900130","0","1"
"15","1","101","木の机①","1","1","10","0","2015-04-01 14:00:00","","","600","0","0","0","300","900129","0","0"
"16","1","101","木の机②","1","1","10","0","2015-04-01 14:00:00","","","1200","0","0","0","600","900128","0","0"
"17","1","102","木の椅子","1","1","10","0","2015-04-01 14:00:00","","","300","0","0","0","150","900127","0","1"
"18","1","102","木のスツール","1","1","10","0","2015-04-01 14:00:00","","","300","0","0","0","150","900126","0","1"
"20","1","104","木のベッド","1","1","10","0","2015-04-01 14:00:00","","","1500","0","0","0","750","900124","0","1"
"21","1","103","木のチェスト","1","1","10","0","2015-04-01 14:00:00","","","600","0","0","0","300","900123","0","0"
"22","1","204","木のパーテーション","1","1","10","0","2015-04-01 14:00:00","","","600","0","0","0","300","900122","0","0"
"23","4","902","木の壁","1","1","1","0","2015-04-01 14:00:00","","","1200","0","0","0","600","900121","0","0"
"24","3","901","木の床","1","1","1","0","2015-04-01 14:00:00","","","1200","0","0","0","0","900120","0","0"
"25","1","904","木の上階段","1","1","3","0","2015-04-01 14:00:00","","","-1","0","0","0","0","900119","0","0"
"26","1","904","木の下階段","1","1","3","0","2015-04-01 14:00:00","","","-1","0","0","0","0","900118","0","0"
"27","1","101","マホガニーの机①","1","1","10","0","2015-04-01 14:00:00","","","600","0","0","0","300","900117","0","0"
"28","1","101","マホガニーの机②","1","1","10","0","2015-04-01 14:00:00","","","1200","0","0","0","600","900116","0","0"
"29","1","102","マホガニーの椅子","1","1","10","0","2015-04-01 14:00:00","","","300","0","0","0","150","900115","0","1"
"30","1","102","マホガニーのスツール","1","1","10","0","2015-04-01 14:00:00","","","300","0","0","0","150","900114","0","1"
"32","1","104","マホガニーのベッド","1","1","10","0","2015-04-01 14:00:00","","","1500","0","0","0","750","900112","0","1"
"33","1","103","マホガニーのチェスト","1","1","10","0","2015-04-01 14:00:00","","","600","0","0","0","300","900111","0","0"
