731f70fb63a1dbdbcea1d8175f9d76fd19736b876780137b61e150a4b74aafa9,81dcf7232299923f83c6f17a47addda0f0938aed1b1ea583bca09196c1269d9d,8911824633d32f43d92f368f1b14ed00823335da1999727e0ab8a736570479f2,c3f6c1058541a70a5ffb3be8869d66f039f14204d77b115b57bab5c04b823ee6,fe4f0abc271fb051f74a8ebfa5e8a453f8f2b814e9f87a9033576900184e7861,91e111eb14d7707c47e567d014050c33cc0ee6a601b71f06ef62cd288e2e7fe7,b28cebb3560a314e88c990b9c560dd4140eb9e9e4693def97d95a3ecf9f15631,a52adc9f5d0d8a478633aa4bf7ff7817ddeca6855733ccba078c1c7040ad79ee,8f17e3682639a897a7d977d84bf9a1ba4397344401b0b8f956c7c87e67ca5b6a,bc1e3eda6c2ca90c928f6ce7062936621b5bdc711315a402c2ed46eb607dd6dc,1579f6850462aeb58c2b8a8e80520a6b8b02f81726f876b575046e1dba2168d3,6021973bf187a00a20c055145dce264c100b29a475315fe598c74a24e7e0613d,a9dd76c060a69e4b4329d836d76d1aefdd82ebb3f1c253a9ac7b179e08399c2d,10ceef18f037068e070ae43377ca4fbdcdf0a67f38966d9bf82b1b918ac925b1,567cc9384511300b814d811861650e21a316663e73be52633980bb06cdcf92cc,fb436fd00ee653601f854ca8b94910e2abbf39e316731f5a087567d14b7d7212,fa1b0f5d2031e8adbe9842b58c1b46712d5782eef02ae0f5fe614239adf06b02,726985d25ff1e2e613ad0fc867bd29841e7081ec1a2df265d6a3f2527728daee
"0","2","5","0","0","12","22003","8","150000","94002","20003","91002","2","20","1","150","1","5"
"0","2","2","0","0","12","22003","8","100000","94002","20003","91002","2","15","6","145","2","9"
"0","2","5","0","0","12","22002","8","80000","94002","20003","91002","2","11","10","140","3","19"
"0","2","5","0","0","12","22002","8","80000","94002","20003","91002","2","10","20","130","4","29"
"0","2","4","0","0","12","22002","8","70000","94002","20003","91002","2","9","30","120","5","39"
"0","2","4","0","0","12","22002","8","70000","94002","20003","91002","2","8","40","110","6","49"
"0","2","3","0","0","12","22002","8","60000","94002","20003","91002","2","7","50","100","7","99"
"0","2","2","0","0","12","22002","8","40000","94002","20003","91002","2","2","100","80","8","499"
"0","2","1","0","0","12","22002","8","20000","94002","20002","91002","2","7","500","50","9","999"
"0","2","3","0","0","12","22001","8","16000","94002","20002","91002","2","4","1000","20","10","4999"
"0","2","2","0","0","12","22001","8","9000","94002","20002","91002","2","3","5000","15","11","9999"
"0","2","1","0","0","12","22001","8","4000","94002","20001","91002","2","8","10000","10","12","11999"
"0","2","1","0","0","12","22001","8","3000","94002","20001","91002","2","7","12000","5","13","13999"
"0","2","1","0","0","12","22001","8","2000","94002","20001","91002","2","6","14000","4","14","14999"
"0","2","1","0","0","12","22001","8","1800","94002","20001","91002","2","5","15000","3","15","30000"
