27be47ba08f24c42be4f1492c899ad0e5d9363feb68608b6c75a0e37d08a5910,ef455e52dc70c93676dbbe93197aa7655be72a104cbe8f9bdd9a9400e4436dcb,fcc9db01d32bc9bd73859d6049c7c13ad5247b2c7a62e5f00f1dd4b18db76e60,65e7b0cbe500b2b5911e90dc37d6ab54f91394200ec66a8a9fd35ea9d00de0cb,a51ca045e9566db35a94459cae7527fb342081f746f18ce263139d8e513dc3ab,9b00690b4c7168b7fcaab4352807b7f85b23b7082c9388272c6a569c6b7a2dd2,9b224f099ca0ec92150d257c8ac3a9999187dd52e35333cbd12658c4ceb3fc1e,b96f504bf4ff8fb31b2802f043981584b7865301b09e1933ae4850763514baa2,2c40eb87013daafe456eff9dfec9155667af8e6f124e0c528105cb0e10fd74e2,ec718ffb87dff101f4c7f5b20d40d6220cb83164a25ab8209429249816b15d46,90cd669174f1a9c32a8008d1451b36362f7729e239791673ea15f6dd2102d007,50f8700aa8de1c415724b0c48bec9bcc5678b48b1b7cba02e0923473e79036bb,e05fa24b0522f03bb5bdfef18539574b5a468a4db77e69ee4c9b3acc9aa205db,74b6a609e114e5a5c42cda27e5b29932f16c949ae2d1bfc25522af3f384bd1df,41d78be27c18131ee219941bbea2b06ff7d3a1fe9fb51f4a512e7713ef31676a
"1","195","501010001","4003001","雲をつらぬく山脈","4003002","0","400","雲海の山脈","400","200010","11002012","31001","10","45"
"1","-110","501010002","4003003","深い森の奥に存在する1本の大樹","4003004","0","300","密林の大樹","300","200020","11005013","31002","10","30"
"1","-570","501010003","4003005","断崖絶壁で発見された遺跡","4003006","0","200","断崖の遺跡","200","200030","11007014","31003","10","-190"
"1","750","501010004","4003007","大海原にそびえる謎の巨塔","4003008","0","100","蒼海の孤塔","100","200040","11011017","31004","10","-30"
"1","465","501010005","4003009","瘴気渦巻く常闇の孤峰","4003010","0","100","毒瘴の闇稜","100","200050","11014014","31005","10","20"
"1","360","501010006","4003011","厳峰に佇む竜の寝床","4003012","0","100","緑竜の骸嶺","100","200060","11026014","31006","10","90"
"1","130","501010007","4003013","天空の番人が静かに眠る聖城","4003014","0","100","天上の浮城","100","200070","11035014","31007","10","90"
"1","-50","501010008","4003017","砂の大瀑布が落ちゆく果ての都","4003018","0","100","砂瀑の底都","100","200080","11047014","31008","10","120"
"1","-360","501010009","4003019","紺碧の底に君臨する海王の城砦","4003020","0","100","紺碧の王砦","100","200090","11057014","31009","10","70"
"1","0","501010010","4003021","四季彩りし霊狐の仙境","4003022","0","100","四彩の霊峰","0","0","11062014","31010","10","0"
"1","0","0","4003015","期間限定ダンジョンの踏破に挑戦","4003016","31006","100","スペシャルダンジョン","100","0","0","32001","10","0"
"1","0","0","0","期間限定ダンジョンの踏破に挑戦","0","31006","100","スペシャルダンジョン","100","0","0","32002","10","0"
"1","0","0","0","期間限定ダンジョンの踏破に挑戦","0","31006","100","スペシャルダンジョン","100","0","0","32003","10","0"
"1","0","0","0","期間限定ダンジョンの踏破に挑戦","0","31006","100","スペシャルダンジョン","100","0","0","32004","10","0"
"1","0","0","0","期間限定ダンジョンの踏破に挑戦","0","31006","100","スペシャルダンジョン","100","0","0","32005","10","0"
"1","0","0","0","期間限定ダンジョンの踏破に挑戦","0","31006","100","スペシャルダンジョン","100","0","0","32006","10","0"
"1","0","0","0","期間限定ダンジョンの踏破に挑戦","0","31006","100","スペシャルダンジョン","100","0","0","32007","10","0"
"1","0","0","0","期間限定ダンジョンの踏破に挑戦","0","31006","100","スペシャルダンジョン","100","0","0","32008","10","0"
"1","0","0","0","期間限定ダンジョンの踏破に挑戦","0","31006","100","スペシャルダンジョン","100","0","0","32009","10","0"
"1","0","0","0","期間限定ダンジョンの踏破に挑戦","0","31006","100","スペシャルダンジョン","100","0","0","32010","10","0"
"1","0","0","0","期間限定ダンジョンの踏破に挑戦","0","31006","100","スペシャルダンジョン","100","0","0","32011","10","0"
"1","0","0","0","期間限定ダンジョンの踏破に挑戦","0","31006","100","スペシャルダンジョン","100","0","0","32012","10","0"
"1","0","0","0","期間限定ダンジョンの踏破に挑戦","0","31006","100","スペシャルダンジョン","100","0","0","32013","10","0"
"1","0","0","0","期間限定ダンジョンの踏破に挑戦","0","31006","100","スペシャルダンジョン","100","0","0","32014","10","0"
"1","0","0","0","期間限定ダンジョンの踏破に挑戦","0","31006","100","スペシャルダンジョン","100","0","0","32015","10","0"
"1","0","0","0","期間限定ダンジョンの踏破に挑戦","0","31006","100","スペシャルダンジョン","100","0","0","32016","10","0"
"1","0","0","0","期間限定ダンジョンの踏破に挑戦","0","31006","100","スペシャルダンジョン","100","0","0","32017","10","0"
