b1ea36b5f4e2b42027716075f0f77274b0028d55dec499305bc6c1c8332137c4,23e9a022d0dcb380759071f3bcb69bfe2ab59e2c11f3f001833a7fce1e872364,60255df29cee674dd0520cca3156f75755dafc815beb56b8f97ff4bf1a38c886,0210a56dfd82a21476c90a41df04aae76e2fcb14d65f1de8a0057ddb4b4bd674,8be5b6d058ad31a12355ccfe4a7f1f3d4d936e41bd57e2c14bdde08f702638de,d3a457958016fe634dac6de0eb4eef1799b723dde8c9864b97183622904166f4,8f1dabfa0f5b425551194a1bb5daed47fabb5c68aeccb52227b6e62132525a48,99d10f541146fda2acff65c39c4c40a1761099814cc74e8a36c4afeca23238b0,115c8628cddbe6b66124f92d800644849b9ebf8fd550be6a776428e907eb38d1,888e00ddc76a2f96cf4616b8cebc4b6dd51276bd56ce03fa4b5fc9006a3483b8,baf88e8b1d181088d2d585f6c785970b8426f821cb0c6f86f7b321569e188a1b,780b35a1cbe23b05daef5732612a58234db45b2bbc295c4d58ab9c7912530c36,c207120fc96052cee747d53676ae542d3cd521b867a1b8b9adca67b61af71444,a6aceb0cd681f7e771378c81add0bf12e50939c31529c1c3bcd541f5bc8fc511,cdaf8f55b54e672b2ae01f58fe7d6681c9cf2684ba53a017c15c93b5a2652590,5edb552e072d005cfd30faf46a8666a20b6b193e42de583659f625ade17f388f,227353f491c86e1a472e1bac6515cf3205cc609e98d569a916ac2a1b1774887a,612a5334b515b859676c066c500f08b0fd87d253ec390431e8ba5094a54e83dc
"0","12","0","94002","0","0","0","0","0","20000","5000","0","0","スコアを累計で20000獲得しよう","0","1","0","0"
"0","12","0","94002","0","0","0","0","0","40000","10000","0","0","スコアを累計で40000獲得しよう","0","2","0","0"
"0","12","0","94002","0","0","0","0","0","60000","15000","0","0","スコアを累計で60000獲得しよう","0","3","0","0"
"0","12","0","94002","0","0","0","0","0","80000","20000","0","0","スコアを累計で80000獲得しよう","0","4","0","0"
"0","8","0","91002","0","5","0","0","0","100000","50","0","0","スコアを累計で100000獲得しよう","2","5","23001","0"
"0","12","0","94002","0","0","0","0","0","120000","25000","0","0","スコアを累計で120000獲得しよう","0","6","0","0"
"0","12","0","94002","0","0","0","0","0","140000","30000","0","0","スコアを累計で140000獲得しよう","0","7","0","0"
"0","12","0","94002","0","0","0","0","0","160000","35000","0","0","スコアを累計で160000獲得しよう","0","8","0","0"
"0","12","0","94002","0","0","0","0","0","180000","40000","0","0","スコアを累計で180000獲得しよう","0","9","0","0"
"0","8","0","91002","0","5","0","0","0","200000","50","0","0","スコアを累計で200000獲得しよう","2","10","23001","0"
"0","12","0","94002","0","0","0","0","0","220000","55000","0","0","スコアを累計で220000獲得しよう","0","11","0","0"
"0","12","0","94002","0","0","0","0","0","240000","35000","0","0","スコアを累計で240000獲得しよう","0","12","0","0"
"0","12","0","94002","0","0","0","0","0","260000","40000","0","0","スコアを累計で260000獲得しよう","0","13","0","0"
"0","12","0","94002","0","0","0","0","0","280000","45000","0","0","スコアを累計で280000獲得しよう","0","14","0","0"
"0","8","0","91002","0","10","0","0","0","300000","150","0","0","スコアを累計で300000獲得しよう","2","15","23001","0"
