ticket_id,start_time,end_time,jewel_store_id,icon_id
"27001","2020/02/15 15:00:00","2020/03/02 4:59:59","28","27001"
"27002","2021/02/15 23:00:00","2021/03/05 11:59:59","33","27001"
"27003","2021/08/15 15:00:00","2021/09/05 11:59:59","42","27001"
"27004","2021/12/31 12:00:00","2022/01/21 11:59:59","43","27001"
"27005","2022/02/15 15:00:00","2022/03/05 14:59:59","44","27005"
"27006","2022/08/15 15:00:00","2022/09/05 11:59:59","55","27001"
"27007","2022/12/31 12:00:00","2023/01/21 11:59:59","81","27001"
"27008","2023/02/15 15:00:00","2023/03/05 14:59:59","82","27005"
"27009","2023/04/30 12:00:00","2023/05/25 14:59:59","85","27009"
"27010","2023/08/15 15:00:00","2023/09/04 14:59:59","113","27001"
