ce10d10b803014910d34c5be842c345cd3c9b0b4a9e5e2de4b020ec996a67486,95e519807a5ecdd387ce3002ff61db4f21925aabcab05ed94db7856b41daba2e,84f0446325042ea6be5ec41497f521dd383ed0e93e5f782bc2e4449b0a3856fa,9e63217845f0d95a62133ef841632c18b17927bf7f48a6432e76b0860db54a83,36f5d727b0fa38717180f2eaf5b9ee0df46584af7fbcfc42d28ea15b7cc068e4,294fd991d9169e888116094f6d326ca6e93899cce20c9a9092353b6fb4647dba,1f380923cffc1b051fc5e166a96a074e1fb75ad217955da32bdbf451724d77d1,7b60e70e41f0505d2082593b86375ca34cf2020274b6d1de9b9d7d4015f6c998,b687fa1b5498c6563604554846827d4690a63f9c1ed3ff216e56a95a16ff1770,8e00e392d62d127cacaf6f4b386fbf84318f28f533282b73dcef465e4df39173,81de74ed1001c995e99754c84b25781ff3ececd4b4851540a71d470881d6e9bf,2885e86f3b29450cce040460cfca968a07e32db8087d27e2b7e7457243894ea4
"107601","1004","2018/06/30 12:00:00","2018/07/19 14:59:59","0","107601","0","0","5004401","10004","0","1"
"107601","1002","2018/06/30 12:00:00","2018/07/19 14:59:59","1","1000403","0","0","5004402","10004","0","2"
"107701","1001","2018/06/30 12:00:00","2018/07/19 14:59:59","0","10","0","0","5004403","10004","0","3"
"107501","1001","2018/06/30 12:00:00","2018/07/19 14:59:59","0","20","0","0","5004404","10004","0","4"
"107601","1001","2018/06/30 12:00:00","2018/07/19 14:59:59","0","30","0","0","5004405","10004","0","5"
"107501","1003","2018/06/30 12:00:00","2018/07/19 14:59:59","0","2","0","0","5004406","10004","0","6"
"107601","1003","2018/06/30 12:00:00","2018/07/19 14:59:59","0","5","0","0","5004407","10004","0","7"
"107801","1003","2018/06/30 12:00:00","2018/07/19 14:59:59","0","8","0","0","5004408","10004","0","8"
"107701","1003","2018/06/30 12:00:00","2018/07/19 14:59:59","0","12","0","0","5004409","10004","0","9"
"107501","1003","2018/06/30 12:00:00","2018/07/19 14:59:59","0","16","0","0","5004410","10004","0","10"
"107601","1003","2018/06/30 12:00:00","2018/07/19 14:59:59","0","20","0","0","5004411","10004","0","11"
"108001","1004","2018/07/31 12:00:00","2018/08/19 14:59:59","0","108001","0","0","5005401","10005","0","12"
"107901","1002","2018/07/31 12:00:00","2018/08/19 14:59:59","1","1000503","0","0","5005402","10005","0","13"
"108001","1001","2018/07/31 12:00:00","2018/08/19 14:59:59","0","10","0","0","5005403","10005","0","14"
"107901","1001","2018/07/31 12:00:00","2018/08/19 14:59:59","0","20","0","0","5005404","10005","0","15"
"108001","1001","2018/07/31 12:00:00","2018/08/19 14:59:59","0","30","0","0","5005405","10005","0","16"
"107901","1003","2018/07/31 12:00:00","2018/08/19 14:59:59","0","2","0","0","5005406","10005","0","17"
"108001","1003","2018/07/31 12:00:00","2018/08/19 14:59:59","0","5","0","0","5005407","10005","0","18"
"107901","1003","2018/07/31 12:00:00","2018/08/19 14:59:59","0","8","0","0","5005408","10005","0","19"
"108001","1003","2018/07/31 12:00:00","2018/08/19 14:59:59","0","12","0","0","5005409","10005","0","20"
"107901","1003","2018/07/31 12:00:00","2018/08/19 14:59:59","0","16","0","0","5005410","10005","0","21"
"108001","1003","2018/07/31 12:00:00","2018/08/19 14:59:59","0","20","0","0","5005411","10005","0","22"
"103701","1002","2018/08/31 12:00:00","2018/09/18 14:59:59","1","1000603","0","0","5006402","10006","0","23"
"100501","1001","2018/08/31 12:00:00","2018/09/18 14:59:59","0","10","0","0","5006403","10006","0","24"
"103701","1001","2018/08/31 12:00:00","2018/09/18 14:59:59","0","20","0","0","5006404","10006","0","25"
"104701","1001","2018/08/31 12:00:00","2018/09/18 14:59:59","0","30","0","0","5006405","10006","0","26"
"100501","1003","2018/08/31 12:00:00","2018/09/18 14:59:59","0","2","0","0","5006406","10006","0","27"
"103701","1003","2018/08/31 12:00:00","2018/09/18 14:59:59","0","5","0","0","5006407","10006","0","28"
"104701","1003","2018/08/31 12:00:00","2018/09/18 14:59:59","0","8","0","0","5006408","10006","0","29"
"107101","1003","2018/08/31 12:00:00","2018/09/18 14:59:59","0","12","0","0","5006409","10006","0","30"
"100501","1003","2018/08/31 12:00:00","2018/09/18 14:59:59","0","16","0","0","5006410","10006","0","31"
"104701","1003","2018/08/31 12:00:00","2018/09/18 14:59:59","0","19","0","0","5006411","10006","0","32"
"108201","1004","2018/09/30 12:00:00","2018/10/18 14:59:59","0","108201","0","0","5007401","10007","0","33"
"108101","1002","2018/09/30 12:00:00","2018/10/18 14:59:59","1","1000703","0","0","5007402","10007","0","34"
"108101","1001","2018/09/30 12:00:00","2018/10/18 14:59:59","0","10","0","0","5007403","10007","0","35"
"108201","1001","2018/09/30 12:00:00","2018/10/18 14:59:59","0","20","0","0","5007404","10007","0","36"
"108101","1001","2018/09/30 12:00:00","2018/10/18 14:59:59","0","30","0","0","5007405","10007","0","37"
"108201","1003","2018/09/30 12:00:00","2018/10/18 14:59:59","0","2","0","0","5007406","10007","0","38"
"108101","1003","2018/09/30 12:00:00","2018/10/18 14:59:59","0","5","0","0","5007407","10007","0","39"
"108201","1003","2018/09/30 12:00:00","2018/10/18 14:59:59","0","8","0","0","5007408","10007","0","40"
"108101","1003","2018/09/30 12:00:00","2018/10/18 14:59:59","0","12","0","0","5007409","10007","0","41"
"108201","1003","2018/09/30 12:00:00","2018/10/18 14:59:59","0","16","0","0","5007410","10007","0","42"
"108101","1003","2018/09/30 12:00:00","2018/10/18 14:59:59","0","19","0","0","5007411","10007","0","43"
"105601","1002","2018/10/31 12:00:00","2018/11/14 14:59:59","1","1000803","0","0","5008402","10008","0","44"
"101301","1001","2018/10/31 12:00:00","2018/11/14 14:59:59","0","10","0","0","5008403","10008","0","45"
