11939efddb338dafafcc1f30eafc3ad70648d2d962c2c3c24c1d93ce08b40272,582a71808d9f96fa4a1950dd3ccf36e558e5b0a6551f4f29df6b58de7550e6c0,1e0ce518ccf53c53f51485208622808a82f921c60979b543c08d300a5ee363c8,1f1c5c2d751d7e072e340483ff209ee3a93e12e6d90f5e6a77f6eb5d807ebf26,b1515f79984f34da8a16814ac721d84e8ac858496b7c59f0c11171e969ee473b,81b34212db48146472c1c4375a7fa6e92fbe6f29dc34222d21206d72f0079b77,041931be6fef6407a556e711c59ae804010f08ac7f90ef007a65d6fb084e77fb,0ed07e033a74f98cd338e1cb7a0ca6b787625bc89a429f2751702af60f8c7d70,080f41a857022915f01b555ffbc667b06f536747c263f338b0f1676886a3bae6,a907d0393b304572a8c96885b12e14627059d0c51dcdf2c770b98f5c772a485c,bfb5f249a424bcf6b6edbf958dee166399bafa6081d971b0217fa00f72d55752
"10002","0","0","10003","10001","0","0","50047","0","0","0"
"10002","0","0","10003","10001","0","0","50051","0","0","0"
"10002","0","0","10003","10001","0","0","50061","0","0","10004"
"10002","0","0","10003","10001","0","0","50067","0","0","10005"
"10002","0","0","10003","10001","0","0","50079","10006","0","10005"
"10002","10007","0","10003","10001","0","0","50084","10006","0","10005"
"10002","10007","0","10003","10001","10008","0","50094","10006","0","10005"
"10002","10007","0","10003","10001","10008","0","50108","10006","10009","10005"
"10002","10007","0","10003","10001","10008","0","50116","10006","10009","10005"
"10002","10007","10010","10003","10001","10008","0","50119","10006","10009","10005"
"10002","10007","10010","10003","10001","10008","0","50129","10006","10009","10005"
"10002","10007","10010","10003","10001","10008","10011","50140","10006","10009","10005"
"10003","10008","10011","10005","10002","10009","10012","50151","10007","10010","10006"
"10010","0","0","10011","10009","0","0","50162","10013","0","10012"
"10011","0","0","10012","10010","0","0","50172","10014","0","10013"
"10012","0","0","10013","10011","0","0","50183","10015","0","10014"
"10014","0","0","10015","10013","0","0","50190","10005","0","10007"
"10013","0","0","10014","10012","0","0","50195","10016","0","10015"
"10015","0","0","10016","10014","0","0","50200","10002","0","10003"
"10014","0","0","10015","10013","0","0","50217","10017","0","10016"
"10016","0","0","10017","10015","0","0","50231","10009","0","10010"
"10015","0","0","10016","10014","0","0","50237","10018","0","10017"
"0","0","0","0","10019","0","0","50248","0","0","0"
"0","0","0","0","10011","0","0","50261","0","0","0"
"0","0","0","0","10020","0","0","50267","0","0","0"
"0","0","0","0","10021","0","0","50278","0","0","0"
"0","0","0","0","10006","0","0","50291","0","0","0"
"0","0","0","0","10022","0","0","50298","0","0","0"
"0","0","0","0","10023","0","0","50309","0","0","0"
"0","0","0","0","10024","0","0","50321","0","0","0"
"0","0","0","0","10025","0","0","50331","0","0","0"
"0","0","0","0","10026","0","0","50341","0","0","0"
"0","0","0","0","10027","0","0","50354","0","0","0"
"0","0","0","0","10028","0","0","50365","0","0","0"
"0","0","0","0","10029","0","0","50375","0","0","0"
"0","0","0","0","10030","0","0","50383","0","0","0"
