10368d715d8b78a5cc2fc2ad5af87351e9ba500f0b0aef7a6f30cdf10de1abb3,2a50d724b7770a481609d9fcd7dbeeb524e00973cd40bcda5acbe083138f7ec8,2660f287f03e73bdd8d7bd8a3118e6d33c07176063be8189eb786c2d13a51954,52cecc4e16f28a9d0b431814ddda63c2258fbc1b9639a11308cfa0dacbd3c36e,47acd09370e7c6d1715271bb71a13018161707a6526bb7c0a53af95a3aecb4f8,bebfc8a1386ff8281c669977a9e077ce6cbefb1314cbff0cb56b3cbf5250fd68,da9953f3714413b6fcd3ab57150fac8736bd500eb3f507f151b3477324c0ebb9,8eab2e66c29a8515cd1d0fe317d882cbda54150bd178ec0bde28ada39919393c,2d7792691be0af4975d378843da964072c42f06ff34517881f83538f719b3774,e6f9358ab72ed8c8bf574273d8d8222bcad96296a927346b476f49bbb9c14ad5,9041406145fb66a77908f5a6d6afb469c9859a4b95aeb28b9b2af1d7f10dbaa0,6026a056aeba4749e7c9f291d235ac291dd70e8142dc807baf2eeeaf916e3bf4,204c69717caec1ec93b7be0f3c4a8b974cca89216cc90f3d222db36647c17406,e1952bd9a65d2aaf57770d5c751e0cb677087521b1d72360af3ee1630b500522,5300cce05baa209da812b1e4e113b409ec725e8b55014a656358f480b6d6da44,0de48965efc1f4dd80cd0a24ae4c6ec5fb2381085ae80d607c1612cc10551a4d,69b660a2fc4718c1077a328ceba4114891c60a1aa6c9fa7800bdae7dbb119011,897df830cc157f9c31e87e0bcc41988f1cf5eb1b6c38d1cc25fa0a4a20908bba,705f71ed31dc38223e22764888360fd3438e9e19d6e9221deb4ddd0ac760dd8b,e2b02689d9371546f5b05cdfc2181cf787fb44637f90a78e92a84a16ef1c37c4
"0","0","0","0","10000","0","0","0","0","12","100","0","0","10153","0","94002","0","信頼度を100まで到達させよう","1","1"
"0","0","0","0","25000","0","0","0","0","12","200","0","0","10153","0","94002","0","信頼度を200まで到達させよう","1","2"
"0","0","0","0","50","0","0","0","0","8","500","0","0","10153","0","91002","0","信頼度を500まで到達させよう","1","3"
"0","0","0","0","50000","0","0","0","0","12","800","0","0","10153","0","94002","0","信頼度を800まで到達させよう","1","4"
"0","0","0","0","100","0","0","0","0","8","1000","0","0","10153","0","91002","0","信頼度をMAXにしよう","1","5"
"0","0","0","0","10000","0","0","0","0","12","100","0","0","10153","0","94002","0","信頼度を100まで到達させよう","2","6"
"0","0","0","0","25000","0","0","0","0","12","200","0","0","10153","0","94002","0","信頼度を200まで到達させよう","2","7"
"0","0","0","0","50","0","0","0","0","8","500","0","0","10153","0","91002","0","信頼度を500まで到達させよう","2","8"
"0","0","0","0","50000","0","0","0","0","12","800","0","0","10153","0","94002","0","信頼度を800まで到達させよう","2","9"
"0","0","0","0","100","0","0","0","0","8","1000","0","0","10153","0","91002","0","信頼度をMAXにしよう","2","10"
"0","0","0","0","10000","0","0","0","0","12","100","0","0","10153","0","94002","0","信頼度を100まで到達させよう","3","11"
"0","0","0","0","25000","0","0","0","0","12","200","0","0","10153","0","94002","0","信頼度を200まで到達させよう","3","12"
"0","0","0","0","50","0","0","0","0","8","500","0","0","10153","0","91002","0","信頼度を500まで到達させよう","3","13"
"0","0","0","0","50000","0","0","0","0","12","800","0","0","10153","0","94002","0","信頼度を800まで到達させよう","3","14"
"0","0","0","0","100","0","0","0","0","8","1000","0","0","10153","0","91002","0","信頼度をMAXにしよう","3","15"
"0","0","0","0","15000","0","0","0","0","12","100","0","0","20015","0","94002","0","信頼度を100まで到達させよう","1","1001901"
"0","0","0","0","37500","0","0","0","0","12","200","0","0","20015","0","94002","0","信頼度を200まで到達させよう","1","1001902"
"0","0","0","0","75","0","0","0","0","8","500","0","0","20015","0","91002","0","信頼度を500まで到達させよう","1","1001903"
"0","0","0","0","75000","0","0","0","0","12","800","0","0","20015","0","94002","0","信頼度を800まで到達させよう","1","1001904"
"0","0","0","0","150","0","0","0","0","8","1000","0","0","20015","0","91002","0","信頼度をMAXにしよう","1","1001905"
"0","0","0","0","15000","0","0","0","0","12","100","0","0","20015","0","94002","0","信頼度を100まで到達させよう","2","1001906"
"0","0","0","0","37500","0","0","0","0","12","200","0","0","20015","0","94002","0","信頼度を200まで到達させよう","2","1001907"
"0","0","0","0","75","0","0","0","0","8","500","0","0","20015","0","91002","0","信頼度を500まで到達させよう","2","1001908"
"0","0","0","0","75000","0","0","0","0","12","800","0","0","20015","0","94002","0","信頼度を800まで到達させよう","2","1001909"
"0","0","0","0","150","0","0","0","0","8","1000","0","0","20015","0","91002","0","信頼度をMAXにしよう","2","1001910"
"0","0","0","0","10000","0","0","0","0","12","100","0","0","20017","0","94002","0","信頼度を100まで到達させよう","1","1002301"
"0","0","0","0","25000","0","0","0","0","12","200","0","0","20017","0","94002","0","信頼度を200まで到達させよう","1","1002302"
"0","0","0","0","50","0","0","0","0","8","500","0","0","20017","0","91002","0","信頼度を500まで到達させよう","1","1002303"
"0","0","0","0","50000","0","0","0","0","12","800","0","0","20017","0","94002","0","信頼度を800まで到達させよう","1","1002304"
"0","0","0","0","100","0","0","0","0","8","1000","0","0","20017","0","91002","0","信頼度をMAXにしよう","1","1002305"
"0","0","0","0","10000","0","0","0","0","12","100","0","0","20017","0","94002","0","信頼度を100まで到達させよう","2","1002306"
"0","0","0","0","25000","0","0","0","0","12","200","0","0","20017","0","94002","0","信頼度を200まで到達させよう","2","1002307"
"0","0","0","0","50","0","0","0","0","8","500","0","0","20017","0","91002","0","信頼度を500まで到達させよう","2","1002308"
"0","0","0","0","50000","0","0","0","0","12","800","0","0","20017","0","94002","0","信頼度を800まで到達させよう","2","1002309"
"0","0","0","0","100","0","0","0","0","8","1000","0","0","20017","0","91002","0","信頼度をMAXにしよう","2","1002310"
"0","0","0","0","10000","0","0","0","0","12","100","0","0","20017","0","94002","0","信頼度を100まで到達させよう","3","1002311"
"0","0","0","0","25000","0","0","0","0","12","200","0","0","20017","0","94002","0","信頼度を200まで到達させよう","3","1002312"
"0","0","0","0","50","0","0","0","0","8","500","0","0","20017","0","91002","0","信頼度を500まで到達させよう","3","1002313"
"0","0","0","0","50000","0","0","0","0","12","800","0","0","20017","0","94002","0","信頼度を800まで到達させよう","3","1002314"
"0","0","0","0","100","0","0","0","0","8","1000","0","0","20017","0","91002","0","信頼度をMAXにしよう","3","1002315"
"0","0","0","0","10000","0","0","0","0","12","100","0","0","20018","0","94002","0","信頼度を100まで到達させよう","1","1002501"
"0","0","0","0","25000","0","0","0","0","12","200","0","0","20018","0","94002","0","信頼度を200まで到達させよう","1","1002502"
"0","0","0","0","50","0","0","0","0","8","500","0","0","20018","0","91002","0","信頼度を500まで到達させよう","1","1002503"
"0","0","0","0","50000","0","0","0","0","12","800","0","0","20018","0","94002","0","信頼度を800まで到達させよう","1","1002504"
"0","0","0","0","100","0","0","0","0","8","1000","0","0","20018","0","91002","0","信頼度をMAXにしよう","1","1002505"
"0","0","0","0","10000","0","0","0","0","12","100","0","0","20018","0","94002","0","信頼度を100まで到達させよう","2","1002506"
"0","0","0","0","25000","0","0","0","0","12","200","0","0","20018","0","94002","0","信頼度を200まで到達させよう","2","1002507"
"0","0","0","0","50","0","0","0","0","8","500","0","0","20018","0","91002","0","信頼度を500まで到達させよう","2","1002508"
"0","0","0","0","50000","0","0","0","0","12","800","0","0","20018","0","94002","0","信頼度を800まで到達させよう","2","1002509"
