9012958cf58a107bb2f83b00dbb963abc3f5fa2cb0cba3b7e4f4b11b30d188a9,cfe45d0f04b84d03a10abb1ce640a4d6f1135eeebc55920bb200770fcca3b206,0e0f311d34f1f361f16d93269498c65372f04c9226573a060cf13dfdc5ff4ccc,246b1328f2feeffc99a1506c46d4c9862f210be14571d92511868a7af4976126,42e026a22455ab42e030abeaedb5ebcd19ee66729a2643191d7c1d549eb9d2f6
"0","3001","3","1","803100201"
"0","3001","3","2","803100202"
"0","3001","3","3","803100203"
"0","3002","3","1","803100204"
"0","3002","3","2","803100205"
"0","3002","3","3","803100206"
"0","3003","3","1","803100207"
"0","3003","3","2","803100208"
"0","3003","3","3","803100209"
"0","3004","3","1","803100210"
"0","3004","3","2","803100211"
"0","3004","3","3","803100212"
"0","3005","3","1","803100213"
"0","3005","3","2","803100214"
"0","3005","3","3","803100215"
"0","3006","3","1","803100216"
"0","3006","3","2","803100217"
"0","3006","3","3","803100218"
"0","3007","3","1","803100219"
"0","3007","3","2","803100220"
"0","3007","3","3","803100221"
