18db5b63d540589bc4de5628c0452e236fab9eab921f128c0d00c0239f5b65c3,c36d51669551a004f5ed7a06f013cfeebfa5b87152d8c5f9ab5d3cdae84cb105,00cfd856f445bbf8cac73ba729ee860f3d9dfb5209f6b33db06ac3f745c3f336,ebe3debd956398f3643fadb9fd69ec6904c1c18dad670dcece97b5382b345069,ee6d52cc3aa758c73d6b0351059e22092003e903f5da5b48d19d5adacbfca3cb,9d7d1cb0c86524c3865df96cc074e3abb4860f3692cfbc5540eb1dd1ea75095d,4a57c61b93b9ac24cbdbfd6c3b5ee2a0bdc06f6ef2aea5df86247461391aa563,d8b6f0f49c935f5b80e696fc795337655c7670f603e053bd5c972d7aff93e4bf,045edfde31ad7df0e8725929c30c082d60327df9265129ace67a00af91d7c398,aab904eba385a87a33f8704a3a8036b1591a2bf55e8c9576ab6e951dd8abcefd,3e3767c527e235500070503ebaba5e5790f0e9f2e31c437156b192e8eda9aa9e,7950e75b92c85104b674ada03f3a2d2510d64493dd14ba5c4b8ee5d9b513399b,36566d04fc1ac6d71e646fcd927f1394d2b10af3d1329c6d222fd9eac324a6eb
"100001","0","0","0","攻撃力と攻撃速度を小アップ","攻撃力を15％アップさせ、攻撃速度を10％\nアップさせる。","ヤマト","0","2","0","2210101","10000101","130011"
"100002","0","0","0","最大HPと攻撃速度を小アップ","最大HPを15％アップさせ、攻撃速度を10％\nアップさせる。","ワカナ","0","2","0","2210201","10000201","130111"
"100003","0","0","0","敵の移動速度と攻撃速度を小ダウン","バトル開始から３秒間、敵の移動速度と攻撃\n速度を15%ダウンさせる。","フブキ","0","2","0","2210301","0","130211"
"100004","0","1","0","最大HPを中アップ","最大HPを25％アップさせる。","ペコリーヌ","0","2","0","0","10000401","105811"
"100005","0","2","0","敵の移動速度を中ダウン","バトル開始から３秒間、敵の移動速度を25％\nダウンさせる。","キャル","0","2","0","2210501","0","106011"
"100006","0","3","0","コスト上限を大アップ","コスト上限を50％アップさせる。","コッコロ","0","2","0","0","10000601","105911"
"100007","0","4","0","移動速度を中アップ","移動速度を25％アップさせる。","シェフィ","0","3","0","2210701","0","106411"
"100008","0","5","0","攻撃力と移動速度を小アップ","攻撃力を15％アップさせ、移動速度を10％\nアップさせる。","リリ","0","2","0","2210801","10000801","131311"
"100009","0","6","0","最大HPと移動速度を小アップ","最大HPを15％アップさせ、移動速度を10％\nアップさせる。","クリア","0","2","0","2210901","10000901","131411"
"100010","0","7","0","コスト上限と移動速度を小アップ","コスト上限を25％アップさせ、移動速度を\n10％アップさせる。","プレシア","0","2","0","2211001","10001001","131511"
"100011","0","8","0","攻撃力と攻撃速度を小アップ","攻撃力を10％アップさせ、バトル開始から\n３秒間、攻撃速度を15％アップさせる。","クローチェ","0","2","0","2211101","10001101","126411"
"100012","0","9","0","攻撃力を中アップ","バトル開始から３秒間、攻撃力を25％アップ\nさせる。","ライラエル","0","3","0","2211201","0","126511"
"100013","0","10","0","攻撃速度と攻撃力をアップ","バトル開始から３秒間、攻撃速度を10％アッ\nプさせ、その後、攻撃力を25％アップさせる。","リンド","0","2","0","2211301","0","127711"
"100014","0","11","0","自分の攻撃速度と敵の攻撃力をダウン","バトル開始から３秒間、自分の攻撃速度を\n10％ダウンさせ、その後、敵の攻撃力を25％\nダウンさせる。","ヴルム","0","2","0","2211401","0","127811"
"100015","0","12","0","コスト上限とHPを小アップ","コスト上限を25％アップさせ、HPを15％\nアップさせる。","クルル","10001502","3","0","0","10001501","130911"
"100016","0","13","0","相手の攻撃力と攻撃速度を小ダウン","敵の攻撃力と攻撃速度を10％ダウンさせる。","アネモネ","0","2","0","2211601","0","129611"
"100017","0","14","0","相手の移動速度を大ダウン","バトル開始から1.5秒間、敵の移動速度を\n50％ダウンさせる。","ネフィ＝ネラ","0","3","0","2211701","0","129711"
"101001","0","0","1","敵に斬撃を飛ばして攻撃する","残りHPが50％以下になった時に発動する。\n３秒間斬撃を飛ばして、大ダメージを与える。","ヤマト","0","1","0","3110101","0","130011"
"101002","0","0","1","スパイク・ブラザーズが敵を弾き飛ばす","残りHPが70％以下になった時に発動する。\nスパイク・ブラザーズが出現し、敵に衝突\nすると小ダメージを与え、吹き飛ばす。","ワカナ","0","1","0","3110201","0","130111"
"101003","0","0","1","敵の移動と攻撃を１秒間封じる","バトル開始から３秒後に発動する。\n敵の移動と攻撃を１秒間封じる。","フブキ","0","1","0","2110301","0","130211"
"201010","0","0","1","最大HPをアップ","最大HPを15％アップさせる。","ペコリーヌ","0","2","0","0","20101001","105811"
"201020","0","0","1","敵の移動速度をダウン","バトル開始から３秒間、敵の移動速度を15％\nダウンさせる。","キャル","0","2","0","2220201","0","106011"
"201030","0","0","1","コスト上限をアップ","コスト上限を50％アップさせる。","コッコロ","0","2","0","0","20103001","105911"
"201040","0","0","1","移動速度をアップ","移動速度を15％アップさせる。","シェフィ","0","3","0","2220401","0","106411"
"201050","0","0","1","攻撃力と移動速度をアップ","攻撃力を25％アップさせ、移動速度を10％\nアップさせる。","リリ","0","2","0","2220501","20105001","131311"
"201060","0","0","1","最大HPと移動速度をアップ","最大HPを25％アップさせ、移動速度を10％\nアップさせる。","クリア","0","2","0","2220601","20106001","131411"
"201070","0","0","1","コスト上限と移動速度をアップ","コスト上限を25％アップさせ、移動速度を\n10％アップさせる。","プレシア","0","2","0","2220701","20107001","131511"
"201080","0","0","1","攻撃力と攻撃速度をアップ","攻撃力を25％アップさせ、バトル開始から\n３秒間、攻撃速度を15％アップさせる。","クローチェ","0","2","0","2220801","20108001","126411"
"201090","0","0","1","攻撃力をアップ","バトル開始から３秒間、攻撃力を25％アップ\nさせる。","ライラエル","0","3","0","2220901","0","126511"
"201100","0","0","1","攻撃速度と攻撃力をアップ","バトル開始から３秒間、攻撃速度を10％アッ\nプさせ、その後、攻撃力を15％アップさせる。","リンド","0","2","0","2221001","0","127711"
"201110","0","0","1","自分の攻撃速度と敵の攻撃力をダウン","バトル開始から３秒間、自分の攻撃速度を10\n％ダウンさせ、その後、敵の攻撃力を15％ダ\nウンさせる。","ヴルム","0","2","0","2221101","0","127811"
"201120","0","0","1","コスト上限とHPをアップ","コスト上限を25％アップさせ、HPを50％\nアップさせる。","クルル","20112002","3","0","0","20112001","130911"
"201130","0","0","1","相手の攻撃力と攻撃速度をダウン","敵の攻撃力と攻撃速度を10％ダウンさせる。","アネモネ","0","2","0","2221301","0","129611"
"201140","0","0","1","相手の移動速度をダウン","バトル開始から1.5秒間、敵の移動速度を\n25％ダウンさせる。","ネフィ＝ネラ","0","3","0","2221401","0","129711"
"201150","0","0","1","最大HPをアップ","最大HPを30％アップさせる。","ペコリーヌ","0","2","0","0","20115001","105811"
"201160","0","0","1","敵の移動速度をダウン","バトル開始から３秒間、敵の移動速度を20％\nダウンさせる。","キャル","0","2","0","2221601","0","106011"
"201170","0","0","1","コスト上限をアップ","コスト上限を75％アップさせる。","コッコロ","0","2","0","0","20117001","105911"
"201180","0","0","1","移動速度をアップ","移動速度を20％アップさせる。","シェフィ","0","3","0","2221801","0","106411"
"201190","0","0","1","攻撃力と移動速度をアップ","攻撃力を50％アップさせ、移動速度を15％\nアップさせる。","リリ","0","2","0","2221901","20119001","131311"
"201200","0","0","1","最大HPと移動速度をアップ","最大HPを50％アップさせ、移動速度を15％\nアップさせる。","クリア","0","2","0","2222001","20120001","131411"
"201210","0","0","1","コスト上限と移動速度をアップ","コスト上限を30％アップさせ、移動速度を\n15％アップさせる。","プレシア","0","2","0","2222101","20121001","131511"
"201220","0","0","1","攻撃力と攻撃速度をアップ","攻撃力を50％アップさせ、バトル開始から\n３秒間、攻撃速度を20％アップさせる。","クローチェ","0","2","0","2222201","20122001","126411"
"201230","0","0","1","攻撃力をアップ","バトル開始から３秒間、攻撃力を30％アップ\nさせる。","ライラエル","0","3","0","2222301","0","126511"
"201240","0","0","1","攻撃速度と攻撃力をアップ","バトル開始から３秒間、攻撃速度を15％アッ\nプさせ、その後、攻撃力を20％アップさせる。","リンド","0","2","0","2222401","0","127711"
"201250","0","0","1","自分の攻撃速度と敵の攻撃力をダウン","バトル開始から３秒間、自分の攻撃速度を10\n％ダウンさせ、その後、敵の攻撃力を20％ダ\nウンさせる。","ヴルム","0","2","0","2222501","0","127811"
"201260","0","0","1","コスト上限とHPをアップ","コスト上限を30％アップさせ、HPを50％\nアップさせる。","クルル","20126002","3","0","0","20126001","130911"
"201270","0","0","1","相手の攻撃力と攻撃速度をダウン","敵の攻撃力と攻撃速度を15％ダウンさせる。","アネモネ","0","2","0","2222701","0","129611"
"201280","0","0","1","相手の移動速度をダウン","バトル開始から1.5秒間、敵の移動速度を\n35％ダウンさせる。","ネフィ＝ネラ","0","3","0","2222801","0","129711"
"201290","0","0","1","攻撃力と移動速度をアップ","攻撃力を50％アップさせ、移動速度を20％\nアップさせる。","リリ","0","2","0","2222901","20129001","131311"
"201300","0","0","1","攻撃速度と攻撃力をアップ","バトル開始から３秒間、攻撃速度を20％アッ\nプさせ、その後、攻撃力を50％アップさせる。","リンド","0","2","0","2223001","0","127711"
"201310","0","0","1","最大HPをアップ","最大HPを50％アップさせる。","ペコリーヌ","0","2","0","0","20131001","105811"
"201320","0","0","1","敵の移動速度をダウン","バトル開始から３秒間、敵の移動速度を25％\nダウンさせる。","キャル","0","2","0","2223201","0","106011"
"201330","0","0","1","コスト上限をアップ","コスト上限を100％アップさせる。","コッコロ","0","2","0","0","20133001","105911"
"201340","0","0","1","移動速度をアップ","移動速度を25％アップさせる。","シェフィ","0","3","0","2223401","0","106411"
"201350","0","0","1","攻撃力と移動速度をアップ","攻撃力を50％アップさせ、移動速度を20％\nアップさせる。","リリ","0","2","0","2223501","20135001","131311"
"201360","0","0","1","最大HPと移動速度をアップ","最大HPを50％アップさせ、移動速度を20％\nアップさせる。","クリア","0","2","0","2223601","20136001","131411"
"201370","0","0","1","コスト上限と移動速度をアップ","コスト上限を50％アップさせ、移動速度を\n20％アップさせる。","プレシア","0","2","0","2223701","20137001","131511"
"201380","0","0","1","攻撃力と攻撃速度をアップ","攻撃力を50％アップさせ、バトル開始から\n３秒間、攻撃速度を25％アップさせる。","クローチェ","0","2","0","2223801","20138001","126411"
"201390","0","0","1","攻撃力をアップ","バトル開始から３秒間、攻撃力を35％アップ\nさせる。","ライラエル","0","3","0","2223901","0","126511"
