84b6a8f7ecf003976dcac1dde6683d948b631d6ca37e3b5cccda1e29c5abfb79,8eed6299e5e34203f9763338d277567d9dfc46bb1e6626b2e010bfbefec95388,340e1f8883e9f8d2e5abba97d8ab61eae3ed5f122cf8cf980cb1f429b44d15dc,39493245b0ee1f45010a9fe9eb54c8e2eaab4a52cc68f91baf565d24a5a7e5cc,6f7be219d80c309d47a2b74e391593b9262c5a3c87d7cdacffce47287b160d48,81a97097e422e0494acf3133f7b9db8c1623b24e22788743ef5d6bc699466258,73e84e7f9f2f48222616c0d443c9b95396bd9ab0cd2068be9a62ab0ec333672e,91b3e9e69079c37be4f920b645b8d6b8cdb12317811a8448c668a183c4a278b0,9cbdb049639d47411060ed237cfc37ed96e12c57b0dfce9435df3e80cb0cb6c6,a0bc75f6a495e045ff020edfa5ba85e72b0f6f58988c828399a8797f436e5384,b420e18dd8f6c22499c3f6a8ecc3de9bf25e0fbc9108154fbda4cf159518f638,d68b12ac1aacd0418da66c1df6f2f7266ff129df1fd6684ca7ec8455c3012ad2,95e82877f710bf12190517dff7ec9f87957536ed49981c2431b57f8e294352a0,e20418b7ba2a919b8bc0d31804b0c42165bee69d44439dc7637cc90c89c1dc3c,e5c794dc431e6cc63a3e9f358c51e7173654ab127a35fdbaeeb6c892461465db,7a855b65e3fff9468e049577da7745f60546b6ced2b61ee05727c41c35ba747b,6fe671cf6de9bcad2427d046f6c39866bff374764bb1a278c3d33b04f648563c,28843ca7b1e72b9d897dd3b71e148105e4da70d9b964b402ebf4465fb6e6cf8d,3afbe2aaa03ef2367ae6fa95dd0d43ba05aa8fbd5d70e5b3d97e84e10d29e74e,1c1f100da238baa6b1af281a19d5c370596e0f1aed3463978a880e86932e7abd,91c4bb1416e2bc1faa278d0491fea2a25f6b252cc2526dc547355aaca8d4e969,7f0839d1a5d3b659f20dbb740418e5819618d2312e1b60e237375a2d80de6faa,f04b8eeec9ba03a695e22feaedd73dda29efb67def2cad8c97ef15b96530895b,b364da4925edb9968b580d7d137e3165761115a24af204240c14df971b11be97,7b8b2bf95b894fed8e0776dba66924d8d7a1b491c6ad064986abdd1cfed04645,d2ec6f34c8f906e705f2d651c2faf1600450be47d490ef926af155e8852d665b,131d4cc86009e606e4622350f5eeaf9d72de1d8a855f565129a7679989de9c63,42dd062c0953f60849c90fee9519380b9ba0a91871d702c75320519f3a47ecc7,fb756e79deaf89fecbdfd51cfc7b51d8e856e2b6679a719c2cff884da7a4c196,4bc416a6d3e919d257210e630aeb5d9208af19207d553d4d68e24437136464f4,d8d9b6da73ac1d31e01af22ff756e77a6143c8f56df1dc7c7ed90f2217cb5521,11dc2da882f4a59a5bf6af93fedf07af30342f4c338589f5c977dbfea8f07478,747eb7867c58be5c90dc4e284ed760a9bbc65d91e52b60c103055f578a0cd394,35eb8c60624c4a2069cc748ad6e41b63d87b11abc7b037b968c08ec28001f3cd,dcc6f78314465a2faefc986ecc21e3d395c9fd6396e6303131a233950f579a3c,d7f8e0723efb157c5e96ee60563cc6ff2ac5f2797a04c000859c4d4cb20c742b,50fe0e0a40775799d8e5c4bcf21818c62eaa4c95bd2ebae072b48188b1da62a2,ce3957588316073f109d916aac0faabcfaa36097f85d0ee1e84b5eafb5c1c32b,0e3459a30439a6ec137a6dff20977217d9e6de10a07cb40e9d28bbd67ce6d0b5,1f228f45c8d902a9aa100003f51fe98882fc38a8c718a6a994f220d99c000801,188e3b119a77feea7f20201b3c5c8278605585fe2fd0121725e336a660331669,45f80a0fd09d3e9f4363eca6782dec4d81b0518fee0cb727f1feb29b134efdd4,279d3637d718a4793bd55992f559d111a46ff505bb3cbd377780766e3dec3853,cae3affd45693d9f924ed901494e780e109bff0dc186489b1cf5718293ea8883
"710011","0.03","401010041","1","1001101","0","1","401010021","1.2","0","1001103","1","1","0","0","0","1","0","1001104","1.1","10010103","10010104","401010011","0","0","1","100000","401010031","1","1","10010105","0","0","0","1.1","10010101","0","1001105","1001102","401010051","10010102","1001","0","1"
"710011","0.06","401010041","-1","1001106","0","1","401010021","2","0","1001108","1","2","0","0","0","2","0","1001109","1.7","10010103","10010104","401010011","0","0","2","100000","401010031","1.2","1.2","10010105","0","0","0","1.5","10010101","0","1001110","1001107","401010051","10010102","1001","0","1"
"710021","0.03","401020041","1","1002101","0","1","401020021","1.2","0","1002103","1","3","0","0","0","1","0","1002104","1.1","10020103","10020104","401020011","0","0","1","100000","401020031","1","1","10020105","0","0","0","1.1","10020101","0","1002105","1002102","401020051","10020102","1002","0","1"
"710021","0.06","401020091","-1","1002106","0","1","401020071","2","0","1002108","1","4","0","0","0","2","0","1002109","1.7","10020103","10020104","401020061","0","0","2","100000","401020081","1.2","1.2","10020105","0","0","0","1.5","10020101","0","1002110","1002107","401020101","10020102","1002","0","1"
"710031","0.03","401030041","1","1003101","0","1","401030021","1.2","0","1003103","1","5","0","0","0","1","0","1003104","1.1","10030103","10030104","401030011","0","0","1","100000","401030031","1","1","10030105","0","0","0","1.1","10030101","0","1003105","1003102","401030051","10030102","1003","0","1"
"710031","0.06","401030091","-1","1003106","0","1","401030071","2","0","1003108","1","6","0","0","0","2","0","1003109","1.7","10030103","10030104","401030061","0","0","2","100000","401030081","1.2","1.2","10030105","0","0","0","1.5","10030101","0","1003110","1003107","401030101","10030102","1003","0","1"
"710041","0.03","401040041","1","1004101","0","1","401040021","1.2","0","1004103","1","7","0","0","0","1","0","1004104","1.1","10040103","10040104","401040011","0","0","1","100000","401040031","1","1","10040105","0","0","0","1.1","10040101","0","1004105","1004102","401040051","10040102","1004","0","1"
"710041","0.06","401040091","-1","1004106","0","1","401040071","2","0","1004108","1","8","0","0","0","2","0","1004109","1.7","10040103","10040104","401040061","0","0","2","100000","401040081","1.2","1.2","10040105","0","0","0","1.5","10040101","0","1004110","1004107","401040101","10040102","1004","0","1"
"710051","0.03","401040141","1","1004101","0","1","401040121","1.2","0","1004103","1","9","0","0","0","1","0","1004104","1.1","10050103","10050104","401040111","0","0","1","100000","401040131","1","1","10050105","0","0","0","1.1","10050101","0","1004105","1004102","401040151","10050102","1005","0","1"
"710051","0.06","401040191","-1","1004106","0","1","401040171","2","0","1004108","1","10","0","0","0","2","0","1004109","1.7","10050103","10050104","401040161","0","0","2","100000","401040181","1.2","1.2","10050105","0","0","0","1.5","10050101","0","1004110","1004107","401040201","10050102","1005","0","1"
"710061","0.03","401040241","1","1004101","0","1","401040221","1.5","0","1004103","1","11","0","0","0","1","0","1004104","1.3","10060103","10060104","401040211","0","0","1","100000","401040231","1","1","10060105","0","0","0","1.3","10060101","0","1004105","1004102","401040251","10060102","1006","0","1"
"710061","0.06","401040291","-1","1004106","0","1","401040271","2","0","1004108","1","12","0","0","0","2","0","1004109","1.8","10060103","10060104","401040261","0","0","2","100000","401040281","1.3","1.3","10060105","0","0","0","1.8","10060101","0","1004110","1004107","401040301","10060102","1006","0","1"
"710071","0.03","401040341","1","1004101","0","1","401040321","1.5","0","1004103","1","13","0","0","0","1","0","1004104","1.3","10070103","10070104","401040311","0","0","1","100000","401040331","1","1","10070105","0","0","0","1.3","10070101","0","1004105","1004102","401040351","10070102","1007","0","1"
"710071","0.06","401040391","-1","1004106","0","1","401040371","2","0","1004108","1","14","0","0","0","2","0","1004109","1.8","10070103","10070104","401040361","0","0","2","100000","401040381","1.3","1.3","10070105","0","0","0","1.8","10070101","0","1004110","1004107","401040401","10070102","1007","0","1"
