3ea82eb2ccc443312279454ac32261a9e9625e22e149afe0e0c94e4dfc7ab884,3b065df399ea93f1e501071c64addcf8badaea601604516b172c0b13fd36b379,5278325fc1a90db4bd4f8e402b6359397e4f6c64699becc103d503dc6952041a,28da66132e34024e475708bc43735ed62fdcc18b2ddf21095151ea4171b97e2c,6506cef72b039aefb71ebb9be202334017fb534da73730bad9b721e165d1f0dd,ac4e7a0560666c9469dec82f613d261998c64203ae576fb9122721c3da9a5f7b,ab36797e9379ed5369bbbd9944ff0ab4bc2a8944ec54c6041095aee4ecba2764,8020f3d09a3d9c131392159cfd9cead80e95bfd87a2a080c48d4f031293e991f,3dd6a45e726d7fd258e495f52706570908250b5eed63ece4dfa44767667955c5
"2030/12/31 23:59:59","1","93001","2018/01/01 5:00:00","6","-1","18001001","100","1"
"2030/12/31 23:59:59","1","93001","2018/01/01 5:00:00","6","-1","18001002","100","2"
"2020/11/16 4:59:59","1","0","2018/01/01 5:00:00","5","-1","11001001","30","3"
"2020/11/16 4:59:59","1","94002","2018/01/01 5:00:00","12","-1","11001001","30000","4"
"2020/11/16 4:59:59","1","91002","2018/01/01 5:00:00","8","-1","11001001","10","5"
"2020/11/16 4:59:59","1","0","2018/01/01 5:00:00","5","-1","11003001","40","6"
"2020/11/16 4:59:59","1","20002","2018/01/01 5:00:00","2","-1","11003001","2","7"
"2020/11/16 4:59:59","1","91002","2018/01/01 5:00:00","8","-1","11003001","10","8"
"2020/11/16 4:59:59","1","0","2018/01/01 5:00:00","5","-1","13002001","20","9"
"2020/11/16 4:59:59","1","0","2018/01/01 5:00:00","5","-1","18004001","20","10"
"2020/11/16 4:59:59","1","0","2018/01/01 5:00:00","5","-1","16006001","25","11"
"2020/11/16 4:59:59","1","0","2018/01/01 5:00:00","5","-1","16007001","25","12"
"2020/11/16 4:59:59","1","22001","2018/01/01 5:00:00","2","-1","16007001","3","13"
"2020/11/16 4:59:59","1","0","2018/01/01 5:00:00","5","-1","11004001","30","14"
"2020/11/16 4:59:59","1","20002","2018/01/01 5:00:00","2","-1","11004001","2","15"
"2020/11/16 4:59:59","1","90007","2018/01/01 5:00:00","2","-1","11004001","500","16"
"2020/11/16 4:59:59","1","0","2018/01/01 5:00:00","5","-1","11005001","40","17"
"2020/11/16 4:59:59","1","94002","2018/01/01 5:00:00","12","-1","11005001","30000","18"
"2020/11/16 4:59:59","1","90007","2018/01/01 5:00:00","2","-1","11005001","500","19"
"2030/12/31 23:59:59","1","0","2018/01/01 5:00:00","5","-1","11006001","30","20"
"2030/12/31 23:59:59","1","20003","2018/01/01 5:00:00","2","-1","11006001","2","21"
"2022/12/16 4:59:59","1","0","2018/01/01 5:00:00","5","-1","15004001","30","22"
"2022/12/16 4:59:59","1","90007","2018/01/01 5:00:00","2","-1","15004001","100","23"
"2020/11/16 4:59:59","1","0","2018/01/01 5:00:00","5","-1","14001001","40","24"
"2020/11/16 4:59:59","1","94002","2018/01/01 5:00:00","12","-1","14001001","80000","25"
"2020/11/16 4:59:59","1","20003","2018/01/01 5:00:00","2","-1","14001001","2","26"
"2020/11/16 4:59:59","1","0","2018/01/01 5:00:00","5","-1","14003001","50","27"
"2020/11/16 4:59:59","1","94002","2018/01/01 5:00:00","12","-1","14003001","140000","28"
"2020/11/16 4:59:59","1","22002","2018/01/01 5:00:00","2","-1","14003001","4","29"
"2030/12/31 23:59:59","1","91002","2018/01/01 5:00:00","8","-1","21001001","30","30"
"2030/12/31 23:59:59","1","94002","2018/01/01 5:00:00","12","-1","21001001","2000","31"
"2030/12/31 23:59:59","1","91002","2018/01/01 5:00:00","8","-1","21001002","30","33"
"2030/12/31 23:59:59","1","22001","2018/01/01 5:00:00","2","-1","21001002","2","34"
"2030/12/31 23:59:59","1","91002","2018/01/01 5:00:00","8","-1","21001003","30","36"
"2030/12/31 23:59:59","1","22002","2018/01/01 5:00:00","2","-1","21001003","1","37"
"2030/12/31 23:59:59","1","91002","2018/01/01 5:00:00","8","-1","21001004","30","39"
"2030/12/31 23:59:59","1","22003","2018/01/01 5:00:00","2","-1","21001004","1","40"
"2030/12/31 23:59:59","1","91002","2018/01/01 5:00:00","8","-1","21001005","90","42"
"2030/12/31 23:59:59","1","22003","2018/01/01 5:00:00","2","-1","21001005","2","43"
"2030/12/31 23:59:59","1","91002","2018/01/01 5:00:00","8","-1","21002001","60","45"
"2030/12/31 23:59:59","1","94002","2018/01/01 5:00:00","12","-1","21002001","4000","46"
"2030/12/31 23:59:59","1","91002","2018/01/01 5:00:00","8","-1","21002002","60","48"
"2030/12/31 23:59:59","1","22001","2018/01/01 5:00:00","2","-1","21002002","4","49"
"2030/12/31 23:59:59","1","91002","2018/01/01 5:00:00","8","-1","21002003","60","51"
"2030/12/31 23:59:59","1","22002","2018/01/01 5:00:00","2","-1","21002003","2","52"
"2030/12/31 23:59:59","1","91002","2018/01/01 5:00:00","8","-1","21002004","60","54"
"2030/12/31 23:59:59","1","22003","2018/01/01 5:00:00","2","-1","21002004","2","55"
"2030/12/31 23:59:59","1","91002","2018/01/01 5:00:00","8","-1","21003001","50","57"
"2030/12/31 23:59:59","1","91002","2018/01/01 5:00:00","8","-1","28002001","100","58"
"2030/12/31 23:59:59","1","90007","2018/01/01 5:00:00","2","-1","28002001","1000","59"
"2030/12/31 23:59:59","1","91002","2018/01/01 5:00:00","8","-1","28002002","100","60"
"2030/12/31 23:59:59","1","90007","2018/01/01 5:00:00","2","-1","28002002","1500","61"
"2030/12/31 23:59:59","1","91002","2018/01/01 5:00:00","8","-1","28002003","100","62"
"2030/12/31 23:59:59","1","90007","2018/01/01 5:00:00","2","-1","28002003","1500","63"
"2030/12/31 23:59:59","1","91002","2018/01/01 5:00:00","8","-1","28002004","100","64"
"2030/12/31 23:59:59","1","90007","2018/01/01 5:00:00","2","-1","28002004","1500","65"
"2030/12/31 23:59:59","1","91002","2018/01/01 5:00:00","8","-1","28002005","100","66"
"2030/12/31 23:59:59","1","90007","2018/01/01 5:00:00","2","-1","28002005","1500","67"
"2030/12/31 23:59:59","1","91002","2018/01/01 5:00:00","8","-1","28002006","100","68"
"2030/12/31 23:59:59","1","90007","2018/01/01 5:00:00","2","-1","28002006","1500","69"
