9cd256b0b99395643d55f4f19705b2ded701ca411ec6cbb1598b06cfed6da569,fb7653fef9f04ed1a35f5f3f75af29e1a99adab6dac5dc78315f3b60da02fe38,5f3f4e7bf7212ef5e3e727834ff9842bbd46c79736741b806cc1360c70b40ad2,37d310c16d7bc28eda72f2d1a9e21c904b6cd016e84bb14f53a448ac68eaedd7,67dab64f76479c7bd273291b32426c067f057a034c808b3cb665a15e2d3dce6e,e6df12bdb4b73fb05f0a3c536b3e1753029225b8db2bef9e0f4d4c226e081e14,30553e21e900d9d7000b218f406f0c0dd856e04e6379d87c1be11ef2b1f4c277,fe97e51b22d167491fc5433867ebcf791bdc4f3c57279567678698f2426469d9,5c1bd09663c8029a2790589f36bedbd7451f5f6f71f3dca55627fe06545b032c,04c08c555115964b1ad8f26da7ee9c3bf6ab50ba18d4048a56f5ea0794301639,054853adb2bac518c4164b6c74cc68e7cd8e61c4a5faea2d6498ad4278cd5e18,28617257a486dd1f7726c8f1083672acb8e1a38ef31b42b919a077a5a7e042f8,ac8ece9244be14e3db3113d467e8dab6c39e7ec48882f3aeab7d01412e4180c4,67391ebcc850a56a54f1e636887fcc0ce9e9c0f097810cbe3cb53676ed48a694,8e1d6fde569976a64731d6db9492aeb03134628cf364ec9d1d6f4530c7a5b311,c0bce68fc2975ec65d968026aee92f6d3e7358afb02e4a8367c6e192d77685a3,35390e6664fd238c3e562856b82e6aac8da759a4e280dfee745060227d48f739,a46a77946d9b44a2755388d367c2baec303e9792b0b217ab3280a62cb7e5628c,e2137a3841fafa754567da134cb0dd55e4dd613dd2ec971c153a9a03c6e74a6c,cd136d5ca1d14defbabc7de9dbbba01a405beadc45403947f54f40fd40ec41e1,871c920c94d024bfe764c5cfc6eb92bdfa8fcdccf7586fce8621d4195996d2cd,f953993c3ad1029c63f04bf070a1bc2c063e3c43f8f87fab35ad215b296d8c9b,5c51b64ab0cf24753548641d6ab6744cb1c8ad0e25a49175ea599a50fd2c82aa,fa9cc4fc4b13e64b9e6eb2d87559d7091661c2ab284b44e6b23a364f00631e4e,cfdf7c87ff7005c5b5361e078bbc8ab6058b2a909bd78f0e4b2ff84da055f983,3da15a16945985b1b6b2553092e420fe1600c7f186dcd70b4a9386f00639d0d9,d7100b1b59cf9a7bb97f7e9dc471e8570bf7c7f63da135d0432dbfd09f3784bb,2afb85aee18babd1be0ac044fe143e40e4b061cf6e71c774b6d4191bc52aad60,eeaf20916141b519ccde34e68abf580a1c3485b947d9973ac8230fef6393299d,1a2a461208d28ef49abcc78c6bcca173b7f70f9ed28f471a18a508f79284b11e,0423e7dd037cf2732f0dae2241da07ae4fc2ad63020d1297b6dcba95d8f37677,00868dd6bfd6a5f5efb772f3967fe0049a0b966eceafcd20af669af23427855f,eaeb3078537c84464c76ecef568d585296cb017e63765eaa954155441ccfb240,9be685af93cdab9eafc9bfb5ff701d3026387ce84cf9393f2e3869720eabf147,ff7bd47262985525878be72a51947eb6dea7c4cdd612ed229eeb2fa96347ba7f,fcd134b462269cbee36af32202a0ff8340f58e1d4fc657511bedb9d1df15d143,b091a995abf42c8d6e9826b256b6e1d558a8d360375d7d3ffbf434ce30059c7d,023941a1145dac974a7de30d021d061d687c9d4d6598afa5cd8c4352e1271e22,cd8d520999fa235df114e73b5376fd3df22dc530126c94bf8995c3aa68f37ea2,d8d2a588fcbe9debba6ff93732aa9c2b96f5dea9a04a30cc80aeaba5e8e6cefb
"0","0","1","1","10","0","24","1","1","1","1","200100","1","1","10","0","620010001","0","1","3","30","4","0","1","1","1","1","0","1","329","1","0","0","200000006","1","0","1","1","1","1"
"0","0","2","2","10","0","28","2","2","2","2","200100","2","2","10","0","620010002","0","1","3","30","9","0","1","2","2","2","0","1","338","2","0","0","200000006","2","0","2","2","2","2"
"0","0","3","3","10","0","32","3","3","3","3","200100","3","3","10","0","620010003","0","1","4","30","5","0","1","3","3","3","0","1","347","3","0","0","200000006","3","0","3","3","3","3"
"0","0","4","4","10","0","32","4","4","4","4","200100","4","4","10","0","620010004","0","1","4","30","5","0","1","4","4","4","0","1","347","4","0","0","200000006","4","0","4","4","4","4"
"0","0","5","5","10","0","35","5","5","5","5","200100","5","5","10","0","620010005","0","1","4","30","5","0","1","5","5","5","0","1","349","5","0","0","200000006","5","0","5","5","5","5"
"0","0","6","6","10","0","48","6","6","6","6","200100","6","6","10","0","620010006","0","1","6","30","7","0","1","6","6","6","0","1","367","6","0","0","200000006","6","0","6","6","6","6"
"0","0","7","7","10","0","55","7","7","7","7","200100","7","7","10","0","620010007","0","1","7","30","8","0","1","7","7","7","0","1","413","7","0","0","200000006","7","0","7","7","7","7"
"0","0","8","8","10","0","62","8","8","8","8","200100","8","8","10","0","620010008","0","1","7","30","9","0","1","8","8","8","0","1","459","8","0","0","200000006","8","0","8","8","8","8"
"0","0","9","9","10","0","68","9","9","9","9","200100","9","9","10","0","620010009","0","1","8","30","9","0","1","9","9","9","0","1","505","9","0","0","200000006","9","0","9","9","9","9"
"0","0","10","10","10","0","75","10","10","10","10","200100","10","10","10","0","620010010","0","1","9","30","10","0","1","10","10","10","0","1","551","10","0","0","200000006","10","0","10","10","10","10"
"0","0","11","11","10","0","82","11","11","11","11","200100","11","11","10","0","620010011","0","1","9","30","11","0","1","11","11","11","0","1","598","11","0","0","200000006","11","0","11","11","11","11"
"0","0","12","12","10","0","89","12","12","12","12","200100","12","12","10","0","620010012","0","1","10","30","12","0","1","12","12","12","0","1","644","12","0","0","200000006","12","0","12","12","12","12"
"0","0","13","13","10","0","95","13","13","13","13","200100","13","13","10","0","620010013","0","1","11","30","12","0","1","13","13","13","0","1","690","13","0","0","200000006","13","0","13","13","13","13"
"0","0","14","14","10","0","102","14","14","14","14","200100","14","14","10","0","620010014","0","1","11","30","13","0","1","14","14","14","0","1","736","14","0","0","200000006","14","0","14","14","14","14"
"0","0","15","15","10","0","109","15","15","15","15","200100","15","15","10","0","620010015","0","1","12","30","14","0","1","15","15","15","0","1","782","15","0","0","200000006","15","0","15","15","15","15"
"0","0","16","16","10","0","123","16","16","16","16","200100","16","16","10","0","620010016","0","1","12","30","15","0","1","16","16","16","0","1","851","16","0","0","200000006","16","0","16","16","16","16"
"0","0","17","17","10","0","136","17","17","17","17","200100","17","17","10","0","620010017","0","1","12","30","15","0","1","17","17","17","0","1","919","17","0","0","200000006","17","0","17","17","17","17"
"0","0","18","18","10","0","164","18","18","18","18","200100","18","18","10","0","620010018","0","1","13","30","15","0","1","18","18","18","0","1","1296","18","0","0","200000006","18","0","18","18","18","18"
"0","0","19","19","10","0","177","19","19","19","19","200100","19","19","10","0","620010019","0","1","13","30","15","0","1","19","19","19","0","1","1482","19","0","0","200000006","19","0","19","19","19","19"
"0","0","20","20","10","0","186","20","20","20","20","200100","20","20","10","0","620010020","0","1","13","30","16","0","1","20","20","20","0","1","1563","20","0","0","200000006","20","0","20","20","20","20"
"0","0","21","21","10","0","206","21","21","21","21","200100","21","21","10","0","620010021","0","1","15","30","18","0","1","21","21","21","0","1","1784","21","0","0","200000006","21","0","21","21","21","21"
"0","0","22","22","10","0","225","22","22","22","22","200100","22","22","10","0","620010022","0","1","17","30","20","0","1","22","22","22","0","1","2005","22","0","0","200000006","22","0","22","22","22","22"
"0","0","23","23","10","0","245","23","23","23","23","200100","23","23","10","0","620010023","0","1","18","30","21","0","1","23","23","23","0","1","2225","23","0","0","200000006","23","0","23","23","23","23"
"0","0","24","24","10","0","264","24","24","24","24","200100","24","24","10","0","620010024","0","1","20","30","23","0","1","24","24","24","0","1","2446","24","0","0","200000006","24","0","24","24","24","24"
"0","0","25","25","10","0","267","25","25","25","25","200100","25","25","10","0","620010025","0","1","21","30","24","0","1","25","25","25","0","1","2701","25","0","0","200000006","25","0","25","25","25","25"
"0","0","26","26","10","0","269","26","26","26","26","200100","26","26","10","0","620010026","0","1","21","30","24","0","1","26","26","26","0","1","2956","26","0","0","200000006","26","0","26","26","26","26"
"0","0","27","27","10","0","289","27","27","27","27","200100","27","27","10","0","620010027","0","1","21","30","24","0","1","27","27","27","0","1","3211","27","0","0","200000006","27","0","27","27","27","27"
"0","0","28","28","10","0","309","28","28","28","28","200100","28","28","10","0","620010028","0","1","21","30","25","0","1","28","28","28","0","1","3466","28","0","0","200000006","28","0","28","28","28","28"
"0","0","29","29","10","0","330","29","29","29","29","200100","29","29","10","0","620010029","0","1","22","30","25","0","1","29","29","29","0","1","3721","29","0","0","200000006","29","0","29","29","29","29"
"0","0","30","30","10","0","350","30","30","30","30","200100","30","30","10","0","620010030","0","1","22","30","25","0","1","30","30","30","0","1","3976","30","0","0","200000006","30","0","30","30","30","30"
"0","0","31","31","10","0","370","31","31","31","31","200100","31","31","10","0","620010031","0","1","22","30","26","0","1","31","31","31","0","1","4232","31","0","0","200000006","31","0","31","31","31","31"
"0","0","32","32","10","0","390","32","32","32","32","200100","32","32","10","0","620010032","0","1","22","30","26","0","1","32","32","32","0","1","4487","32","0","0","200000006","32","0","32","32","32","32"
"0","0","33","33","10","0","410","33","33","33","33","200100","33","33","10","0","620010033","0","1","22","30","26","0","1","33","33","33","0","1","4742","33","0","0","200000006","33","0","33","33","33","33"
"0","0","34","34","10","0","431","34","34","34","34","200100","34","34","10","0","620010034","0","1","23","30","26","0","1","34","34","34","0","1","4997","34","0","0","200000006","34","0","34","34","34","34"
"0","0","35","35","10","0","451","35","35","35","35","200100","35","35","10","0","620010035","0","1","23","30","27","0","1","35","35","35","0","1","5252","35","0","0","200000006","35","0","35","35","35","35"
"0","0","36","36","10","0","471","36","36","36","36","200100","36","36","10","0","620010036","0","1","23","30","27","0","1","36","36","36","0","1","5507","36","0","0","200000006","36","0","36","36","36","36"
"0","0","37","37","10","0","516","37","37","37","37","200100","37","37","10","0","620010037","0","1","27","30","31","0","1","37","37","37","0","1","5667","37","0","0","200000006","37","0","37","37","37","37"
"0","0","38","38","10","0","562","38","38","38","38","200100","38","38","10","0","620010038","0","1","31","30","35","0","1","38","38","38","0","1","5826","38","0","0","200000006","38","0","38","38","38","38"
"0","0","39","39","10","0","607","39","39","39","39","200100","39","39","10","0","620010039","0","1","35","30","39","0","1","39","39","39","0","1","5986","39","0","0","200000006","39","0","39","39","39","39"
"0","0","40","40","10","0","712","40","40","40","40","200100","40","40","10","0","620010040","0","1","36","30","40","0","1","40","40","40","0","1","7437","40","0","0","200000006","40","0","40","40","40","40"
"0","0","41","41","10","0","816","41","41","41","41","200100","41","41","10","0","620010041","0","1","36","30","40","0","1","41","41","41","0","1","8888","41","0","0","200000006","41","0","41","41","41","41"
"0","0","42","42","10","0","913","42","42","42","42","200100","42","42","10","0","620010042","0","1","36","30","41","0","1","42","42","42","0","1","9321","42","0","0","200000006","42","0","42","42","42","42"
"0","0","43","43","10","0","1010","43","43","43","43","200100","43","43","10","0","620010043","0","1","36","30","41","0","1","43","43","43","0","1","9754","43","0","0","200000006","43","0","43","43","43","43"
"0","0","44","44","10","0","1079","44","44","44","44","200100","44","44","10","0","620010044","0","1","38","30","45","0","1","44","44","44","0","1","10008","44","0","0","200000006","44","0","44","44","44","44"
"0","0","45","45","10","0","1148","45","45","45","45","200100","45","45","10","0","620010045","0","1","41","30","49","0","1","45","45","45","0","1","10263","45","0","0","200000006","45","0","45","45","45","45"
