9f41bac9d7496d671ca519ef24ae625f3b9dde5bba08997682d78448f9d3c345,335e9be8c0ac6cbc5269b9d9f910ca02125c31c02df39cee935309335be0c944,2f8bdfb4bacc7df64095c9b1a0dc5d998e25afe16109279a322d7a432de6425b,68f0708654ac83e7f3d4aff90cbd8a73766c0fbbaef57859f44ff42eb7c864fc,e9453a3b8bd6228980857f356cae2f3c92cb10c1f6245d4fe7ec5248aa16fd0b,bbc0d6e86d666afd185e574896ef3aee14a1f5bade1a8bbe07ed5862fa0c6916,ffd018667f691f2c7ca0b32f2d8602bf143735126f393e776e56df582428a430,edfcba53d87076040ebf543502d5e6df016adb4cd69385bc7856b6e22f133e62,a08d073f4ce56452abb34dcfeabdc9f393150ca7d60dba9f6e9c583a08e5d3c0,f99f2cda56e915917ae0b9c553032559339470efb046761d56c3d970d395e307,c16d1d5ad0c780448180eee4abc23820d421bce0b020e6456e28460592109127,5a18606d0921e6ba974adc5726467ecddaa508c78b7fb4d49b3e1f8a0aad5eb1,65ff1f6b70f9e6f86dd5554c5de223cc420e91fe418a8c1b25426a79c7669305,1364c67d0a0219367139fad1505f76ff53c52ff750a90098e3ec174f80949136,9120f111ba38c6e3c62a2c13b4babe9117acb94c7452e723af11d9b6f0f519d5
"-363","1","0","2015/12/17 15:00:00","7001","1","0","1","0","106001","キャル","7","2030/12/17 14:59:59","0","たまには\n協力するのもいいんじゃない？\nあたしも手を貸してあげる"
"-363","1","0","2015/12/17 15:00:00","7002","1","0","1","0","105901","コッコロ","7","2030/12/17 14:59:59","0","多くの方と協力して\n戦えるようです\n主さまなら、さぞ\nご活躍なさることでしょう"
"-363","1","0","2015/12/17 15:00:00","7003","1","0","1","0","105801","ペコリーヌ","7","2030/12/17 14:59:59","0","たくさんの人と一緒に\n協力バトルです！\nがんばりましょう☆"
"-363","1","0","2015/12/17 15:00:00","10001","1","0","1","0","105801","ペコリーヌ","10","2030/12/17 14:59:59","0","ジュエルを食べ物…\nいえ、貴重品と交換できます！"
"-363","1","0","2015/12/17 15:00:00","10002","1","0","1","0","106001","キャル","10","2030/12/17 14:59:59","0","ジュエルはよく考えて\n使うことね\n無駄遣い厳禁！"
"-363","1","0","2015/12/17 15:00:00","10003","1","0","1","0","105901","コッコロ","10","2030/12/17 14:59:59","0","主さまのジュエルで\n貴重な品々を購入できます\nですが、無駄遣いは\n『めっ』でございますよ"
"-363","1","2104010","2015/12/17 15:00:00","10004","1","0","2","0","106401","シェフィ","10","2030/12/17 14:59:59","0","ジュエルがあれば\n貴重品と交換できるみたい\n大事に使いましょうね"
"-416.5","1","0","2015/12/17 15:00:00","12001","1","0","1","0","105801","ペコリーヌ","12","2030/12/17 14:59:59","0","特定の条件を達成すると\n報酬がもらえますよ！\nがんばりましょう♪　"
"-363","1","0","2015/12/17 15:00:00","13001","1","0","1","0","106001","キャル","13","2030/12/17 14:59:59","0","思い出が詰まってるって\nいろいろあったけど\n振り返るのもいいんじゃない？"
"-363","1","0","2015/12/17 15:00:00","13002","1","0","1","0","105901","コッコロ","13","2030/12/17 14:59:59","0","主さまとの楽しい日々…\nこちらで何度でも\n思い返しましょう♪"
