af7ec7642d95cd0f40d26adac8b925073b337c38a9ed97466e1bfdfbe2a2ee84,85d7881b83dafc3a21d1f6d2c9139888788b993bf29cc0ce4342af5a57f9991d,88f650db925035b0251f24e295bc847a32e322ffcb031a1d27ab7d1c97365aa2,702b08d87e1f8bc735cbca2615edb622d68500296f8c62c3826cef19094d5452,aae2f290cc65026d7dc2af4057469f3da945fa428c5d2567351e9c997734029f,dba13b4ace0d8ef541a21e87f69f869d6095fd07db29ca63f8e92a40273d9a30,98b6c9ffff0a434ee2fe263e6c812e0d5e71453b0648d2498b9fff20cac841b4,81d5cc09360093091c270eeb1de6f93a2b9967f5f9426fa3c2599cf2ee976d45,01a9c1576097ca7a26ee227030251fa9ff3d0d5b9b93d43ef33ef0d198ae8ddd,208a188e906a88144d7895d192a11f860a3dab577e6c9a13317da51ec4982849,75b2dc16957456f90f330a67d693b6746c7f49c4a32a65de273a819b3c1ee429,d63ea47f875ac02d808791a487dd69fa4f3249ade97ff9cb3b11e4e77f9897be,9ce9fad123997a0f9a8a4c9d49c6322a5c5b9f31f51d4ae607ee4aac8d0cf688,879cd263bf0d7626f767a356fc99362a3ba9e5f335174d24f065b7e78758978c,25465f81d77e6e094769aa4ad4bbefeb0ff439bbc110c9b7dc0f9f7f6590147b
"10","0","10011","90005","0","50","100001","1001","81","8","1","難易度VERY HARDのゴブリングレートを0:30秒以上残してクリアしよう","2","91002","0"
"10","0","10012","90005","0","50","100002","1001","82","8","1","難易度VERY HARDのトライロッカーを0:30秒以上残してクリアしよう","2","91002","0"
"10","0","10013","90005","0","50","100003","1001","83","8","1","難易度VERY HARDのマスター・ウキキーを0:30秒以上残してクリアしよう","2","91002","0"
"10","0","10014","90005","0","50","100004","1001","84","8","1","難易度VERY HARDの歪音の精霊を0:30秒以上残してクリアしよう","2","91002","0"
"10","0","10015","90005","0","50","100005","1001","85","8","1","難易度VERY HARDのラストドラゴンを0:30秒以上残してクリアしよう","2","91002","0"
"1000","0","10016","90008","0","20","100006","1001","85","4","1","難易度VERY HARDのラストドラゴンをパーティ2までにクリアしよう","2","140001","0"
"1000","0","10017","90008","0","20","100007","1001","85","4","1","難易度VERY HARDのラストドラゴンをパーティ1までにクリアしよう","2","140001","0"
"10","0","10021","90005","0","50","100001","1002","81","8","1","難易度VERY HARDのゴブリングレートを0:30秒以上残してクリアしよう","2","91002","0"
"10","0","10022","90005","0","50","100002","1002","82","8","1","難易度VERY HARDのトライロッカーを0:30秒以上残してクリアしよう","2","91002","0"
"10","0","10023","90005","0","50","100003","1002","83","8","1","難易度VERY HARDのマスター・ウキキーを0:30秒以上残してクリアしよう","2","91002","0"
"10","0","10024","90005","0","50","100004","1002","84","8","1","難易度VERY HARDの歪音の精霊を0:30秒以上残してクリアしよう","2","91002","0"
"10","0","10025","90005","0","50","100005","1002","85","8","1","難易度VERY HARDのラストドラゴンを0:30秒以上残してクリアしよう","2","91002","0"
"1000","0","10026","90008","0","20","100006","1002","85","4","1","難易度VERY HARDのラストドラゴンをパーティ2までにクリアしよう","2","140001","0"
"1000","0","10027","90008","0","20","100007","1002","85","4","1","難易度VERY HARDのラストドラゴンをパーティ1までにクリアしよう","2","140001","0"
"1000","0","10028","90008","0","20","100208","1002","85","4","1","風属性か水属性だけを編成して難易度VERY HARDのラストドラゴンをパーティ1までにクリアしよう","2","140001","0"
"10","0","10031","90005","0","50","100001","1003","81","8","1","難易度VERY HARDのゴブリングレートを0:30秒以上残してクリアしよう","2","91002","0"
"10","0","10032","90005","0","50","100002","1003","82","8","1","難易度VERY HARDのトライロッカーを0:30秒以上残してクリアしよう","2","91002","0"
"10","0","10033","90005","0","50","100003","1003","83","8","1","難易度VERY HARDのマスター・ウキキーを0:30秒以上残してクリアしよう","2","91002","0"
"10","0","10034","90005","0","50","100004","1003","84","8","1","難易度VERY HARDの歪音の精霊を0:30秒以上残してクリアしよう","2","91002","0"
"10","0","10035","90005","0","50","100005","1003","85","8","1","難易度VERY HARDのラストドラゴンを0:30秒以上残してクリアしよう","2","91002","0"
"1000","0","10036","90008","0","20","100006","1003","85","4","1","難易度VERY HARDのラストドラゴンをパーティ2までにクリアしよう","2","140001","0"
"1000","0","10037","90008","0","20","100007","1003","85","4","1","難易度VERY HARDのラストドラゴンをパーティ1までにクリアしよう","2","140001","0"
"1000","0","10038","90008","0","20","100308","1003","85","4","1","光属性か闇属性だけを編成して難易度VERY HARDのラストドラゴンをパーティ1までにクリアしよう","2","140001","0"
"10","0","10041","90005","0","50","100001","1004","81","8","1","難易度VERY HARDのタフガイストを0:30秒以上残してクリアしよう","2","91002","0"
"10","0","10042","90005","0","50","100002","1004","82","8","1","難易度VERY HARDのドロゲーターを0:30秒以上残してクリアしよう","2","91002","0"
"10","0","10043","90005","0","50","100003","1004","83","8","1","難易度VERY HARDのサイクロプスを0:30秒以上残してクリアしよう","2","91002","0"
"10","0","10044","90005","0","50","100004","1004","84","8","1","難易度VERY HARDのフラワーシュバリエを0:30秒以上残してクリアしよう","2","91002","0"
"10","0","10045","90005","0","50","100005","1004","85","8","1","難易度VERY HARDのジャバウォックを0:30秒以上残してクリアしよう","2","91002","0"
"0","0","10046","0","0","20","100006","1004","85","4","1","難易度VERY HARDのジャバウォックをパーティ2までにクリアしよう","0","140001","0"
"0","0","10047","0","0","20","100007","1004","85","4","1","難易度VERY HARDのジャバウォックをパーティ1までにクリアしよう","0","140001","0"
"0","0","10048","0","0","20","100408","1004","85","4","1","火属性か水属性だけを編成して難易度VERY HARDのジャバウォックをパーティ1までにクリアしよう","0","140001","0"
"2000000","0","10049","94002","0","1500","100008","1004","121","2","1","難易度EXTREMEのタフガイストをクリアしよう","12","26202","0"
"2000000","0","10050","94002","0","1500","100008","1004","122","2","1","難易度EXTREMEのドロゲーターをクリアしよう","12","26202","0"
"2000000","0","10051","94002","0","1500","100008","1004","123","2","1","難易度EXTREMEのサイクロプスをクリアしよう","12","26202","0"
"2000000","0","10052","94002","0","1500","100008","1004","124","2","1","難易度EXTREMEのフラワーシュバリエをクリアしよう","12","26202","0"
"2000000","0","10053","94002","0","1500","100008","1004","125","2","1","難易度EXTREMEのジャバウォックをクリアしよう","12","26202","0"
"0","0","10521","0","0","50","100001","1005","111","2","1","難易度HARDのタフガイストを0:30秒以上残してクリアしよう","0","25201","0"
"0","0","10522","0","0","50","100002","1005","112","2","1","難易度HARDのドロゲーターを0:30秒以上残してクリアしよう","0","25203","0"
"0","0","10523","0","0","50","100003","1005","113","2","1","難易度HARDのサイクロプスを0:30秒以上残してクリアしよう","0","25205","0"
"0","0","10524","0","0","50","100004","1005","114","2","1","難易度HARDのフラワーシュバリエを0:30秒以上残してクリアしよう","0","25202","0"
"0","0","10525","0","0","25","100005","1005","115","2","1","難易度HARDのジャバウォックを0:30秒以上残してクリアしよう","0","25204","0"
"10","0","10531","90005","0","50","100001","1005","81","8","1","難易度VERY HARDのタフガイストを0:30秒以上残してクリアしよう","2","91002","0"
"10","0","10532","90005","0","50","100002","1005","82","8","1","難易度VERY HARDのドロゲーターを0:30秒以上残してクリアしよう","2","91002","0"
"10","0","10533","90005","0","50","100003","1005","83","8","1","難易度VERY HARDのサイクロプスを0:30秒以上残してクリアしよう","2","91002","0"
"10","0","10534","90005","0","50","100004","1005","84","8","1","難易度VERY HARDのフラワーシュバリエを0:30秒以上残してクリアしよう","2","91002","0"
"10","0","10535","90005","0","50","100005","1005","85","8","1","難易度VERY HARDのジャバウォックを0:30秒以上残してクリアしよう","2","91002","0"
"0","0","10536","0","0","20","100006","1005","85","4","1","難易度VERY HARDのジャバウォックをパーティ2までにクリアしよう","0","140001","0"
"0","0","10537","0","0","20","100007","1005","85","4","1","難易度VERY HARDのジャバウォックをパーティ1までにクリアしよう","0","140001","0"
"0","0","10538","0","0","20","100508","1005","85","4","1","風属性か闇属性だけを編成して難易度VERY HARDのジャバウォックをパーティ1までにクリアしよう","0","140001","0"
"1500","94002","10541","26202","12","1","100008","1005","121","2","1","難易度EXTREMEのタフガイストをクリアしよう","2","25206","2000000"
"1500","94002","10542","26202","12","1","100008","1005","122","2","1","難易度EXTREMEのドロゲーターをクリアしよう","2","25206","2000000"
"1500","94002","10543","26202","12","1","100008","1005","123","2","1","難易度EXTREMEのサイクロプスをクリアしよう","2","25206","2000000"
"1500","94002","10544","26202","12","1","100008","1005","124","2","1","難易度EXTREMEのフラワーシュバリエをクリアしよう","2","25206","2000000"
"1500","94002","10545","26202","12","1","100008","1005","125","2","1","難易度EXTREMEのジャバウォックをクリアしよう","2","25206","2000000"
"0","0","10621","0","0","50","100001","1006","111","2","1","難易度HARDのタフガイストを0:30秒以上残してクリアしよう","0","25201","0"
"0","0","10622","0","0","50","100002","1006","112","2","1","難易度HARDのドロゲーターを0:30秒以上残してクリアしよう","0","25203","0"
"0","0","10623","0","0","50","100003","1006","113","2","1","難易度HARDのサイクロプスを0:30秒以上残してクリアしよう","0","25205","0"
"0","0","10624","0","0","50","100004","1006","114","2","1","難易度HARDのフラワーシュバリエを0:30秒以上残してクリアしよう","0","25202","0"
"0","0","10625","0","0","25","100005","1006","115","2","1","難易度HARDのジャバウォックを0:30秒以上残してクリアしよう","0","25204","0"
"10","0","10631","90005","0","50","100001","1006","81","8","1","難易度VERY HARDのタフガイストを0:30秒以上残してクリアしよう","2","91002","0"
"10","0","10632","90005","0","50","100002","1006","82","8","1","難易度VERY HARDのドロゲーターを0:30秒以上残してクリアしよう","2","91002","0"
"10","0","10633","90005","0","50","100003","1006","83","8","1","難易度VERY HARDのサイクロプスを0:30秒以上残してクリアしよう","2","91002","0"
"10","0","10634","90005","0","50","100004","1006","84","8","1","難易度VERY HARDのフラワーシュバリエを0:30秒以上残してクリアしよう","2","91002","0"
"10","0","10635","90005","0","50","100005","1006","85","8","1","難易度VERY HARDのジャバウォックを0:30秒以上残してクリアしよう","2","91002","0"
"0","0","10636","0","0","20","100006","1006","85","4","1","難易度VERY HARDのジャバウォックをパーティ2までにクリアしよう","0","140001","0"
"0","0","10637","0","0","20","100007","1006","85","4","1","難易度VERY HARDのジャバウォックをパーティ1までにクリアしよう","0","140001","0"
"0","0","10638","0","0","20","100608","1006","85","4","1","火属性か光属性だけを編成して難易度VERY HARDのジャバウォックをパーティ1までにクリアしよう","0","140001","0"
"1500","94002","10641","26202","12","1","100008","1006","121","2","1","難易度EXTREMEのタフガイストをクリアしよう","2","25206","2000000"
"1500","94002","10642","26202","12","1","100008","1006","122","2","1","難易度EXTREMEのドロゲーターをクリアしよう","2","25206","2000000"
"1500","94002","10643","26202","12","1","100008","1006","123","2","1","難易度EXTREMEのサイクロプスをクリアしよう","2","25206","2000000"
"1500","94002","10644","26202","12","1","100008","1006","124","2","1","難易度EXTREMEのフラワーシュバリエをクリアしよう","2","25206","2000000"
"1500","94002","10645","26202","12","1","100008","1006","125","2","1","難易度EXTREMEのジャバウォックをクリアしよう","2","25206","2000000"
"0","0","10721","0","0","50","100001","1007","111","2","1","難易度HARDのゴブリンランサーを0:30秒以上残してクリアしよう","0","25201","0"
"0","0","10722","0","0","50","100002","1007","112","2","1","難易度HARDのライデンを0:30秒以上残してクリアしよう","0","25203","0"
"0","0","10723","0","0","50","100003","1007","113","2","1","難易度HARDのイワノヅチを0:30秒以上残してクリアしよう","0","25205","0"
"0","0","10724","0","0","50","100004","1007","114","2","1","難易度HARDのゴブリンソーサラーを0:30秒以上残してクリアしよう","0","25202","0"
"0","0","10725","0","0","25","100005","1007","115","2","1","難易度HARDのキマイラを0:30秒以上残してクリアしよう","0","25204","0"
"10","0","10731","90005","0","50","100001","1007","81","8","1","難易度VERY HARDのゴブリンランサーを0:30秒以上残してクリアしよう","2","91002","0"
"10","0","10732","90005","0","50","100002","1007","82","8","1","難易度VERY HARDのライデンを0:30秒以上残してクリアしよう","2","91002","0"
"10","0","10733","90005","0","50","100003","1007","83","8","1","難易度VERY HARDのイワノヅチを0:30秒以上残してクリアしよう","2","91002","0"
"10","0","10734","90005","0","50","100004","1007","84","8","1","難易度VERY HARDのゴブリンソーサラーを0:30秒以上残してクリアしよう","2","91002","0"
"10","0","10735","90005","0","50","100005","1007","85","8","1","難易度VERY HARDのキマイラを0:30秒以上残してクリアしよう","2","91002","0"
"0","0","10736","0","0","20","100006","1007","85","4","1","難易度VERY HARDのキマイラをパーティ2までにクリアしよう","0","140001","0"
"0","0","10737","0","0","20","100007","1007","85","4","1","難易度VERY HARDのキマイラをパーティ1までにクリアしよう","0","140001","0"
"0","0","10738","0","0","20","100708","1007","85","4","1","水属性か風属性だけを編成して難易度VERY HARDのキマイラをパーティ1までにクリアしよう","0","140001","0"
"1500","94002","10741","26202","12","1","100008","1007","121","2","1","難易度EXTREMEのゴブリンランサーをクリアしよう","2","25206","2000000"
"1500","94002","10742","26202","12","1","100008","1007","122","2","1","難易度EXTREMEのライデンをクリアしよう","2","25206","2000000"
"1500","94002","10743","26202","12","1","100008","1007","123","2","1","難易度EXTREMEのイワノヅチをクリアしよう","2","25206","2000000"
"1500","94002","10744","26202","12","1","100008","1007","124","2","1","難易度EXTREMEのゴブリンソーサラーをクリアしよう","2","25206","2000000"
"1500","94002","10745","26202","12","1","100008","1007","125","2","1","難易度EXTREMEのキマイラをクリアしよう","2","25206","2000000"
