ed031e8beaf9afc58107f39c3d0f842a1bcfea81e1ec0bc8934a232efa755208,7c36c660686ee86de347f61e874445878100a579964ef69e5254de7112f7730b,e9506f372d5396ae72f98fca4411c9626424d81a0a1ba10b1247f2318b769e66,c47e1094f5b79dcaeab107d6d79706515776efc4d8dee86f04948e77a3d31a8e,b524f6e9e3ba1b2cbca64553afab6d41dfc4dc56a6334dbc977e6b07e801c6ff,4c6dc5ff4e7077dd6415a8dbb32a2346a90be834fd466f3b6961c43c575cd79a,f71748e2d29f0f20668411b25aa84d04cfe6e6be11316dc43868b1b1e54dd656,bd4cc3fe3551c39f50ca065c1d659c443e7ffb2c8554e3586d1170b7acf8a992,a45218262b096a16c6e1bb4f3807ba9f2693d5ec2d6dd162f31da2b8dcb4c8ee,53d5546ffade332e4e0bf9a16d974a20c851ecdd9d88383231131a236a79bf07,cafa4f16e7bdb6e80f22649de868ee17be76fc0a2cd699568c7fb5cdea006297,04412aab42f03bdd2e685012b570fae14009c8861bd3827c7d4e6787701ccecc,813d7b5c1f1dc5de0559a0245f576ab4d018b2ef60d8344f578eabab265b2607
"1","0","0","0","10010001","0","0","0","57","1","0","0","10010484"
"1","0","0","1","10010099","0","0","10010674","59","2","0","0","10010100"
"1","0","0","10001","10010100","0","0","10010099","58","11","0","0","10010101"
"1","0","0","0","10010101","0","0","10010100","57","12","0","0","10010102"
"1","0","0","1","10010102","0","0","10010101","56","2","0","0","10010103"
"1","0","0","2","10010103","0","0","10010102","55","2","0","0","10010104"
"1","0","0","0","10010104","0","0","10010103","54","4","0","0","10010105"
"1","0","0","1","10010105","0","0","10010104","53","3","0","0","10010106"
"1","0","0","0","10010106","0","0","10010105","52","12","0","0","10010107"
"1","0","0","0","10010107","0","0","10010106","51","5","0","0","10010559"
"1","0","0","2","10010110","0","0","10010560","48","2","0","0","10010111"
"1","0","0","0","10010111","0","0","10010110","47","6","0","0","10010561"
"1","0","0","3","10010113","0","0","10010561","45","2","0","0","10010114"
"1","0","0","10001","10010114","0","0","10010113","44","11","0","0","10010562"
"1","0","0","0","10010116","0","0","10010562","42","4","0","0","10010117"
"1","0","0","0","10010117","0","0","10010116","41","6","0","0","10010118"
"1","0","0","3","10010118","0","0","10010117","40","3","0","0","10010563"
"1","0","0","10001","10010119","0","0","10010559","49","11","0","0","10010120"
"1","0","0","0","10010120","0","0","10010119","48","4","0","0","10010121"
"1","0","0","3","10010121","0","0","10010120","47","2","0","0","10010565"
"1","0","0","2","10010123","0","0","10010565","45","2","0","0","10010566"
"1","0","0","10003","10010125","0","0","10010566","43","7","0","0","10010126"
"1","0","0","0","10010126","0","0","10010125","42","4","0","0","10010127"
"1","0","0","10001","10010127","0","0","10010126","41","7","0","0","10010128"
"1","0","0","2","10010128","0","0","10010127","40","2","0","0","10010563"
"1","0","0","10001","10010130","0","0","10010563","38","7","0","0","10010131"
"1","0","0","0","10010131","0","0","10010130","37","6","0","0","10010132"
"1","0","10010702","10001","10010132","0","0","10010131","36","11","0","0","10010701"
"1","0","0","0","10010153","0","0","10010701","34","12","0","0","10010705"
