16d2fe997b3f7fa690a9981baed028ecd68088ff863651b0336d5dda56abb303,fdd5148562b4c26cf648a29531c0be7539c4cca5b7b4c8dfd99cd05a61c19195,9325535e07c6479968c63282beaab190fb81d57fd6020bc580b2f1416c5d41f9,2e686e57ee69174480c7bcbfb5b8251b88cf036f31f7e929157131c6fe53d075,7a19d266f488a1626e611287acc8202577da926240616197035d629d4b5ae53c,c9294342edb52637dcb7d853a04b7d83d0e2812d45c1bb3770ffe3c9ef018925
"6","10011001","4","1","60000001","101011"
"6","10011001","4","1","60000002","101071"
"6","10011001","4","1","60000003","101101"
"7","10011001","4","1","60000004","101131"
"6","10011001","4","1","60000005","101161"
"6","10011001","4","1","60000006","101191"
"7","10011001","4","1","60000007","101251"
"7","10011001","4","1","60000008","101281"
"7","10011001","4","1","60000009","101371"
"7","10011001","4","1","60000010","101401"
"7","10011001","4","1","60000011","101431"
"7","10011001","4","1","60000012","101521"
"7","10011001","4","1","60000013","101551"
"7","10011001","4","1","60000014","101581"
"7","10011001","4","1","60000015","101611"
"2","10011002","4","1","60000016","102011"
"2","10011002","4","1","60000017","102013"
"2","10011002","4","1","60000018","102014"
"2","10011002","4","1","60000019","102041"
"2","10011002","4","1","60000020","102071"
"2","10011002","4","1","60000021","102101"
"2","10011002","4","1","60000022","102131"
"2","10011002","4","1","60000023","102162"
"2","10011002","4","1","60000024","102163"
"2","10011002","4","1","60000025","102191"
"2","10011002","4","1","60000026","102192"
"2","10011002","4","1","60000027","102221"
"2","10011002","4","1","60000028","102222"
"2","10011002","4","1","60000029","102251"
"3","10011002","4","1","60000030","102252"
"3","10011002","4","1","60000031","102281"
"3","10011002","4","1","60000032","102461"
"3","10011002","4","1","60000033","102551"
"3","10011002","4","1","60000034","102552"
"3","10011002","4","1","60000035","102581"
"3","10011002","4","1","60000036","102582"
"3","10011002","4","1","60000037","102611"
"3","10011002","4","1","60000038","102612"
"3","10011002","4","1","60000039","122282"
"3","10011002","4","1","60000040","122311"
"3","10011002","4","1","60000041","122312"
"3","10011002","4","1","60000042","122341"
"3","10011002","4","1","60000043","122342"
"3","10011002","4","1","60000044","122371"
"3","10011002","4","1","60000045","122372"
"3","10011002","4","1","60000046","122401"
"3","10011002","4","1","60000047","122431"
"3","10011002","4","1","60000048","122432"
"3","10011002","4","1","60000049","122491"
"3","10011002","4","1","60000050","122493"
"3","10011002","4","1","60000051","122521"
"3","10011002","4","1","60000052","122613"
"3","10011002","4","1","60000053","122614"
"2","10011003","4","1","60000054","113011"
"2","10011003","4","1","60000055","113012"
"2","10011003","4","1","60000056","113013"
"2","10011003","4","1","60000057","113071"
"2","10011003","4","1","60000058","113101"
"2","10011003","4","1","60000059","113131"
"2","10011003","4","1","60000060","113162"
"2","10011003","4","1","60000061","113191"
"2","10011003","4","1","60000062","113221"
"2","10011003","4","1","60000063","113222"
"2","10011003","4","1","60000064","113252"
"3","10011003","4","1","60000065","113283"
"3","10011003","4","1","60000066","113342"
"3","10011003","4","1","60000067","113372"
"3","10011003","4","1","60000068","113401"
"3","10011003","4","1","60000069","113431"
"3","10011003","4","1","60000070","113521"
"3","10011003","4","1","60000071","113522"
"3","10011003","4","1","60000072","113551"
"3","10011003","4","1","60000073","113552"
"3","10011003","4","1","60000074","113553"
"3","10011003","4","1","60000075","113581"
"3","10011003","4","1","60000076","113611"
"3","10011003","4","1","60000077","113614"
"2","10011003","4","1","60000078","123041"
"2","10011003","4","1","60000079","123042"
"2","10011003","4","1","60000080","123072"
"2","10011003","4","1","60000081","123132"
"2","10011003","4","1","60000082","123161"
"2","10011003","4","1","60000083","123192"
"2","10011003","4","1","60000084","123193"
"2","10011003","4","1","60000085","123251"
"3","10011003","4","1","60000086","123281"
"3","10011003","4","1","60000087","123282"
"3","10011003","4","1","60000088","123311"
"3","10011003","4","1","60000089","123341"
"3","10011003","4","1","60000090","123343"
"3","10011003","4","1","60000091","123371"
"3","10011003","4","1","60000092","123432"
