a21b38053e6a8bb2d99345d0dcbecb0f54b509ca50f97be63be320dee4cd6491,bad0658423ff44e3755f96f99f9bb4377421a02e03d3caf2ba7482eaddfc4227,0deb54ecd8c24dfb34c0d155bd55b65174a5d147e7808f6cb897ad63136848f0,c254c9bc1da8545d88a396c7b5a8f2b02c7805f04dbffb94e1a071826b0765f5,7395292c9cff3b825c669a6ecea2ab33654ebf5d9fcdeb6fd77a34494d800263,4cceb631818aad67a8dfe733a6de8c59ddeaf3deb9e26e3cf286e30c2ff7a077,2c7874143f9bf418c55e7befdbfbb9196462277f39073db1f8d6d6e962a4259d,b399a4761c7e8fdb1fd782a56ba7e4d986df20d8bb7a6f0240be798c828d5436,377bdc89c2672199b3950fe9741c3dce2ebde06dcb4b394d742724c9ab91fdf4,246eb78c6850fb7ffadcd62371431adb47e20045414a52e64aee5afec3541cf5,caeef790b32f8f9651867272aae1f5fbce7f5ff804bb8bceb6b9b2cd03464737,314616c122bcd6b9e447db233f5213ec6da5ae59b75b32b5cfa83cdd36a8a277
"110111","0","201","0","1","0","0","110111","0","4","200","0"
"110121","0","201","0","1","0","0","110121","0","4","200","0"
"110211","0","201","0","1","0","0","110211","0","4","200","0"
"110221","0","201","0","1","0","0","110221","0","4","200","0"
"110311","0","201","0","1","0","0","110311","0","4","200","0"
"110321","0","201","0","1","0","0","110321","0","4","200","0"
"110411","0","201","0","1","0","0","110411","0","4","200","0"
"110421","0","201","0","1","0","0","110421","0","4","200","0"
"110511","0","411","0","1","0","0","110511","0","6","200","0"
"110521","0","421","0","1","0","0","110521","0","6","300","0"
"110711","0","711","0","0","0","0","110711","0","3","0","0"
"110712","0","712","0","0","0","0","110712","0","3","0","0"
"110721","0","721","0","0","0","0","110721","0","4","0","0"
"110722","0","722","0","0","0","0","110722","0","4","0","0"
"110731","0","731","0","0","0","0","1500","0","1","0","0"
"110732","0","732","0","0","0","0","2000","0","1","0","0"
"110811","0","821","0","0","0","0","110811","0","3","0","0"
"110812","0","823","0","0","0","0","110812","0","4","0","0"
"110813","0","822","0","0","0","0","110813","0","3","0","0"
"110821","0","811","0","0","0","0","1000","0","1","0","0"
"110911","0","411","0","1","0","0","110911","0","6","300","0"
"110921","0","421","0","1","0","0","110921","0","6","450","0"
"111011","0","311","0","0","0","0","3000","0","1","0","0"
"111012","0","312","0","0","0","0","1000","0","1","0","0"
"111021","0","321","0","0","0","0","3000","0","1","0","0"
"111022","0","322","0","0","0","0","1000","0","1","0","0"
"111031","0","331","0","0","0","0","3000","0","1","0","0"
"111032","0","332","0","0","0","0","1000","0","1","0","0"
"111111","0","1011","0","0","0","0","2000","0","1","0","0"
"111121","0","1023","0","0","0","0","111121","0","3","0","0"
"111122","0","1022","0","0","0","0","111122","0","3","0","0"
"111123","0","1021","0","0","0","0","111123","0","3","0","0"
"111211","0","1111","0","0","0","0","2000","0","1","0","0"
"111221","0","1121","0","4","0","0","111220","0","4","111221","0"
"111222","0","1122","0","4","0","0","111220","0","4","111222","0"
"111223","0","1123","0","4","0","0","111220","0","4","111223","0"
"111311","0","411","0","1","0","0","111311","0","6","400","0"
"111321","0","421","0","1","0","0","111321","0","6","600","0"
"111711","0","411","0","1","0","0","111711","0","6","500","0"
"111721","0","421","0","1","0","0","111721","0","6","750","0"
"111811","0","411","0","1","0","0","111811","0","6","200","0"
"111821","0","421","0","1","0","0","111821","0","6","300","0"
"111911","0","411","0","1","0","0","111911","0","6","300","0"
"111921","0","421","0","1","0","0","111921","0","6","450","0"
"112011","0","411","0","1","0","0","112011","0","6","400","0"
"112021","0","421","0","1","0","0","112021","0","6","600","0"
"112111","0","411","0","1","0","0","112111","0","6","500","0"
"112121","0","421","0","1","0","0","112121","0","6","750","0"
"112211","0","411","0","1","0","0","112211","0","6","200","0"
"112221","0","421","0","1","0","0","112221","0","6","300","0"
"112311","0","411","0","1","0","0","112311","0","6","300","0"
"112321","0","421","0","1","0","0","112321","0","6","450","0"
"112411","0","411","0","1","0","0","112411","0","6","400","0"
"112421","0","421","0","1","0","0","112421","0","6","600","0"
"112511","0","411","0","1","0","0","112511","0","6","500","0"
"112521","0","421","0","1","0","0","112521","0","6","750","0"
"112611","0","411","0","1","0","0","112611","0","6","200","0"
"112621","0","421","0","1","0","0","112621","0","6","300","0"
"112711","0","411","0","1","0","0","112711","0","6","300","0"
"112721","0","421","0","1","0","0","112721","0","6","450","0"
"112811","0","411","0","1","0","0","112811","0","6","400","0"
"112821","0","421","0","1","0","0","112821","0","6","600","0"
"112911","0","411","0","1","0","0","112911","0","6","500","0"
"112921","0","421","0","1","0","0","112921","0","6","750","0"
"113011","0","411","0","1","0","0","113011","0","6","200","0"
"113021","0","421","0","1","0","0","113021","0","6","300","0"
"113111","0","411","0","1","0","0","113111","0","6","300","0"
"113121","0","421","0","1","0","0","113121","0","6","450","0"
"113211","0","411","0","1","0","0","113211","0","6","400","0"
"113221","0","421","0","1","0","0","113221","0","6","600","0"
"113311","0","411","0","1","0","0","113311","0","6","500","0"
"113321","0","421","0","1","0","0","113321","0","6","750","0"
"113411","0","411","0","1","0","0","113411","0","6","200","0"
"113421","0","421","0","1","0","0","113421","0","6","300","0"
"113511","0","411","0","1","0","0","113511","0","6","300","0"
"113521","0","421","0","1","0","0","113521","0","6","450","0"
"113611","0","411","0","1","0","0","113611","0","6","400","0"
"113621","0","421","0","1","0","0","113621","0","6","600","0"
"113711","0","411","0","1","0","0","113711","0","6","500","0"
"113721","0","421","0","1","0","0","113721","0","6","750","0"
"131411","0","511","0","7","0","0","131411","0","3","131411","0"
"131412","0","513","0","0","0","0","500","0","1","0","0"
"131511","0","911","0","0","0","0","131511","0","7","0","0"
"131512","0","912","0","0","0","0","500","0","1","0","0"
"131611","0","611","0","7","0","0","2000","0","1","131611","0"
"131612","0","612","0","0","0","0","500","0","1","0","0"
"231411","0","512","0","7","0","0","231411","0","3","231411","0"
"231412","0","513","0","0","0","0","500","0","1","0","0"
"231511","0","921","0","0","0","0","231511","0","7","0","0"
"231512","0","922","0","0","0","0","500","0","1","0","0"
"231521","0","0","0","0","0","0","231521","0","4","0","0"
"231611","0","621","0","7","0","0","4000","0","1","231611","0"
