6c6f05390a93727b3e1518c7c938d83f365ac3580defb8908e1003c2314ba42d,f47b27903621bd865ff3b2bce588d129f1821d2cd25563f6021471c33c9080c6,d4a76ecee40115fe750dbbc977174c3a95788012c39406888f2b09e5260cf2ca,34f9066f2e00717fdb6d33fa87b796830152b98dba0a7f788cb75327a535b23f,912f3c6ebe349eb9bc07c486486cb79481f98d9bb6f866197a33e592eb31cbdb,ded2abb959bc6c20b1905ab82871574a08ad99693b64243e2bd279fd9e4d290e,90811b8c894ce39876bc4f3c509eb0ceca6c0716841bb1b605c4f872dc75a8ea,4580bd0bc17f5f7f4967fc4d235082e87aa973b442c7601b903103fd76ff6bfd,7fcd0a65cd16a6c90fd03e5d1f394ae28efb56de0dbea43c2b8e2188649fe080,57d3c43597b6dac003e1a2c08c1ec1c8703f4ca362df1d019a108309cb387493,6cd7ee4e4423f25520b8a1585fe91a1749c2d25a29d34e5a78587e525f75fd1f,4937acb0ef61b38d6fcf85f71ab595b7f3f9a506d1c6896170834f0b4ef4ce98,0f37d09610ea0ca4ed138556ec5efaab5c914485959f8f9448abd60b5656a3dd
"2030/04/19 15:00:00","0","1","10001","0","0","2018/03/31 15:00:00","-6","0","0","20001","2020/03/16 15:00:00","5031"
"2030/04/19 15:00:00","0","1","10002","0","0","2018/04/30 15:00:00","-3","0","0","20002","2020/04/15 15:00:00","8135"
"2030/04/19 15:00:00","0","1","10003","0","0","2018/05/25 16:00:00","-8","0","0","20003","2020/05/15 15:00:00","201"
"2030/04/19 15:00:00","0","1,2","10004","0","0","2018/06/30 12:00:00","-5","0","0","20004","2020/06/19 15:00:00","3394"
"2030/04/19 15:00:00","0","1,4","10005","0","0","2018/07/31 12:00:00","-3","0","0","20005","2020/07/20 15:00:00","3060"
"2030/04/19 15:00:00","0","1","10006","0","0","2018/08/31 12:00:00","-5","0","0","20006","2020/08/19 15:00:00","1412"
"2030/04/19 15:00:00","0","1,5","10007","0","0","2018/09/30 12:00:00","-2","0","0","20007","2020/09/23 15:00:00","3481"
"2030/04/19 15:00:00","0","1","10008","0","0","2018/10/31 12:00:00","-3","0","0","20008","2020/10/19 15:00:00","3490"
"2030/04/19 15:00:00","0","1,6","10009","0","0","2018/11/30 12:00:00","0","0","0","20009","2020/11/24 15:00:00","5402"
"2030/04/19 15:00:00","0","1,7","10010","0","0","2018/12/31 12:00:00","-5","0","0","20010","2020/12/22 15:00:00","2192"
