d04b831abbbeed46ca60f614cca3c7e90fd06837132436e35939803063588f51,212f926137f2e1d5c5c9ab5f297bef74a4f9722e5e31dc2d356b5f94a786c35d,12b3624e7b0397799dff13fe28a6c864904f593237bd7d1d2c32c6a59fd64dba,1a39d161285181ab5e60bf96a91718e3a1750a056ec455e8e273888d4ac790a3,254d154e27e3ca7501bc97395ac0d029320529df685ff0b551b08aed495ee034,e1013b9a6ddbb4ea3cb6703530ebf2a660541c0e9280c5497b75c48fe8a3e2f6,7f1991da6543c2e3ce94ed9770484c3e5c050b4ed34df3748ee62a695f294131,f585363086ddf0538b9af37ea36c564ee7cbeae2ca2d973f76ed17476ddc8a22,99695e3fd92ad50ce76960280aa2f007c2bc226f20914626cad5daacacad1ff7,839b9a029b71070d72c53a57bc144f2b5fa877a35eea801ee7c1599fbba6d2ab,3a6a50d59d91cd8c7f382b1508c28b576b2777a5342573e521a2e66c16ccc115,f8fab9bf9b54d957fcf79504bd5b87ef41548563859cef0d632ad7c346679775
"0","10140","0","10","103","1","0","0","107511","2","浮き輪泳ぎ（黄）","10140101"
"0","10140","0","15","102","1","0","0","107611","2","浮き輪泳ぎ（青）","10140102"
"0","10140","0","10","103","1","0","0","107711","1","浮き輪泳ぎ（黄）","10140103"
"0","10140","0","10","102","1","0","0","108011","2","浮き輪泳ぎ（青）","10140106"
"0","10140","0","10","101","1","0","0","110011","2","浮き輪泳ぎ（ピンク）","10140107"
"0","10140","0","10","101","1","0","0","110111","1","浮き輪泳ぎ（ピンク）","10140108"
"0","10140","0","3","103","1","0","0","110311","1","浮き輪泳ぎ（黄）","10140109"
"0","10140","0","10","102","1","0","0","110411","2","浮き輪泳ぎ（青）","10140110"
"0","10140","0","10","102","1","0","0","110511","2","浮き輪泳ぎ（青）","10140111"
"0","10140","0","50","101","1","0","0","110611","2","浮き輪泳ぎ（ピンク）","10140112"
"0","10140","0","5","102","1","0","0","113111","1","浮き輪泳ぎ（青）","10140113"
"0","10140","0","5","102","1","0","0","113211","1","浮き輪泳ぎ（青）","10140114"
"0","10140","0","5","102","1","0","0","113311","1","浮き輪泳ぎ（青）","10140115"
"0","10140","0","10","102","1","0","0","113411","2","浮き輪泳ぎ（青）","10140116"
"0","10140","0","10","102","1","0","0","113511","2","浮き輪泳ぎ（青）","10140117"
"0","10140","0","10","102","1","0","0","113611","2","浮き輪泳ぎ（青）","10140118"
"0","10140","0","5","102","1","0","0","115711","1","浮き輪泳ぎ（青）","10140119"
"0","10140","0","10","101","1","0","0","117011","2","浮き輪泳ぎ（ピンク）","10140120"
"0","10140","0","10","102","1","0","0","117111","2","浮き輪泳ぎ（青）","10140121"
"0","10140","0","10","102","1","0","0","117211","2","浮き輪泳ぎ（青）","10140122"
"0","10140","0","10","102","1","0","0","117311","2","浮き輪泳ぎ（青）","10140123"
"0","10140","0","10","101","1","0","0","117411","2","浮き輪泳ぎ（ピンク）","10140124"
"0","10140","0","10","103","1","0","0","122411","2","浮き輪泳ぎ（黄）","10140125"
"0","10140","0","5","102","1","0","0","122511","1","浮き輪泳ぎ（青）","10140126"
"0","10140","0","10","101","1","0","0","122611","2","浮き輪泳ぎ（ピンク）","10140127"
"0","10140","0","10","102","1","0","0","122711","1","浮き輪泳ぎ（青）","10140128"
"0","10140","0","10","103","1","0","0","122811","1","浮き輪泳ぎ（黄）","10140129"
"0","10140","0","10","101","1","0","0","122911","1","浮き輪泳ぎ（ピンク）","10140130"
"0","10140","0","5","101","1","0","0","126711","1","浮き輪泳ぎ（ピンク）","10140132"
"0","10140","0","10","103","1","0","0","126811","2","浮き輪泳ぎ（黄）","10140133"
"0","10140","0","30","102","1","0","0","126911","2","浮き輪泳ぎ（青）","10140134"
"0","10140","0","5","101","1","0","0","127011","1","浮き輪泳ぎ（ピンク）","10140135"
"0","10140","0","10","102","1","0","0","127111","2","浮き輪泳ぎ（青）","10140136"
"0","10140","0","10","103","1","0","0","129411","2","浮き輪泳ぎ（黄）","10140138"
"0","10140","0","10","101","1","0","0","129511","2","浮き輪泳ぎ（ピンク）","10140139"
"0","10140","0","10","151","1","0","0","107511","2","バタ足","10140151"
"0","10140","0","10","151","1","0","0","107611","2","バタ足","10140152"
"0","10140","0","10","151","1","0","0","107711","1","バタ足","10140153"
"0","10140","0","10","151","1","0","0","108011","2","バタ足","10140156"
"0","10140","0","10","151","1","0","0","110011","2","バタ足","10140157"
"0","10140","0","3","151","1","0","0","110311","1","バタ足","10140159"
"0","10140","0","10","151","1","0","0","110411","2","バタ足","10140160"
"0","10140","0","10","151","1","0","0","110511","2","バタ足","10140161"
"0","10140","0","5","151","1","0","0","113111","1","バタ足","10140163"
"0","10140","0","5","151","1","0","0","113211","1","バタ足","10140164"
"0","10140","0","5","151","1","0","0","113311","1","バタ足","10140165"
"0","10140","0","10","151","1","0","0","113411","2","バタ足","10140166"
"0","10140","0","10","151","1","0","0","113511","2","バタ足","10140167"
"0","10140","0","10","151","1","0","0","113611","2","バタ足","10140168"
"0","10140","0","5","151","1","0","0","115711","1","バタ足","10140169"
"0","10140","0","10","151","1","0","0","117011","2","バタ足","10140170"
"0","10140","0","10","151","1","0","0","117111","2","バタ足","10140171"
"0","10140","0","10","151","1","0","0","117211","2","バタ足","10140172"
"0","10140","0","10","151","1","0","0","117311","2","バタ足","10140173"
"0","10140","0","10","151","1","0","0","117411","2","バタ足","10140174"
"0","10140","0","10","151","1","0","0","122411","2","バタ足","10140175"
"0","10140","0","5","151","1","0","0","122511","1","バタ足","10140176"
"0","10140","0","10","151","1","0","0","122611","2","バタ足","10140177"
"0","10140","0","10","151","1","0","0","122811","1","バタ足","10140179"
"0","10140","0","10","151","1","0","0","122911","1","バタ足","10140180"
"0","10140","0","5","151","1","0","0","126711","1","バタ足","10140182"
"0","10140","0","10","151","1","0","0","126811","2","バタ足","10140183"
"0","10140","0","5","151","1","0","0","127011","1","バタ足","10140185"
"0","10140","0","10","151","1","0","0","129411","2","バタ足","10140188"
"0","10140","0","10","151","1","0","0","129511","2","バタ足","10140189"
"0","10140","0","10","201","1","0","0","107511","2","平泳ぎ","10140201"
"0","10140","0","10","201","1","0","0","107611","2","平泳ぎ","10140202"
"0","10140","0","10","201","1","0","0","107711","1","平泳ぎ","10140203"
"0","10140","0","20","201","1","0","0","108011","2","平泳ぎ","10140206"
"0","10140","0","10","201","1","0","0","110011","2","平泳ぎ","10140207"
"0","10140","0","3","201","1","0","0","110311","1","平泳ぎ","10140209"
"0","10140","0","10","201","1","0","0","110411","2","平泳ぎ","10140210"
"0","10140","0","10","201","1","0","0","110511","2","平泳ぎ","10140211"
"0","10140","0","5","201","1","0","0","113111","1","平泳ぎ","10140213"
"0","10140","0","5","201","1","0","0","113211","1","平泳ぎ","10140214"
"0","10140","0","10","201","1","0","0","113411","2","平泳ぎ","10140216"
"0","10140","0","10","201","1","0","0","113511","2","平泳ぎ","10140217"
"0","10140","0","10","201","1","0","0","113611","2","平泳ぎ","10140218"
"0","10140","0","5","201","1","0","0","115711","1","平泳ぎ","10140219"
"0","10140","0","10","201","1","0","0","117011","2","平泳ぎ","10140220"
"0","10140","0","10","201","1","0","0","117111","2","平泳ぎ","10140221"
"0","10140","0","10","201","1","0","0","117211","2","平泳ぎ","10140222"
"0","10140","0","10","201","1","0","0","117311","2","平泳ぎ","10140223"
"0","10140","0","10","201","1","0","0","117411","2","平泳ぎ","10140224"
"0","10140","0","10","201","1","0","0","122411","2","平泳ぎ","10140225"
"0","10140","0","5","201","1","0","0","122511","1","平泳ぎ","10140226"
"0","10140","0","10","201","1","0","0","122611","2","平泳ぎ","10140227"
"0","10140","0","5","201","1","0","0","126711","1","平泳ぎ","10140232"
"0","10140","0","10","201","1","0","0","126811","2","平泳ぎ","10140233"
