1b217b35d7956906e25f7a0370c668952603d170b0ea888c4181212adb84d3fd,5a1fa887829bbe3dbf872c1145064e459cfc4d15287c21ee512b5661e63fb879,71ee472156a0cf3d361bbaae4d1a256c4fa666115dc63c0be9de0b8764d97b98,ae0b33441d1031582677c7d0a18ee6dbd7d9cde2cd68308a489a231056bf969c,03e09481f010825996ad8cdb3ac918e9999005cd4d39f6f2963073f3a7b856a6,32c8116b07a7aa68dca5839e9a97242465f083274293f65615b5ee090b10d060,015042988beac167bddd73495c3539f08800bbb0d8b4cd49c10f16982f0dfb9f,13170776738c5505c286c189486f1fa45509cf87ce88f1457b2cd9c542ffcda3
"600060001","610201001","0","0","0","0","600090001","600130001"
"600090001","610201002","0","0","0","0","600300101","600070001"
"600380001","610201003","0","0","600230001","0","600050001","600420001"
"600090103","610201004","0","0","0","0","600300003","600110003"
"600120001","610201005","0","0","0","0","600300003","600390003"
"600290103","610201006","0","0","600340003","0","600380102","600160003"
"600370004","610201007","0","0","0","0","600060004","600440004"
"600330002","610201008","0","0","0","0","600210104","600080004"
"600270004","610201009","0","0","600160004","0","600380103","600420004"
"600380009","610201010","0","0","0","0","600320010","600340010"
"600050009","610201011","0","0","0","0","600300010","600140010"
"600330008","610201012","0","0","600130110","0","600290210","600250010"
"600030011","610201013","0","0","0","0","600280011","600020011"
"600210111","610201014","0","0","0","0","600010011","600280011"
"600040010","610201015","0","0","600210111","0","600030011","600100011"
"600060013","610201016","0","0","0","0","600090013","600130013"
"600090013","610201017","0","0","0","0","600300113","600070013"
"600380012","610201018","0","0","600230013","0","600050012","600420013"
"600090114","610201019","0","0","0","0","600300014","600110014"
"600120012","610201020","0","0","0","0","600300014","600390014"
"600290114","610201021","0","0","600340014","0","600380113","600160014"
"600370016","610201022","0","0","0","0","600060016","600440016"
"600330014","610201023","0","0","0","0","600210116","600080016"
"600270016","610201024","0","0","600160016","0","600380115","600420016"
"600380016","610201025","0","0","0","0","600320017","600340017"
"600050016","610201026","0","0","0","0","600300017","600140017"
"600330015","610201027","0","0","600130117","0","600290217","600250017"
"600030019","610201028","0","0","0","0","600280019","600020019"
"600210119","610201029","0","0","0","0","600010019","600280019"
"600040018","610201030","0","0","600210119","0","600030019","600100019"
"600030020","610201031","0","0","0","0","600290120","600390020"
"600060020","610201032","0","0","0","0","600230018","600300120"
"600130120","610201033","0","0","600020020","0","600040020","600050020"
"600090022","610201034","0","0","0","0","600400022","600110022"
"600070022","610201035","0","0","0","0","600090122","600430022"
"600120022","610201036","0","0","600140022","0","600380122","600420022"
"600090023","610201037","0","0","0","0","600400023","600110023"
"600280022","610201038","0","0","0","0","600270023","600010021"
"600240023","610201039","0","0","600150023","0","600380123","600220023"
"610201101","610201101","0","0","0","0","0","0"
"610201201","610201102","0","0","0","0","0","0"
"610201202","610201103","0","0","0","0","0","0"
"610201203","610201104","0","0","0","0","0","0"
"610201301","610201105","0","0","0","0","0","0"
"610201302","610201106","0","0","0","0","0","0"
"610201303","610201107","0","0","0","0","0","0"
"610201151","610201151","0","0","0","0","0","0"
"610201251","610201152","0","0","610201453","0","610201451","610201452"
"610201252","610201153","0","0","0","0","0","0"
"610201253","610201154","0","0","0","0","0","0"
"610201351","610201155","0","0","610201553","0","610201551","610201552"
"610201352","610201156","0","0","0","0","0","0"
"610201353","610201157","0","0","0","0","0","0"
"610202101","610202101","0","0","0","0","0","0"
"610202201","610202102","610202404","0","610202403","0","610202401","610202402"
"610202202","610202103","0","0","0","0","0","0"
