9c0891bdfdf85619d1e74e31acd451c9d7ceca9fa1dd396bd56287b5825cec85,2b52a4025c5f6dcb61f7b8c949388580d55b131d69b7c6307053ece2e4ec92ce,9be7ab62872cdcac2ba659d4e4021a7d084f953da051ebada53599048908754a,3371534da69c29da36cd93f867d27ec946a648c4685f59d148fc777910278e56,56532e1a8f93d0b8af28f9cc1f9efb6892a3b45b412333aee7ae76eabd7b04fe,66c39a3b200adb94bd063c98c1bb1d42320f71c1cb9dc01eeef59fd5d68e254b,8371d0d9a2caf9c3506632cfc6e4cebfbe2b61378bd4996e2a4be2c83514705e,16bb959f8996540d5249e78bb08a66ee13bdbccefcd3cf229159efe6810aeb7a,8285a47a49ba97ab8c675ff35f7cc8ba2239c88446e4ddbe556f5106616f2368,06702cef171ba9ff92e2961433417942302413a5f11adc07ec01e98d86a421d8,3b754ec5d34be601c9642af172091a338c12da0e8c6aa0d7c36fe9fd7eff4335,507c87527ba8b0ad2eb19b78f4c7905c72c40dfd54d174613eafdfb120741bd2,d5e94f785bcc454045ee42f41b7d45f84921869bd70c734120cb62cef88153f3,12529a65fbb8efc224ffe583b7036eeb09a3509e701252f66cd1b865932b0652,24d334b6a624485a615c46b29e0da63002a88d5619d1ed882da623b78f88d41f
"0","ヒヨリでっす♪\n元気いっぱいがんばるよ♪","ねぇねぇ、騎士クン\n手伝ってあげようよ～","0","お！\nあそこに困ってそうな人発見！","春咲 ひより","0","2","1","1","0","0","1","1.4","1001"
"0","みんなみたいに\nわたしも強くならなきゃ","わ、わたし、\nなに言ってるんだろ\nあはは…","0","大切な人を\n守れるようになりたい…って","草野 優衣","0","2","1","1","0","0","1","1.4","1002"
"0","フェンシングを始めてみては？","少しは磨かれると思いますよ。","0","キミに必要な集中力と感性が","士条 怜","0","2","1","1","0","0","1","1.4","1003"
"0","ねぇ、にいちゃん！","みそぎはねぇ、\nかくれんぼやりたい！","0","今日はなにして遊ぶ？","穂高 みそぎ","0","2","1","1","0","0","1","1.5","1004"
"0","風宮あかりです","私といっしょに…\nいかない？","0","ねぇ…","風宮 あかり","0","2","1","1","0","0","1","1.4","1006"
"0","出雲宮子なのー","食べ物の恨みは怖いのー","0","プリンたべたいのー","出雲 宮子","0","2","1","1","0","0","1","1.5","1007"
"0","ボクは虹村雪。","いいよ。\n見られることは運命さ…","0","キミもボクの美貌に\n吸い寄せられたんだね。","虹村 雪","0","2","1","1","0","0","1","1.4","1008"
"0","フッ…聞いて後悔するがいい！","人呼んで「疾風の冥姫」!!","0","我が真名は\nアンネローゼ・フォン・シュテッヒパルム！","柊杏奈","0","2","1","1","0","0","1","1.4","1009"
"0","マホマホ王国のプリンセス、\nまほ姫どす","ほんまおおきにやわ～♪","0","うさぎさん、\n運命の王子はんに巡りあわせてくれて","姫宮 真歩","0","2","1","1","0","0","1","1.5","1010"
"0","衣之咲璃乃です！","ここで会ったが\n100年目～！","0","生き別れたお兄ちゃんを探して\n三千世界！","衣之咲 璃乃","0","2","1","1","0","0","1","1.4","1011"
"0","私はハツネ、\n結構強いんだよ。\nきらーん☆","…って、お願い！\n誰にも言わないでおいて～！","0","ち、超能力って…\n何のことかな～？","柏崎 初音","0","2","1","1","0","0","1","1.4","1012"
"0","ちょす！\n美波鈴奈だよ～♪","ヒデサイまぢ\nGF（グッドフィーリング）～♪","0","一応カリスマ読モJKやってまっす！","美波 鈴奈","0","2","1","1","0","0","1","1.4","1016"
"0","はいたーい。\n喜屋武香織さー。","でも、沖縄もとってもいいとこさー","0","東京は遊園地みたいなところさー","喜屋武 香織","0","2","1","1","0","0","1","1.4","1017"
"0","支倉伊緒です。","イオちゃんって呼んでね。","0","先生って呼ばれるのは\nくすぐったいから","支倉 伊緒","0","2","1","1","0","0","1","1.4","1018"
"0","ふえ…？\nミミ、むずかしいこと\nよくわかんない…","ミミをおいてかないでぇ～","0","あ！/\お兄ちゃ～ん\nまってよ～","茜 ミミ","0","2","1","1","0","0","1","1.5","1020"
"0","あ…あの…えっと…\n栗…林…くるみ…です……","ふぇぇぇぇぇん……","0","あの……\nふぇ……","栗林 くるみ","0","2","1","1","0","0","1","1.5","1021"
"0","風宮よりです。\nあああああ！","なんてありがとうございます！","0","こんな私に貴重な時間を\n割いていただき、","風宮 より","0","2","1","1","0","0","1","1.4","1022"
"0","私、アヤネ！\nぷうきちと一緒についてってあげるね！","私こっち行きたいー\nね、早く早くー","0","おにいちゃんどこいくの？\nえ？","北条 綾音","0","2","1","1","0","0","1","1.5","1023"
"0","わっ…わっ…私、\n天野すずめといいます！","これて何か違う…\nあああすみません！","0","ふ、不束者ですが\nどうぞ末永く…って、","天野 すずめ","0","2","1","1","0","0","1","1.4","1025"
"0","……クスクス…私は\n…倉石恵理子……","離しませんわ………\n絶対に…!!","0","あなたは…運命の……\n伴侶……","倉石 恵理子","0","2","1","1","0","0","1","1.4","1027"
"0","佐々木咲恋よ。\nねえ、世の中に無駄なことが\n多すぎると思わない？","…そうでしょ？？","0","その無駄を省くことができれば、\nもっと余裕のある暮らしができるっ！","佐々木 咲恋","0","2","1","1","0","0","1","1.4","1028"
"0","桜井望だよ！\nよろしくねっ","あはは、\n私もまだまだだなぁ～","0","ぇっと…\nキミ、私のこと知らないの?!","桜井 望","0","2","1","1","0","0","1","1.4","1029"
"0","デケデケデンっ！","ショーグン、\nワタシと一緒に天下統一デース！","0","初めまして、\n私はニノン・ジュベール申すデス！","ニノン・ジュベール","0","2","1","1","0","0","1","1.4","1030"
"0","上喜しのぶです。\n手元のドクロが父です。","おかしいですね……","0","でもって私の隣にいるのが……\nえ、見えない？","上喜 しのぶ","0","2","1","1","0","0","1","1.4","1031"
"0","目指すはビッグな\nお笑い芸人だっぺ！","そう、\nオラのボケに突っ込める相方が…！","0","けんども\nそれには足りないモンが…","野戸まひる","0","2","1","1","0","0","1","1.5","1033"
"0","あの…私…綾瀬ゆかりです…\nあの…ごめんなさい！","ちょ\nちょっと一杯飲んできます…！","0","ちょっと緊張しちゃって…","綾瀬 ゆかり","0","2","1","1","0","0","1","1.4","1034"
"0","氷川鏡華…です","これ以上お話しすることは…\nないです！","0","知らない人とは話しちゃいけないので","氷川 鏡華","0","2","1","1","0","0","1","1.5","1036"
"0","柏崎…栞です。","私体が弱いから、\n30分に一度休憩しないと\nいけないんです。","0","……あ、アラーム。","柏崎 栞","0","2","1","1","0","0","1","1.4","1038"
"0","ふ、双葉碧です。","野に咲く花が、\n唯一の話相手です。","0","私、一人も友達がいなくて……","双葉 碧","0","2","1","1","0","0","1","1.4","1040"
"0","三角千歌です。","そう思っています。","0","私の歌声で、\n皆さんが幸せになってくれたらいいなって…","三角 千歌","0","2","1","1","0","0","1","1.4","1042"
"0","安芸真琴だ。","う、疑ってすまなかったな…","0","あぁ？\nお前のそいつの仲間か？","安芸 真琴","0","2","1","1","0","0","1","1.4","1043"
"0","わらわこそは夜を総べる者！","わらわの偉大な力に\nひれ伏すがいい！\nはっはっは！","0","生けとし生ける全ての者よ！","イリヤ・オーンスタイン","0","2","1","1","0","0","1","1.4","1044"
"0","そこで騎士は妖精を乱暴に……","ｌク、クウカに何かご用ですか!?","0","ぐふふふふ……はっ！","遠見 空花","0","2","1","1","0","0","1","1.4","1045"
"0","宮坂たまきにゃ♪\n猫はいいにゃよ？","う～ん…\n猫ってホントに最高にゃ～♪","0","自由気ままで♪\n寝て遊んで、食べてケンカして…","宮坂たまき","0","2","1","1","0","0","1","1.4","1046"
"0","大神美冬よ！","…と思ったら\nバイトの時間だ！\nまたあとでね！","0","それでは早速クエストに…","大神 美冬","0","2","1","1","0","0","1","1.4","1048"
"0","星野静流だよ！","お姉ちゃんがぜ～んぶ\nやってあげるからね！","0","クエストもバトルも\n掃除も洗濯も","星野静流","0","2","1","1","0","0","1","1.4","1049"
"0","アタシは玉泉美咲。","学校では誰もが憧れる\nアイドル的な存在ってやつよ♪","0","見ての通りの\nセクシー美少女で","玉泉美咲","0","2","1","1","0","0","1","1.5","1050"
"0","？？？","？？？？","0","？？？？","リマ","0","2","1","1","0","0","1","1.4","1052"
"0","モニカ・ヴァイスヴィントだ。","そ、そこまでいうなら\nもらってやる","0","菓子でつろうなどと\n稚拙な策を……","モニカ・ヴァイスヴィント","0","2","1","1","0","0","1","1.5","1053"
"0","モニカ・ヴァイスヴィントだ。","そ、そこまでいうなら\nもらってやる","0","菓子でつろうなどと\n稚拙な策を……","ペコリーヌ","0","2","1","1","0","0","1","1.5","1058"
"0","モニカ・ヴァイスヴィントだ。","そ、そこまでいうなら\nもらってやる","0","菓子でつろうなどと\n稚拙な策を……","コッコロ","0","2","1","1","0","0","1","1.5","1059"
"0","モニカ・ヴァイスヴィントだ。","そ、そこまでいうなら\nもらってやる","0","菓子でつろうなどと\n稚拙な策を……","キャル","0","2","1","1","0","0","1","1.5","1060"
