cb677d0132a904bb06275007ada2268c04674ce57babe66559dbcb9a84c4b079,8d0f3d717c2a262cc85c9e12113f1c2975427d24af0e75a6254edc1fcb5eefca,97f8b8ac3d116233f0a3e11bf629faea3b043819a190d2099ec49e0a4e9eb0aa,2b4f7e8378d9015361270ee336b753b0565c1ee1ca58e44967085a9233d2a6f4,cbeb03c8c7c8f266eed4be67577552ddac7d1929b844dad5b79cec4df5d6f181,98c637765899c6eab3b2a6b786e7161db3ba38f9c47e3977bc3f3f1a4545ffb1,898344a42b895d2ec579aeecb534580bc3621821fa5ef3c4614704acab923103,d81df949a3d6123f23911205ab6325317cecd5acd6b205cbb3b96b78b9e7a6d6,a62c310e07e46670eac128beb403c2a57c7dd1c383c3a1a34047dc6cf1c88b11,d6024366a0f58d9068effe8331107df236255d3ac330502d3cd108b8e26863b2,90f9dfc9d340624331fe720b2256b7a88aba21b84f1369fd41c28257f6336767
"1","nop_idle_joy1","-150","0","-100","115","1","1.5","111831","101","101001"
"1","nop_idle_normal_joy","-150","1","100","114","1","1.5","120731","101","101002"
"1","nop_idle_arm_crossed","-127","0","-215","111","1","1.5","120831","101","101003"
"1","nop_idle_normal","-127","1","215","110","1","1.5","111931","101","101004"
"1","nop_idle_thinking","-150","0","-330","113","1","1.5","120931","101","101005"
"1","nop_idle_normal","-150","1","330","112","1","1.5","112031","101","101006"
"1","nop_idle_joy1","-150","0","-100","115","1","1.5","108731","102","102001"
"1","nop_idle_joy_normal","-150","1","100","114","1","1.5","108831","102","102002"
"1","nop_idle_normal","-127","0","-215","111","1","1.5","108931","102","102003"
"1","nop_idle_joy1","-135","0","-100","113","1","1.5","102011","103","103001"
"1","nop_idle_normal","-150","0","-215","115","1","1.5","100411","103","103002"
"1","nop_idle_wish","-143","1","100","114","1","1.5","103631","103","103003"
"1","nop_idle_normal","-150","0","-100","115","1","1.5","101231","104","104001"
"1","nop_idle_normal","-150","1","100","114","1","1.5","104011","104","104002"
"1","nop_idle_normal","-127","0","-215","111","1","1.5","101511","104","104003"
"1","nop_idle_normal","-135","0","-100","113","1","1.5","103111","105","105001"
"1","nop_idle_sad","-135","1","100","111","1","1.5","102211","105","105002"
"1","nop_05_miyako_idle_normal","-150","0","-215","115","1","1.5","100711","105","105003"
"1","nop_idle_joy1","-150","1","215","112","1","1.5","100611","105","105004"
"1","nop_skull_idle","-135","1","-25","114","5","1.5","2051","105","105005"
"1","nop_idle_arm_crossed","-150","0","-215","115","1","1.5","104731","106","106001"
"1","nop_idle_arm_crossed","-150","1","215","114","1","1.5","107131","106","106002"
"1","nop_idle_normal","-135","0","-100","111","1","1.5","103731","106","106003"
"1","nop_idle_joy1","-135","1","100","110","1","1.5","100511","106","106004"
"1","nop_idle_normal","-150","0","-100","115","1","1.5","102831","107","107001"
"1","nop_idle_normal","-150","1","100","114","1","1.5","102111","107","107002"
"1","nop_idle_normal","-127","0","-215","111","1","1.5","102511","107","107003"
"1","nop_idle_normal","-127","1","215","110","1","1.5","102311","107","107004"
"1","nop_idle_joy_normal","-150","0","-100","115","1","1.5","101011","108","108001"
"1","nop_idle_arm_crossed","-150","1","100","114","1","1.5","104331","108","108002"
"1","nop_idle_joy1","-127","0","-215","111","1","1.5","101711","108","108003"
"1","nop_idle_normal","-127","1","215","110","1","1.5","101431","108","108004"
"1","nop_idle_joy1","-150","0","-100","115","1","1.5","103311","109","109001"
"1","nop_idle_joy_normal","-127","0","-215","111","1","1.5","105211","109","109002"
"1","nop_idle_sad2","-150","1","100","114","1","1.5","102611","109","109003"
"1","nop_idle_normal","-127","1","215","110","1","1.5","103811","109","109004"
"1","nop_idle_joy1","-150","0","-100","115","1","1.5","103231","110","110001"
"1","nop_10_yukari_02","-127","1","215","110","1","1.5","103411","110","110002"
"1","nop_10_yukari_02","-127","1","215","111","5","1.5","11","110","110003"
"1","nop_idle_doya","-150","1","100","114","1","1.5","104811","110","110004"
"1","nop_idle_joy_normal","-127","0","-215","111","1","1.5","104611","110","110005"
"1","nop_11_anna_idle_arm_crossed","-150","0","-100","115","1","1.5","100911","111","111001"
"1","nop_idle_joy_normal","-150","1","100","114","1","1.5","101311","111","111002"
"1","nop_11_eriko_idle_wish","-127","0","-215","111","1","1.5","102711","111","111003"
"1","nop_idle_normal","-127","1","215","110","1","1.5","105111","111","111004"
"1","nop_idle_joy1","-143","1","100","115","1","1.5","101831","112","112001"
"1","nop_idle_joy_normal","-135","0","-100","110","1","1.5","101611","112","112002"
"1","nop_idle_joy_normal","-150","0","-215","114","1","1.5","105011","112","112003"
"1","nop_idle_normal_joy","-150","1","100","113","1","1.5","105331","113","113001"
"1","nop_13_kuka_idle_memory2","-150","0","-100","114","1","1.5","104511","113","113002"
"1","nop_idle_joy1","-127","0","-215","110","1","1.5","103031","113","113003"
"1","nop_idle_thinking","-150","0","-330","111","1","1.5","100811","113","113004"
"1","nop_idle_sad","-150","1","240","115","1","1.5","105511","113","113005"
"1","nop_idle_normal","-150","1","100","115","1","1.5","106831","114","114001"
"1","nop_idle_normal","-150","0","-100","114","1","1.5","101131","114","114002"
"1","nop_idle_normal","-127","0","-215","110","1","1.5","104931","114","114003"
"1","nop_idle_joy1","-143","1","100","115","1","1.5","102931","115","115001"
"1","nop_idle_wish","-135","0","-100","110","1","1.5","104211","115","115002"
"1","nop_idle_normal","-150","0","-215","114","1","1.5","105411","115","115003"
"1","nop_idle_normal","-150","1","100","115","1","1.5","106731","116","116001"
"1","nop_idle_joy1","-150","0","-100","114","1","1.5","106631","116","116002"
"1","nop_16_kaya_idle_normal2","-127","0","-215","110","1","1.5","106531","116","116003"
"1","nop_rago_idle","-150","1","180","116","5","1.5","2","116","116004"
"1","nop_idle_normal","-150","1","100","115","1","1.5","111031","117","117001"
"1","nop_idle_joy2","-150","0","-100","114","1","1.5","110931","117","117002"
"1","nop_17_chloe_idle_normal2","-127","0","-215","110","1","1.5","110831","117","117003"
"1","NoItem_idle","-150","0","-100","115","5","1.5","1","117","117004"
"1","nop_18_muimi_idle_joy_normal","-150","1","-100","115","1","1.5","114711","118","118001"
"1","nop_18_karin_idle_normal","-150","0","100","114","1","1.5","118511","118","118002"
"1","nop_idle_normal","-127","0","-215","111","1","1.5","115031","118","118003"
"1","nop_idle_joy1","-127","1","215","110","1","1.5","118031","118","118004"
"1","nop_idle_joy1","0","0","-60","100","1","1.2","111831","201","201001"
"1","nop_idle_normal_joy","0","1","60","101","1","1.2","120731","201","201002"
"1","nop_idle_arm_crossed","-5","0","-130","102","1","1.2","120831","201","201003"
"1","nop_idle_normal","-5","1","130","103","1","1.2","111931","201","201004"
"1","nop_idle_thinking","-20","0","-200","104","1","1.2","120931","201","201005"
"1","nop_idle_normal","-20","1","200","105","1","1.2","112031","201","201006"
"1","nop_idle_joy1","0","0","-60","100","1","1.2","108731","202","202001"
"1","nop_idle_joy_normal","0","1","60","101","1","1.2","108831","202","202002"
"1","nop_idle_normal","-5","0","-130","102","1","1.2","108931","202","202003"
"1","nop_idle_joy1","0","0","-60","100","1","1.2","102011","203","203001"
"1","nop_idle_normal","-5","0","-130","101","1","1.2","100411","203","203002"
"1","nop_idle_wish","-5","1","60","102","1","1.2","103631","203","203003"
"1","nop_idle_normal","0","0","-60","100","1","1.2","101231","204","204001"
"1","nop_idle_normal","0","1","60","101","1","1.2","104011","204","204002"
"1","nop_idle_normal","-5","0","-130","102","1","1.2","101511","204","204003"
"1","nop_idle_normal","0","0","-80","100","1","1.2","103111","205","205001"
"1","nop_idle_sad","0","1","60","101","1","1.2","102211","205","205002"
"1","nop_05_miyako_idle_normal","-5","0","-150","104","1","1.2","100711","205","205003"
"1","nop_idle_joy1","-5","1","130","103","1","1.2","100611","205","205004"
"1","nop_skull_idle","0","1","-20","102","5","1.2","2051","205","205005"
"1","nop_idle_arm_crossed","-5","0","-130","102","1","1.2","104731","206","206001"
"1","nop_idle_arm_crossed","-5","1","130","103","1","1.2","107131","206","206002"
"1","nop_idle_normal","0","0","-60","100","1","1.2","103731","206","206003"
"1","nop_idle_joy1","0","1","60","101","1","1.2","100511","206","206004"
"1","nop_idle_normal","0","0","-60","100","1","1.2","102831","207","207001"
"1","nop_idle_normal","0","1","60","101","1","1.2","102111","207","207002"
"1","nop_idle_normal","-5","0","-130","102","1","1.2","102511","207","207003"
"1","nop_idle_normal","-5","1","130","103","1","1.2","102311","207","207004"
"1","nop_idle_joy_normal","0","0","-60","100","1","1.2","101011","208","208001"
"1","nop_idle_arm_crossed","0","1","60","101","1","1.2","104331","208","208002"
"1","nop_idle_joy1","-5","0","-130","102","1","1.2","101711","208","208003"
"1","nop_idle_normal","-5","1","130","103","1","1.2","101431","208","208004"
"1","nop_idle_joy1","0","0","-60","100","1","1.2","103311","209","209001"
"1","nop_idle_joy_normal","-5","0","-130","102","1","1.2","105211","209","209002"
"1","nop_idle_sad2","0","1","60","101","1","1.2","102611","209","209003"
"1","nop_idle_normal","-5","1","130","103","1","1.2","103811","209","209004"
"1","nop_idle_joy1","0","0","-60","100","1","1.2","103231","210","210001"
