a7b4ea8492588c38ea9c3550f67f4fe2910cd4e099830752e1670135b5b4e625,f9af8e3465e4f3335e3dacc78d196939c522f00da5eb42a8b33551b63e04629d,644c6dc4f7597ed1c5dc9a687d64aefebce3ed0b8b2c78947b88268196d4a59e,7fa0c0d1ee737ee2d40ff9c7dea955d30daa32a9b1fc4aaf21a36873dd31600d,3df51f6a20c19138eb5168fdfa0462ba303e88e892f92f6a7ca98599f9d58177,769feaf10a2416a740bfb3e41835f73e988a8ce76cce85bc137769e84c9c9205,aba4ddcaccd4bfa74669bb95f3a7a5d86b2721a66823d3df59366ab4ebd34680,21da92cc2afe1d95606ca2d174614c207759b69429b1851d9bf746ea54c688e5
"0","1005","1005","バトル開始時、味方のＴＰが250アップ","2","0","ＴＰ250アップ","1005"
"0","1006","1006","バトル開始時、味方のＴＰが250アップ","2","0","ＴＰ250アップ","1006"
"0","1007","1007","バトル開始時、味方のＴＰが250アップ","2","0","ＴＰ250アップ","1007"
"0","1008","1008","バトル開始時、味方のＴＰが250アップ","2","0","ＴＰ250アップ","1008"
"36000","100501","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","1","27160000000000","物理攻撃ダウン90秒","100501"
"36000","100502","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","1","26040000000000","物理攻撃ダウン90秒","100502"
"36000","100503","1005","バトル開始から90秒間、敵の物理防御力がダウン","1","25200000000000","物理防御ダウン90秒","100503"
"36000","100504","1005","バトル開始から90秒間、敵の魔法防御力がダウン","1","24360000000000","魔法防御ダウン90秒","100504"
"36000","100505","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","1","23520000000000","物理攻撃ダウン90秒","100505"
"36000","100506","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","1","22400000000000","物理攻撃ダウン90秒","100506"
"36000","100507","1005","バトル開始から90秒間、敵の物理防御力がダウン","1","21560000000000","物理防御ダウン90秒","100507"
"36000","100508","1005","バトル開始から90秒間、敵の魔法防御力がダウン","1","20720000000000","魔法防御ダウン90秒","100508"
"36000","100509","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","1","19600000000000","物理攻撃ダウン90秒","100509"
"36000","100510","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","1","18760000000000","物理攻撃ダウン90秒","100510"
"36000","100511","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","1","17920000000000","物理攻撃ダウン90秒","100511"
"36000","100512","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","1","16800000000000","物理攻撃ダウン90秒","100512"
"36000","100513","1005","バトル開始から90秒間、敵の物理防御力がダウン","1","15960000000000","物理防御ダウン90秒","100513"
"36000","100514","1005","バトル開始から90秒間、敵の魔法防御力がダウン","1","15120000000000","魔法防御ダウン90秒","100514"
"36000","100515","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","1","14280000000000","物理攻撃ダウン90秒","100515"
"36000","100516","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","1","13160000000000","物理攻撃ダウン90秒","100516"
"36000","100517","1005","バトル開始から90秒間、敵の物理防御力がダウン","1","12320000000000","物理防御ダウン90秒","100517"
"36000","100518","1005","バトル開始から90秒間、敵の魔法防御力がダウン","1","11480000000000","魔法防御ダウン90秒","100518"
"36000","100519","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","1","10360000000000","物理攻撃ダウン90秒","100519"
"36000","100520","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","1","9520000000000","物理攻撃ダウン90秒","100520"
"36000","100521","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","1","8680000000000","物理攻撃ダウン90秒","100521"
"36000","100522","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","1","7560000000000","物理攻撃ダウン90秒","100522"
"36000","100523","1005","バトル開始から90秒間、敵の物理防御力がダウン","1","6720000000000","物理防御ダウン90秒","100523"
"36000","100524","1005","バトル開始から90秒間、敵の魔法防御力がダウン","1","5880000000000","魔法防御ダウン90秒","100524"
"36000","100525","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","1","5040000000000","物理攻撃ダウン90秒","100525"
"36000","100526","1005","バトル開始時、味方のＴＰが150アップ","1","3920000000000","ＴＰ150アップ","100526"
"36000","100527","1005","バトル開始から10秒間、味方が無敵状態になる","1","3080000000000","無敵10秒","100527"
"36000","100528","1005","バトル開始から90秒間、敵の物理攻撃力がダウン","1","2240000000000","物理攻撃ダウン90秒","100528"
"36000","100529","1005","バトル開始から90秒間、敵の物理防御力がダウン","1","1120000000000","物理防御ダウン90秒","100529"
"36000","100530","1005","バトル開始から90秒間、敵の魔法防御力がダウン","1","280000000000","魔法防御ダウン90秒","100530"
"36000","100601","1006","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","43650000000000","魔法攻撃アップ90秒","100601"
"36000","100602","1006","バトル開始から90秒間、味方の物理攻撃力がアップ","1","41850000000000","物理攻撃アップ90秒","100602"
"36000","100603","1006","バトル開始から90秒間、敵の物理防御力がダウン","1","40500000000000","物理防御ダウン90秒","100603"
"36000","100604","1006","バトル開始から90秒間、敵の魔法防御力がダウン","1","39150000000000","魔法防御ダウン90秒","100604"
"36000","100605","1006","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","37800000000000","魔法攻撃アップ90秒","100605"
"36000","100606","1006","バトル開始から90秒間、味方の物理攻撃力がアップ","1","36000000000000","物理攻撃アップ90秒","100606"
"36000","100607","1006","バトル開始から90秒間、味方のＨＰが毎秒回復","1","34650000000000","毎秒ＨＰ回復90秒","100607"
"36000","100608","1006","バトル開始から90秒間、味方の物理攻撃力がアップ","1","33300000000000","物理攻撃アップ90秒","100608"
"36000","100609","1006","バトル開始から90秒間、味方の物理攻撃力がアップ","1","31500000000000","物理攻撃アップ90秒","100609"
"36000","100610","1006","バトル開始から90秒間、敵の魔法防御力がダウン","1","30150000000000","魔法防御ダウン90秒","100610"
"36000","100611","1006","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","28800000000000","魔法攻撃アップ90秒","100611"
"36000","100612","1006","バトル開始から90秒間、味方の物理攻撃力がアップ","1","27000000000000","物理攻撃アップ90秒","100612"
"36000","100613","1006","バトル開始から90秒間、敵の物理防御力がダウン","1","25650000000000","物理防御ダウン90秒","100613"
"36000","100614","1006","バトル開始から90秒間、敵の魔法防御力がダウン","1","24300000000000","魔法防御ダウン90秒","100614"
"36000","100615","1006","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","22950000000000","魔法攻撃アップ90秒","100615"
"36000","100616","1006","バトル開始から90秒間、味方の物理攻撃力がアップ","1","21150000000000","物理攻撃アップ90秒","100616"
"36000","100617","1006","バトル開始から90秒間、味方のＨＰが毎秒回復","1","19800000000000","毎秒ＨＰ回復90秒","100617"
"36000","100618","1006","バトル開始から90秒間、味方の物理攻撃力がアップ","1","18450000000000","物理攻撃アップ90秒","100618"
"36000","100619","1006","バトル開始から90秒間、味方の物理攻撃力がアップ","1","16650000000000","物理攻撃アップ90秒","100619"
"36000","100620","1006","バトル開始から90秒間、敵の魔法防御力がダウン","1","15300000000000","魔法防御ダウン90秒","100620"
"36000","100621","1006","バトル開始から90秒間、敵の物理防御力がダウン","1","13950000000000","物理防御ダウン90秒","100621"
"36000","100622","1006","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","12150000000000","魔法攻撃アップ90秒","100622"
"36000","100623","1006","バトル開始から90秒間、味方の物理攻撃力がアップ","1","10800000000000","物理攻撃アップ90秒","100623"
"36000","100624","1006","バトル開始から90秒間、味方のＨＰが毎秒回復","1","9450000000000","毎秒ＨＰ回復90秒","100624"
"36000","100625","1006","バトル開始から90秒間、敵の魔法防御力がダウン","1","8100000000000","魔法防御ダウン90秒","100625"
"36000","100626","1006","バトル開始時、味方のＴＰが150アップ","1","6300000000000","ＴＰ150アップ","100626"
"36000","100627","1006","バトル開始から10秒間、味方が無敵状態になる","1","4950000000000","無敵10秒","100627"
"36000","100628","1006","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","3600000000000","魔法攻撃アップ90秒","100628"
"36000","100629","1006","バトル開始から90秒間、味方の物理攻撃力がアップ","1","1800000000000","物理攻撃アップ90秒","100629"
"36000","100630","1006","バトル開始から90秒間、敵の魔法防御力がダウン","1","450000000000","魔法防御ダウン90秒","100630"
"36000","100701","1007","バトル開始から90秒間、味方のＴＰが毎秒アップ","1","27160000000000","毎秒ＴＰアップ90秒","100701"
"36000","100702","1007","バトル開始時、味方のＴＰが50アップ","1","26040000000000","ＴＰ50アップ","100702"
"36000","100703","1007","バトル開始から10秒間、敵が火傷状態になる","1","25200000000000","火傷ダメージ10秒","100703"
"36000","100704","1007","バトル開始から90秒間、敵の物理防御力がダウン","1","24360000000000","物理防御ダウン90秒","100704"
"36000","100705","1007","バトル開始から90秒間、敵の物理防御力がダウン","1","23520000000000","物理防御ダウン90秒","100705"
"36000","100706","1007","バトル開始から90秒間、味方の物理攻撃力がアップ","1","22400000000000","物理攻撃アップ90秒","100706"
"36000","100707","1007","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","21560000000000","魔法攻撃アップ90秒","100707"
"36000","100708","1007","バトル開始から10秒間、敵が火傷状態になる","1","20720000000000","火傷ダメージ10秒","100708"
"36000","100709","1007","バトル開始から90秒間、敵の物理防御力がダウン","1","19600000000000","物理防御ダウン90秒","100709"
"36000","100710","1007","バトル開始から90秒間、味方の物理攻撃力がアップ","1","18760000000000","物理攻撃アップ90秒","100710"
"36000","100711","1007","バトル開始から90秒間、味方のＴＰが毎秒アップ","1","17920000000000","毎秒ＴＰアップ90秒","100711"
"36000","100712","1007","バトル開始から10秒間、敵が火傷状態になる","1","16800000000000","火傷ダメージ10秒","100712"
"36000","100713","1007","バトル開始から90秒間、敵の物理防御力がダウン","1","15960000000000","物理防御ダウン90秒","100713"
"36000","100714","1007","バトル開始から90秒間、敵の魔法防御力がダウン","1","15120000000000","魔法防御ダウン90秒","100714"
"36000","100715","1007","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","14280000000000","魔法攻撃アップ90秒","100715"
"36000","100716","1007","バトル開始から90秒間、味方の物理攻撃力がアップ","1","13160000000000","物理攻撃アップ90秒","100716"
"36000","100717","1007","バトル開始時、味方のＴＰが100アップ","1","12320000000000","ＴＰ100アップ","100717"
