981da2d8b31053e687fb4bb612788ada6a40ed171ebb82bfb59bd7f61043c298,12643873e364aadd56493626593b576dc96f2b2b74f2e61fc56bfd74b055683b,8a16e68a2edf58a54cb5c94be17300e2680e98170eff46e9af86206fe955ddda,9662930d5746cfeaa14777c938274aa6573b8ac4cf0ff75c5172f79fd545a89b,d4829912298c15e4e1ae103831dd2141f894a2ce8cae989beaa64a96d6dc87be,529c02dd090bfd4c6a4c034120297de7809fea41c67d36b80d880a202cdbff14,aa1b5fc21d08b1b16ca5aa39e751795cb0f864884e087aa520804453868b80c5,2d0ea2be044029514d5e9cb54ff7b50673f3d8395fa1af0890e7761e162f49cb,72387bb72d38493c6e4854deb0a1aeaa19015db731ea266a8c8ff9ac55ed35e6,e057ebc6546508ecdaee0405033b7c7a9b4c7e16d5f604e88583a39ef90a42a1,2f2a3405ab620051d8f8e3165d5a3f9c3e7fef58e5a1714c5edf60080007b8d8,057edb81751df2341e3f1c27fe93529166b0920fe868620222d3139f076f0a60,2786e7092ff701b8a9b539de3e07365747e7f4853566e4c0c1bd9c07461a69be,88c4b22c96e585d8a5293d391d263fffca8df99e1559e1e02c4a44b4720c4029,cf566577960e040ca22491ff8148aad0edaf9993b2497680c98dad9df6a1b31c
"20063115","青空の下で謁見","40","10118","91002","ペコリーヌとの出会い","5118061","フリーマーケット会場","0","1","7","2834","8","2","フリーマーケットを訪れたジータが出会ったのは\n城をこっそり抜け出していたペコリーヌだった。"
"20063115","未来の騎空団\nマスコット？","40","10118","91002","マホとの出会い","5118062","フリーマーケット会場","0","1","7","2835","8","2","ジータたちがフリーマーケットを巡っていると\n露店を出していたマホに声をかけられる。"
"20063115","お嬢さまからの\n緊急依頼","40","10118","91002","アキノとの出会い","5118063","ランドソル市街地","0","1","7","2837","8","2","ジータが騎空団への依頼を確認していると、\n高笑いをしながらアキノが現れる。"
"20063115","黄金色の悩みごと","40","10118","91002","ジュンとの出会い","5118064","フリーマーケット会場","0","1","18","4108402","8","2","ジータたちは、フリーマーケット会場で\n少し困った様子のジュンを見かける。"
"20063115","白熱！　格闘大会！","40","10118","91002","カオリとの出会い","5118065","フリーマーケット会場","0","1","18","4107402","8","2","フリーマーケットの隅で開かれる格闘大会──\nそこにはカオリもいて……？"
"20063115","祭り太鼓はオーエドの華","40","10118","91002","ニノンとの出会い","5118066","オーエド町","1","1","16","9000227","8","2","太鼓祭を控えるオーエド町──\nジータは、困った様子のニノンと出会う。"
"20063115","人気者は遅れて\nやってくる","40","10118","91002","スズナとの出会い","5118067","フリーマーケット会場","0","1","19","2101181","8","3","ビカラはイベントに出演中のスズナを見かける。\nしかし、スズナはどこか困っているようで……？"
"20063115","巫女・ミーツ・魔法少女","40","10118","91002","ナナカとの出会い","5118068","ランドソル市街地","0","1","18","4109402","8","3","ビカラたちが街を散策していると、通りかかった\nナナカが興奮した様子で近づいてきて……？"
"20063115","ネズ耳は二度なくなる","40","10118","91002","キャル＆コッコロとの出会い","5118069","フリーマーケット会場","0","1","18","4305402","8","3","ネズ耳をなくしてしまい絶望するビカラ。同じ頃\nキャルとコッコロは落とし物を拾っており……"
"20063115","この出会いにカンパイ！","40","10118","91002","ユカリとの出会い","5118070","ランドソル市街地","0","1","18","4101402","8","3","街外れでひと休みをしていたビカラたちは、\nすっかりゴキゲンな様子のユカリと出会う。"
"20063115","陰陽アンサンブル","40","10118","91002","アオイとの出会い","5118071","ランドソル市街地","0","1","18","4106402","8","3","ビカラは、人混みに怯えるアオイを心配し、\n陽気に声をかけるも……"
"20063115","運試し十番勝負！","40","10118","91002","シノブとの出会い","5118072","フリーマーケット会場","1","1","7","2836","8","3","ビカラがフリーマーケット会場を歩いていると\n占いをしていたシノブに声をかけられる。"
"20063115","彼女たちの新たな日常","0","10118","0","オープニング","5118600","0","0","0","0","0","0","1","0"
