d8699a77ea7cf1cc61697b0f309e4dfe4a371de63fdfe09a30122616addd82f1,e15638d7b73b4c5fb51f6437cd9a76b3e228ad9f21ef5b5547e782455b64ebbb,2c003209f76970845235b23617bcb44d9d3835789a965facfc4d574ffb8b45cf,d5f526ec8f49f8efd4dee59bde1c28ac15e9990632dade1a3b1e62bf3911ce5d,493459fd42122b5d1ee38f2ff0785a5a34574dadd0686ec9d9c866658d54f34c,c1b1abb59b05bcceeb8282835f87397e4d1a6ffef964845e587a9e46392f8147,ecb736721a0bc75fae9245aa96f69d9ee51fdb9f56f8ca7bceb1399353d9b6ac,c31bceb146d2c33658bae08a0bc5dcad41b83bb3882f27841bc1f766cd38394e,afdced8c8ae5b072798054a470b76f32016ac7dc75c78caef72ffe5d394072e3,61e309662961a264197c8ab3862c1772171e03ceacee49328c02c400a369470f,540a78969db73ab8dcb7a47675ad7344aad85781d58ec27bf2bc3c312b5d8d99,51b69c51eecc74a09005dace2e6f3763066277aaf9367b41e874698e8f54e141,a940b05e8e6419fd82f3007e24a150256e0324cac3e08eb5918b64f355ddcc4c,a4f0fc4dab5b58a669e48c012ebd2cfb1fb6a9e2befacd59ebf810cdbcd60cf3,5db8e6df039f95042a6d5db315ae90ac50e454eae79367fc7cac1920126fe989,5d932eb695e3901b1b3c83009220cf8c496e654e79c1fc8ab79166f1cd2c0223,e652a1f58c3b2da599c232dda4eba6dcd3b753c405549f6e24ae2afb6927558b,93ecdcae2af33801924e157664957b46a99385f7d98037d9e003189ae1ca65df,4a65f48c473aa2bf40f076a56ac6567a0de57ac31b4a49d4ab8619b93286e301,c72475ac4203280aa2ec98e8772b8c18d7e294d7c9b97544b3bbd49ec2899311
"0","0","0","0","803100263","803100201","0","0","803100201","0","0","803100253","0","0","0","0","100","803100251","803100201","803100252"
"0","0","0","0","803100263","803100205","0","0","803100202","0","0","803100253","0","0","0","0","100","803100251","803100202","803100252"
"0","0","0","0","803100263","803100209","0","0","803100203","0","0","803100253","0","0","0","0","100","803100251","803100203","803100252"
"0","0","0","0","803100263","803100213","0","0","803100204","0","0","803100256","0","0","0","0","100","803100254","803100204","803100255"
"0","0","0","0","803100263","803100214","0","0","803100205","0","0","803100256","0","0","0","0","100","803100254","803100205","803100255"
"0","0","0","0","803100263","803100215","0","0","803100206","0","0","803100256","0","0","0","0","100","803100254","803100206","803100255"
"0","0","0","0","803100263","803100216","0","0","803100207","0","0","803100259","0","0","0","0","100","803100257","803100207","803100258"
"0","0","0","0","803100263","803100217","0","0","803100208","0","0","803100259","0","0","0","0","100","803100257","803100208","803100258"
"0","0","0","0","803100263","803100218","0","0","803100209","0","0","803100259","0","0","0","0","100","803100257","803100209","803100258"
"0","0","0","0","803100263","803100219","0","0","803100210","0","0","803100262","0","0","0","0","100","803100260","803100210","803100261"
"0","0","0","0","803100263","803100220","0","0","803100211","0","0","803100262","0","0","0","0","100","803100260","803100211","803100261"
"0","0","0","0","803100263","803100221","0","0","803100212","0","0","803100262","0","0","0","0","100","803100260","803100212","803100261"
"0","0","0","0","803100267","803100222","0","0","803100213","0","0","803100266","0","0","0","0","100","803100264","803100213","803100265"
"0","0","0","0","803100267","803100223","0","0","803100214","0","0","803100266","0","0","0","0","100","803100264","803100214","803100265"
"0","0","0","0","803100267","803100224","0","0","803100215","0","0","803100266","0","0","0","0","100","803100264","803100215","803100265"
"0","0","0","0","803100272","803100225","0","0","803100216","0","0","803100269","0","0","0","0","100","803100226","803100216","803100268"
"0","0","0","0","803100272","803100227","0","0","803100217","0","0","803100269","0","0","0","0","100","803100228","803100217","803100268"
"0","0","0","0","803100272","803100229","0","0","803100218","0","0","803100269","0","0","0","0","100","803100230","803100218","803100268"
"0","0","0","0","803100272","803100231","0","0","803100219","0","0","803100271","0","0","0","0","100","803100232","803100219","803100270"
"0","0","0","0","803100272","803100233","0","0","803100220","0","0","803100271","0","0","0","0","100","803100234","803100220","803100270"
"0","0","0","0","803100272","803100235","0","0","803100221","0","0","803100271","0","0","0","0","100","803100236","803100221","803100270"
"0","0","0","0","0","803100237","0","0","803100222","0","0","0","0","0","0","0","100","0","803100222","0"
"0","0","0","0","0","803100238","0","0","803100223","0","0","0","0","0","0","0","100","0","803100223","0"
"0","0","0","0","0","803100239","0","0","803100224","0","0","0","0","0","0","0","100","0","803100224","0"
