757879997f2c25f1c1e069211fefd2d6dae02dbe37f9c4323efd5e7d29a6b809,7152ea84739a6c23234de79186d6f67854e6c79a65361a5d9e0faf9e83a6bcff,88e995064869d6b1173c31fed06270df9257a072a274a267cbe86bbe2f4fd359,b2fcda77dc78637365cc160bee254d6c044b2944b6c7cabeee172ef6a8b33a85,dd7827ba6f9b75481c3b8d869d4bab26ccb12df3e89b9f4631155ccde5afeaed,458e2bb54845e47842110222140c937f6b315356edd2a056def1805d1e74ba3e,7c259e8c8cb87fbc82fab3e3687e176fc088d3256fbd5671c390022ef53e3e2c,dd1b7182f0698e215f9c6adedc4574e8ee9b24ee5cdf7e37916d5052f62fe2da,692cda177dbb619616dbb2c68e1fd3ab60069d8aca3f466bab5b8040591eddc0,3e325893784d72e35f3155aa37fc802bd51e341f087f2b91d95b3367aefb9435,b547d705a309c1e74c6cb1e594d0392049a6038978b7ef142531ed7c3f664ab7,38877a526573d01ae9ae88eccb7995b007b5d0f9a200540e4c7e246b67887f7b
"5154062","0","1","0","515406201","0","0","4","0","0.8","1","0"
"5154062","0","2","0","515406202","0","0","2","vo_abd_0101","0","0","vo_abd"
"5154062","0","3","2","515406203","1","300","1","0","0","0","0"
"5154062","0","4","0","515406204","0","0","4","0","2.1","1","0"
"5154062","0","5","0","515406205","0","0","2","vo_abd_0102","0","0","vo_abd"
"5154062","0","6","2.05","515406206","2","400","1","0","0","0","0"
"5154062","0","7","0","515406207","0","0","4","0","3.2","1","0"
"5154062","0","8","0","515406208","0","0","2","vo_abd_0103","0","0","vo_abd"
"5154062","0","9","1","515406209","3","60","1","0","0","0","0"
"5154062","0","10","0","515406210","0","0","4","0","1.4","1","0"
"5154062","60","11","2.5","515406211","3","430","1","0","0","0","0"
"5154062","0","12","0","515406212","0","0","4","0","3.3","1","0"
"5154062","0","13","0","515406213","0","0","2","vo_abd_0104","0","0","vo_abd"
"5154062","0","14","0.2","515406214","4","27","1","0","0","0","0"
"5154062","0","15","0","515406215","0","0","4","0","0.5","1","0"
"5154062","27","16","0.2","515406216","4","60","1","0","0","0","0"
"5154062","0","17","0","515406217","0","0","4","0","0.6","1","0"
"5154062","60","18","0.8","515406218","4","145","1","0","0","0","0"
"5154062","0","19","0","515406219","0","0","4","0","1.2","1","0"
"5154062","145","20","1.8","515406220","4","400","1","0","0","0","0"
"5154062","0","21","0","515406221","0","0","4","0","2.2","1","0"
"5154062","0","22","0","515406222","0","0","2","vo_abd_0105","0","0","vo_abd"
"5154062","0","23","0.6","515406223","5","95","1","0","0","0","0"
"5154062","0","24","0","515406224","0","0","4","0","1","1","0"
"5154062","95","25","0.7","515406225","5","195","1","0","0","0","0"
"5154062","0","26","0","515406226","0","0","4","0","1.5","1","0"
"5154062","195","27","0.8","515406227","5","315","1","0","0","0","0"
"5154062","0","28","0","515406228","0","0","4","0","1","1","0"
"5154062","315","29","0.7","515406229","5","415","1","0","0","0","0"
"5154062","0","30","0","515406230","0","0","4","0","2","1","0"
"5154062","0","31","0","515406231","0","0","2","vo_abd_0106","0","0","vo_abd"
"5154062","0","32","1","515406232","6","160","1","0","0","0","0"
"5154062","0","33","0","515406233","0","0","4","0","1.3","1","0"
"5154062","160","34","1","515406234","6","415","1","0","0","0","0"
"5154062","0","35","0","515406235","0","0","4","0","2.3","1","0"
"5154062","0","36","0","515406236","0","0","2","vo_abd_0107","0","0","vo_abd"
"5154062","0","37","0.7","515406237","7","85","1","0","0","0","0"
"5154062","0","38","0","515406238","0","0","4","0","0.8","1","0"
"5154062","85","39","0.8","515406239","7","360","1","0","0","0","0"
"5154062","0","40","0","515406240","0","0","4","0","2","1","0"
"5154062","0","41","0","515406241","0","0","2","vo_abd_0108","0","0","vo_abd"
"5154062","0","42","2.63","515406242","8","415","1","0","0","0","0"
"5154062","0","43","0","515406243","0","0","4","0","2.63","1","0"
"5154062","0","44","0","515406244","0","0","2","vo_abd_0109","0","0","vo_abd"
"5154062","0","45","1","515406245","9","200","1","0","0","0","0"
"5154062","0","46","0","515406246","0","0","4","0","2","1","0"
"5154062","200","47","0.5","515406247","9","245","1","0","0","0","0"
"5154062","0","48","0","515406248","0","0","4","0","1.2","1","0"
"5154062","245","49","1.5","515406249","9","415","1","0","0","0","0"
"5154062","0","50","0","515406250","0","0","4","0","2.5","1","0"
"5154062","0","51","0","515406251","0","0","2","vo_abd_0110","0","0","vo_abd"
"5154062","0","52","0.2","515406252","10","35","1","0","0","0","0"
"5154062","0","53","0","515406253","0","0","4","0","0.6","1","0"
"5154062","35","54","1.3","515406254","10","400","1","0","0","0","0"
"5154062","0","55","0","515406255","0","0","4","0","2.3","1","0"
"5154062","0","56","0","515406256","0","0","2","vo_abd_0111","0","0","vo_abd"
"5154062","0","57","0.3","515406257","11","60","1","0","0","0","0"
"5154062","0","58","0","515406258","0","0","4","0","1.2","1","0"
"5154062","60","59","1","515406259","11","315","1","0","0","0","0"
"5154063","0","1","0","515406301","0","0","4","0","0.8","1","0"
"5154063","0","2","0","515406302","0","0","2","vo_abd_0201","0","0","vo_abd"
"5154063","0","3","1.5","515406303","1","350","1","0","0","0","0"
"5154063","0","4","0","515406304","0","0","4","0","2.25","1","0"
"5154063","0","5","0","515406305","0","0","2","vo_abd_0202","0","0","vo_abd"
"5154063","0","6","1.8","515406306","2","350","1","0","0","0","0"
"5154063","0","7","0","515406307","0","0","4","0","3","1","0"
"5154063","0","8","0","515406308","0","0","2","vo_abd_0203","0","0","vo_abd"
"5154063","0","9","1.5","515406309","3","315","1","0","0","0","0"
"5154063","0","10","0","515406310","0","0","4","0","1.8","1","0"
"5154063","0","11","0","515406311","0","0","2","vo_abd_0204","0","0","vo_abd"
"5154063","0","12","1.3","515406312","4","300","1","0","0","0","0"
"5154063","0","13","0","515406313","0","0","4","0","2.5","1","0"
"5154063","0","14","0","515406314","0","0","2","vo_abd_0205","0","0","vo_abd"
"5154063","0","15","1.5","515406315","5","360","1","0","0","0","0"
"5154063","0","16","0","515406316","0","0","4","0","2","1","0"
"5154063","0","17","0","515406317","0","0","2","vo_abd_0206","0","0","vo_abd"
"5154063","0","18","1.8","515406318","6","310","1","0","0","0","0"
"5154063","0","19","0","515406319","0","0","4","0","3","1","0"
"5154063","0","20","0","515406320","0","0","2","vo_abd_0207","0","0","vo_abd"
"5154063","0","21","1.2","515406321","8","245","1","0","0","0","0"
"5154063","0","22","0","515406322","0","0","4","0","1.6","1","0"
"5154063","245","23","0.45","515406323","8","400","1","0","0","0","0"
"5154063","0","24","0","515406324","0","0","4","0","0.45","1","0"
"5154063","0","25","0","515406325","0","0","2","vo_abd_0208","0","0","vo_abd"
"5154063","0","26","1.1","515406326","9","300","1","0","0","0","0"
"5154063","0","27","0","515406327","0","0","4","0","1.6","1","0"
"5154063","0","28","0","515406328","0","0","2","vo_abd_0209","0","0","vo_abd"
"5154063","0","29","0.5","515406329","10","280","1","0","0","0","0"
"5154063","0","30","0","515406330","0","0","4","0","0.5","1","0"
"5154063","0","31","0","515406331","0","0","2","vo_abd_0210","0","0","vo_abd"
"5154063","0","32","1","515406332","11","360","1","0","0","0","0"
"5154064","0","1","0","515406401","0","0","4","0","0.8","1","0"
"5154064","0","2","0","515406402","0","0","2","vo_abd_0301","0","0","vo_abd"
"5154064","0","3","2","515406403","1","330","1","0","0","0","0"
"5154064","0","4","0","515406404","0","0","4","0","2.8","1","0"
"5154064","0","5","0","515406405","0","0","2","vo_abd_0302","0","0","vo_abd"
"5154064","0","6","2","515406406","2","400","1","0","0","0","0"
"5154064","0","7","0","515406407","0","0","4","0","3.5","1","0"
"5154064","0","8","0","515406408","0","0","2","vo_abd_0303","0","0","vo_abd"
"5154064","0","9","2.8","515406409","3","425","1","0","0","0","0"
"5154064","0","10","0","515406410","0","0","4","0","3.5","1","0"
"5154064","0","11","0","515406411","0","0","2","vo_abd_0304","0","0","vo_abd"
"5154064","0","12","3","515406412","4","450","1","0","0","0","0"
"5154064","0","13","0","515406413","0","0","4","0","4","1","0"
"5154064","0","14","0","515406414","0","0","2","vo_abd_0305","0","0","vo_abd"
"5154064","0","15","0.2","515406415","5","35","1","0","0","0","0"
"5154064","0","16","0","515406416","0","0","4","0","1.05","1","0"
"5154064","45","17","2","515406417","5","420","1","0","0","0","0"
"5154064","0","18","0","515406418","0","0","4","0","3.5","1","0"
"5154064","0","19","0","515406419","0","0","2","vo_abd_0306","0","0","vo_abd"
"5154064","0","20","1","515406420","6","175","1","0","0","0","0"
"5154064","0","21","0","515406421","0","0","4","0","1.7","1","0"
"5154064","175","22","1","515406422","6","260","1","0","0","0","0"
"5154064","0","23","0","515406423","0","0","4","0","2.8","1","0"
"5154064","260","24","0.8","515406424","6","400","1","0","0","0","0"
"5154064","0","25","0","515406425","0","0","4","0","0.96","1","0"
"5154064","0","26","0","515406426","0","0","2","vo_abd_0307","0","0","vo_abd"
"5154064","0","27","1.5","515406427","7","245","1","0","0","0","0"
"5154064","0","28","0","515406428","0","0","4","0","1.7","1","0"
"5154064","245","29","0.8","515406429","7","400","1","0","0","0","0"
"5154064","0","30","0","515406430","0","0","4","0","2","1","0"
"5154064","0","31","0","515406431","0","0","2","vo_abd_0308","0","0","vo_abd"
"5154064","0","32","1","515406432","8","208","1","0","0","0","0"
"5154064","0","33","0","515406433","0","0","4","0","2","1","0"
"5154064","208","34","0.3","515406434","8","270","1","0","0","0","0"
"5154064","0","35","0","515406435","0","0","4","0","1.5","1","0"
"5154064","275","36","0.8","515406436","8","400","1","0","0","0","0"
"5154064","0","37","0","515406437","0","0","4","0","2","1","0"
"5154064","0","38","0","515406438","0","0","2","vo_abd_0309","0","0","vo_abd"
"5154064","0","39","2","515406439","9","300","1","0","0","0","0"
"5154064","0","40","0","515406440","0","0","4","0","2.65","1","0"
"5154064","300","41","1","515406441","9","425","1","0","0","0","0"
"5154064","0","42","0","515406442","0","0","4","0","2","1","0"
"5154064","0","43","0","515406443","0","0","2","vo_abd_0310","0","0","vo_abd"
"5154064","0","44","2.5","515406444","10","375","1","0","0","0","0"
"5154064","0","45","0","515406445","0","0","4","0","4","1","0"
