de601695d6469e767acbaac314afee6af74b4774c4ea309ea3bc553bfea9d4d4,9fe5e11fe4d4b83c74e68e3b43a952b428a20ebcc6216647c87b6dac28be536b,ee2335c043623d2bd4422f7254f5dd7d278a01dcc80b29721d28c22c046173b0,56bac646dee436b0783f9e54e510ab797b84928da9db7ca964d8a482a257db8b,89a4e0de0d7883544e62d1b250d94ea3955f48cd142137b81787ca1994bf63d5,41b62959fcd23211657d8c153ccbd05cd2b9193ff51f67950d6a6006921da873,ff2e3d30e635eed3150733f1a7bc0ec7f5152b41a12c9f6a1b33c6b902ece835,c261c7c763c6154c2690676f2e028ce5cb923887baffe042f725f8e0266d0395,b6f77f9ad3bc08b7dd40a315a658f8f79baaff32ca57d0c8f88248d3cf7beb30,7663125f62f72c80ee7f836f75a1b0c77e4b54805eddcec86a00367083792608,4e10c353a1fb1f414f54d9f03ad94fa3feb7ef235b743f51e840990929015ed0,e0dd249b71f98812a2d13c36f4a90e386f795ae361a6db326b3933fbbf50c62b,7a0bab7cede6bef7fc8c7eba2d5685ef4c17122f223abd89e06eb9dc9b015a08,5760cbccaeeb09f4f85352d5ccf732f5cbd65d22582db86ac8df01bc470cf453,8ced3f1576e7309ae54492e513c88581ce27187a721bdb4eaf21a5966efc8818,1aeed0a673ffe4999dab479bd2688b14346fc1d0240a58d3c6e29276af626945,93ada96a86994af4a1112bf58405d8dbf6f420fbdb940b6bbc1c1566585bef47,ad2217a1c906d145731c1d01493f593745cdd13e65c5d40d8c09d2d3c4ef4236
"0","1","5","22003","0","5","2","91002","150","2","150000","1","20003","12","8","94002","0","20"
"0","6","9","22003","0","2","2","91002","145","2","100000","2","20003","12","8","94002","0","15"
"0","10","19","22002","0","5","2","91002","140","2","80000","3","20003","12","8","94002","0","11"
"0","20","29","22002","0","5","2","91002","130","2","80000","4","20003","12","8","94002","0","10"
"0","30","39","22002","0","4","2","91002","120","2","70000","5","20003","12","8","94002","0","9"
"0","40","49","22002","0","4","2","91002","110","2","70000","6","20003","12","8","94002","0","8"
"0","50","99","22002","0","3","2","91002","100","2","60000","7","20003","12","8","94002","0","7"
"0","100","499","22002","0","2","2","91002","80","2","40000","8","20003","12","8","94002","0","2"
"0","500","999","22002","0","1","2","91002","50","2","20000","9","20002","12","8","94002","0","7"
"0","1000","4999","22001","0","3","2","91002","20","2","16000","10","20002","12","8","94002","0","4"
"0","5000","9999","22001","0","2","2","91002","15","2","9000","11","20002","12","8","94002","0","3"
"0","10000","11999","22001","0","1","2","91002","10","2","4000","12","20001","12","8","94002","0","8"
"0","12000","13999","22001","0","1","2","91002","5","2","3000","13","20001","12","8","94002","0","7"
"0","14000","14999","22001","0","1","2","91002","4","2","2000","14","20001","12","8","94002","0","6"
"0","15000","30000","22001","0","1","2","91002","3","2","1800","15","20001","12","8","94002","0","5"
