50160bcb2c94148df7d2c27b07504d075c7fee35d6c97eebe95e9dfa50007d6a,139fbc86f80ea9fd933da87a6373d9874ada79ba86b55d4068fdb26785d3bf57,c57a3141ff8bbb48b10643ede65356127756c31c48b250d9056c04d9542a8c2b,af7bb691d5d6211d9119bbc9eeb3728dc51b6d4cc79a36e02f1cc9a5d0be47fd,24609f845b4013585cb5a7f931b026379522e181556a77f7d0dd47f39d24ffe2,12fb7c6148dc8cdb4a4adbf877a985fc58ca67fbbad0a1d5058fa9cbe36134b3,71f5c78dd6e1ae3588958940afa34baa92ede718c95c80b84396bccf1853f019,4498f4968f5ed0ff9fde7b54aa500f8a1b4d5d879b094f4d938fda1ceb0d8a2c,6bb5bed54808c85a02112dff6dd7907bedf6ae6f21642f54b3025639aa5ab2e8,58ea8aa981350975842ab4d5454c37c5e8583ef608ff82e167e4f658eb608f22
"111","2","101","0","500000","0","0","25021","0","220"
"121","2","102","0","500000","0","0","25021","0","220"
"131","2","103","0","500000","0","0","25021","0","220"
"141","2","104","0","500000","0","0","25021","0","220"
"151","2","105","0","500000","0","0","25021","0","220"
"211","2","201","0","500000","0","0","25021","0","220"
"221","2","202","0","500000","0","0","25021","0","220"
"231","2","203","0","500000","0","0","25021","0","220"
"241","2","204","0","500000","0","0","25021","0","220"
"251","2","205","0","500000","0","0","25021","0","220"
"311","2","301","0","500000","0","0","25021","0","220"
"321","2","302","0","500000","0","0","25021","0","220"
"331","2","303","0","500000","0","0","25021","0","220"
"341","2","304","0","500000","0","0","25021","0","220"
"351","2","305","0","500000","0","0","25021","0","220"
"411","2","401","0","500000","0","0","25021","0","220"
"421","2","402","0","500000","0","0","25021","0","220"
"431","2","403","0","500000","0","0","25021","0","220"
"441","2","404","0","500000","0","0","25021","0","220"
"451","2","405","0","500000","0","0","25021","0","220"
"511","2","501","0","500000","0","0","25021","0","220"
"521","2","502","0","500000","0","0","25021","0","220"
"531","2","503","0","500000","0","0","25021","0","220"
"541","2","504","0","500000","0","0","25021","0","220"
"551","2","505","0","500000","0","0","25021","0","220"
"611","2","601","0","500000","0","0","25021","0","220"
"621","2","602","0","500000","0","0","25021","0","220"
"631","2","603","0","500000","0","0","25021","0","220"
"641","2","604","0","500000","0","0","25021","0","220"
"651","2","605","0","500000","0","0","25021","0","220"
"711","2","701","0","500000","0","0","25021","0","220"
"721","2","702","0","500000","0","0","25021","0","220"
"731","2","703","0","500000","0","0","25021","0","220"
"741","2","704","0","500000","0","0","25021","0","220"
"751","2","705","0","500000","0","0","25021","0","220"
"811","2","801","0","500000","0","0","25021","0","1100"
"911","2","901","0","500000","0","0","25021","0","220"
"921","2","902","0","500000","0","0","25021","0","220"
"931","2","903","0","500000","0","0","25021","0","220"
"941","2","904","0","500000","0","0","25021","0","220"
"951","2","905","0","500000","0","0","25021","0","220"
"1011","2","1001","0","500000","0","0","25021","0","1100"
"1111","2","1101","0","500000","0","0","25021","0","220"
"1121","2","1102","0","500000","0","0","25021","0","220"
"1131","2","1103","0","500000","0","0","25021","0","220"
"1141","2","1104","0","500000","0","0","25021","0","220"
"1151","2","1105","0","500000","0","0","25021","0","220"
"1211","2","1201","0","500000","0","0","25021","0","220"
"1221","2","1202","0","500000","0","0","25021","0","220"
"1231","2","1203","0","500000","0","0","25021","0","220"
"1241","2","1204","0","500000","0","0","25021","0","220"
"1251","2","1205","0","500000","0","0","25021","0","220"
"1311","2","1301","0","500000","0","0","25021","0","220"
"1321","2","1302","0","500000","0","0","25021","0","220"
"1331","2","1303","0","500000","0","0","25021","0","220"
"1341","2","1304","0","500000","0","0","25021","0","220"
"1351","2","1305","0","500000","0","0","25021","0","220"
"1411","2","1401","0","500000","0","0","25021","0","220"
"1421","2","1402","0","500000","0","0","25021","0","220"
"1431","2","1403","0","500000","0","0","25021","0","220"
"1441","2","1404","0","500000","0","0","25021","0","220"
"1451","2","1405","0","500000","0","0","25021","0","220"
"1511","2","1501","0","500000","0","0","25021","0","220"
"1521","2","1502","0","500000","0","0","25021","0","220"
"1531","2","1503","0","500000","0","0","25021","0","220"
"1541","2","1504","0","500000","0","0","25021","0","220"
"1551","2","1505","0","500000","0","0","25021","0","220"
"1611","2","1601","0","500000","0","0","25021","0","1100"
"1711","2","1701","0","500000","0","0","25021","0","1100"
"1811","2","1801","0","500000","0","0","25021","0","220"
"1821","2","1802","0","500000","0","0","25021","0","220"
"1831","2","1803","0","500000","0","0","25021","0","220"
"1841","2","1804","0","500000","0","0","25021","0","220"
"1851","2","1805","0","500000","0","0","25021","0","220"
"1911","2","1901","0","500000","0","0","25021","0","220"
"1921","2","1902","0","500000","0","0","25021","0","220"
"1931","2","1903","0","500000","0","0","25021","0","220"
"1941","2","1904","0","500000","0","0","25021","0","220"
"1951","2","1905","0","500000","0","0","25021","0","220"
"2011","2","2001","0","500000","0","0","25021","0","220"
"2021","2","2002","0","500000","0","0","25021","0","220"
"2031","2","2003","0","500000","0","0","25021","0","220"
"2041","2","2004","0","500000","0","0","25021","0","220"
"2051","2","2005","0","500000","0","0","25021","0","220"
"2111","2","2101","0","500000","0","0","25021","0","1100"
"2211","2","2201","0","500000","0","0","25021","0","220"
"2221","2","2202","0","500000","0","0","25021","0","220"
"2231","2","2203","0","500000","0","0","25021","0","220"
"2241","2","2204","0","500000","0","0","25021","0","220"
"2251","2","2205","0","500000","0","0","25021","0","220"
"2311","2","2301","0","500000","0","0","25021","0","220"
"2321","2","2302","0","500000","0","0","25021","0","220"
"2331","2","2303","0","500000","0","0","25021","0","220"
"2341","2","2304","0","500000","0","0","25021","0","220"
"2351","2","2305","0","500000","0","0","25021","0","220"
"2411","2","2401","0","500000","0","0","25021","0","220"
"2421","2","2402","0","500000","0","0","25021","0","220"
"2431","2","2403","0","500000","0","0","25021","0","220"
"2441","2","2404","0","500000","0","0","25021","0","220"
"2451","2","2405","0","500000","0","0","25021","0","220"
"2511","2","2501","0","500000","0","0","25021","0","220"
"2521","2","2502","0","500000","0","0","25021","0","220"
"2531","2","2503","0","500000","0","0","25021","0","220"
"2541","2","2504","0","500000","0","0","25021","0","220"
"2551","2","2505","0","500000","0","0","25021","0","220"
"2611","2","2601","0","510000","0","0","25021","0","470"
"2621","2","2602","0","510000","0","0","25021","0","470"
"2631","2","2603","0","510000","0","0","25021","0","470"
"2711","2","2701","0","510000","0","0","25021","0","280"
"2721","2","2702","0","510000","0","0","25021","0","280"
"2731","2","2703","0","510000","0","0","25021","0","280"
"2741","2","2704","0","510000","0","0","25021","0","280"
"2751","2","2705","0","510000","0","0","25021","0","280"
"2811","2","2801","0","510000","0","0","25021","0","280"
"2821","2","2802","0","510000","0","0","25021","0","280"
"2831","2","2803","0","510000","0","0","25021","0","280"
"2841","2","2804","0","510000","0","0","25021","0","280"
"2851","2","2805","0","510000","0","0","25021","0","280"
"2911","2","2901","0","510000","0","0","25021","0","280"
"2921","2","2902","0","510000","0","0","25021","0","280"
"2931","2","2903","0","510000","0","0","25021","0","280"
"2941","2","2904","0","510000","0","0","25021","0","280"
"2951","2","2905","0","510000","0","0","25021","0","280"
"3011","2","3001","0","510000","0","0","25021","0","280"
"3021","2","3002","0","510000","0","0","25021","0","280"
"3031","2","3003","0","510000","0","0","25021","0","280"
"3041","2","3004","0","510000","0","0","25021","0","280"
"3051","2","3005","0","510000","0","0","25021","0","280"
"3111","2","3101","0","510000","0","0","25021","0","280"
"3121","2","3102","0","510000","0","0","25021","0","280"
"3131","2","3103","0","510000","0","0","25021","0","280"
"3141","2","3104","0","510000","0","0","25021","0","280"
"3151","2","3105","0","510000","0","0","25021","0","280"
"3211","2","3201","0","510000","0","0","25021","0","280"
"3221","2","3202","0","510000","0","0","25021","0","280"
"3231","2","3203","0","510000","0","0","25021","0","280"
"3241","2","3204","0","510000","0","0","25021","0","280"
"3251","2","3205","0","510000","0","0","25021","0","280"
"3311","2","3301","0","510000","0","0","25021","0","280"
"3321","2","3302","0","510000","0","0","25021","0","280"
"3331","2","3303","0","510000","0","0","25021","0","280"
"3341","2","3304","0","510000","0","0","25021","0","280"
"3351","2","3305","0","510000","0","0","25021","0","280"
"3411","2","3401","0","510000","0","0","25021","0","280"
"3421","2","3402","0","510000","0","0","25021","0","280"
"3431","2","3403","0","510000","0","0","25021","0","280"
"3441","2","3404","0","510000","0","0","25021","0","280"
"3451","2","3405","0","510000","0","0","25021","0","280"
"3511","2","3501","0","510000","0","0","25021","0","280"
"3521","2","3502","0","510000","0","0","25021","0","280"
"3531","2","3503","0","510000","0","0","25021","0","280"
"3541","2","3504","0","510000","0","0","25021","0","280"
"3551","2","3505","0","510000","0","0","25021","0","280"
"3611","2","3601","0","510000","0","0","25021","0","280"
"3621","2","3602","0","510000","0","0","25021","0","280"
"3631","2","3603","0","510000","0","0","25021","0","280"
"3641","2","3604","0","510000","0","0","25021","0","280"
"3651","2","3605","0","510000","0","0","25021","0","280"
"3711","2","3701","0","510000","0","0","25021","0","280"
"3721","2","3702","0","510000","0","0","25021","0","280"
"3731","2","3703","0","510000","0","0","25021","0","280"
"3741","2","3704","0","510000","0","0","25021","0","280"
"3751","2","3705","0","510000","0","0","25021","0","280"
"3811","2","3801","0","510000","0","0","25021","0","280"
"3821","2","3802","0","510000","0","0","25021","0","280"
"3831","2","3803","0","510000","0","0","25021","0","280"
"3841","2","3804","0","510000","0","0","25021","0","280"
"3851","2","3805","0","510000","0","0","25021","0","280"
"3911","2","3901","0","510000","0","0","25021","0","280"
"3921","2","3902","0","510000","0","0","25021","0","280"
"3931","2","3903","0","510000","0","0","25021","0","280"
"3941","2","3904","0","510000","0","0","25021","0","280"
"3951","2","3905","0","510000","0","0","25021","0","280"
"4011","2","4001","0","510000","0","0","25021","0","280"
"4021","2","4002","0","510000","0","0","25021","0","280"
"4031","2","4003","0","510000","0","0","25021","0","280"
"4041","2","4004","0","510000","0","0","25021","0","280"
"4051","2","4005","0","510000","0","0","25021","0","280"
"4111","2","4101","0","510000","0","0","25021","0","280"
"4121","2","4102","0","510000","0","0","25021","0","280"
"4131","2","4103","0","510000","0","0","25021","0","280"
"4141","2","4104","0","510000","0","0","25021","0","280"
"4151","2","4105","0","510000","0","0","25021","0","280"
"4211","2","4201","0","510000","0","0","25021","0","280"
"4221","2","4202","0","510000","0","0","25021","0","280"
"4231","2","4203","0","510000","0","0","25021","0","280"
"4241","2","4204","0","510000","0","0","25021","0","280"
"4251","2","4205","0","510000","0","0","25021","0","280"
"4311","2","4301","0","510000","0","0","25021","0","280"
"4321","2","4302","0","510000","0","0","25021","0","280"
"4331","2","4303","0","510000","0","0","25021","0","280"
"4341","2","4304","0","510000","0","0","25021","0","280"
"4351","2","4305","0","510000","0","0","25021","0","280"
"4411","2","4401","0","510000","0","0","25021","0","280"
"4421","2","4402","0","510000","0","0","25021","0","280"
"4431","2","4403","0","510000","0","0","25021","0","280"
"4441","2","4404","0","510000","0","0","25021","0","280"
"4451","2","4405","0","510000","0","0","25021","0","280"
"4511","2","4501","0","510000","0","0","25021","0","280"
"4521","2","4502","0","510000","0","0","25021","0","280"
"4531","2","4503","0","510000","0","0","25021","0","280"
"4541","2","4504","0","510000","0","0","25021","0","280"
"4551","2","4505","0","510000","0","0","25021","0","280"
"4611","2","4601","0","510000","0","0","25021","0","280"
"4621","2","4602","0","510000","0","0","25021","0","280"
"4631","2","4603","0","510000","0","0","25021","0","280"
"4641","2","4604","0","510000","0","0","25021","0","280"
"4651","2","4605","0","510000","0","0","25021","0","280"
"4711","2","4701","0","510000","0","0","25021","0","280"
"4721","2","4702","0","510000","0","0","25021","0","280"
"4731","2","4703","0","510000","0","0","25021","0","280"
"4741","2","4704","0","510000","0","0","25021","0","280"
"4751","2","4705","0","510000","0","0","25021","0","280"
"4811","2","4801","0","510000","0","0","25021","0","280"
"4821","2","4802","0","510000","0","0","25021","0","280"
"4831","2","4803","0","510000","0","0","25021","0","280"
"4841","2","4804","0","510000","0","0","25021","0","280"
"4851","2","4805","0","510000","0","0","25021","0","280"
"4911","2","4901","0","510000","0","0","25021","0","280"
"4921","2","4902","0","510000","0","0","25021","0","280"
"4931","2","4903","0","510000","0","0","25021","0","280"
"4941","2","4904","0","510000","0","0","25021","0","280"
"4951","2","4905","0","510000","0","0","25021","0","280"
"5011","2","5001","0","510000","0","0","25021","0","280"
"5021","2","5002","0","510000","0","0","25021","0","280"
"5031","2","5003","0","510000","0","0","25021","0","280"
"5041","2","5004","0","510000","0","0","25021","0","280"
"5051","2","5005","0","510000","0","0","25021","0","280"
"5111","2","5101","0","510000","0","0","25021","0","280"
"5121","2","5102","0","510000","0","0","25021","0","280"
"5131","2","5103","0","510000","0","0","25021","0","280"
"5141","2","5104","0","510000","0","0","25021","0","280"
"5151","2","5105","0","510000","0","0","25021","0","280"
"5211","2","5201","0","510000","0","0","25021","0","280"
"5221","2","5202","0","510000","0","0","25021","0","280"
"5231","2","5203","0","510000","0","0","25021","0","280"
"5241","2","5204","0","510000","0","0","25021","0","280"
"5251","2","5205","0","510000","0","0","25021","0","280"
"5311","2","5301","0","510000","0","0","25021","0","280"
"5321","2","5302","0","510000","0","0","25021","0","280"
"5331","2","5303","0","510000","0","0","25021","0","280"
"5341","2","5304","0","510000","0","0","25021","0","280"
"5351","2","5305","0","510000","0","0","25021","0","280"
"5411","2","5401","0","520000","0","0","25021","0","640"
"5421","2","5402","0","520000","0","0","25021","0","640"
"5431","2","5403","0","520000","0","0","25021","0","640"
"5511","2","5501","0","520000","0","0","25021","0","380"
"5521","2","5502","0","520000","0","0","25021","0","380"
"5531","2","5503","0","520000","0","0","25021","0","380"
"5541","2","5504","0","520000","0","0","25021","0","380"
"5551","2","5505","0","520000","0","0","25021","0","380"
"5611","2","5601","0","520000","0","0","25021","0","950"
"5621","2","5602","0","520000","0","0","25021","0","950"
"5711","2","5701","0","520000","0","0","25021","0","380"
"5721","2","5702","0","520000","0","0","25021","0","380"
"5731","2","5703","0","520000","0","0","25021","0","380"
"5741","2","5704","0","520000","0","0","25021","0","380"
"5751","2","5705","0","520000","0","0","25021","0","380"
"5811","2","5801","0","520000","0","0","25021","0","380"
"5821","2","5802","0","520000","0","0","25021","0","380"
"5831","2","5803","0","520000","0","0","25021","0","380"
"5841","2","5804","0","520000","0","0","25021","0","380"
"5851","2","5805","0","520000","0","0","25021","0","380"
"5911","2","5901","0","520000","0","0","25021","0","380"
"5921","2","5902","0","520000","0","0","25021","0","380"
"5931","2","5903","0","520000","0","0","25021","0","380"
"5941","2","5904","0","520000","0","0","25021","0","380"
"5951","2","5905","0","520000","0","0","25021","0","380"
"6011","2","6001","0","520000","0","0","25021","0","950"
"6021","2","6002","0","520000","0","0","25021","0","950"
"6111","2","6101","0","520000","0","0","25021","0","380"
"6121","2","6102","0","520000","0","0","25021","0","380"
"6131","2","6103","0","520000","0","0","25021","0","380"
"6141","2","6104","0","520000","0","0","25021","0","380"
"6151","2","6105","0","520000","0","0","25021","0","380"
"6211","2","6201","0","520000","0","0","25021","0","380"
"6221","2","6202","0","520000","0","0","25021","0","380"
