3d4694ba7476980f1096965d306508015e63f1d681c06fe52c7f0e2093eedfbd,58798a0a68cdaf6b135d406364f74d88c1b851187dd193719738080449f0ceb2,f271e5da3231d85809a40f6b86263b27e959d655d0081c5b0538dfd923e01fe0,ff0a0fb9e0e91c14332cd8bd72054d04d8173db395314454499993e90420db64,ec4510be0d28f545aec8abab72adef84efc41cdefbd388ea2bec980dc626bacb,76f793e24ac81860648b1223f880cfd9a398beaf201cc4d37bfa6801c0cfff75,d85b98b1aea5ebe5a32131825184685c1c3092caaba2c939fca4fb803240be6a,4a54e1fdfe0a132756cc315346cc154c7b1076d0c24496f23dd385db5856b903,bccccc434b2e9b1db031bc372ff79ec5563f3e4f8e983e3a704abd02f4902cd6,56cc6526c08d370a20d941d34d4b212171ab4eb50eeefd9a8d30c86cd1a732d5,379916c61bccfe6f5efae67f8055b6a8e92c81fa4b3a72989570f29d03bacdc0,ac2b769024e909105b76ac8a5e8d4c9d132cc6e9f73a072890a9cdd62074ad6b,cf39c11c0de9515148cd16c336a298191d2d4a49ea2b84e4e1699565bcaf3883,163a1ad63ed9423db4b0a8f68d7ef6b1592a961a48cc6ab4d22d7a8ae2afd192
"0","0","1","30","2018/03/06 05:00:00","2000","1","2018/03/13 04:59:59","34","103","-1","1","0","0"
"0","0","1","40","2018/03/06 05:00:00","2000","2","2018/03/13 04:59:59","44","103","-1","1","0","0"
"0","0","1","40","2018/03/13 05:00:00","2000","3","2018/03/20 04:59:59","45","104","-1","1","0","0"
"0","0","1","30","2018/03/20 05:00:00","2000","4","2018/03/26 04:59:59","31","101","-1","1","0","0"
"0","0","1","40","2018/03/20 05:00:00","2000","5","2018/03/26 04:59:59","41","101","-1","1","0","0"
"0","0","1","30","2018/03/26 05:00:00","2000","6","2018/03/31 04:59:59","32","102","-1","1","0","0"
"0","0","1","40","2018/03/26 05:00:00","2000","7","2018/03/31 04:59:59","42","102","-1","1","0","0"
"0","0","1","30","2018/03/31 05:00:00","2000","8","2018/04/10 04:59:59","34","103","-1","1","0","0"
"0","0","1","40","2018/03/31 05:00:00","2000","9","2018/04/10 04:59:59","44","103","-1","1","0","0"
"0","0","1","40","2018/04/10 05:00:00","2000","10","2018/04/20 04:59:59","45","104","-1","1","0","0"
"0","0","1","30","2018/04/20 05:00:00","2000","11","2018/04/25 04:59:59","31","101","-1","1","0","0"
"0","0","1","40","2018/04/20 05:00:00","2000","12","2018/04/25 04:59:59","41","101","-1","1","0","0"
"0","0","1","30","2018/04/25 05:00:00","2000","13","2018/04/30 04:59:59","32","102","-1","1","0","0"
