7a1d515146ab837cf5977522ebeab5a12847f4f5517f2ed60b0a8140407ee4ae,0b65ab841053606dc53b43329994df9663c376d09ca44b4d68b84e5d2eb903e3,00e7bbfed34e6631aaba31e82001b57b77cdc54babf8db4f6b2a08bb66e15fce,7ed2ab15e3537ddc66fc1574be6ef1ce413dd6ede7228a2307cda33832093f45,980b6e33ead34e2e4d7194a7de90a997ae1f5c4a4ba1ed664ac3b8472185468f,a67d9398f479579da496bd144b1edbf95fe6b9c49f30fc021c785d616c30c2bd,4394142ad8ce103c6a7a05431b486dc439bc7917ec304617c05c3124f0a6563c,95742b7d9d5f1be1920a2999ca0dfa40bf3cac24d6f379a433ee889d55d63ee0,69205caa7fec6abbb1dd73d0d75d756967f3691251dbac068cf8b68280f5b35d,481fff8ca2dac0b19a8dd8bd39ec0d37b1173b5217f6b7a129de8cebf6c62642,f4650fd0199efabc9a42a6b4eed12e5b8b681fee907bf9660caf51e484ebc500,903b8dd5ee24672f2aea399dbeb9d847b0c9f6ab77669567d0ec86153c1421eb,b85c67b188b8d36928765c4d118933db1ee869885c4304f837ed8a2bb35a0975,74f9cf0ade9d185a912c237a54631e5126bc8109f9791717cd77a6617cc09e86,535ddfaa15c720baf9f138ab7c903fe98cb2acc0f07b0ede1c960ada657d59a3,1b9560c3fe39c9a844305c570b6b0447afbc5c59856550e8164ae4e975fb1c32,6dc5e3c4b9b778e16b48dfbc128d46ebbf263e6dc998ff08090dcd61271ab242,fa4aac5875d4180319856cf6e6721b0dcbd9849b7ede9383d68431353ce3390e,0d8de2a3b376663b2f916b37bc2bf25c80ee09b2e57c7e6ce0ed52b653a8be3c,2b489384e1f82c0c94f651a6fb7c9ffae8073a0a01dd8453f8e62532267df17c,5dce1a724801b4d7e945c3690c3de1a7d034ff5cc8b81e46711eb2435f2a5bfc,0ffc130d2a3c2e36855b522c0a1f4d1f63aebd33b1fe98cf91f45778b7bdafc5,7ac0272aabc00bc2db982c9836a8e9777ad299e651b72f4ffd95d09db6d0608e,d0e9c99caa068dbb5ebe475901fe5a688ac89270d564e939753d34e5adb47137,cec94e5131d3bf2ec2aff3e8a769468b36dd448c8b7947b785da192c36fd11ec,db7804f3a3b1e35bf2b5dce27905033ef8846a97023f2685d0fdc1f1aa373dd2,2859606931916b196400b430bb2ac8f45910f541a342142204c594270bf2f06f,a6f8336a862e71baaa2b93a2916b4628a7374445e491061b98b58bb60d3d925e,8fc8ded900b9b6a55d58c0a2856f87739b089449aaea9027d41c98e976a422ed,e6b1a1edfa1aac22fa05eafff9c07a4226fa1b97d624b4f3f0ca7e4f6d6245d1,75c1e2d26e94717eeb5aa456be70220c01eda63dd741002303a7878a7684a317,99aec603083a05932f6e9545063456f6480b8fcb2e35afc267801e9088a6038a,17378c15e389b6b0bf3d782eb17dee68d9a4f4ca6850ed23bf52aee68c6b3342,b129995a7a31cf27ddf190b2952bd04e6fe5c02ed51c8f0906bdfad6f235a927,2855e7fb4704fa05717379bfa550d34c3c23381be7b533c7bf819a5b155223f8,b159b743419254efe6719e663fa1865542b5d6b643713717d013064284d4b9c8,ad828baf498b1f1dd7cda4d0f539034c8673a172625b7f5c5e3f6cff9385a3cf,e4ef446d86d87dc66bc7fccb9203fe220c343db9c4dcdcc94c9fbece1a80d3a2,4b1e41dfaf3fcf1ee367a4a73b03e7e75ac981f09b27aae86de4463e8a44fb55,a997714867bee38de6d316927cdca0bafd48cc35306f3ff0cc8a2cda8269e3e1,c10a8efc091056f6fb3d66f824e56a89490235041a6ccf6b250b5bac42c0e54c
"0","0","0","0","61001005","0","0","0","0","600110031","620130001","0","0","0","620090001","0","1","1","0","600000003","3001","0","1","1","0","620060001","1","61001004","0","0","30","0","36","3001","258","0","0","61001007","0","18","0"
"0","0","0","0","61001005","0","0","0","0","600110041","620130001","0","0","0","620090001","0","1","1","0","600000004","4001","0","1","1","0","620060001","1","61001004","0","0","30","0","36","4001","258","0","0","61001007","0","18","0"
"0","0","0","0","61001005","0","0","0","0","600110051","620130002","0","0","0","620090002","0","1","1","0","600000005","5001","0","1","1","0","620060002","1","61001004","0","0","30","0","36","5001","268","0","0","61001007","0","18","0"
"0","0","0","0","61001005","0","0","0","0","600110061","620130003","0","0","0","620090003","0","1","1","0","600000006","6001","0","1","1","0","620060003","1","61001004","0","0","30","0","36","6001","273","0","0","61001007","0","18","0"
"0","0","0","0","61001005","0","0","0","0","600110071","620130004","0","0","0","620090004","0","1","1","0","600000007","7001","0","1","1","0","620060004","1","61001004","0","0","30","0","36","7001","281","0","0","61001007","0","18","0"
"0","0","0","0","61001005","0","0","0","0","600110081","620130005","0","0","0","620090005","0","1","1","0","600000008","8001","0","1","1","0","620060005","1","61001004","0","0","30","0","36","8001","288","0","0","61001007","0","18","0"
"0","0","0","0","61001005","0","0","0","0","600110091","620130006","0","0","0","620090006","0","1","1","0","600000009","9001","0","1","1","0","620060006","1","61001004","0","0","30","0","36","9001","298","0","0","61001007","0","18","0"
"0","0","0","0","61001005","0","0","0","0","600110101","620130007","0","0","0","620090007","0","1","1","0","600000010","10001","0","1","1","0","620060007","1","61001004","0","0","30","0","36","10001","309","0","0","61001007","0","18","0"
"0","0","0","0","61001005","0","0","0","0","600110111","620130008","0","0","0","620090008","0","1","1","0","600000011","11001","0","1","1","0","620060008","1","61001004","0","0","30","0","36","11001","313","0","0","61001007","0","18","0"
"0","0","0","0","61001005","0","0","0","0","600110121","620130009","0","0","0","620090009","0","1","1","0","600000012","12001","0","1","1","0","620060009","1","61001004","0","0","30","0","36","12001","321","0","0","61001007","0","18","0"
"0","0","0","0","61001005","0","0","0","0","600110131","620130010","0","0","0","620090010","0","1","1","0","600000013","13001","0","1","1","0","620060010","1","61001004","0","0","30","0","36","13001","326","0","0","61001007","0","18","0"
"0","0","0","0","61001005","0","0","0","0","600110141","620130011","0","0","0","620090011","0","1","1","0","600000014","14001","0","1","1","0","620060011","1","61001004","0","0","30","0","36","14001","336","0","0","61001007","0","18","0"
"0","0","0","0","61001005","0","0","0","0","600110151","620130012","0","0","0","620090012","0","1","1","0","600000015","15001","0","1","1","0","620060012","1","61001004","0","0","30","0","36","15001","341","0","0","61001007","0","18","0"
"0","0","0","0","61001005","0","0","0","0","600110161","620130013","0","0","0","620090013","0","1","1","0","600000016","16001","0","1","1","0","620060013","1","61001004","0","0","30","0","36","16001","351","0","0","61001007","0","18","0"
"0","0","0","0","61001005","0","0","0","0","600110171","620130014","0","0","0","620090014","0","1","1","0","600000017","17001","0","1","1","0","620060014","1","61001004","0","0","30","0","36","17001","356","0","0","61001007","0","18","0"
"0","0","0","0","61001005","0","0","0","0","600110181","620130015","0","0","0","620090015","0","1","1","0","600000018","18001","0","1","1","0","620060015","1","61001004","0","0","30","0","36","18001","366","0","0","61001007","0","18","0"
"0","0","0","0","61001005","0","0","0","0","600110191","620130016","0","0","0","620090016","0","1","1","0","600000019","19001","0","1","1","0","620060016","1","61001004","0","0","30","0","36","19001","371","0","0","61001007","0","18","0"
"0","0","0","0","61001005","0","0","0","0","600110201","620130017","0","0","0","620090017","0","1","1","0","600000020","20001","0","1","1","0","620060017","1","61001004","0","0","30","0","36","20001","375","0","0","61001007","0","18","0"
"0","0","0","0","61001005","0","0","0","0","600110211","620130018","0","0","0","620090018","0","1","1","0","600000021","21001","0","1","1","0","620060018","1","61001004","0","0","30","0","36","21001","381","0","0","61001007","0","18","0"
"0","0","0","0","61001005","0","0","0","0","600110221","620130019","0","0","0","620090019","0","1","1","0","600000022","22001","0","1","1","0","620060019","1","61001004","0","0","30","0","36","22001","386","0","0","61001007","0","18","0"
"0","0","0","0","61001005","0","0","0","0","600110231","620130020","0","0","0","620090020","0","1","1","0","600000023","23001","0","1","1","0","620060020","1","61001004","0","0","30","0","36","23001","390","0","0","61001007","0","18","0"
"0","0","0","0","61001005","0","0","0","0","600110241","620130021","0","0","0","620090021","0","1","1","0","600000024","24001","0","1","1","0","620060021","1","61001004","0","0","30","0","36","24001","396","0","0","61001007","0","18","0"
"0","0","0","0","61001005","0","0","0","0","600110251","620130022","0","0","0","620090022","0","1","1","0","600000025","25001","0","1","1","0","620060022","1","61001004","0","0","30","0","36","25001","401","0","0","61001007","0","18","0"
"0","0","0","0","61001005","0","0","0","0","600110261","620130023","0","0","0","620090023","0","1","1","0","600000026","26001","0","1","1","0","620060023","1","61001004","0","0","30","0","36","26001","405","0","0","61001007","0","18","0"
"0","0","0","0","61001005","0","0","0","0","600110271","620130024","0","0","0","620090024","0","1","1","0","600000027","27001","0","1","1","0","620060024","1","61001004","0","0","30","0","36","27001","411","0","0","61001007","0","18","0"
"0","0","0","0","61001005","0","0","0","0","600110281","620130025","0","0","0","620090025","0","1","1","0","600000028","28001","0","1","1","0","620060025","1","61001004","0","0","30","0","36","28001","417","0","0","61001007","0","18","0"
"0","0","0","0","61001005","0","0","0","0","600110291","620130026","0","0","0","620090026","0","1","1","0","600000029","29001","0","1","1","0","620060026","1","61001004","0","0","30","0","36","29001","422","0","0","61001007","0","18","0"
"0","0","0","0","61001005","0","0","0","0","600110301","620130027","0","0","0","620090027","0","1","1","0","600000030","30001","0","1","1","0","620060027","1","61001004","0","0","30","0","36","30001","427","0","0","61001007","0","18","0"
"0","0","0","0","61001005","0","0","0","0","600110311","620130028","0","0","0","620090028","0","1","1","0","600000031","31001","0","1","1","0","620060028","1","61001004","0","0","30","0","36","31001","433","0","0","61001007","0","18","0"
