73f3fa4764b2fce4ab25c2696ff53400c2c6a63a8251bc3fe45d77b00f890946,8612d08843a2779690ad0399d94e009851b14d7a375fbff3d7eab83e0b54b9bb,607e377e3188e4530bbe58ece197618acdaff98c369e7ea3cfea1103a2d92ae0,4cf6c68719b2622a9af459602b7aa4e30910237a88b41dfa0c33b8d38bfe4db0,b13817e3024bd93bee65a1980b10a1f4311a2726ae2d182bacbb7476a09b33cf,af261f221a62499bbe7a5ac7327db72a95f89df763928b10e9c180784ce8f9b2
"1","-1480","1","2816","11","-1480"
"1","-1400","1","2816","21","-1302"
"1","-1302","1","2816","31","-1263"
"1","-1263","1","2816","41","-1224"
"1","-1224","1","2816","51","-1185"
"1","-1185","1","2816","61","-1146"
"1","-1146","1","2816","71","-1146"
"1","-1146","1","2816","81","-1146"
"1","-1146","1","2816","91","-1107"
"1","-1107","1","2816","101","-1068"
"1","-1068","1","2816","111","-1029"
"1","-1029","1","2816","121","-1029"
"1","-1029","1","2816","131","-1029"
"1","-1029","1","2816","141","-1029"
"1","-1029","1","2816","151","-988"
"1","-988","1","2816","161","-947"
"1","-947","1","2816","171","-906"
"1","-906","1","2816","181","-865"
"1","-865","1","2816","191","-865"
"1","-865","1","2816","201","-865"
"1","-865","1","2816","211","-824"
"1","-824","1","2816","221","-783"
"1","-783","1","2816","231","-742"
"1","-742","1","2816","241","-701"
"1","-701","1","2816","251","-660"
"1","-660","1","2816","261","-619"
"1","-619","1","2816","271","-619"
"1","-619","1","2816","281","-619"
"1","-619","1","2816","291","-619"
"1","-619","1","2816","301","-578"
"1","-578","1","2816","311","-537"
"1","-537","1","2816","321","-496"
"1","-496","1","2816","331","-496"
"1","-496","1","2816","341","-496"
"1","-496","1","2816","351","-496"
"1","-496","1","2816","361","-455"
"1","-455","1","2816","371","-414"
"1","-414","1","2816","381","-373"
"1","-373","1","2816","391","-332"
"1","-332","1","2816","401","-332"
"1","-332","1","2816","411","-332"
"1","-332","1","2816","421","-200"
"2","-1246","2","2816","431","-1181"
"2","-1181","2","2816","441","-1152"
"2","-1152","2","2816","451","-1152"
"2","-1152","2","2816","461","-1123"
"2","-1123","2","2816","471","-1094"
"2","-1094","2","2816","481","-1094"
"2","-1094","2","2816","491","-1065"
"2","-1065","2","2816","501","-1065"
"2","-1065","2","2816","511","-1036"
"2","-1036","2","2816","521","-1036"
"2","-1036","2","2816","531","-1007"
"2","-1007","2","2816","541","-978"
"2","-978","2","2816","551","-978"
"2","-978","2","2816","561","-949"
"2","-949","2","2816","571","-920"
"2","-920","2","2816","581","-891"
"2","-891","2","2816","591","-862"
"2","-862","2","2816","601","-862"
"2","-862","2","2816","611","-862"
"2","-862","2","2816","621","-862"
"2","-862","2","2816","631","-833"
"2","-833","2","2816","641","-804"
"2","-804","2","2816","651","-775"
"2","-775","2","2816","661","-746"
"2","-746","2","2816","671","-717"
"2","-717","2","2816","681","-688"
"2","-688","2","2816","691","-659"
"2","-659","2","2816","701","-630"
"2","-630","2","2816","711","-601"
"2","-601","2","2816","721","-572"
"2","-572","2","2816","731","-543"
"2","-543","2","2816","741","-514"
"2","-514","2","2816","751","-449"
"3","-1226","2","2816","761","-1153"
"3","-1153","2","2816","771","-1115"
"3","-1115","2","2816","781","-1115"
"3","-1115","2","2816","791","-1077"
"3","-1077","2","2816","801","-1077"
"3","-1077","2","2816","811","-1039"
"3","-1039","2","2816","821","-1001"
"3","-1001","2","2816","831","-1001"
"3","-1001","2","2816","841","-963"
"3","-963","2","2816","851","-963"
"3","-963","2","2816","861","-963"
"3","-963","2","2816","871","-925"
"3","-925","2","2816","881","-887"
"3","-887","2","2816","891","-887"
"3","-887","2","2816","901","-887"
"3","-887","2","2816","911","-849"
"3","-849","2","2816","921","-811"
"3","-811","2","2816","931","-773"
"3","-773","2","2816","941","-735"
"3","-735","2","2816","951","-697"
"3","-697","2","2816","961","-659"
"3","-659","2","2816","971","-621"
"3","-621","2","2816","981","-583"
"3","-583","2","2816","991","-583"
"3","-583","2","2816","1001","-583"
"3","-583","2","2816","1011","-583"
"3","-583","2","2816","1021","-545"
"3","-545","2","2816","1031","-507"
"3","-507","2","2816","1041","-507"
"3","-507","2","2816","1051","-507"
"3","-507","2","2816","1061","-434"
"4","-1220","2","2816","1071","-1137"
"4","-1137","2","2816","1081","-1096"
"4","-1096","2","2816","1091","-1096"
"4","-1096","2","2816","1101","-1096"
"4","-1096","2","2816","1111","-1096"
"4","-1096","2","2816","1121","-1096"
"4","-1096","2","2816","1131","-1055"
"4","-1055","2","2816","1141","-1014"
"4","-1014","2","2816","1151","-1014"
"4","-1014","2","2816","1161","-1014"
"4","-1014","2","2816","1171","-1014"
"4","-1014","2","2816","1181","-973"
"4","-973","2","2816","1191","-932"
"4","-932","2","2816","1201","-891"
"4","-891","2","2816","1211","-891"
"4","-891","2","2816","1221","-891"
"4","-891","2","2816","1231","-891"
"4","-891","2","2816","1241","-850"
"4","-850","2","2816","1251","-809"
"4","-809","2","2816","1261","-809"
"4","-809","2","2816","1271","-809"
"4","-809","2","2816","1281","-768"
"4","-768","2","2816","1291","-727"
"4","-727","2","2816","1301","-686"
"4","-686","2","2816","1311","-686"
"4","-686","2","2816","1321","-645"
"4","-645","2","2816","1331","-604"
"4","-604","2","2816","1341","-563"
"4","-563","2","2816","1351","-522"
"4","-522","2","2816","1361","-439"
"5","-1230","2","2816","1371","-1166"
"5","-1166","2","2816","1381","-1129"
"5","-1129","2","2816","1391","-1129"
"5","-1129","2","2816","1401","-1129"
"5","-1129","2","2816","1411","-1129"
"5","-1129","2","2816","1421","-1092"
"5","-1092","2","2816","1431","-1092"
"5","-1092","2","2816","1441","-1055"
"5","-1055","2","2816","1451","-1018"
"5","-1018","2","2816","1461","-981"
"5","-981","2","2816","1471","-981"
"5","-981","2","2816","1481","-944"
"5","-944","2","2816","1491","-907"
"5","-907","2","2816","1501","-870"
"5","-870","2","2816","1511","-833"
"5","-833","2","2816","1521","-796"
"5","-796","2","2816","1531","-759"
