3254ca543068bc3d7eabce7b23d630c862a912c41465c04502f9c72eb7318467,cdda47bd58773d5247af7d2affbead843c8a9ed7b80e5d4e7d2e440241b7f355,f89404707fe9c3f6549a291222cd65096b165120da629fe5ea0ab52303066fc2,a57b9151e5875a03dd32df9ad12aac355048ac7a87f1cede2e0cbdfbd8c7bef5,23fe5b7d71b2c0e57608be9995c2139c1fa396b6b20e659aa73886b792e00a5c,b3b270daff9a48144b8444c3d5041a98537c5a194b1a710045b1d2e504735668,dd82878c006e572eb7d9745b93efb5dd1aad800b4b4cc49e6a19f456d5344911,946c3cf8b6e0367803a4fc5bd86d21c2f23ac02b8fcce04a6b4bb13c00497ed5,a8856bcc07754e7bbe428bac212062e271d67b6c26b70c1796d6e01133618f45,9784982c0a75dd323e901e9856340718eaf7668f062a28422c89ab7166de71de,c55092b9c544ff0b2f5dbda1623abc076146f39dd278988d2637fad306ad3141,ea6fbc283d9bbbb98c92841990fe7b337b4b314d808998e0e02d0403ac002080
"1","100","1","3","-1","1","1","1","13","1","-1","100101"
"1","130","1","4","-1","1","1","1","15","1","-1","100201"
"1","160","1","4","-1","1","1","1","17","1","-1","100301"
"1","180","1","4","120","1","1","1","19","1","-1","100401"
"1","180","1","4","-1","1","1","1","19","1","-1","100402"
"1","200","1","4","150","1","1","1","21","1","-1","100501"
"1","200","1","4","-1","1","1","1","21","1","-1","100502"
"1","220","1","5","180","1","1","1","23","1","-1","100601"
"1","220","1","5","-1","1","1","1","23","1","-1","100602"
"1","240","1","5","210","1","1","1","25","1","-1","100701"
"1","240","1","5","-1","1","1","1","25","1","-1","100702"
"1","260","1","5","240","1","1","1","27","1","-1","100801"
"1","260","1","5","-1","1","1","1","27","1","-1","100802"
"1","280","1","5","270","1","1","1","29","1","-1","100901"
"1","280","1","5","-1","1","1","1","29","1","-1","100902"
"1","300","1","6","300","1","1","1","32","1","1","101001"
"1","300","1","6","300","1","1","1","32","1","-1","101002"
"1","300","1","6","-1","1","1","1","32","1","-1","101003"
"1","300","1","5","300","1","1","1","32","1","1","101004"
"1","300","1","5","300","1","1","1","32","1","-1","101005"
"1","300","1","5","-1","1","1","1","32","1","-1","101006"
"1","310","1","6","300","1","1","1","32","1","1","101101"
"1","310","1","6","300","1","1","1","32","1","-1","101102"
"1","310","1","6","-1","1","1","1","32","1","-1","101103"
"1","310","1","5","300","1","1","1","32","1","1","101104"
"1","310","1","5","300","1","1","1","32","1","-1","101105"
"1","310","1","5","-1","1","1","1","32","1","-1","101106"
"1","320","1","6","300","1","1","1","32","1","1","101201"
"1","320","1","6","300","1","1","1","32","1","-1","101202"
"1","320","1","6","-1","1","1","1","32","1","-1","101203"
"1","320","1","5","300","1","1","1","32","1","1","101204"
"1","320","1","5","300","1","1","1","32","1","-1","101205"
"1","320","1","5","-1","1","1","1","32","1","-1","101206"
"1","330","1","6","300","1","1","1","32","1","3","101301"
"1","330","1","6","300","1","1","1","32","1","-1","101302"
"1","330","1","6","-1","1","1","1","32","1","-1","101303"
"1","330","1","5","300","1","1","1","32","1","3","101304"
"1","330","1","5","300","1","1","1","32","1","-1","101305"
"1","330","1","5","-1","1","1","1","32","1","-1","101306"
"1","340","1","6","300","1","1","1","32","1","3","101401"
"1","340","1","6","300","1","1","1","32","1","-1","101402"
"1","340","1","6","-1","1","1","1","32","1","-1","101403"
"1","340","1","5","300","1","1","1","32","1","3","101404"
"1","340","1","5","300","1","1","1","32","1","-1","101405"
"1","340","1","5","-1","1","1","1","32","1","-1","101406"
"1","350","1","6","300","1","1","1","32","1","3","101501"
"1","350","1","6","300","1","1","1","32","1","-1","101502"
"1","350","1","6","-1","1","1","1","32","1","-1","101503"
"1","350","1","5","300","1","1","1","32","1","3","101504"
"1","350","1","5","300","1","1","1","32","1","-1","101505"
"1","350","1","5","-1","1","1","1","32","1","-1","101506"
"1","360","1","6","310","1","1","1","32","1","5","101601"
"1","360","1","6","310","1","1","1","32","1","-1","101602"
"1","360","1","6","-1","1","1","1","32","1","-1","101603"
"1","360","1","5","310","1","1","1","32","1","5","101604"
"1","360","1","5","310","1","1","1","32","1","-1","101605"
"1","360","1","5","-1","1","1","1","32","1","-1","101606"
"1","380","1","6","310","1","1","1","32","1","5","101701"
"1","380","1","6","310","1","1","1","32","1","-1","101702"
"1","380","1","6","-1","1","1","1","32","1","-1","101703"
"1","380","1","5","310","1","1","1","32","1","5","101704"
"1","380","1","5","310","1","1","1","32","1","-1","101705"
"1","380","1","5","-1","1","1","1","32","1","-1","101706"
"1","400","1","6","310","1","1","1","32","1","5","101801"
"1","400","1","6","310","1","1","1","32","1","-1","101802"
"1","400","1","6","-1","1","1","1","32","1","-1","101803"
"1","400","1","5","310","1","1","1","32","1","5","101804"
"1","400","1","5","310","1","1","1","32","1","-1","101805"
"1","400","1","5","-1","1","1","1","32","1","-1","101806"
"1","400","1","6","310","1","1","1","33","1","5","111601"
"1","400","1","6","310","1","1","1","33","1","-1","111602"
"1","400","1","6","-1","1","1","1","33","1","-1","111603"
"1","400","1","5","310","1","1","1","33","1","5","111604"
"1","400","1","5","310","1","1","1","33","1","-1","111605"
"1","400","1","5","-1","1","1","1","33","1","-1","111606"
"1","450","1","6","310","1","1","1","33","1","5","111701"
"1","450","1","6","310","1","1","1","33","1","-1","111702"
"1","450","1","6","-1","1","1","1","33","1","-1","111703"
"1","450","1","5","310","1","1","1","33","1","5","111704"
"1","450","1","5","310","1","1","1","33","1","-1","111705"
"1","450","1","5","-1","1","1","1","33","1","-1","111706"
"1","500","1","6","310","1","1","1","33","1","5","111801"
"1","500","1","6","310","1","1","1","33","1","-1","111802"
"1","500","1","6","-1","1","1","1","33","1","-1","111803"
"1","500","1","5","310","1","1","1","33","1","5","111804"
"1","500","1","5","310","1","1","1","33","1","-1","111805"
"1","500","1","5","-1","1","1","1","33","1","-1","111806"
