406e92ad27a4864a71d07614e38bce1604f6c608db3b49880a118637b068d2a9,1704841a217ba35fad8d69cf8cfc4be33cffd0e032d945af9b07c1eba7d8d055,0a4c29a42795bff8c7ba568dc723332cf31b8adfe87f6a297b30fe26d6c483f6,214742dfe5770581aeb57f78ba5294b6fb5e5111ae2e6bcc80f9b3488b983b7d,e1f8d7e3fade0e77c9d5ac630c623bc0cfa2112fc96e13f309af93268cd16387,9d85f20a55d8f1f86ed4015a1b3456efcbe0423047375ec2b5414b1e4014cf43,01d3375bfb06adfd208ad25121c2e33673b0045e4ea81fb0035b48764b1d9365,fdc9ca99ed4ed8cff38a1dee3bb224400c8b16df59cacdd92e72262c2e029c2a,8853725c3e5d2d2e4f99542658533cdcd01ebf21af8e3a0ae93456971989d63b,573fe6b5ace2af420a28b780e4d405e0c68ca7a7c33739cdf80597efd2376ffc
"302","0","0","0","2018/01/01 15:00:00","0","2018/02/28 14:59:59","1","0","10000"
"302","0","0","0","2018/02/28 15:00:00","1","2018/03/15 14:59:59","1","0","10001"
"302","0","0","0","2018/03/15 15:00:00","1","2018/03/31 14:59:59","1","0","10002"
"302","0","0","0","2018/03/31 15:00:00","1","2018/04/16 14:59:59","1","0","10003"
"302","0","0","0","2018/04/16 15:00:00","1","2018/04/30 11:59:59","1","0","10004"
"302","0","0","0","2018/04/30 12:00:00","1","2018/05/15 14:59:59","1","0","10005"
"302","0","0","0","2018/05/15 15:00:00","1","2018/05/31 11:59:59","1","0","10006"
"302","0","0","0","2018/05/31 12:00:00","1","2018/06/15 14:59:59","1","0","10007"
"302","0","0","0","2018/06/15 15:00:00","1","2018/06/30 11:59:59","1","0","10008"
"302","0","0","0","2018/06/30 12:00:00","1","2018/07/17 14:59:59","1","0","10009"
"302","0","0","0","2018/07/17 15:00:00","1","2018/07/31 11:59:59","1","0","10010"
"302","0","0","0","2018/07/31 12:00:00","1","2018/08/21 14:59:59","1","0","10011"
"302","0","0","0","2018/08/21 15:00:00","1","2018/08/31 11:59:59","1","0","10012"
"302","0","0","0","2018/08/31 12:00:00","1","2018/09/18 14:59:59","1","0","10013"
"302","0","0","0","2018/09/18 15:00:00","1","2018/09/30 11:59:59","1","0","10014"
"302","0","0","0","2018/09/30 12:00:00","1","2018/10/18 14:59:59","1","0","10015"
"302","0","0","0","2018/10/18 15:00:00","1","2018/10/31 11:59:59","1","0","10016"
"302","0","0","0","2018/11/03 19:00:00","1","2018/11/19 14:59:59","1","0","10017"
"302","0","0","0","2018/11/19 15:00:00","1","2018/11/30 11:59:59","1","0","10018"
"302","0","0","0","2018/11/30 12:00:00","1","2018/12/19 14:59:59","1","0","10019"
