94821703cb8c07660e8e54c13890c69165ee7589761510a6ec05c37bd9008fd6,49cc9c0a71a69894b3a50cd43c64c5da95c6b7ae58a2e502ebcf7e4200a90942,c08b341a8747e2f89940fd453797d936f01f2e468bcccc20e6c4e40013ad9480,7ad634d9879d92e0f3d92b60e69497fc7f8a2b4b90d6364a54dda0b65a173c14,026f5274cdb5af2235dc37df419258e1eaccf078f237001795ef35d48eb054f1,768be8549376af17d14e2af938b597d82a620a662603937356ef34665d2de675,c1fd90ef90a7a2ab0b0d5a08b561a1afde05d8db4ed24bbb9f1561c66a074f76,b555601ff7d17a99b6949827475004615ee4b7013121476a0fdd4d4d0d9a3b61,bbb3cee83fbaf30abe946eb3f6fa4c0587616768678666c947e98acdd96a85eb,4a5bc3b8696c5ba9f7e869df2dcbcf7cdd5e9661cc66c1ef55e417e91f994105,17a7e7977ffe7aea3eacf25047a51e4cef958c89b5b5a38478edef681a00b9ad,78d245109ffa10a90754f03ca5d1757e3ece25e0566abf09f7be8181d2d98eeb,8e59abbe79503411fca777fdb3aa9990ff09b0f8715f55da1dace8b60aeb88fb,250a2dff42c2638cb0ef7b1bd080317b43fd542e6f784720f35bdf7467849d0c,0d62c5306ca0ddab36fa0dbd73416940294abe80ad4097b9b5ed05c643838441,17e7ec061d37e39adb5f995796ec16d5e06e013b5835736713f7166fdf0a5cac,bb31c002a486ede2d2ec0420bca98f06e29bdf5c5c03213351fcc5ff1b9df97f,41e13406b56c0d511bce5c9c6c84945ec4b64deb859f3afbe7aaaf80b5cacd1b,220824807610cda668b51f3707a2c704f63b78821ce322d1b7c19003370f99b7,e9c2882d51011a216547347e336b3d1c421f06734c7931cc1a89a43dfde3bfde,0893c3c67d6e2841bd676934873fbe26453420cb99dea34d99b3d440bcc09d70,f3924ec564edc783f58d56edeecc5c0d6f1e00054b5a08ae24bc46784803ccf0,7abe055c22b40e8a2c88f873bce7074507e3d388483ed5bd6918bcb513d61ac2,64812af6a9bc511ecd927d2aad7408580f63c232a5a71bc433d3573d4930995c
"31009","2","0","31056","0","300010","91002","15063001","2","2015/12/17 15:00:00","-356","-120","8","5","31013","【トワイライトキャラバン】出動！","5","11063","1","2","0","30","バトルに勝利する。","5"
"31043","2","0","31053","0","300010","91002","15063002","2","2015/12/17 15:00:00","-214","-168","8","5","31005","裏世界での戦闘訓練","5","11063","1","2","0","30","バトルに勝利する。","5"
"31016","2","0","31018","0","300010","91002","15063003","2","2015/12/17 15:00:00","-84","-65","8","5","31050","裏世界への修学旅行？","5","11063","1","2","0","30","バトルに勝利する。","5"
"0","0","0","0","0","300020","91002","15063004","0","2015/12/17 15:00:00","-116","109","8","0","0","《EX》危険な影の群れ","0","11063","2","0","0","150","バトルに勝利する。","0"
"31020","2","0","31004","0","300010","91002","15063005","2","2015/12/17 15:00:00","614","-120","8","5","31036","リトル・リバース・アドベンチャー","5","11063","1","2","0","30","バトルに勝利する。","5"
"31006","2","0","31044","0","300010","91002","15063006","2","2015/12/17 15:00:00","655","51","8","5","31022","いざ、裏世界出征？","5","11063","1","2","0","30","バトルに勝利する。","5"
"0","0","0","0","0","300020","91002","15063007","0","2015/12/17 15:00:00","881","30","8","0","0","《EX》危険な影の群れ","0","11063","2","0","0","150","バトルに勝利する。","0"
"31066","2","0","31065","0","300010","91002","15064001","0","2015/12/17 15:00:00","-247","-179","8","5","0","挨拶代わりの裏世界カチコミ！","0","11064","1","2","0","30","バトルに勝利する。","5"
"31048","2","0","31032","0","300010","91002","15064002","2","2015/12/17 15:00:00","0","-105","8","5","31034","新ビジネスの甘～い香り","5","11064","1","2","0","30","バトルに勝利する。","5"
"0","0","0","0","0","300020","91002","15064003","0","2015/12/17 15:00:00","159","-90","8","0","0","《EX》危険な魔物・胡狼と眼蔓","0","11064","2","0","0","150","バトルに勝利する。","0"
"0","0","0","90005","0","300010","91002","15064004","0","2015/12/17 15:00:00","453","-79","8","10","0","ロケットパンチで魔物さん退治！","0","11064","1","2","0","30","バトルに勝利する。","0"
"31021","2","0","31028","0","300010","91002","15064005","2","2015/12/17 15:00:00","570","58","8","5","31023","裏世界でのピクニック？","5","11064","1","2","0","30","バトルに勝利する。","5"
"0","0","0","0","0","300020","91002","15064006","0","2015/12/17 15:00:00","905","-18","8","0","0","《EX》危険な影と怪鳥獣","0","11064","2","0","0","150","バトルに勝利する。","0"
"31022","2","0","31006","0","300010","91002","15065001","2","2015/12/17 15:00:00","-442","-123","8","5","31011","妹たちのお世話合戦","5","11065","1","2","0","30","バトルに勝利する。","5"
"31033","2","2","31052","51011","300010","91002","15065002","2","2015/12/17 15:00:00","-289","117","8","5","31026","裏世界開拓記","5","11065","1","2","1","30","バトルに勝利する。","5"
"0","0","0","0","0","300020","91002","15065003","0","2015/12/17 15:00:00","-150","-162","8","0","0","《EX》危険な影の群れ","0","11065","2","0","0","150","バトルに勝利する。","0"
"31049","2","0","31037","0","300010","91002","15065004","0","2015/12/17 15:00:00","141","-109","8","5","0","ワクワク森パニック！","0","11065","1","2","0","30","バトルに勝利する。","5"
"31055","2","0","31030","0","300010","91002","15065005","2","2015/12/17 15:00:00","332","-34","8","5","51012","甘海に掲げる大漁旗","1","11065","1","2","0","30","バトルに勝利する。","5"
"0","0","0","0","0","300020","91002","15065006","0","2015/12/17 15:00:00","640","77","8","0","0","《EX》危険な魔物・狂熊と翼竜","0","11065","2","0","0","150","バトルに勝利する。","0"
"31185","2","0","31180","0","300010","91002","15066001","2","2015/12/17 15:00:00","-701","-56","8","5","51013","裏世界復興支援本部","1","11066","1","2","0","30","バトルに勝利する。","5"
"31017","2","0","31010","0","300010","91002","15066002","0","2015/12/17 15:00:00","-427","109","8","5","0","姫たちのお風呂外交","0","11066","1","2","0","30","バトルに勝利する。","5"
"0","0","0","4102402","0","300020","91002","15066003","0","2015/12/17 15:00:00","-573","-180","8","1","0","《EX》天才発明家の三女、襲来","0","11066","2","18","0","150","バトルに勝利する。","0"
"31012","2","2","31015","51016","300010","91002","15066004","2","2015/12/17 15:00:00","-165","-25","8","5","31040","裏世界安全講習会","5","11066","1","2","1","30","バトルに勝利する。","5"
"31054","2","0","31029","0","300010","91002","15066005","2","2015/12/17 15:00:00","110","-88","8","5","31042","裏世界オンステージ！","5","11066","1","2","0","30","バトルに勝利する。","5"
"0","0","0","90005","0","300010","91002","15066006","0","2015/12/17 15:00:00","135","97","8","10","0","ドラゴン姉妹の頼みごと","0","11066","1","2","0","30","バトルに勝利する。","0"
"0","0","0","0","0","300020","91002","15066007","0","2015/12/17 15:00:00","443","42","8","0","0","《EX》危険な影と魔物・雷々傲M","0","11066","2","0","0","150","バトルに勝利する。","0"
"31008","2","0","31258","0","300010","91002","15067001","0","2015/12/17 15:00:00","-208","-32","8","5","0","甘くておいしい美容法","0","11067","1","2","0","30","バトルに勝利する。","5"
"31045","2","0","31233","0","300010","91002","15067002","2","2015/12/17 15:00:00","-58","44","8","5","51017","ドＭとショタを確保せよ","1","11067","1","2","0","30","バトルに勝利する。","5"
"0","0","0","4105402","0","300020","91002","15067003","0","2015/12/17 15:00:00","-84","-165","8","1","0","《EX》受難体質の次女、遭難","0","11067","2","18","0","150","バトルに勝利する。","0"
"31034","2","2","31181","51018","300010","91002","15067004","2","2015/12/17 15:00:00","425","90","8","5","31059","甘やかすのは誰か","5","11067","1","2","1","30","バトルに勝利する。","5"
"0","0","0","90005","0","300010","91002","15067005","0","2015/12/17 15:00:00","551","36","8","10","0","お腹ペコペコデュエット","0","11067","1","2","0","30","バトルに勝利する。","0"
"0","0","0","0","0","300020","91002","15067006","0","2015/12/17 15:00:00","602","-120","8","0","0","《EX》危険な魔物・大鬼と雷鳥","0","11067","2","0","0","150","バトルに勝利する。","0"
"31014","2","0","31093","0","300010","91002","15068001","2","2015/12/17 15:00:00","-40","-20","8","5","51021","裏世界にも事件の香り","1","11068","1","2","0","30","バトルに勝利する。","5"
"31051","2","0","31027","0","300010","91002","15068002","0","2015/12/17 15:00:00","90","-179","8","5","0","煉獄に咲く華のような","0","11068","1","2","0","30","バトルに勝利する。","5"
"0","0","0","4101403","0","300020","91002","15068003","0","2015/12/17 15:00:00","245","-171","8","1","0","《EX》豪放磊落の長女、狂酔","0","11068","2","18","0","150","バトルに勝利する。","0"
"31033","2","0","31032","0","300010","91002","15068004","2","2015/12/17 15:00:00","643","44","8","5","51022","湯あたりにご注意を","1","11068","1","2","0","30","バトルに勝利する。","5"
"0","0","0","90005","0","300010","91002","15068005","0","2015/12/17 15:00:00","768","-93","8","10","0","ウサギ追いしジオ・ゲヘナ","0","11068","1","2","0","30","バトルに勝利する。","0"
"0","0","0","0","0","300020","91002","15068006","0","2015/12/17 15:00:00","814","91","8","0","0","《EX》危険な影の群れ","0","11068","2","0","0","150","バトルに勝利する。","0"
"31020","2","0","31047","0","300010","91002","15069001","2","2015/12/17 15:00:00","-324","0","8","5","51023","裏世界の迷子ちゃん","1","11069","1","2","0","30","バトルに勝利する。","5"
"31060","2","0","31016","0","300010","91002","15069002","0","2015/12/17 15:00:00","-175","-78","8","5","0","ジオ・ゲヘナの魔法研究","0","11069","1","2","0","30","バトルに勝利する。","5"
"0","0","0","0","0","300020","91002","15069003","0","2015/12/17 15:00:00","0","-136","8","0","0","《EX》危険な影の群れ","0","11069","2","0","0","150","バトルに勝利する。","0"
