556af41ae83024d298687be3ccd41d94611a644b2859d13e4d63e36016c7c047,961471151746ec60fb0ac64d387cda542008625a6ba9df8cb5b3d861abaad89d,8ed92f813cb37ea9d744c25ee164a0a0888ccc4c8be9413c1ecd873010382495,238bd544773ab3a78076f6f97660936bf9f833a2cdb46578a146b88ff695f7c6,c332d603af9def05cfe198823d68390067ea4c825c5c08072bc0e348655ec060,e30d7c59fa0c3cc8cf7ab84b9492bbcd3dbd86b874862b211998e4f1832a0856,79c4b17415275bbf76022673f68118e093a008a0f73a0cc0aaaf5b1807fe467e,fe0ca3b75096bba6b4d9804c25f4a50c528f0d69bc18107ce9c6005be065737a,ab58ee6ed12ff38a5848e665acfc36ea87c5b3dbfe618382c2358b3a3dc92bb9
"0","43.5","1","502001102","1","1","11","0.7","320010106"
"0","13","3","502001103","2","2","67","0.65","320010106"
"0","-74","2","0","3","3","49","0.65","320010106"
"0","-49","1","502001108","4","1","13","0.7","320010107"
"0","-4","3","502001109","5","2","62","0.85","320010107"
"0","59","2","0","6","3","50","0.65","320010107"
"0","0","1","0","7","1","-10","1.05","320010108"
"0","-15","1","0","8","1","-10","1.05","320010109"
"0","-85","1","0","9","1","-45","0.43","320010110"
"0","85","2","0","10","2","-45","0.43","320010110"
"0","43.5","1","502001202","11","1","11","0.7","320010206"
"0","13","3","502001203","12","2","67","0.65","320010206"
"0","-74","2","0","13","3","49","0.65","320010206"
"0","-49","1","502001208","14","1","13","0.7","320010207"
"0","-4","3","502001209","15","2","62","0.85","320010207"
"0","59","2","0","16","3","50","0.65","320010207"
"0","0","1","0","17","1","-10","1.05","320010208"
"0","-15","1","0","18","1","-10","1.05","320010209"
"0","-85","1","0","19","1","-45","0.43","320010210"
"0","85","2","0","20","2","-45","0.43","320010210"
"0","43.5","1","502001302","21","1","11","0.7","320010306"
"0","13","3","502001303","22","2","67","0.65","320010306"
"0","-74","2","0","23","3","49","0.65","320010306"
"0","-49","1","502001308","24","1","13","0.7","320010307"
"0","-4","3","502001309","25","2","62","0.85","320010307"
"0","59","2","0","26","3","50","0.65","320010307"
"0","0","1","0","27","1","-10","1.05","320010308"
"0","-15","1","0","28","1","-10","1.05","320010309"
"0","-85","1","0","29","1","-45","0.43","320010310"
"0","85","2","0","30","2","-45","0.43","320010310"
"0","43.5","1","502001402","31","1","11","0.7","320010406"
"0","13","3","502001403","32","2","67","0.65","320010406"
"0","-74","2","0","33","3","49","0.65","320010406"
"0","-49","1","502001408","34","1","13","0.7","320010407"
"0","-4","3","502001409","35","2","62","0.85","320010407"
"0","59","2","0","36","3","50","0.65","320010407"
"0","0","1","0","37","1","-10","1.05","320010408"
"0","-15","1","0","38","1","-10","1.05","320010409"
"0","-85","1","0","39","1","-45","0.43","320010410"
"0","85","2","0","40","2","-45","0.43","320010410"
"0","43.5","1","502001502","41","1","11","0.7","320010506"
"0","13","3","502001503","42","2","67","0.65","320010506"
"0","-74","2","0","43","3","49","0.65","320010506"
"0","-49","1","502001508","44","1","13","0.7","320010507"
"0","-4","3","502001509","45","2","62","0.85","320010507"
"0","59","2","0","46","3","50","0.65","320010507"
"0","0","1","0","47","1","-10","1.05","320010508"
"0","-15","1","0","48","1","-10","1.05","320010509"
"0","-85","1","0","49","1","-45","0.43","320010510"
"0","85","2","0","50","2","-45","0.43","320010510"
"0","43.5","1","502002102","51","1","11","0.7","320020106"
"0","13","3","502002103","52","2","67","0.65","320020106"
"0","-74","2","0","53","3","49","0.65","320020106"
"0","-49","1","502002108","54","1","13","0.7","320020107"
"0","-4","3","502002109","55","2","62","0.85","320020107"
"0","59","2","0","56","3","50","0.65","320020107"
"0","0","1","0","57","1","-10","1.05","320020108"
"0","-15","1","0","58","1","-10","1.05","320020109"
"0","-85","1","0","59","1","-45","0.43","320020110"
"0","85","2","0","60","2","-45","0.43","320020110"
"0","43.5","1","502002202","61","1","11","0.7","320020206"
"0","13","3","502002203","62","2","67","0.65","320020206"
"0","-74","2","0","63","3","49","0.65","320020206"
"0","-49","1","502002208","64","1","13","0.7","320020207"
"0","-4","3","502002209","65","2","62","0.85","320020207"
"0","59","2","0","66","3","50","0.65","320020207"
"0","0","1","0","67","1","-10","1.05","320020208"
"0","-15","1","0","68","1","-10","1.05","320020209"
"0","-85","1","0","69","1","-45","0.43","320020210"
"0","85","2","0","70","2","-45","0.43","320020210"
"0","43.5","1","502002302","71","1","11","0.7","320020306"
"0","13","3","502002303","72","2","67","0.65","320020306"
"0","-74","2","0","73","3","49","0.65","320020306"
"0","-49","1","502002308","74","1","13","0.7","320020307"
"0","-4","3","502002309","75","2","62","0.85","320020307"
"0","59","2","0","76","3","50","0.65","320020307"
"0","0","1","0","77","1","-10","1.05","320020308"
"0","-15","1","0","78","1","-10","1.05","320020309"
"0","-85","1","0","79","1","-45","0.43","320020310"
"0","85","2","0","80","2","-45","0.43","320020310"
"0","43.5","1","502002402","81","1","11","0.7","320020406"
"0","13","3","502002403","82","2","67","0.65","320020406"
"0","-74","2","0","83","3","49","0.65","320020406"
"0","-49","1","502002408","84","1","13","0.7","320020407"
"0","-4","3","502002409","85","2","62","0.85","320020407"
"0","59","2","0","86","3","50","0.65","320020407"
"0","0","1","0","87","1","-10","1.05","320020408"
"0","-15","1","0","88","1","-10","1.05","320020409"
"0","-85","1","0","89","1","-45","0.43","320020410"
"0","85","2","0","90","2","-45","0.43","320020410"
"0","43.5","1","502002502","91","1","11","0.7","320020506"
"0","13","3","502002503","92","2","67","0.65","320020506"
"0","-74","2","0","93","3","49","0.65","320020506"
"0","-49","1","502002508","94","1","13","0.7","320020507"
"0","-4","3","502002509","95","2","62","0.85","320020507"
"0","59","2","0","96","3","50","0.65","320020507"
"0","0","1","0","97","1","-10","1.05","320020508"
"0","-15","1","0","98","1","-10","1.05","320020509"
"0","-85","1","0","99","1","-45","0.43","320020510"
"0","85","2","0","100","2","-45","0.43","320020510"
"0","43.5","1","502003102","101","1","11","0.7","320030106"
"0","13","2","502003103","102","2","67","0.65","320030106"
"0","-74","3","0","103","3","49","0.65","320030106"
"0","-49","1","502003108","104","1","13","0.7","320030107"
"0","-4","3","502003109","105","2","62","0.85","320030107"
"0","59","2","0","106","3","50","0.65","320030107"
"0","0","1","0","107","1","-10","1.05","320030108"
"0","-15","1","0","108","1","-10","1.05","320030109"
"0","-85","1","0","109","1","-45","0.43","320030110"
"0","85","2","0","110","2","-45","0.43","320030110"
"0","43.5","1","502003202","111","1","11","0.7","320030206"
"0","13","2","502003203","112","2","67","0.65","320030206"
"0","-74","3","0","113","3","49","0.65","320030206"
"0","-49","1","502003208","114","1","13","0.7","320030207"
"0","-4","3","502003209","115","2","62","0.85","320030207"
"0","59","2","0","116","3","50","0.65","320030207"
"0","0","1","0","117","1","-10","1.05","320030208"
"0","-15","1","0","118","1","-10","1.05","320030209"
"0","-85","1","0","119","1","-45","0.43","320030210"
"0","85","2","0","120","2","-45","0.43","320030210"
"0","43.5","1","502003302","121","1","11","0.7","320030306"
"0","13","2","502003303","122","2","67","0.65","320030306"
"0","-74","3","0","123","3","49","0.65","320030306"
"0","-49","1","502003308","124","1","13","0.7","320030307"
"0","-4","3","502003309","125","2","62","0.85","320030307"
"0","59","2","0","126","3","50","0.65","320030307"
"0","0","1","0","127","1","-10","1.05","320030308"
"0","-15","1","0","128","1","-10","1.05","320030309"
"0","-85","1","0","129","1","-45","0.43","320030310"
"0","85","2","0","130","2","-45","0.43","320030310"
"0","43.5","1","502003402","131","1","11","0.7","320030406"
"0","13","2","502003403","132","2","67","0.65","320030406"
"0","-74","3","0","133","3","49","0.65","320030406"
"0","-49","1","502003408","134","1","13","0.7","320030407"
"0","-4","3","502003409","135","2","62","0.85","320030407"
"0","59","2","0","136","3","50","0.65","320030407"
"0","0","1","0","137","1","-10","1.05","320030408"
"0","-15","1","0","138","1","-10","1.05","320030409"
"0","-85","1","0","139","1","-45","0.43","320030410"
"0","85","2","0","140","2","-45","0.43","320030410"
"0","43.5","1","502003502","141","1","11","0.7","320030506"
"0","13","2","502003503","142","2","67","0.65","320030506"
"0","-74","3","0","143","3","49","0.65","320030506"
"0","-49","1","502003508","144","1","13","0.7","320030507"
"0","-4","3","502003509","145","2","62","0.85","320030507"
"0","59","2","0","146","3","50","0.65","320030507"
"0","0","1","0","147","1","-10","1.05","320030508"
